att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.061;-0.414	-0.481;0.690	110000000000000	0.038	0.519	8	210.99	399965	163988	1.00		4051	31394
-3.067;-0.500	-0.339;1.681	100000000000000	0.104	0.637	9	208.69	399996	303329	1.00		2071	7048
#	-0.853;1.194	100001001011000	0.067	0.583	3	212.18	399835	306564	0.50		667	91964
0.160;0.712	0.632;1.149	000010000000000	0.115	0.649	6	176.03	399967	315034	1.00		487	3282
-0.799;-0.106	-0.460;0.440	110001001011000	0.136	0.671	6	235.44	399972	321411	1.00		673	20242
-0.590;0.477	-1.140;0.144	001001011001101	0.186	0.714	1	242.29	399667	345844	1.00		385	28752
-0.824;0.319	-0.817;0.027	101001011011100	0.136	0.671	6	234.39	399903	348876	1.00		365	24135
#	-0.038;0.936	000001011010000	0.064	0.577	3	203.68	399939	364687	0.50		252	14184
#	0.258;0.848	000001100010000	0.058	0.566	3	191.50	399958	372269	0.50		753	5909
0.319;1.262	0.375;0.807	000000000010000	0.099	0.629	2	164.02	399978	374115	1.00		148	1258
-1.032;-0.274	#	000101001101000	0.038	0.520	1	211.64	399785	374621	0.50		180	6754
#	-1.110;0.136	000001011001101	0.090	0.618	2	216.12	399941	374989	0.50		179	17821
#	0.512;5.684	000010000010000	0.066	0.581	3	176.23	399983	375280	0.50		635	2718
-0.634;0.604	#	101001011011101	0.104	0.635	1	225.08	399928	377221	0.50		130	19292
-0.552;0.305	-1.165;-0.437	001001001000000	0.134	0.669	3	233.12	399989	377416	1.00		226	3809
-1.153;-0.463	-1.910;-0.451	000000000100000	0.093	0.622	6	169.75	399971	377539	1.00		289	994
-1.069;0.283	#	001101001101000	0.018	0.447	5	229.75	399818	378065	0.50		188	16187
-0.654;-0.064	-1.352;0.025	001001001100000	0.052	0.553	3	247.54	399901	378649	1.00		182	5503
#	-0.152;0.538	100001011011000	0.183	0.712	2	221.52	399991	379055	0.50		359	8417
0.287;3.672	-0.832;0.317	000001011010100	0.243	0.754	2	189.54	399902	380079	1.00		369	3732
-1.697;0.198	-0.845;0.516	100101011011100	0.106	0.638	2	232.96	399854	380606	1.00		82	11729
0.112;1.649	#	000001010010000	0.090	0.618	2	195.03	399995	380688	0.50		472	7523
-0.428;0.231	-0.069;1.044	100001010010010	0.217	0.737	1	234.99	399947	381074	1.00		945	4220
-0.513;0.039	-1.226;-0.115	001001001001100	0.186	0.714	1	257.40	399882	381237	1.00		189	4564
-0.513;0.039	#	001001001001100	0.060	0.570	1	249.10	399882	381468	0.50		184	7996
0.112;1.649	-0.450;1.348	000001010010000	0.150	0.684	2	193.61	399995	381577	1.00		452	5695
#	-0.868;0.056	000001011010101	0.076	0.598	1	215.25	399904	382042	0.50		258	11866
-1.286;-0.391	-1.089;-0.287	000000000100000	0.043	0.532	1	191.62	399971	382583	1.00		299	1619
0.488;3.354	#	000001000000000	0.049	0.548	5	168.76	399994	383019	0.50		316	2214
-0.979;-0.445	-0.799;-0.089	000100000100000	0.037	0.518	4	194.16	399997	383180	1.00		98	1903
-0.879;0.017	#	110001001001000	0.046	0.539	1	227.58	399951	383232	0.50		407	8802
-1.131;0.126	-1.280;-0.245	000001001100000	0.039	0.523	5	228.76	399855	383357	1.00		72	4924
-1.126;-0.211	-0.601;0.032	100100000100000	0.023	0.470	3	231.17	399969	383414	1.00		192	3103
-0.342;1.047	#	000001011011101	0.136	0.671	3	214.11	399986	383882	0.50		829	12472
-0.269;0.697	-3.235;-0.508	000001001001101	0.366	0.818	3	220.51	399992	384369	1.00		718	2169
-0.342;1.047	-1.544;0.254	000001011011101	0.276	0.773	1	221.53	399986	385153	1.00		765	8518
-0.032;1.434	0.258;0.809	000001100010000	0.129	0.664	1	190.90	399958	385171	1.00		404	1952
-0.029;0.844	0.258;0.848	000001100010000	0.124	0.659	1	194.94	399958	385328	1.00		398	1846
0.671;7.720	#	000001000010000	0.525	0.879	1	150.98	399977	385364	0.50		480	753
-0.387;0.307	-0.332;0.463	100001011011100	0.460	0.856	1	261.37	399998	385986	1.00		1142	4127
-0.988;-0.207	-0.704;0.158	100100001100000	0.039	0.523	1	230.15	399629	386053	1.00		79	3411
-0.436;0.312	-1.999;-0.048	001001001001101	0.212	0.733	1	253.49	399950	386475	1.00		366	4630
-0.277;1.434	#	000001100010000	0.020	0.457	1	214.11	399958	386726	0.50		360	9762
-0.930;0.786	#	100001000010010	0.017	0.442	4	220.02	399980	386997	0.50		331	12483
-0.654;-0.064	#	001001001100000	0.020	0.458	1	236.53	399901	387037	0.50		110	4855
-0.212;0.568	0.512;5.684	000010000010000	0.105	0.637	1	184.00	399983	387109	1.00		333	1067
-1.382;1.005	#	110101001011000	0.036	0.514	1	212.18	399964	387382	0.50		72	12617
#	0.463;2.515	000000000010010	0.056	0.562	3	179.85	399953	387829	0.50		226	1580
-0.932;-0.317	#	001101001001000	0.016	0.437	2	211.11	399831	387948	0.50		17	2896
0.020;1.649	-0.450;1.348	000001010010000	0.138	0.673	1	204.29	399995	388065	1.00		291	4354
#	-0.142;0.851	000001011011000	0.081	0.605	1	209.33	399870	388164	0.50		203	5683
-1.352;-0.979	-0.799;-0.089	000100000100000	0.004	0.519	1	199.25	388203	388203	1.00		0	0
0.178;1.149	-0.450;1.348	000001010010000	0.149	0.683	1	192.59	399995	388336	1.00		253	3190
-0.132;0.516	-0.625;0.160	000001011011100	0.497	0.869	5	237.85	399993	388397	1.00		417	3039
#	-1.440;0.714	000001010010100	0.036	0.513	1	215.68	399979	388582	0.50		245	10977
-0.726;0.169	-0.724;-0.110	001101011011100	0.118	0.652	1	237.60	399840	388656	1.00		17	3317
-0.877;-0.039	0.083;1.643	100001000000000	0.044	0.536	1	217.45	399452	388923	1.00		46	1285
-0.496;0.285	#	100001010010000	0.050	0.550	2	245.52	399770	388986	0.50		32	6580
#	-0.052;0.667	100000000010010	0.020	0.458	2	220.15	399949	389055	0.50		63	3957
-0.269;0.466	-0.923;-0.559	000001001001101	0.400	0.833	1	225.68	399891	389075	1.00		362	1126
0.671;7.720	-0.334;0.527	000001000010000	0.858	0.970	1	173.52	399977	389477	1.00		301	331
-1.103;-0.226	-0.537;0.077	110100000000000	0.018	0.448	3	234.06	399990	389505	1.00		46	1863
#	-0.101;0.531	100001011011000	0.183	0.712	2	222.39	399991	389506	0.50		180	3798
-0.052;3.672	-0.832;0.317	000001011010100	0.247	0.756	1	211.28	399902	389591	1.00		194	4136
-0.604;0.558	-0.016;0.958	100001000010010	0.083	0.608	1	211.46	399980	389634	1.00		266	3457
-1.405;-0.010	-0.503;0.168	110101001001000	0.104	0.636	2	241.81	399876	389640	1.00		119	2916
