Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	370	600	0.212	0.1517	0.12	0.63	0.000	0.000	0.000
7000	401	600	0.1992	0.134	0.13	1.50	0.000	0.000	0.000
10500	403	600	0.1894	0.1514	0.13	2.36	0.000	0.000	0.000
14000	431	600	0.1771	0.1906	0.14	3.23	0.000	0.000	0.000
17500	441	600	0.1781	0.1826	0.14	4.19	0.000	0.000	0.000
21000	420	600	0.1731	0.1846	0.15	5.13	0.000	0.000	0.000
24500	426	600	0.1774	0.1783	0.14	6.08	0.000	0.000	0.000
28000	433	600	0.1735	0.1877	0.15	7.06	0.000	0.000	0.000
31500	441	600	0.1715	0.1937	0.16	8.09	0.000	0.000	0.000
35000	420	600	0.1738	0.2003	0.15	9.12	0.000	0.000	0.000
38500	426	600	0.1869	0.1503	0.14	10.09	0.000	0.000	0.000
42000	433	600	0.1673	0.1631	0.15	11.03	0.000	0.000	0.000
45500	437	600	0.1758	0.1829	0.16	11.98	0.000	0.000	0.000
49000	432	600	0.1771	0.1977	0.15	12.95	0.000	0.000	0.000
52500	434	600	0.1794	0.1966	0.15	13.93	0.000	0.000	0.000
56000	431	600	0.1678	0.2217	0.15	14.92	0.000	0.000	0.000
59500	436	600	0.1638	0.2257	0.15	15.93	0.000	0.000	0.000
63000	420	600	0.1733	0.2169	0.14	16.77	0.000	0.000	0.000
66500	439	600	0.1816	0.1926	0.14	17.60	0.000	0.000	0.000
70000	450	600	0.1731	0.2137	0.13	18.55	0.000	0.000	0.000
73500	434	600	0.1823	0.2029	0.15	19.47	0.000	0.000	0.000
77000	436	600	0.1704	0.2077	0.15	20.46	0.000	0.000	0.000
80500	444	600	0.175	0.194	0.15	21.38	0.000	0.000	0.000
84000	435	600	0.1712	0.1814	0.15	22.30	0.000	0.000	0.000
87500	433	600	0.1844	0.1723	0.14	23.20	0.000	0.000	0.000
91000	431	600	0.1783	0.1923	0.14	24.17	0.000	0.000	0.000
94500	433	600	0.1818	0.1849	0.15	25.11	0.000	0.000	0.000
98000	418	600	0.1763	0.1743	0.14	26.04	0.000	0.000	0.000
101500	434	600	0.1893	0.1643	0.16	26.84	0.000	0.000	0.000
105000	426	600	0.185	0.1606	0.16	27.68	0.000	0.000	0.000
108500	434	600	0.1882	0.1523	0.14	28.55	0.000	0.000	0.000
112000	435	600	0.1954	0.1497	0.15	29.45	0.000	0.000	0.000
115500	427	600	0.1741	0.2029	0.15	30.35	0.000	0.000	0.000
119000	427	600	0.1698	0.2046	0.14	31.35	0.000	0.000	0.000
122500	422	600	0.1764	0.1989	0.14	32.26	0.000	0.000	0.000
126000	439	600	0.1689	0.2183	0.15	33.27	0.000	0.000	0.000
129500	426	600	0.1796	0.1954	0.16	34.17	0.000	0.000	0.000
133000	422	600	0.1788	0.1777	0.16	35.16	0.000	0.000	0.000
136500	423	600	0.169	0.2266	0.16	36.17	0.000	0.000	0.000
140000	442	600	0.1682	0.2074	0.16	37.11	0.000	0.000	0.000
143500	435	600	0.1659	0.2166	0.14	38.10	0.000	0.000	0.000
147000	438	600	0.1552	0.2554	0.15	39.00	0.000	0.000	0.000
150500	438	600	0.1737	0.2449	0.14	40.04	0.000	0.000	0.000
154000	443	600	0.2017	0.1849	0.16	41.07	0.000	0.000	0.000
157500	433	600	0.1735	0.2486	0.15	42.07	0.000	0.000	0.000
161000	442	600	0.1759	0.2254	0.15	43.04	0.000	0.000	0.000
164500	405	600	0.1849	0.1751	0.14	44.01	0.000	0.000	0.000
168000	438	600	0.1837	0.2151	0.15	44.94	0.000	0.000	0.000
171500	441	600	0.186	0.1997	0.15	45.82	0.000	0.000	0.000
175000	442	600	0.1711	0.2051	0.15	46.72	0.000	0.000	0.000
178500	444	600	0.1746	0.1977	0.15	47.85	0.000	0.000	0.000
182000	451	600	0.1585	0.2409	0.15	48.97	0.000	0.000	0.000
185500	440	600	0.1909	0.1983	0.15	49.97	0.000	0.000	0.000
189000	452	600	0.1903	0.1963	0.15	50.97	0.000	0.000	0.000
192500	447	600	0.2004	0.1574	0.14	51.99	0.000	0.000	0.000
196000	438	600	0.1957	0.1606	0.14	52.95	0.000	0.000	0.000
199500	432	600	0.1897	0.1857	0.14	53.87	0.000	0.000	0.000
203000	431	600	0.1929	0.1783	0.14	54.81	0.000	0.000	0.000
206500	454	600	0.1934	0.1723	0.16	55.80	0.000	0.000	0.000
210000	449	600	0.181	0.1957	0.15	56.79	0.000	0.000	0.000
213500	436	600	0.1868	0.1691	0.15	57.72	0.000	0.000	0.000
217000	445	600	0.1696	0.2103	0.15	58.69	0.000	0.000	0.000
220500	434	600	0.1805	0.19	0.15	59.55	0.000	0.000	0.000
224000	431	600	0.1812	0.1897	0.14	60.50	0.000	0.000	0.000
227500	445	600	0.1839	0.1677	0.14	61.48	0.000	0.000	0.000
231000	426	600	0.1654	0.1966	0.13	62.48	0.000	0.000	0.000
234500	433	600	0.1621	0.1974	0.14	63.41	0.000	0.000	0.000
238000	429	600	0.1824	0.1603	0.15	64.34	0.000	0.000	0.000
241500	437	600	0.1828	0.1769	0.15	65.32	0.000	0.000	0.000
245000	415	600	0.1732	0.1986	0.16	66.25	0.000	0.000	0.000
248500	439	600	0.1594	0.2197	0.15	67.30	0.000	0.000	0.000
252000	457	600	0.1832	0.18	0.16	68.37	0.000	0.000	0.000
255500	445	600	0.1761	0.1543	0.16	69.41	0.000	0.000	0.000
259000	425	600	0.1763	0.2	0.15	70.35	0.000	0.000	0.000
262500	414	600	0.1764	0.1889	0.13	71.21	0.000	0.000	0.000
266000	426	600	0.1808	0.1889	0.15	72.13	0.000	0.000	0.000
269500	432	600	0.1617	0.2306	0.14	73.03	0.000	0.000	0.000
273000	448	600	0.161	0.2206	0.14	73.99	0.000	0.000	0.000
276500	436	600	0.1855	0.1771	0.15	74.97	0.000	0.000	0.000
280000	431	600	0.1987	0.1686	0.15	75.98	0.000	0.000	0.000
283500	436	600	0.1921	0.1557	0.15	77.05	0.000	0.000	0.000
287000	440	600	0.1719	0.1749	0.15	78.12	0.000	0.000	0.000
290500	460	600	0.1623	0.2046	0.15	79.11	0.000	0.000	0.000
294000	441	600	0.1726	0.1923	0.15	80.15	0.000	0.000	0.000
297500	422	600	0.176	0.1754	0.15	81.16	0.000	0.000	0.000
301000	420	600	0.1711	0.1823	0.14	82.09	0.000	0.000	0.000
304500	442	600	0.1774	0.1834	0.15	83.01	0.000	0.000	0.000
308000	437	600	0.1808	0.1734	0.16	84.07	0.000	0.000	0.000
311500	425	600	0.1845	0.1631	0.15	85.16	0.000	0.000	0.000
315000	422	600	0.1767	0.1983	0.14	86.16	0.000	0.000	0.000
318500	423	600	0.1724	0.1823	0.14	87.08	0.000	0.000	0.000
322000	425	600	0.1594	0.2177	0.14	88.03	0.000	0.000	0.000
325500	418	600	0.1775	0.184	0.14	88.92	0.000	0.000	0.000
329000	410	600	0.1667	0.1926	0.13	89.86	0.000	0.000	0.000
332500	436	600	0.1638	0.1874	0.14	90.71	0.000	0.000	0.000
336000	444	600	0.1665	0.1746	0.16	91.73	0.000	0.000	0.000
339500	426	600	0.1962	0.1417	0.15	92.75	0.000	0.000	0.000
343000	436	600	0.1905	0.1434	0.15	93.68	0.000	0.000	0.000
