Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
58000	147	200	0.017	0.966	0.11	1.47	1.333	0.633	0.000
59000	145	200	0.015	0.97	0.10	1.50	1.332	0.638	0.026
60000	148	200	0.015	0.971	0.10	1.53	1.334	0.637	0.018
61000	144	200	0.013	0.974	0.11	1.56	1.337	0.637	0.000
62000	135	200	0.013	0.975	0.11	1.59	1.338	0.637	0.000
63000	134	200	0.01	0.98	0.11	1.61	1.35	0.63	0.000
64000	133	200	0.011	0.979	0.10	1.64	1.34	0.639	0.011
65000	131	200	0.009	0.981	0.10	1.66	1.337	0.644	0.000
66000	136	200	0.01	0.98	0.11	1.68	1.339	0.641	0.000
67000	137	200	0.009	0.982	0.11	1.71	1.339	0.643	0.000
68000	137	200	0.009	0.981	0.11	1.73	1.338	0.643	0.101
69000	137	200	0.01	0.98	0.12	1.76	1.335	0.645	0.017
70000	134	200	0.009	0.982	0.12	1.78	1.345	0.637	0.000
71000	135	200	0.01	0.98	0.12	1.81	1.342	0.638	0.000
72000	140	200	0.011	0.978	0.12	1.83	1.336	0.642	0.000
73000	145	200	0.012	0.976	0.12	1.86	1.341	0.635	0.000
74000	138	200	0.011	0.979	0.12	1.88	1.342	0.637	0.015
75000	136	200	0.009	0.982	0.13	1.91	1.338	0.644	0.089
76000	137	200	0.009	0.983	0.12	1.95	1.338	0.645	0.008
77000	141	200	0.009	0.983	0.13	1.98	1.342	0.641	0.014
78000	139	200	0.009	0.983	0.14	2.00	1.347	0.636	0.000
79000	137	200	0.009	0.981	0.12	2.03	1.337	0.644	0.000
80000	143	200	0.011	0.978	0.12	2.07	1.34	0.638	0.012
81000	146	200	0.009	0.981	0.13	2.10	1.34	0.641	0.000
82000	148	200	0.009	0.982	0.13	2.13	1.336	0.646	0.000
83000	146	200	0.009	0.982	0.12	2.16	1.339	0.643	0.000
84000	144	200	0.01	0.98	0.12	2.20	1.338	0.642	0.000
85000	143	200	0.009	0.981	0.13	2.22	1.347	0.634	0.000
86000	140	200	0.011	0.979	0.13	2.25	1.343	0.636	0.000
87000	138	200	0.011	0.979	0.12	2.28	1.339	0.64	0.000
88000	136	200	0.011	0.979	0.12	2.31	1.342	0.637	0.000
89000	135	200	0.009	0.982	0.12	2.34	1.342	0.64	0.000
90000	137	200	0.01	0.98	0.12	2.36	1.34	0.64	0.000
91000	144	200	0.009	0.981	0.12	2.38	1.333	0.648	0.000
92000	144	200	0.009	0.983	0.11	2.42	1.343	0.64	0.000
93000	150	200	0.011	0.979	0.12	2.45	1.342	0.637	0.000
94000	155	200	0.011	0.979	0.12	2.49	1.337	0.642	0.000
95000	157	200	0.011	0.977	0.12	2.53	1.339	0.638	0.000
96000	155	200	0.011	0.977	0.13	2.56	1.339	0.638	0.000
97000	155	200	0.01	0.98	0.13	2.59	1.336	0.644	0.000
98000	155	200	0.011	0.978	0.13	2.62	1.334	0.644	0.000
99000	160	200	0.009	0.981	0.13	2.65	1.338	0.643	0.069
100000	159	200	0.01	0.98	0.14	2.69	1.346	0.634	0.000
101000	159	200	0.009	0.982	0.12	2.72	1.342	0.64	0.000
102000	159	200	0.008	0.984	0.13	2.75	1.341	0.643	0.115
103000	156	200	0.009	0.983	0.13	2.79	1.343	0.64	0.000
104000	149	200	0.009	0.983	0.12	2.81	1.344	0.639	0.000
105000	155	200	0.008	0.984	0.12	2.84	1.343	0.641	0.000
106000	155	200	0.009	0.983	0.12	2.87	1.339	0.644	0.000
107000	151	200	0.009	0.983	0.10	2.90	1.348	0.635	0.000
108000	155	200	0.009	0.983	0.11	2.93	1.346	0.637	0.000
109000	151	200	0.011	0.978	0.11	2.96	1.339	0.639	0.000
110000	141	200	0.01	0.98	0.10	2.98	1.34	0.64	0.016
111000	144	200	0.009	0.982	0.10	3.01	1.338	0.644	0.017
112000	145	200	0.01	0.98	0.12	3.04	1.334	0.646	0.000
113000	145	200	0.01	0.98	0.13	3.07	1.337	0.643	0.000
114000	140	200	0.01	0.98	0.12	3.10	1.335	0.645	0.000
115000	134	200	0.01	0.98	0.12	3.12	1.347	0.633	0.000
116000	135	200	0.011	0.979	0.12	3.16	1.337	0.642	0.084
117000	142	200	0.011	0.979	0.12	3.18	1.336	0.643	0.000
118000	146	200	0.01	0.98	0.12	3.21	1.339	0.641	0.000
119000	142	200	0.009	0.982	0.12	3.25	1.337	0.645	0.042
120000	142	200	0.011	0.978	0.11	3.28	1.338	0.64	0.000
121000	142	200	0.011	0.978	0.11	3.31	1.334	0.644	0.011
122000	144	200	0.011	0.978	0.10	3.34	1.344	0.634	0.000
123000	142	200	0.009	0.982	0.10	3.37	1.344	0.638	0.000
124000	147	200	0.008	0.984	0.11	3.40	1.34	0.644	0.000
125000	149	200	0.009	0.981	0.11	3.43	1.342	0.639	0.030
126000	149	200	0.009	0.981	0.11	3.45	1.343	0.638	0.000
127000	140	200	0.008	0.984	0.10	3.48	1.34	0.644	0.000
128000	147	200	0.009	0.983	0.11	3.50	1.336	0.647	0.000
129000	148	200	0.009	0.981	0.12	3.53	1.343	0.638	0.000
130000	144	200	0.009	0.982	0.11	3.56	1.35	0.632	0.000
131000	147	200	0.013	0.975	0.11	3.59	1.343	0.632	0.000
132000	148	200	0.013	0.974	0.12	3.62	1.348	0.626	0.000
133000	151	200	0.013	0.974	0.12	3.65	1.348	0.626	0.000
134000	148	200	0.013	0.973	0.12	3.68	1.344	0.629	0.000
135000	150	200	0.013	0.974	0.12	3.72	1.345	0.629	0.000
136000	151	200	0.013	0.973	0.12	3.75	1.344	0.629	0.000
137000	156	200	0.013	0.975	0.14	3.78	1.352	0.623	0.030
138000	145	200	0.015	0.971	0.13	3.81	1.349	0.622	0.000
139000	145	200	0.013	0.973	0.12	3.84	1.345	0.628	0.013
140000	142	200	0.013	0.974	0.12	3.87	1.347	0.627	0.031
141000	139	200	0.012	0.976	0.12	3.90	1.343	0.633	0.029
142000	144	200	0.012	0.976	0.11	3.92	1.343	0.633	0.000
143000	144	200	0.012	0.976	0.12	3.95	1.338	0.638	0.000
144000	141	200	0.011	0.978	0.12	3.98	1.347	0.631	0.011
145000	139	200	0.013	0.975	0.12	4.01	1.348	0.627	0.000
146000	137	200	0.013	0.975	0.12	4.03	1.343	0.632	0.000
147000	136	200	0.012	0.976	0.11	4.05	1.346	0.63	0.000
148000	136	200	0.015	0.971	0.12	4.08	1.344	0.627	0.017
149000	142	200	0.011	0.977	0.12	4.11	1.34	0.637	0.000
150000	144	200	0.013	0.974	0.11	4.14	1.341	0.633	0.044
151000	146	200	0.013	0.975	0.12	4.17	1.343	0.632	0.000
152000	156	200	0.012	0.976	0.13	4.20	1.352	0.624	0.076
153000	158	200	0.013	0.973	0.13	4.23	1.344	0.629	0.105
154000	156	200	0.013	0.975	0.13	4.26	1.342	0.633	0.000
155000	150	200	0.012	0.976	0.11	4.28	1.346	0.63	0.000
156000	147	200	0.011	0.978	0.11	4.32	1.348	0.63	0.019
157000	148	200	0.012	0.976	0.10	4.34	1.345	0.631	0.008
158000	151	200	0.012	0.976	0.11	4.37	1.341	0.635	0.000
159000	150	200	0.01	0.98	0.10	4.39	1.351	0.629	0.033
160000	148	200	0.015	0.971	0.10	4.42	1.346	0.625	0.012
161000	150	200	0.014	0.972	0.10	4.46	1.341	0.631	0.023
162000	146	200	0.015	0.971	0.10	4.49	1.342	0.629	0.027
163000	142	200	0.013	0.973	0.10	4.51	1.341	0.632	0.047
164000	146	200	0.015	0.97	0.10	4.54	1.337	0.633	0.041
165000	149	200	0.013	0.974	0.11	4.57	1.342	0.632	0.000
166000	146	200	0.012	0.976	0.10	4.60	1.342	0.634	0.000
167000	142	200	0.011	0.977	0.10	4.63	1.353	0.624	0.000
168000	145	200	0.013	0.974	0.12	4.65	1.342	0.632	0.000
169000	143	200	0.013	0.975	0.11	4.69	1.343	0.632	0.000
170000	139	200	0.014	0.972	0.10	4.71	1.343	0.629	0.017
171000	139	200	0.012	0.976	0.10	4.74	1.339	0.637	0.000
172000	143	200	0.013	0.974	0.12	4.77	1.341	0.633	0.000
173000	142	200	0.013	0.975	0.11	4.80	1.34	0.635	0.089
174000	145	200	0.011	0.977	0.10	4.83	1.35	0.627	0.043
175000	144	200	0.013	0.974	0.10	4.86	1.346	0.628	0.000
176000	153	200	0.012	0.976	0.10	4.89	1.341	0.635	0.000
177000	152	200	0.013	0.973	0.10	4.92	1.341	0.632	0.000
178000	150	200	0.01	0.98	0.09	4.95	1.345	0.635	0.000
179000	146	200	0.011	0.978	0.08	4.98	1.343	0.635	0.024
180000	145	200	0.011	0.979	0.08	5.00	1.341	0.638	0.000
181000	145	200	0.009	0.983	0.09	5.03	1.349	0.634	0.000
182000	140	200	0.011	0.978	0.08	5.06	1.351	0.627	0.000
183000	138	200	0.012	0.976	0.08	5.08	1.341	0.635	0.000
184000	143	200	0.011	0.978	0.09	5.11	1.346	0.632	0.033
185000	140	200	0.011	0.979	0.10	5.14	1.347	0.632	0.000
186000	133	200	0.011	0.979	0.09	5.16	1.344	0.635	0.000
187000	135	200	0.012	0.976	0.10	5.18	1.344	0.632	0.133
188000	133	200	0.01	0.98	0.09	5.21	1.345	0.635	0.058
189000	140	200	0.009	0.982	0.10	5.24	1.352	0.63	0.000
190000	137	200	0.013	0.975	0.09	5.27	1.345	0.63	0.076
191000	140	200	0.012	0.976	0.10	5.29	1.344	0.632	0.016
192000	139	200	0.012	0.976	0.10	5.32	1.348	0.628	0.021
193000	136	200	0.012	0.976	0.09	5.35	1.345	0.631	0.000
194000	139	200	0.013	0.973	0.10	5.38	1.345	0.628	0.040
195000	137	200	0.013	0.975	0.09	5.41	1.341	0.634	0.017
196000	134	200	0.009	0.981	0.10	5.44	1.349	0.632	0.000
197000	140	200	0.013	0.975	0.10	5.46	1.351	0.624	0.023
198000	139	200	0.013	0.973	0.10	5.48	1.347	0.626	0.048
199000	135	200	0.012	0.976	0.10	5.51	1.348	0.628	0.000
200000	137	200	0.012	0.976	0.10	5.54	1.347	0.629	0.073
