Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	28	47	0.204	0.65	0.20	0.01	1.156	0.436	0.328
2000	68	99	0.075	0.85	0.20	0.02	1.251	0.599	0.327
3000	104	155	0.029	0.941	0.18	0.05	1.343	0.598	0.327
4000	131	200	0.03	0.939	0.17	0.08	1.348	0.591	0.335
5000	135	200	0.033	0.934	0.14	0.12	1.343	0.591	0.101
6000	139	200	0.032	0.937	0.12	0.15	1.347	0.59	0.000
7000	128	200	0.032	0.936	0.11	0.18	1.347	0.589	0.000
8000	126	200	0.032	0.936	0.11	0.20	1.343	0.593	0.000
9000	127	200	0.025	0.95	0.11	0.23	1.343	0.607	0.000
10000	129	200	0.022	0.955	0.12	0.24	1.346	0.609	0.000
11000	134	200	0.017	0.967	0.12	0.27	1.355	0.612	0.028
12000	137	200	0.018	0.964	0.12	0.30	1.346	0.618	0.000
13000	144	200	0.019	0.962	0.12	0.33	1.344	0.618	0.000
14000	137	200	0.019	0.962	0.11	0.35	1.347	0.615	0.000
15000	149	200	0.017	0.967	0.12	0.38	1.346	0.621	0.000
16000	150	200	0.018	0.964	0.12	0.41	1.346	0.618	0.000
17000	151	200	0.013	0.974	0.12	0.45	1.343	0.631	0.027
18000	156	200	0.013	0.974	0.12	0.47	1.352	0.622	0.000
19000	157	200	0.013	0.973	0.10	0.50	1.35	0.623	0.000
20000	155	200	0.017	0.966	0.10	0.54	1.344	0.622	0.000
21000	152	200	0.017	0.967	0.12	0.56	1.347	0.62	0.000
22000	142	200	0.015	0.971	0.12	0.59	1.347	0.624	0.000
23000	144	200	0.015	0.97	0.13	0.62	1.344	0.626	0.000
24000	138	200	0.014	0.972	0.11	0.65	1.343	0.629	0.000
25000	142	200	0.013	0.975	0.12	0.68	1.347	0.628	0.000
26000	143	200	0.013	0.973	0.12	0.70	1.354	0.619	0.000
27000	145	200	0.015	0.971	0.12	0.73	1.344	0.627	0.028
28000	139	200	0.015	0.971	0.12	0.76	1.349	0.622	0.000
29000	136	200	0.019	0.962	0.12	0.78	1.339	0.623	0.000
30000	135	200	0.018	0.965	0.12	0.81	1.334	0.631	0.000
31000	132	200	0.02	0.96	0.12	0.83	1.33	0.63	0.000
32000	132	200	0.022	0.955	0.12	0.86	1.322	0.633	0.000
33000	135	200	0.018	0.964	0.11	0.88	1.341	0.623	0.000
34000	133	200	0.015	0.969	0.11	0.91	1.343	0.626	0.000
35000	138	200	0.015	0.971	0.11	0.94	1.335	0.636	0.000
36000	144	200	0.018	0.964	0.12	0.96	1.331	0.633	0.000
37000	148	200	0.017	0.967	0.12	1.00	1.328	0.639	0.000
38000	147	200	0.017	0.966	0.11	1.03	1.33	0.636	0.037
39000	144	200	0.017	0.967	0.11	1.05	1.325	0.642	0.000
40000	138	200	0.017	0.967	0.10	1.08	1.332	0.635	0.000
41000	133	200	0.011	0.977	0.11	1.10	1.349	0.628	0.000
42000	135	200	0.017	0.966	0.10	1.13	1.336	0.63	0.000
43000	140	200	0.015	0.97	0.10	1.15	1.344	0.626	0.037
44000	145	200	0.015	0.971	0.10	1.17	1.348	0.623	0.000
45000	147	200	0.015	0.971	0.09	1.20	1.343	0.628	0.000
46000	144	200	0.015	0.971	0.08	1.22	1.343	0.628	0.000
47000	147	200	0.014	0.972	0.08	1.25	1.346	0.626	0.000
48000	146	200	0.013	0.974	0.08	1.27	1.354	0.62	0.000
49000	148	200	0.016	0.968	0.09	1.31	1.342	0.626	0.000
50000	139	200	0.015	0.969	0.09	1.33	1.339	0.63	0.000
51000	139	200	0.015	0.969	0.10	1.36	1.339	0.63	0.102
52000	139	200	0.013	0.975	0.09	1.39	1.346	0.629	0.012
53000	143	200	0.013	0.974	0.10	1.42	1.345	0.629	0.000
54000	139	200	0.013	0.974	0.10	1.45	1.342	0.632	0.093
55000	143	200	0.011	0.977	0.10	1.48	1.35	0.627	0.023
56000	144	200	0.012	0.976	0.10	1.50	1.351	0.625	0.000
57000	145	200	0.013	0.973	0.10	1.53	1.346	0.627	0.000
58000	144	200	0.013	0.975	0.11	1.55	1.348	0.627	0.030
