Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	357	600	0.2039	0.1377	0.13	0.56	0.000	0.000	0.000
7000	413	600	0.198	0.138	0.15	1.42	0.000	0.000	0.000
10500	434	600	0.1976	0.1557	0.15	2.37	0.000	0.000	0.000
14000	413	600	0.2051	0.1443	0.14	3.39	0.000	0.000	0.000
17500	439	600	0.2047	0.1537	0.15	4.35	0.000	0.000	0.000
21000	426	600	0.1883	0.176	0.14	5.32	0.000	0.000	0.000
24500	428	600	0.1781	0.1554	0.15	6.27	0.000	0.000	0.000
28000	425	600	0.1693	0.2034	0.14	7.27	0.000	0.000	0.000
31500	431	600	0.181	0.2083	0.14	8.24	0.000	0.000	0.000
35000	435	600	0.2104	0.1963	0.15	9.17	0.000	0.000	0.000
38500	438	600	0.1957	0.226	0.15	10.13	0.000	0.000	0.000
42000	420	600	0.1855	0.2103	0.13	11.11	0.000	0.000	0.000
45500	423	600	0.1643	0.216	0.14	12.01	0.000	0.000	0.000
49000	426	600	0.1541	0.2203	0.14	12.88	0.000	0.000	0.000
52500	444	600	0.1561	0.23	0.15	13.81	0.000	0.000	0.000
56000	452	600	0.1653	0.2174	0.15	14.71	0.000	0.000	0.000
59500	444	600	0.1703	0.1971	0.14	15.67	0.000	0.000	0.000
63000	450	600	0.1746	0.2043	0.16	16.56	0.000	0.000	0.000
66500	447	600	0.1732	0.1526	0.15	17.48	0.000	0.000	0.000
70000	425	600	0.1709	0.1737	0.15	18.29	0.000	0.000	0.000
73500	446	600	0.172	0.2189	0.16	19.17	0.000	0.000	0.000
77000	442	600	0.1791	0.2111	0.15	20.03	0.000	0.000	0.000
80500	438	600	0.171	0.2171	0.16	21.05	0.000	0.000	0.000
84000	427	600	0.1753	0.2077	0.15	21.97	0.000	0.000	0.000
87500	433	600	0.1816	0.2131	0.14	22.90	0.000	0.000	0.000
91000	442	600	0.159	0.2306	0.14	23.81	0.000	0.000	0.000
94500	431	600	0.1578	0.2363	0.14	24.69	0.000	0.000	0.000
98000	431	600	0.1723	0.2274	0.15	25.60	0.000	0.000	0.000
101500	424	600	0.1854	0.188	0.14	26.54	0.000	0.000	0.000
105000	446	600	0.1857	0.1729	0.15	27.47	0.000	0.000	0.000
108500	442	600	0.185	0.1669	0.15	28.35	0.000	0.000	0.000
112000	426	600	0.1814	0.1774	0.16	29.24	0.000	0.000	0.000
