Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	33	46	0.22	0.6	0.23	0.01	1.248	0.312	0.340
2000	72	103	0.05	0.904	0.20	0.02	1.291	0.61	0.334
3000	102	151	0.03	0.941	0.17	0.04	1.321	0.618	0.334
4000	130	200	0.031	0.941	0.17	0.08	1.321	0.617	0.334
5000	133	200	0.033	0.935	0.14	0.11	1.317	0.617	0.172
6000	129	200	0.033	0.936	0.10	0.13	1.313	0.621	0.000
7000	130	200	0.028	0.945	0.09	0.16	1.324	0.621	0.000
8000	135	200	0.028	0.946	0.10	0.18	1.314	0.63	0.000
9000	136	200	0.025	0.953	0.10	0.21	1.315	0.635	0.000
10000	136	200	0.024	0.956	0.10	0.23	1.316	0.637	0.059
11000	150	200	0.022	0.958	0.10	0.25	1.326	0.629	0.000
12000	145	200	0.023	0.957	0.10	0.28	1.318	0.636	0.000
13000	142	200	0.021	0.96	0.10	0.32	1.319	0.638	0.020
14000	146	200	0.02	0.963	0.11	0.34	1.324	0.636	0.005
15000	149	200	0.019	0.964	0.12	0.37	1.324	0.638	0.026
16000	151	200	0.021	0.962	0.11	0.41	1.323	0.636	0.041
17000	148	200	0.02	0.963	0.12	0.43	1.318	0.642	0.000
18000	150	200	0.019	0.965	0.11	0.46	1.326	0.636	0.116
19000	151	200	0.021	0.962	0.11	0.49	1.324	0.635	0.000
20000	146	200	0.022	0.959	0.11	0.51	1.316	0.64	0.020
21000	145	200	0.021	0.962	0.11	0.53	1.321	0.638	0.030
22000	148	200	0.018	0.965	0.11	0.55	1.325	0.638	0.000
23000	146	200	0.021	0.961	0.11	0.59	1.32	0.638	0.017
24000	150	200	0.019	0.964	0.13	0.61	1.32	0.641	0.000
25000	154	200	0.019	0.964	0.12	0.63	1.322	0.639	0.000
26000	153	200	0.021	0.962	0.13	0.66	1.33	0.629	0.000
27000	150	200	0.021	0.961	0.13	0.68	1.317	0.641	0.034
28000	149	200	0.021	0.96	0.12	0.71	1.321	0.636	0.000
29000	151	200	0.02	0.963	0.12	0.73	1.322	0.638	0.100
30000	151	200	0.019	0.964	0.11	0.76	1.319	0.643	0.058
31000	145	200	0.019	0.965	0.10	0.79	1.32	0.642	0.000
32000	149	200	0.02	0.963	0.12	0.82	1.318	0.642	0.000
33000	151	200	0.019	0.964	0.12	0.84	1.324	0.637	0.000
34000	154	200	0.021	0.962	0.13	0.87	1.32	0.639	0.000
35000	151	200	0.021	0.96	0.11	0.90	1.315	0.642	0.030
36000	142	200	0.021	0.96	0.11	0.92	1.327	0.63	0.028
37000	144	200	0.029	0.945	0.12	0.95	1.334	0.609	0.000
38000	144	200	0.029	0.946	0.12	0.97	1.335	0.608	0.000
39000	149	200	0.028	0.947	0.12	1.00	1.331	0.613	0.000
40000	148	200	0.028	0.947	0.11	1.02	1.332	0.612	0.000
41000	146	200	0.03	0.943	0.11	1.05	1.334	0.606	0.000
42000	142	200	0.032	0.94	0.10	1.08	1.326	0.611	0.000
43000	140	200	0.024	0.956	0.11	1.10	1.326	0.627	0.000
44000	145	200	0.011	0.979	0.11	1.12	1.344	0.633	0.000
45000	143	200	0.013	0.977	0.11	1.16	1.338	0.636	0.000
46000	142	200	0.013	0.977	0.12	1.19	1.34	0.634	0.000
47000	147	200	0.012	0.976	0.13	1.23	1.346	0.63	0.061
48000	144	200	0.014	0.973	0.14	1.26	1.353	0.619	0.017
49000	142	200	0.018	0.967	0.12	1.29	1.337	0.628	0.000
50000	141	200	0.018	0.968	0.12	1.32	1.322	0.643	0.000
51000	142	200	0.017	0.969	0.12	1.35	1.324	0.642	0.000
52000	144	200	0.015	0.973	0.12	1.37	1.331	0.64	0.019
53000	142	200	0.013	0.977	0.12	1.40	1.334	0.64	0.000
54000	145	200	0.012	0.979	0.12	1.43	1.333	0.643	0.000
55000	151	200	0.014	0.975	0.12	1.46	1.334	0.638	0.000
56000	154	200	0.016	0.971	0.13	1.49	1.334	0.634	0.000
57000	152	200	0.017	0.97	0.12	1.52	1.328	0.639	0.000
58000	153	200	0.017	0.97	0.14	1.55	1.33	0.637	0.000
59000	152	200	0.013	0.975	0.12	1.57	1.333	0.64	0.021
60000	147	200	0.016	0.971	0.12	1.60	1.325	0.643	0.000
61000	145	200	0.013	0.977	0.12	1.63	1.334	0.64	0.073
62000	146	200	0.011	0.981	0.12	1.66	1.339	0.639	0.000
63000	145	200	0.011	0.98	0.12	1.68	1.35	0.629	0.014
64000	147	200	0.011	0.979	0.12	1.71	1.34	0.639	0.000
65000	147	200	0.011	0.979	0.12	1.73	1.338	0.641	0.000
66000	144	200	0.01	0.98	0.11	1.77	1.342	0.638	0.000
67000	147	200	0.009	0.981	0.11	1.80	1.34	0.641	0.024
68000	143	200	0.009	0.981	0.11	1.82	1.341	0.64	0.000
69000	139	200	0.009	0.981	0.10	1.86	1.338	0.643	0.000
70000	143	200	0.01	0.98	0.10	1.88	1.346	0.634	0.000
71000	143	200	0.009	0.981	0.10	1.91	1.347	0.634	0.000
72000	144	200	0.011	0.978	0.11	1.95	1.338	0.64	0.037
73000	138	200	0.011	0.979	0.12	1.98	1.341	0.638	0.000
74000	141	200	0.009	0.982	0.12	2.01	1.342	0.64	0.000
75000	140	200	0.009	0.981	0.12	2.04	1.34	0.641	0.000
76000	142	200	0.009	0.983	0.12	2.06	1.34	0.643	0.000
77000	142	200	0.009	0.982	0.10	2.10	1.343	0.639	0.000
78000	148	200	0.009	0.982	0.12	2.12	1.349	0.633	0.000
79000	154	200	0.008	0.984	0.12	2.15	1.343	0.641	0.035
80000	150	200	0.008	0.984	0.10	2.19	1.349	0.635	0.132
81000	150	200	0.009	0.983	0.11	2.21	1.348	0.635	0.000
82000	156	200	0.009	0.983	0.11	2.24	1.343	0.64	0.023
83000	151	200	0.009	0.982	0.10	2.27	1.345	0.637	0.026
84000	149	200	0.008	0.984	0.11	2.30	1.344	0.64	0.076
85000	142	200	0.008	0.984	0.11	2.33	1.353	0.631	0.000
86000	143	200	0.009	0.982	0.10	2.36	1.349	0.633	0.000
87000	144	200	0.009	0.982	0.12	2.39	1.345	0.637	0.000
88000	144	200	0.009	0.982	0.10	2.42	1.348	0.634	0.023
