Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)
5000	5077	6000	0.7283	0.5926	0.2488	0.000	0.000	0.0001.65
10000	5283	6000	0.5662	0.5854	0.3042	0.000	0.000	0.0006.28
15000	5410	6000	0.5374	0.5578	0.3486	0.000	0.000	0.00010.59
20000	5525	6000	0.5238	0.5394	0.3793	0.000	0.000	0.00015.06
25000	5587	6000	0.5161	0.536	0.4095	0.000	0.000	0.00019.43
30000	5592	6000	0.5098	0.5362	0.4269	0.000	0.000	0.00023.79
35000	5653	6000	0.5045	0.5272	0.4433	0.000	0.000	0.00028.01
40000	5682	6000	0.5005	0.528	0.4562	0.000	0.000	0.00032.17
45000	5683	6000	0.4966	0.5322	0.4667	0.000	0.000	0.00036.34
50000	5694	6000	0.4943	0.5344	0.4742	0.000	0.000	0.00040.15
