Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	-0.075;0.157	#	#	0.334;6.944	-0.070;0.139	#	-0.163;0.247	#	#	#	#	#	#	#	#	1.080;1.936	0.144;0.577	#	#	#	100001	0.093	0.622	1	71.56	9942	3825	0.27		79	127
#	0.104;0.193	#	0.029;0.146	-0.017;0.635	0.066;7.157	#	#	0.037;0.629	5.568;9.765	#	#	0.104;0.553	0.094;0.203	#	#	#	#	#	#	-0.213;1.184	#	001010	1.000	1.000	2	52.02	9803	3832	0.41		15	15
-83.914;-64.083	#	#	#	-0.390;0.491	#	#	#	#	#	#	0.342;0.593	#	#	#	0.378;1.072	0.462;0.908	#	0.239;0.596	#	#	#	001110	0.323	0.797	1	79.78	9987	3839	0.27		63	79
-83.914;-64.083	#	#	#	#	7.259;9.309	#	#	#	#	0.460;0.769	#	#	#	#	#	#	#	0.331;0.949	0.058;0.106	#	0.580;1.765	001110	1.000	1.000	1	53.60	9810	3839	0.27		15	15
-91.877;-63.634	0.145;0.277	-0.005;0.134	0.008;0.133	#	-1.105;2.501	0.186;0.382	#	#	#	#	#	#	0.038;0.098	0.005;0.012	-0.512;0.067	#	2.573;3.839	#	#	0.494;1.262	0.950;1.937	000001	1.000	1.000	1	39.03	9823	3852	0.55		15	15
#	-0.026;0.110	#	#	#	2.967;6.332	0.087;0.423	#	0.311;0.653	#	#	0.256;0.481	#	-0.015;0.066	0.005;0.011	-0.161;0.881	-0.446;0.498	#	#	0.060;0.098	#	#	100000	1.000	1.000	1	42.15	9826	3855	0.45		30	30
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	#	-0.018;0.162	0.075;0.577	4.148;8.715	-0.087;0.826	#	0.008;0.226	0.102;0.222	#	#	-0.368;0.871	-0.550;1.607	#	#	#	-0.497;0.706	000100	1.000	1.000	1	68.58	9831	3860	0.55		15	15
#	#	0.080;0.224	0.151;0.200	#	#	#	0.071;0.251	0.100;0.898	#	#	0.381;0.733	-0.129;0.307	#	#	#	#	#	0.188;0.438	#	#	-0.290;1.688	011000	0.043	0.534	1	57.51	9895	3865	0.36		110	206
#	-0.015;0.106	#	0.086;0.182	#	#	#	#	-0.293;0.539	#	-0.060;0.471	#	#	#	0.011;0.018	-0.445;0.682	#	#	#	#	#	#	100000	0.125	0.660	1	41.87	9984	3872	0.27		31	47
#	0.028;0.119	#	0.066;0.136	#	#	#	#	-0.180;0.389	#	#	0.563;0.919	#	#	0.003;0.013	0.189;1.385	#	-0.044;1.032	#	#	0.243;1.203	#	000001	0.068	0.584	1	108.37	9963	3883	0.36		265	454
-107.521;-63.946	#	#	0.135;0.221	-0.262;0.267	#	#	0.071;0.236	#	#	0.097;0.763	0.431;0.776	-0.129;0.307	#	#	-0.306;0.793	-0.155;0.685	0.098;1.296	0.099;0.438	0.061;0.126	#	#	011000	0.040	0.526	1	67.31	9895	3894	0.55		123	234
#	-0.007;0.114	-0.233;0.157	-0.032;0.142	#	0.958;5.525	0.197;0.520	-0.020;0.098	-0.163;0.247	#	-0.122;0.185	#	#	-0.010;0.071	#	#	#	1.080;2.686	#	#	-0.474;1.035	#	100001	0.083	0.607	1	91.16	9888	3901	0.50		170	280
#	#	#	#	-0.573;0.573	#	#	0.009;0.220	0.138;0.458	-0.400;7.377	#	#	0.365;0.662	0.046;0.116	0.007;0.013	#	#	#	#	#	0.698;1.494	-0.643;0.704	001000	0.125	0.660	1	65.10	9877	3906	0.41		31	47
-74.058;-62.076	#	#	-0.004;0.116	1.116;2.138	#	#	#	0.002;0.321	#	#	#	#	#	#	-0.829;0.320	#	#	0.024;0.569	0.070;0.102	#	0.696;1.468	110000	1.000	1.000	2	68.01	9881	3910	0.36		30	30
-74.058;-62.076	0.027;0.125	#	-0.004;0.116	#	2.797;5.801	#	#	#	#	-0.373;0.515	#	#	#	0.003;0.014	-0.548;0.320	-0.339;0.549	2.420;3.618	#	0.065;0.102	-0.377;1.187	0.857;1.306	110000	1.000	1.000	1	94.06	9881	3910	0.55		15	15
-79.396;-65.163	#	#	#	#	#	0.047;0.283	#	-0.150;0.682	#	#	0.431;0.584	-0.004;0.280	#	0.002;0.015	#	0.267;0.685	-0.006;1.923	#	0.061;0.125	0.128;1.034	0.904;1.819	011000	0.132	0.667	1	65.87	9906	3935	0.50		30	45
-96.018;-69.059	0.017;0.103	#	#	-0.234;0.313	#	#	0.176;0.364	0.666;0.985	5.471;9.791	0.491;1.392	#	#	0.010;0.134	#	#	0.166;0.970	-0.100;1.167	0.433;0.692	0.058;0.113	#	#	001100	1.000	1.000	1	81.63	9907	3936	0.55		30	30
#	-0.038;0.114	0.170;0.256	#	#	#	-0.050;0.127	#	0.798;1.083	#	#	0.513;0.829	0.001;0.212	-0.013;0.115	0.001;0.014	0.246;0.728	#	-0.743;1.756	#	#	#	#	001100	1.000	1.000	1	28.80	9909	3938	0.45		15	15
-81.653;-69.243	#	-0.075;0.113	-0.032;0.142	#	#	#	-0.026;0.101	-0.163;0.247	-1.415;6.608	-0.122;0.185	#	#	#	#	#	#	1.080;2.686	#	0.062;0.110	#	#	100001	0.077	0.599	1	82.58	9960	3939	0.41		184	307
-81.653;-69.243	#	#	#	#	#	#	-0.026;0.101	#	-1.415;6.608	-0.122;0.185	#	#	0.020;0.076	0.003;0.015	#	#	1.080;2.686	0.144;0.552	#	#	#	100001	0.068	0.584	1	89.62	9960	3939	0.36		153	262
-100.643;-86.949	-0.016;0.094	#	#	#	#	#	#	0.553;1.077	3.029;12.163	0.787;1.145	#	-0.061;0.276	0.027;0.083	#	-0.402;0.891	0.818;1.237	#	#	0.044;0.104	1.560;2.959	#	001100	1.000	1.000	1	37.57	9913	3942	0.50		15	15
-81.653;-69.243	#	#	#	#	#	0.197;0.520	-0.026;0.101	-0.163;0.247	#	-0.122;0.185	#	#	#	#	#	#	1.080;2.686	0.144;0.500	#	#	#	100001	0.084	0.609	1	86.06	9960	3960	0.32		168	276
#	0.014;0.125	#	#	#	#	#	#	0.253;0.560	5.456;10.023	#	#	#	0.009;0.132	#	-0.051;0.663	0.024;0.861	1.507;2.431	#	0.065;0.102	1.035;2.434	-0.239;1.107	010100	1.000	1.000	1	44.99	9944	3973	0.45		15	15
#	#	0.238;0.451	#	-0.085;0.930	#	#	#	#	1.325;5.768	#	0.708;0.937	#	0.034;0.095	0.004;0.010	-0.154;0.675	#	#	#	#	0.243;1.203	#	000001	1.000	1.000	1	26.21	9956	3985	0.36		15	15
-75.436;-56.607	0.028;0.119	-0.023;0.196	0.066;0.136	#	#	#	#	#	0.048;4.862	0.014;0.322	0.537;0.919	#	#	#	#	#	-0.267;1.273	0.401;0.745	#	0.243;0.986	-0.188;1.989	000001	0.096	0.626	1	116.77	9963	3992	0.50		186	297
#	#	0.167;0.398	0.042;0.229	#	#	#	0.198;0.424	0.417;1.032	#	0.512;1.338	0.349;0.593	0.157;0.336	#	#	#	#	#	#	#	#	-0.251;0.431	001110	1.000	1.000	1	57.44	9973	4002	0.36		15	15
#	#	#	#	-0.608;0.608	1.050;7.780	#	#	#	#	0.500;1.351	#	#	0.002;0.130	#	#	0.462;0.655	-0.110;1.123	#	0.057;0.072	1.542;2.282	-0.251;0.431	001110	1.000	1.000	1	57.44	9973	4002	0.41		15	15
#	0.054;0.150	#	#	#	#	#	-0.001;0.244	#	#	#	#	#	#	#	#	-0.300;0.487	0.760;2.232	0.307;0.909	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	1	36.67	9980	4009	0.32		15	15
#	0.048;0.144	#	#	#	#	0.406;0.533	-0.001;0.244	#	#	-0.350;0.525	#	#	#	0.018;0.028	#	#	#	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	2	36.67	9980	4009	0.32		15	15
#	0.027;0.105	#	-0.052;0.146	1.072;1.918	#	#	#	-0.021;0.457	#	-0.327;0.425	#	0.337;0.773	#	#	#	-0.121;0.582	2.194;3.118	0.005;0.485	#	-0.476;1.088	#	100000	0.056	0.562	1	80.97	9990	4017	0.45		77	137
#	0.027;0.105	0.002;0.087	0.005;0.146	1.072;1.918	#	#	0.025;0.170	#	0.072;5.750	#	#	0.337;0.773	#	0.002;0.013	0.324;0.829	-0.417;0.823	#	0.005;0.485	0.078;0.130	-0.212;1.469	#	100000	0.193	0.720	2	84.83	9990	4019	0.59		77	107
#	0.046;0.132	#	0.027;0.139	-0.066;0.604	#	#	-0.018;0.139	#	#	#	#	0.231;0.423	#	#	#	#	-0.645;1.051	0.181;0.745	#	#	-0.188;1.122	000001	0.045	0.539	1	100.96	9998	4021	0.36		321	596
#	#	#	0.066;0.136	-0.357;0.229	#	#	0.018;0.172	#	-1.433;6.344	0.014;0.322	0.537;0.919	0.281;0.506	0.033;0.111	#	0.189;1.385	#	-0.044;1.051	#	#	0.243;1.203	-0.188;1.122	000001	0.202	0.726	1	137.15	9998	4027	0.55		122	168
#	0.017;0.103	#	0.116;0.236	#	#	#	0.176;0.416	#	5.471;9.791	0.491;1.392	#	#	#	#	#	0.166;0.970	-0.100;1.167	0.433;0.692	0.058;0.113	0.209;2.240	-0.139;0.929	001100	1.000	1.000	1	85.30	9858	4029	0.50		29	29
#	0.027;0.125	0.020;0.204	-0.004;0.116	1.116;2.138	#	#	#	#	#	-0.373;0.515	#	#	-0.027;0.067	0.003;0.014	-0.548;0.320	-0.339;0.549	2.420;3.618	#	#	-0.377;1.187	#	110000	0.124	0.659	1	52.76	9881	4030	0.50		29	44
-81.653;-69.243	#	-0.233;0.162	0.000;0.105	#	#	0.197;0.520	-0.026;0.101	-0.163;0.247	-1.415;6.608	-0.122;0.185	#	#	#	#	#	#	1.080;2.686	-0.056;0.500	#	#	#	100001	0.110	0.643	2	87.88	9960	4032	0.45		166	258
#	0.028;0.119	#	#	#	0.308;5.476	0.159;0.296	#	#	#	#	0.563;0.742	0.231;0.423	#	#	#	-0.327;0.661	-0.044;1.032	0.181;0.745	#	0.273;0.986	-0.262;1.122	000001	0.271	0.770	1	147.59	9963	4042	0.45		151	196
#	0.079;0.195	#	#	#	1.096;9.990	#	0.065;0.199	0.387;0.889	#	#	0.488;0.810	#	0.060;0.116	#	0.095;0.886	#	#	#	0.053;0.107	1.030;2.155	#	000100	1.000	1.000	1	43.13	9654	4046	0.41		29	29
#	#	-0.019;0.136	-0.018;0.115	#	#	#	0.008;0.108	-0.208;0.407	4.553;9.984	#	0.257;0.459	0.242;0.486	#	0.015;0.027	#	#	2.081;3.690	#	0.129;0.190	0.716;2.115	#	110001	1.000	1.000	1	32.79	9628	4048	0.50		14	14
#	#	#	#	0.742;1.324	#	#	#	#	#	#	#	0.078;0.520	0.001;0.062	#	0.004;0.583	#	1.830;2.686	#	0.098;0.135	#	#	100001	1.000	1.000	1	78.98	9680	4056	0.27		29	29
-82.830;-58.438	#	#	#	#	0.398;3.523	#	0.026;0.286	#	#	-0.122;0.462	0.669;0.959	#	#	#	#	#	#	0.012;0.342	0.098;0.135	#	#	100001	1.000	1.000	1	80.90	9636	4056	0.32		14	14
-83.914;-64.083	-0.020;0.193	0.024;0.186	#	-0.361;0.767	7.259;18.191	#	#	#	0.055;5.362	-0.004;0.675	#	#	#	#	#	#	#	0.578;0.861	0.049;0.106	#	#	001110	0.389	0.828	1	95.97	9959	4066	0.41		77	93
#	-0.019;0.114	#	#	#	7.439;15.010	-0.140;0.196	-0.012;0.168	#	#	#	0.342;0.593	-0.164;0.252	#	0.004;0.012	-0.542;0.076	#	-0.379;1.401	0.578;0.861	0.060;0.087	#	#	001110	1.000	1.000	1	106.47	9795	4066	0.50		30	30
-88.621;-62.945	#	#	0.042;0.139	-0.326;0.767	5.481;15.191	#	#	0.161;0.402	1.266;3.123	#	#	-0.164;0.252	#	0.004;0.012	#	#	0.441;0.949	0.578;0.861	0.049;0.112	#	-0.128;0.626	001110	1.000	1.000	1	155.02	9694	4067	0.55		16	16
#	0.046;0.132	-0.023;0.196	0.066;0.139	#	#	#	#	#	#	#	#	0.231;0.400	#	#	0.073;1.385	-0.239;0.699	-0.645;1.051	0.181;0.745	0.091;0.117	0.243;1.203	-0.188;1.122	000001	0.133	0.668	1	119.93	9998	4071	0.50		181	271
#	0.028;0.132	#	0.027;0.139	#	#	0.159;0.296	#	#	#	#	0.563;0.742	0.231;0.423	#	#	#	-0.327;0.661	#	#	#	0.273;0.986	-0.262;1.122	000001	0.186	0.714	1	139.32	9963	4084	0.36		150	210
-90.382;-59.999	#	#	0.072;0.156	#	#	-0.000;0.240	-0.082;0.112	#	#	#	#	#	0.077;0.152	#	#	#	#	0.647;0.891	#	1.324;2.833	0.109;0.845	000010	1.000	1.000	2	47.46	9674	4094	0.36		14	14
#	-0.026;0.130	#	-0.052;0.143	#	2.967;3.163	0.087;0.459	#	0.311;0.653	#	-0.112;0.382	#	#	-0.015;0.066	#	#	-0.446;0.498	#	-0.064;0.341	#	#	#	100000	1.000	1.000	1	50.50	9677	4097	0.41		14	14
#	#	-0.007;0.177	0.034;0.120	#	#	#	#	#	#	#	#	0.078;0.520	0.001;0.058	#	0.004;0.583	#	1.830;2.686	#	0.098;0.135	#	#	100001	1.000	1.000	1	77.88	9680	4100	0.32		28	28
-89.996;-79.298	-0.008;0.113	0.263;0.380	#	-0.357;0.771	#	-0.057;0.161	0.294;0.505	#	#	#	0.349;0.572	#	#	#	-0.060;0.866	0.678;1.104	-0.544;1.201	#	0.062;0.092	#	#	001110	1.000	1.000	1	45.41	9724	4144	0.50		15	15
#	0.028;0.119	0.263;0.380	#	-0.357;0.771	#	-0.057;0.161	#	#	4.843;13.730	#	0.349;0.572	#	#	#	0.137;1.314	0.155;0.908	-0.322;0.979	#	#	#	#	001110	1.000	1.000	1	45.41	9724	4144	0.41		15	15
-83.914;-64.083	-0.019;0.193	0.024;0.186	0.101;0.203	#	#	-0.140;0.196	-0.012;0.168	0.270;0.851	0.055;5.362	#	#	#	#	#	#	#	#	0.578;0.861	0.058;0.106	#	#	001110	0.062	0.573	2	73.71	9795	4153	0.45		59	103
#	0.123;0.257	-0.042;0.142	-0.053;0.098	#	0.282;4.608	#	-0.026;0.101	#	#	#	0.375;0.735	#	0.013;0.088	0.001;0.013	#	-0.368;0.687	#	#	#	#	#	100001	0.132	0.667	1	36.86	9937	4154	0.41		30	45
#	0.039;0.132	#	0.066;0.136	-0.357;0.683	0.308;5.476	0.128;0.387	0.023;0.165	0.012;0.389	#	0.014;0.322	0.426;0.840	-0.075;0.400	#	#	#	#	-0.044;1.065	0.218;0.745	0.091;0.117	#	#	000001	0.065	0.578	1	103.03	9998	4173	0.59		266	460
#	#	#	0.135;0.221	#	#	#	0.071;0.251	-0.041;0.814	5.195;8.528	0.330;0.663	0.381;0.776	-0.129;0.307	-0.062;0.118	#	#	-0.053;1.036	#	0.188;0.438	#	#	-0.290;1.688	011000	0.317	0.795	1	77.19	9865	4180	0.50		58	73
-108.519;-89.262	#	0.018;0.136	#	-0.560;0.569	#	#	#	-0.062;0.451	#	-0.106;0.523	0.223;0.371	#	#	0.005;0.016	0.631;1.730	#	#	#	#	0.125;1.826	#	000100	1.000	1.000	1	26.08	9761	4181	0.41		15	15
-83.451;-72.753	0.029;0.090	#	#	#	0.924;9.337	#	#	#	0.285;8.555	#	#	#	-0.016;0.110	0.004;0.005	#	#	#	#	#	#	#	001010	0.000	0.286	1	267.29	4189	4189	0.27		0	0
#	#	#	0.120;0.235	-0.564;0.564	#	-0.011;0.188	0.101;0.366	#	#	#	0.343;0.480	#	#	0.006;0.011	#	1.253;2.207	-0.438;0.521	#	#	#	#	000110	1.000	1.000	1	36.40	9790	4210	0.36		15	15
#	#	#	0.120;0.235	-0.307;0.564	#	-0.011;0.188	0.086;0.366	#	#	#	#	#	#	0.006;0.011	#	1.253;2.207	-0.438;0.521	#	#	#	#	000110	1.000	1.000	1	36.40	9790	4210	0.32		15	15
-97.928;-76.334	#	#	#	-0.484;0.539	6.373;9.858	0.005;0.135	#	0.052;0.887	#	#	0.513;0.829	#	0.026;0.072	#	#	#	#	0.433;0.782	#	-0.302;1.729	-0.112;0.983	001100	0.052	0.553	2	46.85	9946	4219	0.45		73	132
#	0.104;0.193	#	0.019;0.163	-0.489;0.635	#	0.093;0.384	#	#	5.568;9.765	#	#	#	#	#	0.049;0.550	#	0.834;1.690	-0.087;0.591	#	0.278;2.133	#	001010	1.000	1.000	1	48.53	9803	4223	0.41		14	14
#	#	0.263;0.380	#	#	#	#	#	#	#	0.460;0.812	#	#	#	#	0.137;1.314	0.462;0.908	#	#	#	#	#	001110	0.140	0.674	1	41.46	9810	4230	0.18		29	43
-75.436;-56.607	0.028;0.119	#	0.066;0.136	#	0.308;5.476	0.125;0.361	0.046;0.142	#	#	#	0.563;0.919	0.231;0.423	#	0.002;0.013	#	#	#	#	#	#	-0.262;1.122	000001	0.117	0.651	1	126.51	9963	4234	0.45		192	295
#	0.028;0.119	#	0.066;0.136	#	0.308;5.476	0.150;0.361	0.046;0.172	#	#	#	0.556;0.919	0.105;0.461	#	0.002;0.013	#	#	#	#	#	#	-0.262;1.122	000001	0.040	0.526	1	102.72	9998	4238	0.41		295	561
-91.877;-63.634	0.145;0.277	-0.034;0.134	0.066;0.133	1.507;2.019	-1.105;2.501	0.186;0.382	0.018;0.144	#	#	#	#	#	0.038;0.098	0.005;0.012	-0.512;0.067	#	#	#	#	-0.869;1.262	0.950;1.937	000001	1.000	1.000	1	38.30	9823	4243	0.59		14	14
-79.384;-48.145	-0.026;0.110	0.105;0.222	#	#	2.967;6.332	0.087;0.423	#	0.311;0.653	#	#	0.256;0.481	#	-0.015;0.066	#	-0.161;0.881	-0.446;0.498	#	#	0.060;0.098	#	#	100000	1.000	1.000	1	43.57	9826	4246	0.50		14	14
#	0.028;0.119	#	0.066;0.136	-0.379;0.379	0.308;5.476	#	0.028;0.127	#	#	#	0.563;0.919	0.231;0.423	#	0.002;0.013	#	-0.327;0.661	-0.044;1.032	0.181;0.745	#	0.273;0.986	-0.262;1.122	000001	0.297	0.784	1	147.91	9963	4249	0.59		160	204
#	0.012;0.089	-0.075;0.157	#	#	#	-0.070;0.139	#	-0.163;0.247	#	#	#	#	#	#	#	#	1.080;1.936	0.144;0.577	#	#	#	100001	0.095	0.624	1	71.56	9942	4264	0.27		73	117
#	0.028;0.119	#	0.066;0.136	#	0.308;5.476	#	0.046;0.142	#	#	#	#	0.231;0.423	#	0.004;0.013	#	#	-0.044;1.032	#	#	0.273;0.986	-0.262;1.122	000001	0.065	0.578	1	114.21	9992	4274	0.41		262	453
-81.653;-69.243	-0.007;0.114	-0.233;0.162	-0.032;0.142	#	#	0.197;0.520	-0.020;0.098	-0.163;0.247	-1.415;6.608	-0.122;0.185	#	#	#	#	0.585;1.086	#	1.080;2.686	#	#	#	#	100001	0.154	0.688	1	97.25	9960	4292	0.50		130	189
#	#	-0.073;0.157	#	#	#	#	-0.026;0.101	-0.163;0.247	-1.415;6.608	-0.122;0.185	0.612;0.836	-0.013;0.317	#	0.005;0.011	#	#	#	0.144;0.732	#	#	0.218;0.703	100001	1.000	1.000	1	98.34	9874	4294	0.45		14	14
-70.502;-56.380	-0.013;0.129	0.005;0.132	#	#	#	0.179;0.406	#	#	-1.365;3.819	#	#	#	#	#	-0.630;0.720	#	#	0.081;0.372	0.075;0.112	#	1.628;2.024	110000	1.000	1.000	2	55.71	9876	4296	0.41		14	14
-83.430;-56.898	0.027;0.105	#	0.005;0.146	1.072;1.918	#	#	#	#	0.072;5.750	#	#	0.337;0.773	#	0.002;0.013	0.324;0.941	-0.417;0.823	#	0.005;0.485	0.078;0.130	-0.212;0.406	#	100000	0.124	0.659	1	85.26	9883	4303	0.55		29	44
-81.653;-69.243	#	-0.233;0.157	#	#	0.334;6.944	0.197;0.520	-0.066;0.141	-0.163;0.247	#	-0.122;0.185	#	#	#	#	#	#	1.080;2.686	-0.056;0.552	0.062;0.110	-0.262;0.945	#	100001	0.063	0.575	1	80.56	9931	4308	0.50		157	273
#	-0.008;0.111	-0.009;0.224	#	#	#	0.047;0.283	-0.013;0.282	-0.150;0.682	#	#	0.431;0.584	-0.004;0.280	0.033;0.144	#	-0.306;0.753	0.267;0.685	-0.006;1.923	#	0.061;0.125	0.128;1.034	0.859;1.864	011000	0.132	0.667	1	65.38	9906	4326	0.64		28	42
#	#	#	#	#	#	-0.046;0.213	0.261;0.416	0.227;0.887	5.471;9.791	0.491;1.392	#	#	#	0.002;0.013	#	0.166;0.970	-0.100;1.167	0.433;0.692	0.058;0.113	#	-0.328;0.740	001100	1.000	1.000	1	77.01	9907	4327	0.50		42	42
#	#	0.170;0.256	#	#	#	-0.050;0.127	0.084;0.264	0.798;1.083	1.353;9.499	#	0.513;0.829	-0.251;0.212	-0.013;0.115	#	0.246;0.728	#	-0.743;1.756	#	#	0.383;1.892	#	001100	1.000	1.000	1	28.12	9909	4329	0.50		14	14
-100.643;-86.949	-0.016;0.094	0.219;0.333	#	#	#	#	0.063;0.343	0.553;1.077	3.029;12.163	0.787;1.145	#	-0.061;0.276	0.027;0.083	#	-0.402;0.891	#	#	0.217;0.725	0.044;0.104	#	#	001100	1.000	1.000	1	37.53	9913	4333	0.55		14	14
#	#	#	#	#	#	-0.032;0.139	#	-0.163;0.247	#	#	#	#	#	#	#	#	1.080;1.995	#	#	#	#	100001	0.055	0.559	1	65.06	9942	4362	0.14		71	127
#	0.014;0.125	0.083;0.217	#	#	1.592;5.919	#	#	0.253;0.560	5.456;10.023	#	#	#	#	#	-0.051;0.663	#	1.507;2.431	0.252;0.676	0.068;0.099	1.035;2.434	#	010100	1.000	1.000	1	42.09	9944	4364	0.45		14	14
#	0.028;0.119	#	0.066;0.136	#	0.308;5.476	#	#	#	#	#	0.556;0.919	#	0.031;0.125	#	#	#	-0.044;1.032	0.181;0.745	#	0.273;0.986	-0.262;1.122	000001	0.067	0.582	1	115.85	9963	4365	0.41		260	447
#	#	0.238;0.451	0.212;0.381	-0.085;0.930	#	#	#	#	1.325;5.768	#	#	0.025;0.335	#	#	-0.154;0.675	#	0.057;2.453	0.069;0.455	#	0.243;1.203	#	000001	1.000	1.000	1	25.50	9956	4376	0.41		14	14
#	#	#	#	-0.608;0.608	1.050;7.780	#	#	0.417;1.032	#	#	#	#	0.002;0.117	#	0.324;1.134	0.462;0.655	-0.110;1.123	0.564;0.875	#	1.542;2.282	#	001110	1.000	1.000	1	56.51	9973	4393	0.41		14	14
#	#	#	#	-0.262;0.845	3.394;5.381	0.224;0.401	#	#	1.430;6.244	#	#	-0.129;0.307	#	#	-0.306;0.793	0.267;0.685	#	0.099;0.438	0.068;0.126	#	#	011000	0.045	0.538	1	72.98	9974	4394	0.41		84	156
#	#	#	0.219;0.307	#	3.634;10.604	#	#	0.835;1.485	#	#	0.349;0.572	#	0.041;0.145	#	#	#	#	0.094;0.687	#	#	-0.096;0.640	001110	0.124	0.659	1	45.54	9979	4399	0.32		29	44
#	#	#	#	#	#	0.406;0.533	-0.001;0.244	#	#	-0.350;0.525	#	#	#	0.020;0.025	#	#	#	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	1	36.31	9980	4400	0.27		14	14
#	0.027;0.105	0.002;0.087	0.005;0.146	1.072;1.918	#	#	0.025;0.170	-0.206;0.398	0.072;5.750	#	#	0.337;0.773	-0.033;0.095	0.002;0.013	0.324;0.829	-0.417;0.823	#	0.005;0.485	0.078;0.130	-0.212;1.469	#	100000	0.193	0.720	1	84.83	9990	4410	0.68		72	100
#	#	#	#	#	3.935;10.666	-0.046;0.213	0.263;0.416	0.227;0.887	5.471;9.791	0.491;1.392	#	#	#	0.002;0.013	#	#	-0.100;1.167	0.456;0.692	0.058;0.113	0.209;2.240	#	001100	1.000	1.000	1	76.90	9907	4420	0.50		41	41
#	0.027;0.125	0.020;0.204	-0.004;0.116	1.116;2.138	#	#	#	#	#	-0.373;0.515	#	#	-0.027;0.067	0.003;0.014	-0.548;0.320	-0.339;0.549	2.420;3.618	-0.169;0.528	#	-0.377;1.187	#	110000	0.124	0.659	1	52.40	9881	4421	0.55		27	41
-74.058;-62.076	0.027;0.125	#	-0.004;0.116	1.116;2.138	#	#	#	#	#	-0.373;0.515	#	#	#	0.003;0.014	-0.548;0.320	#	#	#	0.070;0.102	#	#	110000	1.000	1.000	1	66.10	9881	4421	0.36		27	27
-80.607;-54.931	0.087;0.142	#	-0.027;0.135	0.955;1.625	#	#	#	-0.231;0.589	-2.319;5.951	-0.066;0.527	0.376;0.562	0.256;0.718	#	#	-0.164;1.090	#	2.085;3.009	-0.082;0.416	#	0.389;2.090	#	000001	1.000	1.000	1	46.16	9624	4435	0.59		13	13
-80.607;-54.931	0.087;0.142	#	-0.027;0.135	0.955;1.625	#	#	#	-0.231;0.589	-2.319;5.951	#	0.376;0.562	0.256;0.718	#	#	-0.164;1.090	-0.270;0.500	2.085;3.009	-0.082;0.416	0.072;0.122	0.389;2.090	#	000001	1.000	1.000	1	46.16	9624	4435	0.64		13	13
#	#	-0.019;0.136	-0.018;0.115	#	#	#	0.008;0.108	#	4.553;9.596	#	#	#	#	#	#	#	2.081;3.690	#	0.129;0.190	#	#	110001	1.000	1.000	1	31.77	9628	4439	0.27		13	13
-86.154;-73.316	#	-0.019;0.136	#	#	#	#	0.008;0.108	-0.208;0.407	4.553;9.984	#	0.257;0.459	0.242;0.486	#	0.015;0.027	#	#	2.081;3.690	0.238;0.765	0.129;0.190	#	#	110001	1.000	1.000	1	31.77	9628	4439	0.50		13	13
#	#	#	#	#	#	-0.102;0.229	#	-0.163;0.247	#	#	#	0.078;0.520	#	0.010;0.016	#	-0.286;0.551	#	0.144;0.577	#	#	-0.246;0.939	100001	1.000	1.000	2	23.43	9630	4441	0.32		13	13
#	0.027;0.105	#	0.005;0.146	1.072;1.918	#	#	0.025;0.170	#	0.072;5.750	#	#	0.337;0.773	-0.033;0.095	0.002;0.013	0.324;0.829	-0.417;0.823	#	0.005;0.485	0.078;0.130	-0.212;1.469	#	100000	0.190	0.717	2	84.83	9990	4445	0.59		71	99
#	#	#	0.135;0.221	#	#	#	0.071;0.251	#	5.195;8.528	#	0.381;0.776	-0.129;0.307	-0.062;0.118	#	#	-0.155;0.665	#	0.188;0.438	#	#	-0.290;2.313	011000	0.328	0.800	1	77.19	9865	4446	0.41		56	70
#	-0.024;0.076	-0.013;0.159	0.066;0.187	#	#	0.365;0.571	#	#	#	#	#	#	-0.035;0.067	#	#	#	-0.179;2.251	0.131;0.573	#	#	-0.319;1.068	000001	1.000	1.000	1	45.04	9641	4452	0.36		13	13
-83.914;-73.294	#	#	#	-0.282;0.282	5.261;8.626	#	#	#	#	#	0.342;0.593	-0.164;0.252	#	#	#	-0.132;0.674	#	0.578;0.861	0.058;0.106	#	#	001110	0.132	0.667	1	87.12	9959	4458	0.36		86	129
#	#	#	#	#	1.096;9.990	#	#	0.387;0.889	#	#	0.488;0.708	#	#	#	#	#	#	0.785;1.133	0.053;0.107	1.030;2.155	#	000100	1.000	1.000	1	50.36	9654	4465	0.27		13	13
-87.822;-59.151	#	0.020;0.248	0.042;0.139	-0.326;-0.294	5.038;9.725	-0.140;0.196	#	0.355;0.765	#	#	0.342;0.546	#	#	#	#	-0.353;0.836	-0.386;0.261	#	0.058;0.106	0.537;1.251	-0.538;0.640	001110	0.100	1.000	1	225.33	4471	4471	0.59		0	0
