Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	39	59	0.096	0.821	0.17	0.01	1.214	0.595	0.352
2000	63	114	0.07	0.865	0.12	0.02	1.233	0.627	0.358
3000	89	166	0.041	0.921	0.11	0.04	1.285	0.633	0.358
4000	108	200	0.025	0.953	0.10	0.06	1.313	0.637	0.357
5000	127	200	0.028	0.948	0.09	0.09	1.3	0.645	0.242
6000	139	200	0.026	0.951	0.09	0.11	1.308	0.64	0.000
7000	140	200	0.021	0.96	0.09	0.14	1.314	0.644	0.021
8000	141	200	0.024	0.955	0.09	0.17	1.306	0.646	0.000
9000	142	200	0.025	0.952	0.10	0.19	1.301	0.648	0.000
10000	140	200	0.025	0.952	0.10	0.22	1.301	0.648	0.000
11000	134	200	0.024	0.956	0.09	0.24	1.318	0.635	0.000
12000	139	200	0.025	0.954	0.10	0.27	1.31	0.641	0.011
13000	143	200	0.025	0.954	0.10	0.30	1.311	0.64	0.000
14000	139	200	0.021	0.962	0.09	0.33	1.316	0.643	0.000
15000	139	200	0.021	0.959	0.09	0.36	1.314	0.643	0.000
16000	138	200	0.024	0.956	0.09	0.39	1.315	0.638	0.000
17000	143	200	0.018	0.966	0.09	0.42	1.325	0.638	0.000
18000	140	200	0.015	0.972	0.10	0.44	1.343	0.627	0.018
19000	145	200	0.015	0.972	0.11	0.47	1.343	0.627	0.025
20000	143	200	0.013	0.976	0.12	0.50	1.34	0.635	0.000
21000	144	200	0.012	0.976	0.13	0.53	1.344	0.632	0.039
22000	144	200	0.011	0.978	0.15	0.56	1.344	0.634	0.000
23000	143	200	0.013	0.975	0.14	0.59	1.341	0.634	0.000
24000	143	200	0.013	0.974	0.14	0.61	1.341	0.633	0.000
25000	146	200	0.014	0.972	0.14	0.64	1.344	0.628	0.000
26000	137	200	0.017	0.966	0.14	0.66	1.351	0.615	0.000
27000	137	200	0.018	0.964	0.13	0.69	1.341	0.623	0.000
28000	135	200	0.017	0.966	0.13	0.71	1.346	0.62	0.000
29000	142	200	0.018	0.964	0.12	0.74	1.344	0.62	0.021
30000	142	200	0.017	0.967	0.13	0.76	1.341	0.626	0.000
31000	144	200	0.015	0.969	0.12	0.79	1.342	0.627	0.039
32000	143	200	0.015	0.969	0.13	0.81	1.342	0.627	0.000
33000	138	200	0.014	0.972	0.12	0.84	1.349	0.623	0.028
34000	141	200	0.015	0.971	0.11	0.86	1.346	0.625	0.045
