Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
82000	142	200	0.009	0.983	0.10	2.29	1.343	0.64	0.000
83000	146	200	0.009	0.983	0.12	2.34	1.345	0.638	0.000
84000	147	200	0.008	0.984	0.12	2.36	1.344	0.64	0.000
85000	147	200	0.009	0.983	0.12	2.39	1.353	0.63	0.000
86000	145	200	0.009	0.982	0.12	2.42	1.349	0.633	0.000
87000	147	200	0.009	0.982	0.12	2.45	1.345	0.637	0.000
88000	146	200	0.009	0.982	0.12	2.48	1.348	0.634	0.000
89000	146	200	0.008	0.984	0.12	2.51	1.346	0.638	0.000
90000	147	200	0.009	0.982	0.12	2.54	1.345	0.637	0.000
91000	154	200	0.009	0.983	0.13	2.58	1.34	0.643	0.000
92000	151	200	0.007	0.985	0.12	2.60	1.35	0.635	0.000
93000	151	200	0.009	0.982	0.12	2.64	1.351	0.631	0.000
94000	144	200	0.009	0.982	0.12	2.67	1.346	0.636	0.000
95000	146	200	0.009	0.982	0.12	2.70	1.348	0.634	0.000
96000	144	200	0.009	0.983	0.11	2.74	1.347	0.636	0.000
97000	145	200	0.009	0.983	0.12	2.77	1.344	0.639	0.039
98000	146	200	0.009	0.983	0.12	2.81	1.342	0.641	0.000
99000	143	200	0.008	0.984	0.11	2.83	1.346	0.638	0.000
100000	145	200	0.009	0.982	0.11	2.86	1.355	0.627	0.012
101000	142	200	0.009	0.982	0.10	2.89	1.348	0.634	0.000
102000	137	200	0.012	0.976	0.12	2.92	1.344	0.632	0.000
103000	142	200	0.014	0.972	0.13	2.94	1.346	0.626	0.000
104000	143	200	0.011	0.979	0.12	2.98	1.347	0.632	0.000
105000	138	200	0.009	0.982	0.12	3.00	1.346	0.636	0.030
106000	137	200	0.009	0.983	0.12	3.03	1.341	0.642	0.000
107000	146	200	0.007	0.985	0.12	3.06	1.351	0.634	0.133
108000	142	200	0.009	0.982	0.12	3.09	1.351	0.631	0.000
109000	146	200	0.009	0.982	0.12	3.12	1.346	0.636	0.035
110000	143	200	0.009	0.982	0.10	3.15	1.348	0.634	0.260
111000	142	200	0.008	0.984	0.10	3.18	1.346	0.638	0.000
112000	148	200	0.009	0.982	0.11	3.21	1.342	0.64	0.000
113000	144	200	0.009	0.983	0.12	3.23	1.345	0.638	0.000
114000	147	200	0.008	0.984	0.12	3.26	1.344	0.64	0.000
115000	148	200	0.009	0.983	0.12	3.29	1.356	0.627	0.000
116000	145	200	0.009	0.982	0.10	3.32	1.346	0.636	0.000
117000	148	200	0.009	0.982	0.10	3.35	1.345	0.637	0.021
118000	147	200	0.009	0.982	0.11	3.39	1.347	0.635	0.000
119000	148	200	0.008	0.984	0.12	3.42	1.345	0.639	0.000
120000	158	200	0.009	0.983	0.15	3.46	1.346	0.637	0.000
121000	151	200	0.008	0.984	0.15	3.49	1.343	0.641	0.000
122000	152	200	0.009	0.983	0.14	3.52	1.353	0.63	0.000
123000	150	200	0.009	0.982	0.14	3.55	1.349	0.633	0.000
124000	155	200	0.009	0.982	0.15	3.58	1.344	0.638	0.035
125000	151	200	0.009	0.982	0.13	3.62	1.348	0.634	0.000
126000	155	200	0.008	0.984	0.13	3.65	1.347	0.637	0.048
127000	152	200	0.009	0.982	0.12	3.68	1.344	0.638	0.000
128000	152	200	0.009	0.983	0.14	3.71	1.341	0.642	0.000
129000	152	200	0.008	0.984	0.14	3.74	1.349	0.635	0.000
130000	152	200	0.009	0.983	0.15	3.78	1.353	0.63	0.000
131000	155	200	0.009	0.982	0.15	3.81	1.344	0.638	0.014
132000	153	200	0.009	0.982	0.14	3.83	1.348	0.634	0.000
133000	151	200	0.009	0.983	0.14	3.87	1.348	0.635	0.022
134000	148	200	0.009	0.983	0.14	3.90	1.344	0.639	0.000
135000	145	200	0.009	0.983	0.12	3.93	1.345	0.638	0.039
136000	146	200	0.008	0.984	0.11	3.96	1.344	0.64	0.000
137000	145	200	0.009	0.983	0.11	3.99	1.352	0.631	0.000
138000	149	200	0.009	0.982	0.12	4.01	1.349	0.633	0.000
139000	152	200	0.009	0.982	0.11	4.04	1.345	0.637	0.000
140000	152	200	0.009	0.982	0.11	4.07	1.349	0.633	0.035
141000	150	200	0.008	0.984	0.11	4.10	1.345	0.639	0.035
142000	149	200	0.009	0.982	0.12	4.13	1.346	0.636	0.000
143000	151	200	0.009	0.983	0.11	4.17	1.34	0.643	0.098
144000	152	200	0.007	0.985	0.11	4.19	1.35	0.635	0.000
145000	157	200	0.009	0.982	0.12	4.22	1.351	0.631	0.000
146000	153	200	0.009	0.982	0.11	4.26	1.346	0.636	0.000
147000	155	200	0.009	0.982	0.12	4.29	1.348	0.634	0.037
148000	148	200	0.009	0.983	0.11	4.32	1.347	0.636	0.063
149000	150	200	0.009	0.983	0.12	4.35	1.343	0.64	0.026
150000	148	200	0.009	0.983	0.12	4.38	1.343	0.64	0.000
151000	154	200	0.008	0.984	0.13	4.41	1.346	0.638	0.132
152000	156	200	0.009	0.983	0.13	4.44	1.355	0.628	0.000
153000	162	200	0.009	0.982	0.14	4.48	1.347	0.635	0.000
154000	148	200	0.009	0.982	0.13	4.51	1.344	0.638	0.000
155000	146	200	0.009	0.982	0.12	4.54	1.346	0.636	0.000
156000	145	200	0.008	0.984	0.12	4.57	1.348	0.636	0.016
157000	146	200	0.009	0.982	0.12	4.59	1.345	0.637	0.000
158000	145	200	0.009	0.983	0.10	4.63	1.341	0.642	0.000
159000	143	200	0.007	0.985	0.10	4.66	1.352	0.633	0.000
160000	145	200	0.009	0.982	0.10	4.69	1.351	0.631	0.000
161000	145	200	0.009	0.982	0.10	4.72	1.345	0.637	0.070
162000	148	200	0.009	0.982	0.10	4.76	1.348	0.634	0.000
163000	150	200	0.008	0.984	0.10	4.79	1.346	0.638	0.000
164000	141	200	0.009	0.982	0.09	4.81	1.343	0.639	0.000
165000	145	200	0.009	0.983	0.10	4.85	1.344	0.639	0.000
166000	148	200	0.008	0.984	0.10	4.88	1.345	0.639	0.000
167000	146	200	0.009	0.983	0.10	4.91	1.356	0.627	0.000
168000	145	200	0.009	0.982	0.10	4.94	1.345	0.637	0.103
169000	143	200	0.009	0.982	0.09	4.97	1.346	0.636	0.000
170000	150	200	0.009	0.982	0.10	5.00	1.347	0.635	0.000
171000	145	200	0.008	0.984	0.10	5.03	1.345	0.639	0.000
172000	143	200	0.009	0.983	0.10	5.06	1.346	0.637	0.000
173000	137	200	0.008	0.984	0.11	5.09	1.343	0.641	0.000
174000	142	200	0.009	0.983	0.11	5.12	1.353	0.63	0.000
175000	146	200	0.009	0.982	0.12	5.14	1.349	0.633	0.000
176000	150	200	0.009	0.982	0.12	5.17	1.344	0.638	0.000
177000	146	200	0.009	0.982	0.12	5.21	1.348	0.634	0.031
178000	142	200	0.008	0.984	0.12	5.24	1.347	0.637	0.057
179000	141	200	0.009	0.982	0.11	5.26	1.344	0.638	0.000
180000	142	200	0.009	0.983	0.11	5.29	1.341	0.642	0.000
181000	149	200	0.008	0.984	0.10	5.32	1.349	0.635	0.000
182000	147	200	0.009	0.983	0.10	5.35	1.353	0.63	0.000
183000	146	200	0.009	0.982	0.09	5.39	1.344	0.638	0.000
184000	144	200	0.009	0.982	0.10	5.41	1.348	0.634	0.000
185000	142	200	0.009	0.983	0.10	5.44	1.348	0.635	0.000
186000	142	200	0.009	0.983	0.10	5.48	1.344	0.639	0.000
187000	145	200	0.009	0.983	0.11	5.51	1.344	0.639	0.000
188000	143	200	0.008	0.984	0.10	5.55	1.345	0.639	0.023
189000	140	200	0.009	0.983	0.11	5.58	1.352	0.631	0.000
190000	141	200	0.009	0.982	0.11	5.60	1.348	0.634	0.000
191000	139	200	0.009	0.982	0.11	5.62	1.346	0.636	0.000
192000	140	200	0.009	0.982	0.11	5.65	1.348	0.634	0.000
193000	138	200	0.008	0.984	0.11	5.67	1.346	0.638	0.000
194000	142	200	0.009	0.982	0.12	5.69	1.345	0.637	0.000
195000	138	200	0.009	0.983	0.10	5.71	1.341	0.642	0.023
196000	138	200	0.007	0.985	0.10	5.74	1.349	0.636	0.000
197000	139	200	0.009	0.982	0.10	5.76	1.351	0.631	0.033
198000	143	200	0.009	0.982	0.11	5.78	1.347	0.635	0.000
199000	144	200	0.009	0.982	0.11	5.80	1.348	0.634	0.000
200000	143	200	0.008	0.984	0.12	5.83	1.346	0.638	0.000
