att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.193;-0.488	-1.266;-0.307	000000000100000	0.079	0.602	5	174.12	399971	250782	1.00		2562	10460
-0.914;-0.400	-0.556;0.632	110000000000000	0.024	0.476	10	183.42	399965	319065	1.00		1390	11459
-1.518;-0.386	-0.159;1.202	100000000000000	0.087	0.614	4	176.78	399996	331846	1.00		1264	4774
0.694;6.272	#	000001000010000	0.544	0.885	5	155.95	399962	344123	0.50		1677	2557
-0.470;0.067	-1.170;-0.648	001001001000000	0.292	0.782	2	211.62	399989	345961	1.00		541	3630
-0.903;0.163	-1.100;0.468	110001001011000	0.075	0.596	2	208.50	399972	346848	1.00		456	31246
#	-0.900;0.288	100101001011000	0.068	0.584	2	212.62	399878	358896	0.50		177	32227
#	-1.660;0.165	000001001000100	0.044	0.536	1	211.55	399942	359400	0.50		522	29504
-0.927;0.381	0.353;4.961	000000000010010	0.053	0.555	2	175.68	399953	360917	1.00		725	5756
#	-0.721;0.161	101001011011100	0.126	0.661	1	216.88	399903	361423	0.50		276	25061
#	-0.501;0.281	000001011011100	0.174	0.705	1	215.40	399993	364308	0.50		1276	20372
0.694;6.742	#	000001000010000	0.542	0.885	1	155.95	399962	365252	0.50		1039	1589
0.271;1.013	0.295;1.062	000000000010000	0.072	0.591	4	153.53	399978	365987	1.00		196	2485
-0.847;0.086	0.353;5.215	000000000010010	0.103	0.635	1	179.78	399953	368498	1.00		585	2793
-0.681;0.652	-0.856;0.064	101001011011101	0.174	0.705	3	220.67	399928	368600	1.00		179	17923
-1.130;-0.464	-0.683;-0.031	100000000100000	0.047	0.543	2	182.57	399625	370267	1.00		128	2807
#	0.256;0.984	100000000010010	0.057	0.565	2	165.66	399949	372978	0.50		156	5990
-0.936;0.378	#	100001001011100	0.092	0.621	3	209.70	399461	373598	0.50		75	21449
-0.017;0.974	#	000001011010101	0.127	0.662	2	202.67	399904	376492	0.50		337	11881
-0.884;0.163	-0.381;0.269	100001001011000	0.212	0.733	4	223.76	399835	376768	1.00		165	7215
0.701;1.855	-1.028;-0.225	000001000000000	0.473	0.861	1	160.97	399994	376927	1.00		231	396
-0.803;0.244	0.565;5.534	000000000010010	0.209	0.731	2	158.73	399953	376994	1.00		426	1050
-0.992;0.436	#	100101011011100	0.081	0.605	2	206.57	399854	377486	0.50		97	18904
0.776;1.855	-0.618;0.608	000001000000000	0.204	0.728	1	164.13	399944	378050	1.00		126	690
0.694;6.272	-0.423;0.511	000001000010000	0.845	0.967	1	166.94	399962	378992	1.00		542	602
#	-1.338;0.337	110101001001000	0.033	0.506	1	207.75	399876	380115	0.50		227	15993
-0.707;0.748	#	100001011011000	0.099	0.630	1	207.41	399991	380389	0.50		337	17980
-0.374;0.997	#	000001011011000	0.118	0.652	1	208.04	399870	380997	0.50		324	15058
-0.973;-0.421	-0.711;0.344	110100000000000	0.019	0.451	2	181.57	399990	381345	1.00		81	2880
#	-0.984;0.262	100001011011101	0.123	0.658	2	212.62	399982	381654	0.50		786	14387
-1.051;0.863	0.721;2.913	000010000000000	0.104	0.636	1	149.59	399967	381793	1.00		104	574
#	-1.160;0.067	001101001101000	0.029	0.494	2	211.55	399818	382259	0.50		151	11982
-0.408;0.087	-1.054;-0.326	001001001001100	0.293	0.782	2	236.27	399882	382666	1.00		173	2772
-0.997;-0.197	-0.936;-0.150	000100001100000	0.034	0.510	2	200.40	399955	383123	1.00		147	3408
-0.083;0.641	-0.042;0.784	000001100010000	0.066	0.580	1	207.15	399958	383182	1.00		456	3608
#	-1.084;0.296	000001011010101	0.076	0.598	1	212.62	399904	383957	0.50		229	12716
-0.200;0.352	#	000001001001101	0.077	0.599	1	224.70	399992	384020	0.50		640	7493
-0.014;0.691	-0.097;0.996	000001110010000	0.102	0.634	5	199.93	399887	384509	1.00		110	3702
-1.051;1.057	0.721;2.016	000010000000000	0.067	0.583	2	142.65	399967	384589	1.00		88	531
-0.960;-0.015	-1.039;0.379	100101001101000	0.070	0.588	1	203.88	399929	384797	1.00		173	6646
-1.219;0.294	#	101101001011000	0.055	0.560	2	207.07	399753	385074	0.50		63	11099
-0.502;0.212	0.097;0.671	100001010010010	0.354	0.812	2	204.01	399947	385103	1.00		742	2212
-0.396;0.861	0.279;1.027	000010100010000	0.022	0.465	2	168.42	399510	385362	1.00		63	2806
-1.051;0.863	0.721;1.541	000010000000000	0.105	0.637	1	149.59	399967	385401	1.00		83	460
#	-2.537;-0.506	000001001000000	0.068	0.584	1	204.17	399865	385512	0.50		165	3070
-0.533;0.145	0.097;0.698	100001010010010	0.374	0.822	2	199.22	399947	385941	1.00		702	1989
-0.459;0.444	-0.469;0.759	100001011011000	0.220	0.738	1	221.68	399991	386113	1.00		237	7227
#	-0.060;0.635	000001010010000	0.088	0.615	1	198.41	399995	386239	0.50		299	4958
-0.200;0.884	#	000001001001101	0.051	0.551	2	211.33	399992	386396	0.50		629	8906
#	-0.161;0.058	110101001011000	0.094	0.623	1	216.71	386683	386683	0.50		0	2306
-0.715;0.695	#	100001000010010	0.019	0.451	1	207.32	399970	386689	0.50		344	12222
-0.245;0.250	-1.748;-0.552	000001001001101	0.336	0.804	2	222.39	399891	386803	1.00		264	1055
0.014;0.367	-0.679;0.030	000001011011101	0.701	0.931	2	241.30	399986	386931	1.00		600	1743
#	-1.198;0.831	001001001001101	0.023	0.471	2	202.54	399950	387431	0.50		341	12478
0.302;0.846	#	000001001000101	0.030	0.496	2	196.63	399987	387747	0.50		88	2628
-0.206;0.708	-0.042;0.960	000001100010000	0.051	0.552	1	198.45	399958	387760	1.00		332	3412
#	-1.260;-0.109	000001001101000	0.047	0.542	1	210.12	399729	387761	0.50		53	6558
-0.707;0.748	-0.161;0.529	100001011011000	0.227	0.743	2	208.92	399991	387792	1.00		207	4538
#	-0.973;0.139	001101011011100	0.081	0.605	1	211.55	399840	387957	0.50		18	8636
0.132;0.989	-0.771;-0.177	000001010000100	0.087	0.614	3	213.51	399357	388173	1.00		17	1727
#	-0.542;0.272	100001011011100	0.206	0.729	2	217.61	399998	388724	0.50		954	6730
#	-0.776;-0.239	001101011001100	0.075	0.596	1	210.32	399937	388753	0.50		17	4492
-0.817;0.078	#	110101001011000	0.063	0.575	3	204.89	399964	388780	0.50		64	6451
#	0.166;0.779	100001000000010	0.023	0.470	2	179.19	399618	388816	0.50		31	2927
#	-0.161;0.529	100001011011000	0.186	0.715	1	204.18	399991	388943	0.50		188	4475
-0.533;0.079	0.097;0.698	100001010010010	0.375	0.822	1	198.88	399947	389401	1.00		498	1348
-1.015;-0.215	-0.805;0.019	100100001100000	0.044	0.535	1	199.89	399629	389843	1.00		56	2342
-0.570;0.818	#	000001011011101	0.119	0.653	1	215.99	399986	390046	0.50		513	8624
-0.680;0.520	-1.198;0.922	001001001001101	0.040	0.524	1	208.72	399950	390227	1.00		265	8136
0.243;2.438	-1.228;0.091	000001010010100	0.166	0.698	2	207.07	399979	390242	1.00		195	1914
-0.399;0.330	-0.542;0.272	100001011011100	0.511	0.875	1	237.44	399998	390477	1.00		810	3261
-0.453;0.747	-1.660;0.165	000001001000100	0.089	0.616	1	227.63	399942	390517	1.00		121	5296
0.514;6.272	-0.466;0.511	000001000010000	0.356	0.813	1	184.52	399962	390792	1.00		304	754
#	0.701;1.204	000010000010000	0.279	0.775	2	143.90	399983	390896	0.50		196	404
0.776;1.966	-1.346;-0.120	000001000000000	0.434	0.846	1	164.01	399994	390907	1.00		91	169
-0.744;-0.267	-1.559;-0.098	000101001101000	0.145	0.679	1	196.11	399785	390966	1.00		63	1422
#	0.209;0.904	000001100010000	0.049	0.547	1	173.40	399958	391055	0.50		243	2148
#	-0.304;0.540	110001001001000	0.042	0.531	1	206.64	399951	391059	0.50		217	4685
-0.122;0.985	-0.039;0.759	000001011010000	0.132	0.667	2	196.90	399939	391089	1.00		64	2219
-0.903;0.163	#	110001001011000	0.067	0.582	1	204.93	399972	391311	0.50		73	5560
-0.181;0.428	0.141;0.697	000001010010010	0.188	0.716	3	205.95	399739	391351	1.00		13	1295
-1.218;0.748	-0.161;0.529	100001011011000	0.203	0.727	1	208.80	399991	391402	1.00		146	3306
-0.570;-0.075	-1.122;0.143	001101001001000	0.117	0.651	1	229.88	399885	391443	1.00		26	2194
#	-0.261;0.866	000001010010000	0.059	0.568	1	194.26	399995	391461	0.50		200	4918
0.020;1.296	#	000001010010000	0.080	0.604	1	202.38	399995	391461	0.50		212	3977
-0.396;0.861	0.851;1.027	000010100010000	0.055	0.560	1	139.69	391653	391653	1.00		0	60
#	-1.991;1.970	000001011011000	0.066	0.581	1	202.28	399870	391694	0.50		142	8305
-0.689;-0.060	-0.702;-0.088	101101001111000	0.159	0.692	1	217.52	399400	391711	1.00		12	1616
-0.259;0.748	-0.161;0.008	100001011011000	0.374	0.821	1	234.30	391809	391809	1.00		0	737
#	0.256;1.737	100000000010010	0.057	0.564	2	165.66	399949	391989	0.50		45	1768
-0.538;2.508	-1.228;1.233	000001010010100	0.058	0.566	2	209.36	399979	392251	1.00		167	6868
#	-0.966;-0.008	000001011001101	0.093	0.622	2	210.35	399941	392252	0.50		56	4747
-0.624;-0.128	-0.741;0.141	100101001111000	0.206	0.729	4	227.30	399985	392263	1.00		24	1659
#	-0.755;0.146	100001011011101	0.145	0.680	1	212.94	399982	392293	0.50		330	5115
-1.770;0.520	#	001001001001101	0.028	0.488	1	206.97	399950	392403	0.50		205	6794
-0.715;0.476	0.287;1.081	100001000010010	0.124	0.659	1	166.76	399970	392430	1.00		194	1404
#	0.097;0.297	100001010010010	0.121	0.655	1	211.94	399886	392627	0.50		72	748
-0.776;0.424	-2.372;-0.506	000001001000000	0.072	0.592	1	207.84	399865	392667	1.00		83	1274
-1.518;0.520	#	001001001001101	0.028	0.489	1	206.97	399950	392740	0.50		196	6490
0.514;5.732	-1.654;0.704	000001000010000	0.269	0.769	1	179.73	399962	392758	1.00		247	778
-0.374;1.850	-0.126;0.410	000001011011000	0.300	0.786	2	218.61	399870	392769	1.00		122	1808
-0.694;-0.122	-1.160;0.067	001101001101000	0.102	0.633	1	214.47	399818	392828	1.00		60	1784
0.175;1.764	-0.441;0.203	000001011010100	0.374	0.822	1	207.36	399902	392832	1.00		131	1192
#	0.155;1.226	100001000010010	0.101	0.632	2	174.27	399970	392837	0.50		185	1981
-0.399;0.330	#	100001011011100	0.197	0.723	3	221.19	399998	392884	0.50		604	4222
0.243;2.438	-0.687;0.099	000001010010100	0.212	0.733	2	212.39	399979	393038	1.00		139	1176
-0.616;0.583	-1.129;-0.189	001001001001101	0.185	0.714	1	227.10	399950	393067	1.00		188	2699
#	-0.436;0.503	110001001001000	0.042	0.529	1	208.69	399951	393100	0.50		167	4342
0.175;1.764	#	000001011010100	0.127	0.661	3	193.76	399902	393164	0.50		127	2392
-0.909;-0.264	#	110101001001000	0.056	0.562	2	187.63	399876	393194	0.50		78	1830
0.428;1.190	-1.063;0.608	000001000000000	0.052	0.553	5	185.86	399994	393276	1.00		126	990
0.497;2.265	#	000001000000000	0.057	0.564	1	174.59	399994	393276	0.50		126	808
-0.960;-0.015	#	100101001101000	0.050	0.549	2	199.58	399929	393291	0.50		75	3343
-0.599;0.119	#	101001011011100	0.152	0.687	1	216.11	399903	393306	0.50		49	3497
#	-1.748;-0.540	000001001001101	0.117	0.651	1	195.29	399963	393492	0.50		235	1241
-0.171;0.795	#	000001001000100	0.036	0.513	1	215.51	399942	393825	0.50		80	3773
#	-1.473;-0.132	001001011001101	0.081	0.606	2	211.07	399667	393857	0.50		43	3191
-0.247;0.964	0.887;1.204	000010000010000	0.132	0.667	1	140.71	393886	393886	1.00		0	35
-0.909;0.005	#	110101001001000	0.041	0.527	1	200.23	399876	393893	0.50		70	3166
-0.253;0.950	0.386;0.960	000001100010000	0.082	0.607	1	164.23	399958	393938	1.00		164	940
0.020;1.093	-0.861;0.635	000001010010000	0.099	0.630	2	211.70	399995	393969	1.00		149	2531
-1.130;-0.464	-0.511;-0.031	100000000100000	0.051	0.551	1	184.83	399625	394033	1.00		25	417
-0.200;0.925	-1.221;-0.298	000001001001101	0.267	0.768	2	219.97	399992	394056	1.00		278	1418
-0.330;0.146	-1.288;-0.169	001001011011101	0.305	0.788	2	242.32	399830	394058	1.00		17	1138
#	0.427;0.984	100000000010010	0.047	0.542	1	160.77	399949	394086	0.50		33	910
