Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	39	65	0.123	0.758	0.12	0.01	1.248	0.505	0.000
2000	59	105	0.098	0.806	0.12	0.02	1.306	0.499	0.000
3000	87	150	0.106	0.787	0.11	0.04	1.192	0.595	0.000
4000	116	191	0.111	0.779	0.13	0.08	1.181	0.598	0.000
5000	130	200	0.089	0.822	0.14	0.11	1.238	0.584	0.000
6000	137	200	0.058	0.884	0.13	0.14	1.296	0.588	0.000
7000	138	200	0.048	0.905	0.12	0.17	1.313	0.592	0.000
8000	138	200	0.034	0.932	0.13	0.20	1.335	0.597	0.000
9000	135	200	0.034	0.933	0.13	0.24	1.335	0.598	0.000
10000	136	200	0.034	0.933	0.13	0.27	1.337	0.596	0.000
11000	134	200	0.032	0.937	0.12	0.30	1.346	0.591	0.000
12000	135	200	0.033	0.934	0.12	0.33	1.337	0.597	0.000
13000	145	200	0.025	0.949	0.12	0.36	1.335	0.614	0.000
14000	143	200	0.027	0.946	0.13	0.38	1.339	0.607	0.000
15000	143	200	0.032	0.937	0.14	0.40	1.339	0.598	0.000
16000	143	200	0.029	0.941	0.15	0.44	1.341	0.6	0.000
17000	142	200	0.034	0.932	0.14	0.46	1.338	0.594	0.000
18000	148	200	0.026	0.947	0.17	0.49	1.348	0.599	0.000
19000	151	200	0.024	0.953	0.16	0.52	1.346	0.607	0.000
20000	157	200	0.023	0.954	0.17	0.54	1.344	0.61	0.000
21000	157	200	0.021	0.959	0.17	0.57	1.347	0.612	0.000
22000	157	200	0.02	0.96	0.16	0.60	1.347	0.613	0.000
23000	158	200	0.021	0.959	0.17	0.64	1.344	0.615	0.000
24000	158	200	0.02	0.96	0.16	0.67	1.343	0.617	0.000
25000	158	200	0.019	0.962	0.16	0.70	1.347	0.615	0.000
26000	163	200	0.019	0.962	0.17	0.74	1.354	0.608	0.000
27000	158	200	0.021	0.958	0.16	0.77	1.344	0.614	0.000
28000	157	200	0.021	0.959	0.17	0.80	1.349	0.61	0.000
29000	158	200	0.021	0.958	0.16	0.84	1.347	0.611	0.000
30000	152	200	0.019	0.961	0.16	0.87	1.344	0.617	0.000
31000	152	200	0.021	0.959	0.15	0.89	1.344	0.615	0.000
32000	156	200	0.019	0.961	0.14	0.93	1.345	0.616	0.000
33000	152	200	0.021	0.958	0.12	0.95	1.352	0.606	0.000
34000	153	200	0.021	0.959	0.13	0.98	1.349	0.61	0.000
35000	152	200	0.021	0.958	0.14	1.01	1.345	0.613	0.000
36000	152	200	0.021	0.959	0.14	1.04	1.349	0.61	0.000
37000	152	200	0.021	0.959	0.14	1.07	1.345	0.614	0.000
38000	147	200	0.021	0.959	0.14	1.10	1.345	0.614	0.000
39000	142	200	0.02	0.96	0.14	1.13	1.34	0.62	0.026
40000	141	200	0.018	0.963	0.14	1.16	1.35	0.613	0.012
41000	146	200	0.019	0.961	0.14	1.19	1.352	0.609	0.000
42000	145	200	0.021	0.958	0.14	1.22	1.345	0.613	0.000
43000	144	200	0.021	0.959	0.13	1.24	1.348	0.611	0.000
44000	149	200	0.021	0.959	0.14	1.27	1.348	0.611	0.016
45000	154	200	0.02	0.96	0.14	1.30	1.343	0.617	0.000
