Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	333	600	0.2093	0.1111	0.13	0.54	0.000	0.000	0.000
7000	382	600	0.2089	0.1217	0.13	1.32	0.000	0.000	0.000
10500	417	600	0.2063	0.1326	0.14	2.14	0.000	0.000	0.000
14000	420	600	0.1964	0.1577	0.13	3.00	0.000	0.000	0.000
17500	422	600	0.1995	0.1403	0.15	3.99	0.000	0.000	0.000
21000	419	600	0.1936	0.178	0.14	4.87	0.000	0.000	0.000
24500	436	600	0.1956	0.1871	0.15	5.79	0.000	0.000	0.000
28000	427	600	0.1913	0.1946	0.14	6.77	0.000	0.000	0.000
31500	443	600	0.1882	0.1971	0.14	7.65	0.000	0.000	0.000
35000	447	600	0.2004	0.1597	0.15	8.63	0.000	0.000	0.000
38500	405	600	0.1928	0.1654	0.14	9.50	0.000	0.000	0.000
42000	413	600	0.1878	0.2137	0.15	10.35	0.000	0.000	0.000
45500	438	600	0.1809	0.1931	0.16	11.25	0.000	0.000	0.000
49000	429	600	0.198	0.1971	0.15	12.20	0.000	0.000	0.000
52500	430	600	0.1961	0.164	0.15	13.12	0.000	0.000	0.000
56000	420	600	0.1849	0.2054	0.15	14.06	0.000	0.000	0.000
59500	414	600	0.1891	0.1911	0.16	15.00	0.000	0.000	0.000
63000	419	600	0.1999	0.1649	0.15	15.87	0.000	0.000	0.000
66500	426	600	0.192	0.1806	0.15	16.79	0.000	0.000	0.000
70000	441	600	0.1835	0.1794	0.15	17.69	0.000	0.000	0.000
73500	432	600	0.1869	0.1751	0.15	18.54	0.000	0.000	0.000
77000	421	600	0.1918	0.16	0.15	19.43	0.000	0.000	0.000
80500	395	600	0.209	0.1429	0.14	20.29	0.000	0.000	0.000
84000	427	600	0.1836	0.1937	0.15	21.13	0.000	0.000	0.000
87500	421	600	0.1679	0.2166	0.16	22.08	0.000	0.000	0.000
91000	441	600	0.1653	0.2211	0.15	22.96	0.000	0.000	0.000
94500	440	600	0.1701	0.2211	0.15	23.97	0.000	0.000	0.000
98000	435	600	0.17	0.226	0.14	24.95	0.000	0.000	0.000
101500	416	600	0.1732	0.228	0.15	25.75	0.000	0.000	0.000
105000	425	600	0.1719	0.1877	0.15	26.66	0.000	0.000	0.000
108500	426	600	0.1686	0.1743	0.14	27.53	0.000	0.000	0.000
112000	424	600	0.1676	0.166	0.14	28.36	0.000	0.000	0.000
115500	432	600	0.1528	0.224	0.13	29.22	0.000	0.000	0.000
119000	436	600	0.1426	0.2426	0.16	30.12	0.000	0.000	0.000
122500	429	600	0.1689	0.2069	0.14	30.96	0.000	0.000	0.000
126000	409	600	0.157	0.2009	0.14	31.83	0.000	0.000	0.000
129500	416	600	0.1495	0.2226	0.14	32.70	0.000	0.000	0.000
133000	414	600	0.155	0.1966	0.14	33.54	0.000	0.000	0.000
136500	416	600	0.1679	0.1851	0.14	34.42	0.000	0.000	0.000
140000	429	600	0.1584	0.192	0.15	35.31	0.000	0.000	0.000
143500	441	600	0.1689	0.2071	0.16	36.14	0.000	0.000	0.000
147000	426	600	0.1773	0.2049	0.15	37.01	0.000	0.000	0.000
150500	429	600	0.1811	0.2006	0.14	37.93	0.000	0.000	0.000
154000	431	600	0.1905	0.1843	0.14	38.86	0.000	0.000	0.000
157500	425	600	0.1823	0.1689	0.15	39.77	0.000	0.000	0.000
161000	431	600	0.163	0.2569	0.15	40.77	0.000	0.000	0.000
164500	436	600	0.1723	0.2014	0.14	41.70	0.000	0.000	0.000
168000	436	600	0.1781	0.2289	0.16	42.61	0.000	0.000	0.000
171500	424	600	0.174	0.2337	0.15	43.58	0.000	0.000	0.000
