att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.129;0.284	#	11	0.876	0.974	3	46.69	199994	24796	0.50		56226	57732
#	-0.335;-0.282	10	1.000	1.000	3	38.43	199921	136325	0.50		729	729
-0.129;0.284	-0.194;0.802	11	1.000	1.000	3	47.49	199994	139400	1.00		17712	17712
-4.929;-0.135	#	10	1.000	1.000	5	55.94	199985	158891	0.50		14489	14489
-4.947;-0.135	#	10	1.000	1.000	1	55.94	199985	161873	0.50		13431	13431
-0.452;0.183	-0.335;-0.282	10	1.000	1.000	3	33.10	199921	163974	1.00		309	309
0.308;4.583	-0.607;0.833	01	1.000	1.000	1	54.50	199990	166976	1.00		9371	9371
0.308;4.583	#	01	1.000	1.000	3	54.50	199990	170821	0.50		8279	8279
-3.182;-0.135	0.447;0.989	10	1.000	1.000	1	62.75	199955	173965	1.00		3205	3205
0.308;4.583	-0.356;0.969	01	1.000	1.000	2	54.50	199990	177187	1.00		6473	6473
-0.129;0.284	-0.194;0.752	11	1.000	1.000	2	47.98	199994	178266	1.00		6234	6234
-0.139;0.296	#	11	0.784	0.952	3	46.33	199994	178565	0.50		7378	7746
-0.678;-0.033	-0.335;-0.282	10	1.000	1.000	1	39.27	199921	178632	1.00		122	122
0.308;4.583	0.101;0.909	01	1.000	1.000	1	55.83	199990	178953	1.00		3681	3681
-4.728;-0.135	-0.816;1.120	10	1.000	1.000	1	55.94	199985	179311	1.00		7283	7283
-0.130;0.284	-0.264;0.733	11	1.000	1.000	1	47.32	199994	180412	1.00		5896	5896
-0.139;0.296	-0.245;0.482	11	1.000	1.000	1	48.78	199970	180477	1.00		4251	4251
-4.817;-0.135	0.403;1.199	10	1.000	1.000	2	62.45	199955	180478	1.00		2572	2572
-4.929;-0.135	-1.495;1.202	10	1.000	1.000	2	55.94	199985	180707	1.00		6791	6791
0.308;4.730	-0.212;0.573	01	1.000	1.000	1	54.94	199990	180894	1.00		4214	4214
-4.665;-0.135	-1.586;0.913	10	1.000	1.000	2	55.94	199985	181953	1.00		6357	6357
-0.935;-0.446	#	10	1.000	1.000	1	58.96	199955	182651	0.50		3326	3326
0.604;4.583	0.192;1.119	01	1.000	1.000	1	61.11	199920	183173	1.00		1590	1590
0.308;4.583	-0.240;1.100	01	1.000	1.000	2	54.51	199990	183173	1.00		4726	4726
-4.728;-0.135	-0.655;1.120	10	1.000	1.000	1	55.94	199985	183825	1.00		5690	5690
-4.947;-0.135	-1.622;1.906	10	1.000	1.000	2	55.94	199985	184065	1.00		5612	5612
