Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	39	55	0.122	0.762	0.19	0.01	1.171	0.585	0.339
2000	83	132	0.1	0.804	0.17	0.02	1.185	0.616	0.345
3000	109	175	0.112	0.78	0.17	0.05	1.139	0.638	0.346
4000	130	200	0.097	0.81	0.18	0.08	1.164	0.643	0.346
5000	130	200	0.034	0.936	0.15	0.11	1.288	0.645	0.328
6000	132	200	0.021	0.96	0.14	0.14	1.322	0.635	0.000
7000	142	200	0.018	0.966	0.16	0.17	1.327	0.637	0.000
8000	141	200	0.023	0.957	0.14	0.20	1.319	0.635	0.000
9000	143	200	0.021	0.962	0.14	0.23	1.323	0.636	0.000
10000	148	200	0.018	0.967	0.14	0.26	1.327	0.637	0.000
11000	153	200	0.013	0.978	0.16	0.29	1.348	0.627	0.000
12000	150	200	0.015	0.973	0.15	0.31	1.341	0.63	0.000
13000	150	200	0.015	0.97	0.14	0.34	1.341	0.629	0.025
14000	147	200	0.015	0.971	0.12	0.37	1.344	0.627	0.001
15000	144	200	0.013	0.973	0.12	0.39	1.344	0.629	0.000
16000	145	200	0.013	0.973	0.12	0.42	1.346	0.627	0.000
17000	146	200	0.013	0.975	0.12	0.45	1.343	0.632	0.000
18000	150	200	0.012	0.976	0.13	0.48	1.352	0.624	0.000
19000	150	200	0.013	0.975	0.12	0.50	1.35	0.625	0.067
20000	151	200	0.013	0.974	0.14	0.54	1.344	0.63	0.035
21000	149	200	0.013	0.973	0.13	0.56	1.347	0.626	0.000
22000	145	200	0.013	0.975	0.12	0.58	1.347	0.628	0.000
23000	144	200	0.013	0.973	0.14	0.61	1.344	0.629	0.000
24000	141	200	0.013	0.974	0.14	0.63	1.343	0.631	0.000
25000	144	200	0.012	0.976	0.15	0.66	1.347	0.629	0.000
26000	149	200	0.012	0.976	0.17	0.68	1.354	0.622	0.000
27000	148	200	0.013	0.973	0.16	0.71	1.344	0.629	0.000
28000	148	200	0.013	0.973	0.16	0.73	1.349	0.624	0.000
29000	147	200	0.013	0.973	0.15	0.76	1.347	0.626	0.000
30000	145	200	0.013	0.975	0.14	0.79	1.344	0.631	0.012
31000	144	200	0.013	0.974	0.15	0.82	1.344	0.63	0.000
32000	147	200	0.013	0.975	0.14	0.84	1.345	0.63	0.000
33000	147	200	0.013	0.975	0.14	0.87	1.352	0.623	0.027
34000	150	200	0.013	0.975	0.15	0.89	1.349	0.626	0.000
35000	148	200	0.013	0.973	0.15	0.92	1.345	0.628	0.000
36000	142	200	0.013	0.973	0.14	0.95	1.349	0.624	0.000
37000	144	200	0.013	0.975	0.15	0.97	1.345	0.63	0.000
38000	138	200	0.013	0.973	0.16	1.00	1.345	0.628	0.058
39000	140	200	0.013	0.974	0.15	1.03	1.34	0.634	0.025
40000	143	200	0.011	0.977	0.14	1.06	1.35	0.627	0.000
41000	139	200	0.013	0.975	0.13	1.09	1.352	0.623	0.000
42000	147	200	0.013	0.973	0.12	1.12	1.345	0.628	0.035
43000	144	200	0.013	0.973	0.12	1.14	1.348	0.625	0.000
44000	155	200	0.013	0.974	0.12	1.17	1.348	0.626	0.059
45000	154	200	0.013	0.974	0.14	1.20	1.343	0.631	0.040
46000	148	200	0.013	0.974	0.12	1.23	1.343	0.631	0.074
47000	150	200	0.013	0.975	0.12	1.26	1.346	0.629	0.064
48000	149	200	0.012	0.976	0.12	1.30	1.354	0.622	0.000
49000	144	200	0.013	0.974	0.12	1.33	1.348	0.626	0.000
50000	141	200	0.013	0.973	0.12	1.35	1.345	0.628	0.048
51000	143	200	0.013	0.973	0.11	1.38	1.345	0.628	0.031
52000	143	200	0.013	0.975	0.12	1.41	1.348	0.627	0.000
53000	144	200	0.013	0.973	0.12	1.43	1.345	0.628	0.000
54000	143	200	0.013	0.974	0.12	1.46	1.342	0.632	0.000
55000	137	200	0.011	0.977	0.12	1.49	1.35	0.627	0.000
56000	144	200	0.013	0.975	0.11	1.51	1.351	0.624	0.101
57000	137	200	0.013	0.973	0.11	1.54	1.346	0.627	0.000
58000	137	200	0.013	0.973	0.12	1.56	1.348	0.625	0.000
59000	133	200	0.013	0.975	0.11	1.59	1.347	0.628	0.000
60000	129	200	0.013	0.973	0.11	1.61	1.342	0.631	0.000
61000	129	200	0.013	0.974	0.10	1.63	1.344	0.63	0.025
62000	130	200	0.013	0.975	0.10	1.65	1.345	0.63	0.001
63000	135	200	0.011	0.977	0.10	1.68	1.356	0.621	0.000
64000	140	200	0.013	0.973	0.10	1.71	1.346	0.627	0.017
65000	142	200	0.013	0.973	0.09	1.73	1.344	0.629	0.015
66000	136	200	0.013	0.973	0.09	1.76	1.347	0.626	0.000
67000	136	200	0.013	0.975	0.10	1.79	1.346	0.629	0.011
68000	138	200	0.013	0.973	0.10	1.81	1.345	0.628	0.218
69000	138	200	0.012	0.976	0.10	1.84	1.344	0.632	0.033
70000	140	200	0.013	0.975	0.09	1.86	1.352	0.623	0.000
71000	149	200	0.013	0.975	0.09	1.90	1.35	0.625	0.012
72000	148	200	0.013	0.973	0.09	1.92	1.344	0.629	0.169
73000	144	200	0.013	0.973	0.09	1.95	1.347	0.626	0.016
74000	147	200	0.013	0.975	0.09	1.97	1.347	0.628	0.000
75000	140	200	0.013	0.973	0.10	2.00	1.344	0.629	0.000
76000	134	200	0.013	0.974	0.10	2.03	1.342	0.632	0.043
77000	138	200	0.012	0.976	0.10	2.06	1.348	0.628	0.000
78000	140	200	0.012	0.976	0.11	2.09	1.353	0.623	0.000
79000	139	200	0.013	0.975	0.11	2.12	1.344	0.631	0.011
80000	140	200	0.011	0.979	0.11	2.15	1.349	0.63	0.000
81000	144	200	0.013	0.975	0.10	2.17	1.348	0.627	0.076
82000	144	200	0.011	0.978	0.10	2.20	1.343	0.635	0.000
83000	145	200	0.011	0.979	0.10	2.23	1.345	0.634	0.108
84000	141	200	0.01	0.98	0.10	2.26	1.344	0.636	0.039
85000	142	200	0.009	0.981	0.11	2.29	1.353	0.628	0.000
86000	141	200	0.011	0.979	0.11	2.32	1.349	0.63	0.039
87000	145	200	0.011	0.979	0.10	2.34	1.345	0.634	0.000
88000	146	200	0.01	0.98	0.10	2.37	1.348	0.632	0.000
89000	151	200	0.008	0.984	0.10	2.40	1.346	0.638	0.027
90000	151	200	0.009	0.983	0.10	2.43	1.345	0.638	0.000
91000	143	200	0.008	0.984	0.10	2.46	1.34	0.644	0.000
92000	143	200	0.007	0.985	0.10	2.49	1.35	0.635	0.027
93000	144	200	0.009	0.983	0.10	2.52	1.351	0.632	0.034
94000	142	200	0.007	0.985	0.09	2.55	1.346	0.639	0.000
95000	146	200	0.007	0.985	0.09	2.58	1.348	0.637	0.000
96000	148	200	0.007	0.986	0.09	2.61	1.347	0.639	0.016
97000	145	200	0.007	0.986	0.10	2.64	1.344	0.642	0.037
98000	148	200	0.007	0.985	0.10	2.67	1.342	0.643	0.019
99000	143	200	0.006	0.987	0.10	2.69	1.346	0.641	0.000
100000	137	200	0.007	0.986	0.09	2.73	1.355	0.631	0.080
101000	144	200	0.007	0.985	0.09	2.76	1.348	0.637	0.000
102000	140	200	0.007	0.985	0.09	2.78	1.344	0.641	0.000
103000	142	200	0.007	0.985	0.10	2.81	1.346	0.639	0.032
104000	143	200	0.006	0.987	0.10	2.85	1.347	0.64	0.000
105000	142	200	0.007	0.985	0.10	2.88	1.346	0.639	0.015
106000	141	200	0.007	0.985	0.10	2.90	1.341	0.644	0.002
107000	133	200	0.006	0.988	0.10	2.93	1.351	0.637	0.028
