Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
108000	140	200	0.007	0.985	0.11	2.95	1.351	0.634	0.000
109000	144	200	0.007	0.985	0.10	2.98	1.346	0.639	0.040
110000	141	200	0.007	0.985	0.10	3.01	1.348	0.637	0.000
111000	144	200	0.006	0.987	0.11	3.04	1.346	0.641	0.000
112000	141	200	0.007	0.985	0.10	3.07	1.342	0.643	0.000
113000	145	200	0.007	0.985	0.11	3.09	1.345	0.64	0.000
114000	141	200	0.006	0.987	0.12	3.13	1.344	0.643	0.000
115000	138	200	0.007	0.986	0.10	3.15	1.356	0.63	0.000
116000	137	200	0.007	0.985	0.10	3.17	1.346	0.639	0.000
117000	140	200	0.007	0.985	0.11	3.20	1.345	0.64	0.024
118000	138	200	0.007	0.985	0.10	3.22	1.347	0.638	0.021
119000	141	200	0.006	0.987	0.11	3.25	1.345	0.642	0.020
120000	143	200	0.007	0.985	0.10	3.28	1.346	0.639	0.000
121000	144	200	0.006	0.987	0.10	3.31	1.343	0.644	0.000
122000	147	200	0.007	0.986	0.10	3.34	1.353	0.633	0.000
123000	150	200	0.007	0.985	0.10	3.37	1.349	0.636	0.070
124000	151	200	0.007	0.985	0.11	3.40	1.344	0.641	0.000
125000	155	200	0.007	0.985	0.10	3.43	1.348	0.637	0.000
126000	148	200	0.006	0.987	0.09	3.46	1.347	0.64	0.016
127000	145	200	0.007	0.985	0.10	3.49	1.344	0.641	0.000
128000	147	200	0.007	0.985	0.11	3.52	1.341	0.644	0.040
129000	150	200	0.006	0.987	0.10	3.54	1.349	0.638	0.000
130000	145	200	0.007	0.986	0.09	3.57	1.353	0.633	0.037
131000	143	200	0.007	0.985	0.09	3.60	1.344	0.641	0.000
132000	140	200	0.007	0.985	0.10	3.63	1.348	0.637	0.092
133000	144	200	0.007	0.986	0.10	3.66	1.348	0.638	0.000
134000	139	200	0.007	0.986	0.10	3.69	1.344	0.642	0.000
135000	142	200	0.007	0.985	0.11	3.72	1.345	0.64	0.000
136000	141	200	0.006	0.987	0.11	3.74	1.344	0.643	0.000
137000	140	200	0.007	0.986	0.10	3.77	1.352	0.634	0.000
138000	146	200	0.007	0.985	0.10	3.80	1.349	0.636	0.000
139000	140	200	0.007	0.985	0.10	3.83	1.345	0.64	0.000
140000	143	200	0.007	0.985	0.11	3.85	1.349	0.636	0.030
141000	142	200	0.006	0.987	0.10	3.88	1.345	0.642	0.012
142000	143	200	0.007	0.985	0.11	3.91	1.346	0.639	0.000
143000	142	200	0.007	0.985	0.10	3.94	1.34	0.645	0.000
144000	141	200	0.006	0.988	0.11	3.97	1.35	0.638	0.017
145000	142	200	0.007	0.985	0.11	4.00	1.351	0.634	0.000
146000	146	200	0.007	0.985	0.10	4.03	1.346	0.639	0.000
147000	145	200	0.007	0.985	0.12	4.06	1.348	0.637	0.000
148000	139	200	0.007	0.986	0.10	4.08	1.347	0.639	0.026
149000	135	200	0.007	0.986	0.10	4.11	1.343	0.643	0.000
150000	135	200	0.007	0.985	0.10	4.13	1.343	0.642	0.000
151000	131	200	0.006	0.987	0.10	4.15	1.346	0.641	0.000
152000	131	200	0.007	0.986	0.10	4.18	1.355	0.631	0.000
153000	135	200	0.007	0.985	0.11	4.21	1.347	0.638	0.000
154000	134	200	0.007	0.985	0.10	4.23	1.344	0.641	0.000
155000	139	200	0.007	0.985	0.11	4.26	1.346	0.639	0.000
156000	146	200	0.006	0.987	0.11	4.28	1.348	0.639	0.000
157000	149	200	0.007	0.985	0.11	4.31	1.345	0.64	0.000
158000	151	200	0.007	0.985	0.10	4.34	1.341	0.644	0.000
159000	150	200	0.006	0.988	0.10	4.37	1.352	0.636	0.049
160000	147	200	0.007	0.985	0.11	4.41	1.351	0.634	0.000
161000	152	200	0.007	0.985	0.11	4.44	1.345	0.64	0.000
162000	152	200	0.007	0.985	0.11	4.46	1.348	0.637	0.038
163000	143	200	0.006	0.987	0.10	4.49	1.346	0.641	0.012
164000	140	200	0.007	0.985	0.09	4.52	1.343	0.642	0.018
165000	142	200	0.007	0.985	0.10	4.54	1.344	0.641	0.000
166000	137	200	0.006	0.987	0.09	4.57	1.345	0.642	0.000
167000	140	200	0.007	0.986	0.09	4.60	1.356	0.63	0.000
168000	139	200	0.007	0.985	0.07	4.62	1.345	0.64	0.000
169000	146	200	0.007	0.985	0.09	4.65	1.346	0.639	0.065
170000	148	200	0.007	0.985	0.09	4.68	1.347	0.638	0.030
171000	150	200	0.006	0.987	0.09	4.70	1.345	0.642	0.026
172000	150	200	0.007	0.985	0.08	4.74	1.346	0.639	0.105
173000	153	200	0.006	0.987	0.08	4.77	1.343	0.644	0.000
174000	156	200	0.007	0.986	0.08	4.80	1.353	0.633	0.000
175000	153	200	0.007	0.985	0.08	4.82	1.349	0.636	0.000
176000	150	200	0.007	0.985	0.09	4.85	1.344	0.641	0.000
177000	148	200	0.007	0.985	0.10	4.88	1.348	0.637	0.000
178000	149	200	0.006	0.987	0.10	4.91	1.347	0.64	0.000
179000	150	200	0.007	0.985	0.10	4.94	1.344	0.641	0.000
180000	146	200	0.007	0.985	0.10	4.97	1.341	0.644	0.000
181000	147	200	0.006	0.987	0.09	5.00	1.349	0.638	0.000
182000	147	200	0.007	0.986	0.10	5.03	1.353	0.633	0.016
183000	149	200	0.007	0.985	0.10	5.07	1.344	0.641	0.029
184000	143	200	0.007	0.985	0.10	5.10	1.348	0.637	0.000
185000	149	200	0.007	0.986	0.11	5.12	1.348	0.638	0.050
186000	152	200	0.007	0.986	0.11	5.16	1.344	0.642	0.001
187000	152	200	0.007	0.985	0.10	5.19	1.344	0.641	0.123
188000	155	200	0.006	0.987	0.10	5.22	1.345	0.642	0.000
189000	149	200	0.007	0.986	0.09	5.25	1.352	0.634	0.031
190000	150	200	0.007	0.985	0.08	5.29	1.348	0.637	0.083
191000	144	200	0.007	0.985	0.09	5.32	1.346	0.639	0.000
192000	145	200	0.007	0.985	0.10	5.34	1.348	0.637	0.000
193000	145	200	0.006	0.987	0.11	5.38	1.346	0.641	0.000
194000	143	200	0.007	0.985	0.10	5.41	1.345	0.64	0.000
195000	139	200	0.007	0.985	0.10	5.44	1.341	0.644	0.000
196000	146	200	0.006	0.988	0.10	5.47	1.349	0.639	0.023
197000	136	200	0.007	0.985	0.10	5.50	1.351	0.634	0.000
198000	134	200	0.007	0.985	0.09	5.53	1.347	0.638	0.000
199000	139	200	0.007	0.985	0.09	5.55	1.348	0.637	0.000
200000	142	200	0.006	0.987	0.10	5.58	1.347	0.64	0.000
