Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	362	600	0.2121	0.1429	0.14	0.62	0.000	0.000	0.000
7000	402	600	0.2062	0.1709	0.15	1.48	0.000	0.000	0.000
10500	421	600	0.1896	0.2026	0.13	2.40	0.000	0.000	0.000
14000	424	600	0.1825	0.2077	0.14	3.29	0.000	0.000	0.000
17500	438	600	0.1882	0.2091	0.15	4.22	0.000	0.000	0.000
21000	431	600	0.1867	0.2054	0.15	5.11	0.000	0.000	0.000
24500	423	600	0.1866	0.1937	0.15	6.03	0.000	0.000	0.000
28000	419	600	0.2076	0.1577	0.14	6.99	0.000	0.000	0.000
31500	431	600	0.1954	0.1971	0.15	7.88	0.000	0.000	0.000
35000	424	600	0.1961	0.19	0.14	8.78	0.000	0.000	0.000
38500	434	600	0.1963	0.1857	0.14	9.64	0.000	0.000	0.000
42000	435	600	0.1982	0.1763	0.14	10.52	0.000	0.000	0.000
45500	442	600	0.2002	0.1649	0.14	11.43	0.000	0.000	0.000
49000	454	600	0.1764	0.1851	0.15	12.37	0.000	0.000	0.000
52500	439	600	0.1852	0.1683	0.15	13.31	0.000	0.000	0.000
56000	437	600	0.1925	0.1606	0.15	14.24	0.000	0.000	0.000
59500	454	600	0.1918	0.1551	0.16	15.25	0.000	0.000	0.000
63000	438	600	0.1912	0.1657	0.15	16.16	0.000	0.000	0.000
66500	420	600	0.2009	0.1511	0.13	17.10	0.000	0.000	0.000
70000	421	600	0.2113	0.14	0.15	18.04	0.000	0.000	0.000
73500	435	600	0.206	0.1574	0.16	18.96	0.000	0.000	0.000
77000	432	600	0.1977	0.1683	0.15	19.93	0.000	0.000	0.000
80500	433	600	0.1995	0.134	0.14	20.81	0.000	0.000	0.000
84000	440	600	0.1918	0.1557	0.15	21.80	0.000	0.000	0.000
87500	444	600	0.186	0.1874	0.13	22.77	0.000	0.000	0.000
91000	446	600	0.1794	0.2171	0.14	23.69	0.000	0.000	0.000
94500	446	600	0.177	0.216	0.16	24.59	0.000	0.000	0.000
98000	437	600	0.1843	0.1746	0.14	25.65	0.000	0.000	0.000
101500	434	600	0.1726	0.1846	0.13	26.51	0.000	0.000	0.000
105000	437	600	0.1671	0.1746	0.15	27.39	0.000	0.000	0.000
108500	433	600	0.1652	0.2317	0.15	28.33	0.000	0.000	0.000
112000	440	600	0.1804	0.1654	0.15	29.23	0.000	0.000	0.000
115500	450	600	0.1847	0.1649	0.16	30.13	0.000	0.000	0.000
119000	448	600	0.1975	0.1794	0.16	31.09	0.000	0.000	0.000
122500	434	600	0.1845	0.1763	0.15	32.06	0.000	0.000	0.000
126000	441	600	0.1854	0.166	0.15	32.92	0.000	0.000	0.000
129500	439	600	0.1811	0.1991	0.14	33.77	0.000	0.000	0.000
133000	438	600	0.1765	0.196	0.14	34.70	0.000	0.000	0.000
136500	444	600	0.1716	0.1883	0.16	35.68	0.000	0.000	0.000
140000	463	600	0.1802	0.1597	0.16	36.65	0.000	0.000	0.000
143500	432	600	0.1937	0.1543	0.15	37.61	0.000	0.000	0.000
147000	431	600	0.1926	0.1737	0.15	38.66	0.000	0.000	0.000
150500	438	600	0.1862	0.1926	0.14	39.65	0.000	0.000	0.000
154000	437	600	0.1753	0.1911	0.14	40.66	0.000	0.000	0.000
157500	443	600	0.1823	0.1711	0.15	41.57	0.000	0.000	0.000
161000	416	600	0.1868	0.1729	0.13	42.50	0.000	0.000	0.000
164500	433	600	0.1785	0.1851	0.13	43.47	0.000	0.000	0.000
168000	431	600	0.1834	0.1797	0.15	44.42	0.000	0.000	0.000
171500	449	600	0.1904	0.156	0.15	45.37	0.000	0.000	0.000
175000	432	600	0.1776	0.1674	0.14	46.20	0.000	0.000	0.000
178500	455	600	0.1795	0.1706	0.15	47.07	0.000	0.000	0.000
182000	459	600	0.1894	0.1751	0.15	48.03	0.000	0.000	0.000
185500	432	600	0.1856	0.1906	0.15	49.05	0.000	0.000	0.000
189000	452	600	0.1775	0.1994	0.15	49.99	0.000	0.000	0.000
192500	454	600	0.187	0.2131	0.14	50.89	0.000	0.000	0.000
196000	450	600	0.1808	0.2189	0.15	51.84	0.000	0.000	0.000
199500	447	600	0.175	0.2189	0.14	52.78	0.000	0.000	0.000
203000	435	600	0.1598	0.2374	0.15	53.68	0.000	0.000	0.000
206500	432	600	0.1751	0.2143	0.16	54.64	0.000	0.000	0.000
210000	430	600	0.1842	0.2097	0.14	55.66	0.000	0.000	0.000
213500	429	600	0.1834	0.1937	0.15	56.56	0.000	0.000	0.000
217000	429	600	0.1828	0.1814	0.14	57.44	0.000	0.000	0.000
220500	429	600	0.189	0.178	0.14	58.29	0.000	0.000	0.000
224000	445	600	0.1895	0.1657	0.14	59.23	0.000	0.000	0.000
227500	437	600	0.1872	0.182	0.14	60.19	0.000	0.000	0.000
231000	427	600	0.1912	0.1829	0.14	61.09	0.000	0.000	0.000
234500	438	600	0.1925	0.1957	0.14	62.04	0.000	0.000	0.000
238000	441	600	0.2002	0.1703	0.14	62.86	0.000	0.000	0.000
241500	442	600	0.1879	0.1894	0.14	63.79	0.000	0.000	0.000
245000	425	600	0.1793	0.1854	0.16	64.71	0.000	0.000	0.000
248500	418	600	0.1765	0.2049	0.15	65.56	0.000	0.000	0.000
252000	417	600	0.1801	0.2057	0.17	66.42	0.000	0.000	0.000
255500	431	600	0.1696	0.2306	0.14	67.40	0.000	0.000	0.000
259000	421	600	0.1507	0.256	0.13	68.27	0.000	0.000	0.000
262500	422	600	0.1801	0.2057	0.14	69.06	0.000	0.000	0.000
266000	433	600	0.1902	0.2057	0.16	69.98	0.000	0.000	0.000
269500	436	600	0.1865	0.192	0.15	70.89	0.000	0.000	0.000
273000	435	600	0.1752	0.2171	0.14	71.83	0.000	0.000	0.000
276500	420	600	0.1785	0.1906	0.13	72.63	0.000	0.000	0.000
280000	433	600	0.1729	0.2106	0.15	73.45	0.000	0.000	0.000
283500	440	600	0.1766	0.1894	0.15	74.38	0.000	0.000	0.000
287000	442	600	0.1806	0.1909	0.14	75.28	0.000	0.000	0.000
290500	437	600	0.1896	0.1451	0.14	76.09	0.000	0.000	0.000
294000	443	600	0.181	0.1506	0.15	77.02	0.000	0.000	0.000
297500	440	600	0.1826	0.1471	0.15	77.92	0.000	0.000	0.000
301000	440	600	0.1848	0.1614	0.13	78.81	0.000	0.000	0.000
304500	447	600	0.1911	0.1683	0.15	79.74	0.000	0.000	0.000
308000	422	600	0.1789	0.196	0.14	80.68	0.000	0.000	0.000
311500	441	600	0.1824	0.1691	0.14	81.59	0.000	0.000	0.000
