Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
160000	141	200	0.013	0.973	0.10	4.53	1.342	0.631	0.026
161000	141	200	0.013	0.973	0.11	4.56	1.336	0.637	0.090
162000	137	200	0.013	0.974	0.11	4.60	1.339	0.635	0.027
163000	141	200	0.012	0.976	0.10	4.63	1.338	0.638	0.000
164000	139	200	0.013	0.974	0.11	4.66	1.335	0.639	0.000
165000	134	200	0.013	0.974	0.11	4.69	1.336	0.638	0.057
166000	133	200	0.013	0.975	0.11	4.72	1.336	0.639	0.066
167000	138	200	0.013	0.974	0.11	4.75	1.347	0.627	0.000
168000	137	200	0.013	0.973	0.11	4.78	1.336	0.637	0.011
169000	132	200	0.013	0.974	0.12	4.81	1.337	0.637	0.004
170000	131	200	0.013	0.974	0.10	4.84	1.339	0.635	0.017
171000	136	200	0.012	0.976	0.10	4.87	1.337	0.639	0.019
172000	136	200	0.011	0.977	0.10	4.90	1.341	0.636	0.012
173000	136	200	0.009	0.983	0.10	4.92	1.342	0.641	0.078
174000	137	200	0.01	0.98	0.09	4.94	1.35	0.63	0.070
175000	139	200	0.011	0.979	0.10	4.97	1.346	0.633	0.043
176000	137	200	0.011	0.977	0.10	5.00	1.339	0.638	0.000
177000	134	200	0.011	0.977	0.11	5.03	1.342	0.635	0.000
178000	135	200	0.012	0.976	0.10	5.06	1.339	0.637	0.022
179000	135	200	0.013	0.974	0.10	5.09	1.336	0.638	0.000
180000	135	200	0.013	0.974	0.10	5.11	1.333	0.641	0.040
181000	131	200	0.013	0.975	0.10	5.14	1.34	0.635	0.000
182000	139	200	0.012	0.976	0.10	5.17	1.346	0.63	0.000
183000	138	200	0.013	0.973	0.10	5.20	1.335	0.638	0.000
184000	138	200	0.013	0.974	0.09	5.22	1.339	0.635	0.000
185000	140	200	0.013	0.975	0.09	5.25	1.34	0.635	0.000
186000	143	200	0.013	0.974	0.10	5.27	1.335	0.639	0.000
187000	140	200	0.013	0.974	0.09	5.30	1.336	0.638	0.000
188000	136	200	0.013	0.975	0.09	5.33	1.336	0.639	0.000
189000	137	200	0.012	0.976	0.09	5.35	1.345	0.631	0.000
190000	133	200	0.011	0.979	0.10	5.38	1.345	0.634	0.000
191000	137	200	0.01	0.98	0.10	5.41	1.343	0.637	0.000
192000	137	200	0.012	0.976	0.09	5.44	1.342	0.634	0.000
193000	143	200	0.012	0.976	0.10	5.46	1.338	0.638	0.000
194000	144	200	0.016	0.968	0.09	5.49	1.326	0.642	0.000
195000	148	200	0.018	0.965	0.10	5.52	1.318	0.647	0.000
196000	140	200	0.017	0.967	0.09	5.55	1.326	0.641	0.000
197000	138	200	0.018	0.964	0.09	5.58	1.327	0.637	0.000
198000	136	200	0.018	0.964	0.09	5.60	1.323	0.641	0.000
199000	140	200	0.015	0.969	0.09	5.62	1.332	0.637	0.027
200000	143	200	0.013	0.974	0.09	5.65	1.335	0.639	0.000
