att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.124;0.290	#	11	0.838	0.965	2	54.87	199992	22955	0.50		56316	58344
-2.869;-0.139	#	10	1.000	1.000	1	54.04	199985	134572	0.50		22862	22862
0.309;4.838	#	01	1.000	1.000	3	54.08	199982	137335	0.50		17781	17781
-2.168;-0.139	#	10	1.000	1.000	2	54.04	199985	140412	0.50		20828	20828
-2.378;-0.139	#	10	1.000	1.000	1	54.04	199985	158853	0.50		14382	14382
-0.124;0.299	-0.056;0.810	11	1.000	1.000	2	55.53	199992	162477	1.00		10435	10435
-0.124;0.290	0.150;0.810	11	1.000	1.000	2	54.17	199992	162703	1.00		7374	7374
-2.074;-0.186	-0.244;0.905	10	1.000	1.000	1	55.16	199985	165865	1.00		10856	10856
-2.683;-0.139	#	10	1.000	1.000	1	54.04	199985	169146	0.50		10773	10773
0.309;5.245	#	01	1.000	1.000	5	54.08	199982	169336	0.50		8697	8697
0.516;1.232	-0.844;0.980	01	1.000	1.000	1	55.31	199982	172954	1.00		5500	5500
-2.378;-0.139	-0.121;0.606	10	1.000	1.000	1	56.48	199985	175123	1.00		4773	4773
0.309;5.203	#	01	1.000	1.000	2	54.08	199982	178187	0.50		6192	6192
-0.133;0.299	-0.276;0.560	11	1.000	1.000	2	59.43	199992	179785	1.00		5442	5442
-1.651;-0.139	0.018;1.217	10	1.000	1.000	1	56.07	199985	180575	1.00		4618	4618
-0.133;0.299	#	11	0.851	0.968	6	54.31	199992	181174	0.50		6530	6744
0.309;4.810	-0.623;0.980	01	1.000	1.000	2	54.08	199982	181966	1.00		5117	5117
0.309;5.245	0.144;0.759	01	1.000	1.000	1	54.37	199957	182379	1.00		3030	3030
-2.378;-0.139	-0.274;0.905	10	1.000	1.000	4	54.72	199985	182464	1.00		5973	5973
-0.133;0.299	0.049;0.696	11	1.000	1.000	1	58.87	199992	182520	1.00		4059	4059
-3.425;-0.168	-0.282;1.217	10	1.000	1.000	1	54.04	199985	184022	1.00		5357	5357
-1.651;-0.139	#	10	1.000	1.000	1	54.04	199985	184165	0.50		5524	5524
-0.133;0.299	-0.276;0.673	11	1.000	1.000	4	58.19	199992	184667	1.00		4658	4658
-0.124;0.290	-0.115;0.810	11	1.000	1.000	1	55.50	199992	184747	1.00		4243	4243
