att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.040;0.453	-0.963;-0.418	00000100	0.132	0.667	12	26.33	399998	19043	1.00		3270	4905
-1.328;-0.721	-0.520;-0.010	01000000	0.131	0.666	2	31.40	399948	141513	1.00		739	1109
0.247;0.321	-0.250;1.316	11001000	0.065	0.579	5	22.87	399970	270110	1.00		2042	3529
-0.114;0.177	0.085;0.636	11101001	1.000	1.000	3	37.85	399999	272567	1.00		16042	16042
-0.716;-0.564	#	01001001	0.066	0.581	8	33.28	399940	318276	0.50		2923	5028
-1.115;0.311	-1.056;-0.508	00010000	0.159	0.692	3	37.71	399993	323876	1.00		3919	5662
-0.114;0.177	0.085;0.575	11101001	1.000	1.000	3	38.13	399999	323947	1.00		8594	8594
-0.523;-0.342	0.058;0.492	01101011	1.000	1.000	5	40.94	399980	327829	1.00		5989	5989
0.297;0.471	#	11000000	0.717	0.936	6	41.46	399987	328947	0.50		2947	3150
-2.760;-0.710	#	01001000	0.212	0.733	1	37.12	399983	330427	0.50		2188	2984
#	-0.105;0.061	11101101	0.086	0.613	6	41.50	399973	332637	0.50		5784	9443
-0.311;-0.109	0.079;0.507	11101011	1.000	1.000	5	38.36	399997	332932	1.00		6235	6235
-0.523;-0.342	0.058;0.477	01101011	1.000	1.000	1	41.01	399980	333794	1.00		5214	5214
-0.311;-0.109	0.193;0.507	11101011	1.000	1.000	2	39.43	399978	340334	1.00		3583	3583
-0.114;0.177	0.116;0.636	11101001	1.000	1.000	2	39.08	399984	340826	1.00		7196	7196
-0.311;-0.109	0.079;0.476	11101011	1.000	1.000	1	39.11	399997	341705	1.00		4918	4918
#	0.843;2.954	00001000	1.000	1.000	2	37.39	399974	341968	0.50		913	913
-0.571;0.136	-0.676;-0.482	00010100	0.163	0.696	1	28.88	399977	344504	1.00		1270	1825
-0.919;0.199	0.506;0.636	11101001	0.165	0.697	2	37.59	399984	347099	1.00		2266	3250
-0.560;-0.336	0.074;0.475	01101011	0.846	0.967	1	40.83	399980	350393	1.00		4188	4330
-0.716;-0.564	-0.176;0.681	01001001	0.680	0.926	4	34.40	399940	351908	1.00		1722	1860
-0.309;0.704	0.722;1.962	11001000	0.072	0.590	3	33.78	399965	353132	1.00		871	1476
-0.311;-0.109	0.079;0.463	11101011	1.000	1.000	5	39.11	399997	355976	1.00		3653	3653
-0.311;-0.109	0.079;0.953	11101011	0.262	0.765	2	37.75	399997	356573	1.00		4035	5275
-0.052;0.177	0.149;0.575	11101001	1.000	1.000	2	40.39	399960	356931	1.00		3328	3328
-0.448;0.026	-0.713;-0.482	00010100	0.422	0.842	1	31.10	399977	357978	1.00		961	1142
-2.760;-0.710	-0.258;0.769	01001000	0.793	0.955	3	42.95	399983	358043	1.00		1261	1321
0.476;5.901	-2.493;2.662	10000000	1.000	1.000	1	45.02	399990	358324	1.00		3337	3337
-0.309;0.660	0.722;1.110	11001000	0.071	0.590	1	33.78	399965	359507	1.00		751	1273
-1.248;-0.336	0.058;0.477	01101011	0.132	0.667	1	39.46	399980	361996	1.00		3266	4895
-0.672;0.058	0.603;0.636	11101001	0.269	0.769	2	30.01	399984	362324	1.00		539	701
-2.489;-0.710	-0.203;0.769	01001000	0.791	0.954	3	42.95	399983	362487	1.00		1125	1179
-0.448;-0.211	-0.713;-0.482	00010100	0.238	0.751	1	31.12	399903	363212	1.00		316	421
#	-3.729;-0.655	00010000	1.000	1.000	1	45.03	399993	363886	0.50		1550	1550
0.476;5.954	#	10000000	1.000	1.000	2	45.02	399990	364932	0.50		2811	2811
-0.003;0.704	0.722;1.962	11001000	0.103	0.635	2	34.88	399863	365392	1.00		346	545
-0.311;-0.109	0.144;0.507	11101011	1.000	1.000	1	39.51	399978	365809	1.00		2444	2444
