Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	362	600	0.2103	0.1223	0.12	0.54	0.000	0.000	0.000
7000	393	600	0.2165	0.14	0.13	1.41	0.000	0.000	0.000
10500	427	600	0.1786	0.1611	0.14	2.24	0.000	0.000	0.000
14000	421	600	0.1876	0.1506	0.14	3.18	0.000	0.000	0.000
17500	432	600	0.1908	0.1457	0.16	4.12	0.000	0.000	0.000
21000	429	600	0.1993	0.1463	0.15	5.05	0.000	0.000	0.000
24500	436	600	0.1882	0.184	0.15	6.05	0.000	0.000	0.000
28000	432	600	0.1601	0.222	0.15	6.99	0.000	0.000	0.000
31500	441	600	0.1606	0.2183	0.14	7.83	0.000	0.000	0.000
35000	437	600	0.1931	0.1677	0.15	8.76	0.000	0.000	0.000
38500	441	600	0.1914	0.176	0.14	9.70	0.000	0.000	0.000
42000	439	600	0.1607	0.2274	0.14	10.65	0.000	0.000	0.000
45500	437	600	0.1818	0.1449	0.14	11.60	0.000	0.000	0.000
49000	428	600	0.1776	0.1386	0.15	12.49	0.000	0.000	0.000
52500	436	600	0.1744	0.1691	0.14	13.46	0.000	0.000	0.000
56000	445	600	0.1605	0.1923	0.15	14.41	0.000	0.000	0.000
59500	440	600	0.1602	0.2311	0.15	15.41	0.000	0.000	0.000
63000	427	600	0.1648	0.1909	0.15	16.33	0.000	0.000	0.000
66500	426	600	0.1871	0.2017	0.15	17.27	0.000	0.000	0.000
70000	438	600	0.2088	0.1817	0.15	18.24	0.000	0.000	0.000
73500	428	600	0.1987	0.1751	0.14	19.10	0.000	0.000	0.000
77000	442	600	0.189	0.1583	0.15	20.09	0.000	0.000	0.000
80500	437	600	0.1856	0.1614	0.14	21.09	0.000	0.000	0.000
84000	438	600	0.1753	0.1737	0.15	22.08	0.000	0.000	0.000
87500	448	600	0.1553	0.184	0.16	23.07	0.000	0.000	0.000
91000	449	600	0.1357	0.2331	0.15	24.05	0.000	0.000	0.000
94500	430	600	0.145	0.2486	0.14	24.97	0.000	0.000	0.000
98000	417	600	0.1558	0.2149	0.12	25.80	0.000	0.000	0.000
101500	439	600	0.1699	0.1806	0.14	26.62	0.000	0.000	0.000
105000	434	600	0.169	0.1826	0.14	27.50	0.000	0.000	0.000
108500	448	600	0.1602	0.2291	0.16	28.42	0.000	0.000	0.000
112000	439	600	0.1697	0.1963	0.17	29.42	0.000	0.000	0.000
115500	442	600	0.1606	0.2063	0.15	30.38	0.000	0.000	0.000
119000	442	600	0.178	0.222	0.16	31.35	0.000	0.000	0.000
122500	433	600	0.1732	0.1994	0.14	32.22	0.000	0.000	0.000
126000	434	600	0.161	0.224	0.15	33.09	0.000	0.000	0.000
129500	445	600	0.1656	0.2269	0.16	34.05	0.000	0.000	0.000
133000	446	600	0.1679	0.2126	0.17	35.01	0.000	0.000	0.000
136500	455	600	0.1648	0.2209	0.16	35.95	0.000	0.000	0.000
140000	458	600	0.1728	0.2003	0.16	36.78	0.000	0.000	0.000
143500	456	600	0.183	0.1883	0.15	37.77	0.000	0.000	0.000
147000	442	600	0.1753	0.2054	0.14	38.76	0.000	0.000	0.000
150500	416	600	0.1967	0.1637	0.14	39.66	0.000	0.000	0.000
154000	428	600	0.1899	0.1671	0.15	40.53	0.000	0.000	0.000
157500	439	600	0.2028	0.1506	0.16	41.50	0.000	0.000	0.000
161000	404	600	0.1724	0.2206	0.13	42.42	0.000	0.000	0.000
164500	420	600	0.1583	0.2286	0.14	43.33	0.000	0.000	0.000
168000	436	600	0.1616	0.2203	0.15	44.23	0.000	0.000	0.000
171500	462	600	0.1638	0.1971	0.17	45.21	0.000	0.000	0.000
175000	448	600	0.1572	0.2254	0.17	46.09	0.000	0.000	0.000
178500	432	600	0.163	0.2049	0.16	46.97	0.000	0.000	0.000
182000	419	600	0.1498	0.2503	0.14	47.86	0.000	0.000	0.000
185500	436	600	0.1608	0.236	0.16	48.74	0.000	0.000	0.000
189000	436	600	0.1626	0.2229	0.15	49.65	0.000	0.000	0.000
192500	429	600	0.1634	0.212	0.15	50.57	0.000	0.000	0.000
196000	432	600	0.1699	0.1809	0.15	51.51	0.000	0.000	0.000
199500	438	600	0.1561	0.2089	0.15	52.48	0.000	0.000	0.000
203000	433	600	0.1525	0.2263	0.15	53.47	0.000	0.000	0.000
206500	434	600	0.1618	0.2146	0.15	54.39	0.000	0.000	0.000
210000	433	600	0.1761	0.1951	0.15	55.24	0.000	0.000	0.000
213500	445	600	0.1638	0.222	0.14	56.12	0.000	0.000	0.000
217000	434	600	0.1555	0.2263	0.16	57.08	0.000	0.000	0.000
220500	443	600	0.16	0.2311	0.15	58.05	0.000	0.000	0.000
224000	417	600	0.1535	0.2243	0.13	58.85	0.000	0.000	0.000
227500	428	600	0.1738	0.1954	0.15	59.67	0.000	0.000	0.000
231000	424	600	0.1831	0.1717	0.15	60.59	0.000	0.000	0.000
234500	418	600	0.1762	0.1949	0.14	61.48	0.000	0.000	0.000
238000	423	600	0.1766	0.192	0.14	62.37	0.000	0.000	0.000
241500	424	600	0.1901	0.158	0.16	63.38	0.000	0.000	0.000
245000	431	600	0.1894	0.1771	0.16	64.31	0.000	0.000	0.000
248500	452	600	0.1816	0.2069	0.15	65.14	0.000	0.000	0.000
252000	434	600	0.1719	0.2186	0.15	66.18	0.000	0.000	0.000
255500	436	600	0.169	0.2097	0.14	67.11	0.000	0.000	0.000
259000	406	600	0.1607	0.2257	0.12	67.95	0.000	0.000	0.000
262500	417	600	0.1524	0.23	0.12	68.76	0.000	0.000	0.000
266000	421	600	0.175	0.1946	0.14	69.54	0.000	0.000	0.000
269500	433	600	0.1781	0.1834	0.15	70.49	0.000	0.000	0.000
273000	443	600	0.1795	0.1814	0.16	71.44	0.000	0.000	0.000
276500	450	600	0.1739	0.1849	0.15	72.30	0.000	0.000	0.000
280000	425	600	0.1729	0.2074	0.14	73.33	0.000	0.000	0.000
283500	432	600	0.1754	0.1951	0.16	74.23	0.000	0.000	0.000
287000	445	600	0.1666	0.1874	0.16	75.14	0.000	0.000	0.000
