Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	344	600	0.2158	0.1277	0.11	0.66	0.000	0.000	0.000
7000	399	600	0.2191	0.1431	0.14	1.56	0.000	0.000	0.000
10500	434	600	0.2059	0.1386	0.14	2.55	0.000	0.000	0.000
14000	440	600	0.1961	0.1563	0.15	3.49	0.000	0.000	0.000
17500	420	600	0.1842	0.1729	0.15	4.43	0.000	0.000	0.000
21000	435	600	0.1713	0.1946	0.16	5.34	0.000	0.000	0.000
24500	442	600	0.1793	0.1806	0.16	6.41	0.000	0.000	0.000
28000	439	600	0.1782	0.2194	0.14	7.37	0.000	0.000	0.000
31500	443	600	0.1758	0.2183	0.14	8.34	0.000	0.000	0.000
35000	454	600	0.187	0.1951	0.15	9.42	0.000	0.000	0.000
38500	462	600	0.1865	0.2051	0.16	10.39	0.000	0.000	0.000
42000	451	600	0.1894	0.1794	0.15	11.45	0.000	0.000	0.000
45500	433	600	0.1811	0.2129	0.12	12.43	0.000	0.000	0.000
49000	432	600	0.1665	0.2331	0.14	13.40	0.000	0.000	0.000
52500	420	600	0.1587	0.2497	0.14	14.34	0.000	0.000	0.000
56000	430	600	0.1644	0.2226	0.15	15.26	0.000	0.000	0.000
59500	424	600	0.1754	0.1917	0.15	16.24	0.000	0.000	0.000
63000	421	600	0.18	0.1837	0.14	17.19	0.000	0.000	0.000
66500	441	600	0.1624	0.2326	0.15	18.04	0.000	0.000	0.000
70000	460	600	0.1802	0.1766	0.17	19.07	0.000	0.000	0.000
73500	441	600	0.1744	0.1606	0.15	19.98	0.000	0.000	0.000
77000	429	600	0.1943	0.1654	0.16	20.93	0.000	0.000	0.000
80500	427	600	0.196	0.1903	0.15	21.90	0.000	0.000	0.000
84000	421	600	0.1884	0.1777	0.14	22.87	0.000	0.000	0.000
87500	446	600	0.1748	0.18	0.14	23.80	0.000	0.000	0.000
91000	426	600	0.1802	0.1969	0.14	24.73	0.000	0.000	0.000
94500	430	600	0.1824	0.202	0.14	25.63	0.000	0.000	0.000
98000	425	600	0.1949	0.1691	0.14	26.52	0.000	0.000	0.000
101500	435	600	0.1803	0.1711	0.14	27.50	0.000	0.000	0.000
105000	439	600	0.1779	0.1826	0.15	28.35	0.000	0.000	0.000
108500	432	600	0.1714	0.2086	0.13	29.29	0.000	0.000	0.000
112000	442	600	0.1783	0.2214	0.14	30.21	0.000	0.000	0.000
115500	429	600	0.1773	0.208	0.15	31.06	0.000	0.000	0.000
119000	434	600	0.1794	0.1911	0.14	32.09	0.000	0.000	0.000
122500	428	600	0.1611	0.216	0.14	33.12	0.000	0.000	0.000
126000	436	600	0.1739	0.2003	0.15	34.10	0.000	0.000	0.000
129500	430	600	0.188	0.1903	0.15	35.11	0.000	0.000	0.000
133000	436	600	0.1803	0.1874	0.15	36.01	0.000	0.000	0.000
136500	426	600	0.1834	0.1911	0.15	36.93	0.000	0.000	0.000
140000	434	600	0.1723	0.1886	0.16	37.83	0.000	0.000	0.000
143500	421	600	0.1717	0.2051	0.16	38.78	0.000	0.000	0.000
147000	436	600	0.1757	0.1914	0.14	39.73	0.000	0.000	0.000
150500	423	600	0.1726	0.2097	0.16	40.71	0.000	0.000	0.000
154000	452	600	0.1713	0.1983	0.15	41.70	0.000	0.000	0.000
157500	440	600	0.1737	0.2269	0.13	42.68	0.000	0.000	0.000
161000	445	600	0.1803	0.1986	0.15	43.66	0.000	0.000	0.000
164500	442	600	0.1927	0.1749	0.15	44.61	0.000	0.000	0.000
168000	450	600	0.1859	0.208	0.14	45.56	0.000	0.000	0.000
171500	418	600	0.1823	0.2177	0.14	46.46	0.000	0.000	0.000
175000	437	600	0.1686	0.2151	0.15	47.41	0.000	0.000	0.000
178500	436	600	0.1666	0.2337	0.15	48.37	0.000	0.000	0.000
182000	435	600	0.174	0.2283	0.14	49.35	0.000	0.000	0.000
185500	428	600	0.1608	0.2334	0.14	50.29	0.000	0.000	0.000
189000	448	600	0.1722	0.2206	0.15	51.23	0.000	0.000	0.000
192500	451	600	0.1718	0.2074	0.16	52.25	0.000	0.000	0.000
196000	433	600	0.1448	0.2246	0.16	53.22	0.000	0.000	0.000
199500	439	600	0.1564	0.2194	0.16	54.11	0.000	0.000	0.000
203000	447	600	0.158	0.2057	0.15	55.02	0.000	0.000	0.000
206500	437	600	0.1645	0.1871	0.14	55.95	0.000	0.000	0.000
210000	444	600	0.1577	0.2211	0.15	56.86	0.000	0.000	0.000
213500	435	600	0.1508	0.226	0.14	57.82	0.000	0.000	0.000
217000	427	600	0.1747	0.1854	0.14	58.75	0.000	0.000	0.000
220500	439	600	0.1805	0.2029	0.15	59.78	0.000	0.000	0.000
224000	455	600	0.1871	0.1929	0.16	60.71	0.000	0.000	0.000
227500	447	600	0.1814	0.2231	0.15	61.68	0.000	0.000	0.000
