att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.006;0.487	-0.813;-0.518	00000100	1.000	1.000	2	16.46	399998	22873	1.00		1618	1618
#	-0.102;0.040	11101101	0.117	0.651	5	41.18	399973	191806	0.50		16082	24719
-1.272;-0.654	-0.734;-0.376	01000000	1.000	1.000	4	10.57	399444	211413	1.00		538	538
#	0.501;0.503	11101011	1.000	1.000	4	12.69	399627	244415	0.50		445	445
-1.272;-0.654	-0.376;-0.227	01000000	1.000	1.000	5	22.17	399948	254052	1.00		417	417
0.321;0.462	#	11000000	1.000	1.000	10	44.37	399987	266301	0.50		4590	4590
-0.688;-0.569	#	01001001	0.085	0.611	2	36.84	399944	275081	0.50		3934	6437
-0.340;-0.333	0.106;0.577	01101011	1.000	1.000	1	19.34	399756	292809	1.00		306	306
#	0.836;3.591	00001000	1.000	1.000	3	28.54	399974	292846	0.50		1687	1687
-0.688;-0.542	-0.194;1.591	01001001	0.175	0.706	3	31.68	399944	297683	1.00		3514	4977
0.178;0.215	-0.004;1.885	11001001	0.514	0.875	2	24.43	399971	297714	1.00		1024	1170
-0.340;-0.309	0.085;0.560	01101011	0.078	0.600	2	17.97	399873	300794	1.00		852	1420
-0.101;0.180	0.070;0.658	11101001	1.000	1.000	1	45.72	399984	302354	1.00		12852	12852
-0.041;0.326	0.721;0.859	11001000	1.000	1.000	1	25.20	399863	306443	1.00		936	936
-0.830;-0.725	#	01001000	0.480	0.863	6	34.05	399983	308246	0.50		2492	2886
-0.336;0.326	0.696;0.859	11001000	1.000	1.000	1	22.35	399965	318219	1.00		1520	1520
-0.720;-0.688	-0.194;0.701	01001001	1.000	1.000	2	21.29	399751	320329	1.00		342	342
-0.720;-0.688	0.318;0.701	01001001	1.000	1.000	2	18.70	399751	320764	1.00		226	226
-0.313;0.190	-0.102;0.014	11101101	1.000	1.000	4	42.05	399973	321053	1.00		5194	5194
0.251;0.494	#	11000000	0.086	0.612	8	30.32	399987	323607	0.50		3278	5355
-0.313;0.172	-0.102;0.087	11101101	0.452	0.853	1	37.98	399973	328290	1.00		5953	6977
0.466;4.296	#	10000000	1.000	1.000	1	39.00	399990	328340	0.50		5742	5742
-0.822;-0.725	-0.227;0.753	01001000	1.000	1.000	3	37.09	399983	330755	1.00		1684	1684
-1.226;0.088	-1.093;-0.496	00010000	0.182	0.711	1	44.48	399993	334376	1.00		3471	4880
-0.470;0.333	-0.722;-0.526	00010100	0.114	0.647	1	36.76	399977	335846	1.00		1011	1562
-0.340;-0.309	0.106;0.614	01101011	0.077	0.600	3	17.97	399873	342155	1.00		497	829
0.178;0.215	-0.004;0.966	11001001	0.513	0.875	1	24.43	399971	342488	1.00		575	657
-0.720;-0.688	#	01001001	0.078	0.601	2	17.09	399751	345053	0.50		236	393
-0.471;0.065	0.546;0.658	11101001	0.293	0.782	8	31.69	399984	348454	1.00		1325	1694
0.178;0.215	-0.004;0.951	11001001	0.515	0.876	1	24.43	399971	348562	1.00		515	588
-0.542;-0.340	0.059;0.499	01101011	1.000	1.000	3	39.63	399980	349405	1.00		4491	4491
-0.694;-0.569	#	01001001	0.085	0.611	2	36.84	399944	350581	0.50		1557	2548
-0.470;0.333	-0.526;-0.518	00010100	1.000	1.000	4	17.44	399820	354032	1.00		66	66
0.321;0.462	-0.657;0.993	11000000	1.000	1.000	2	44.37	399987	355471	1.00		1530	1530
-0.641;0.172	0.501;0.503	11101011	1.000	1.000	1	12.69	399627	355590	1.00		126	126
#	0.836;3.251	00001000	1.000	1.000	2	28.54	399974	355756	0.50		697	697
-0.345;0.433	0.696;0.859	11001000	0.692	0.929	2	24.44	399965	356381	1.00		810	872
-0.321;0.169	-0.102;0.040	11101101	1.000	1.000	2	42.29	399973	357651	1.00		3092	3092
-0.563;0.076	-0.722;-0.526	00010100	0.210	0.732	1	39.72	399977	358484	1.00		653	892
-0.822;-0.725	#	01001000	0.464	0.857	1	34.06	399983	358858	0.50		1059	1235
-0.321;0.190	-0.102;0.040	11101101	1.000	1.000	4	41.86	399973	359301	1.00		3142	3142
-0.070;0.605	-0.493;-0.321	11000100	0.089	0.616	14	26.43	399854	360879	1.00		446	724
-0.101;0.165	0.070;0.658	11101001	1.000	1.000	2	46.04	399984	363571	1.00		4588	4588
-0.321;-0.016	-0.102;0.040	11101101	1.000	1.000	3	44.42	399973	363975	1.00		1804	1804
-0.542;-0.340	0.129;0.809	01101011	0.312	0.792	1	36.84	399980	364921	1.00		2863	3615
0.466;6.117	-1.469;1.574	10000000	1.000	1.000	1	39.00	399990	367544	1.00		2599	2599
0.466;5.012	#	10000000	1.000	1.000	2	39.00	399990	367613	0.50		2594	2594
-1.272;-0.654	-0.991;-0.376	01000000	1.000	1.000	1	10.57	399444	367884	1.00		92	92
-0.864;0.419	0.836;3.591	00001000	1.000	1.000	1	28.54	399974	368093	1.00		502	502
-0.947;-0.725	-0.227;1.182	01001000	0.477	0.862	1	32.46	399983	368113	1.00		865	1003
-0.688;-0.569	-0.194;1.434	01001001	0.650	0.917	2	39.58	399944	368981	1.00		977	1065
-0.158;0.700	0.696;0.859	11001000	0.297	0.784	1	27.95	399965	369695	1.00		476	607
-0.947;-0.725	#	01001000	0.311	0.792	1	31.44	399983	370741	0.50		795	1004
-0.688;-0.569	-0.194;0.467	01001001	1.000	1.000	1	40.48	399916	371777	1.00		726	726
-0.694;1.301	0.836;3.591	00001000	1.000	1.000	1	28.29	399974	372287	1.00		396	396
-0.498;0.076	-0.722;-0.526	00010100	0.299	0.785	2	40.73	399977	372571	1.00		432	550
-0.822;-0.753	0.076;0.828	01001000	1.000	1.000	1	36.70	399956	373199	1.00		420	420
-0.070;0.605	-0.321;-0.287	11000100	1.000	1.000	3	8.64	399332	373292	1.00		38	38
0.466;1.101	#	10000000	1.000	1.000	2	39.00	399990	373630	0.50		2112	2112
-0.340;-0.309	0.560;0.631	01101011	0.008	0.601	1	16.49	374439	374439	1.00		0	0
-0.313;0.050	-0.102;0.040	11101101	1.000	1.000	1	44.38	399973	374660	1.00		1554	1554
-0.107;0.175	0.092;0.940	11101001	0.502	0.871	2	42.16	399984	375218	1.00		3122	3583
-0.107;0.180	0.092;0.658	11101001	1.000	1.000	5	45.85	399984	375305	1.00		3180	3180
-1.078;1.373	-3.079;-0.632	00010000	1.000	1.000	1	51.14	399993	376227	1.00		1122	1122
-0.915;0.309	0.501;0.503	11101011	1.000	1.000	1	12.69	399627	376560	1.00		66	66
0.321;0.462	0.335;1.142	11000000	1.000	1.000	1	43.06	399987	377466	1.00		225	225
-1.078;1.373	-3.418;-0.632	00010000	1.000	1.000	1	51.14	399993	377657	1.00		1053	1053
-0.542;-0.340	0.138;0.499	01101011	1.000	1.000	4	39.90	399980	377949	1.00		1741	1741
-0.830;-0.725	-0.253;0.753	01001000	1.000	1.000	3	36.84	399983	378092	1.00		561	561
0.321;0.399	-1.070;0.861	11000000	1.000	1.000	1	44.93	399987	378218	1.00		374	374
#	-2.078;-0.632	00010000	1.000	1.000	1	51.14	399993	378398	0.50		1018	1018
0.866;6.117	#	10000000	1.000	1.000	1	42.06	399920	379020	0.50		570	570
-0.720;-0.688	-0.194;-0.005	01001001	1.000	1.000	1	28.15	399575	379304	1.00		29	29
-0.107;0.180	0.104;0.658	11101001	1.000	1.000	1	45.89	399984	379338	1.00		2603	2603
-0.542;-0.341	0.059;0.499	01101011	1.000	1.000	4	39.63	399980	380092	1.00		1769	1769
-0.107;0.175	0.092;0.631	11101001	1.000	1.000	2	46.19	399984	380164	1.00		2386	2386
-0.563;0.099	-0.722;-0.526	00010100	0.212	0.733	4	39.72	399977	380260	1.00		311	424
-0.101;0.485	0.092;0.658	11101001	0.244	0.754	1	42.34	399984	380697	1.00		2458	3258
-0.720;-0.569	-0.275;1.591	01001001	0.401	0.833	5	35.93	399944	380781	1.00		688	826
-0.542;-0.340	-0.181;0.499	01101011	0.413	0.838	1	34.48	399980	380898	1.00		1697	2025
-1.284;0.419	0.836;2.978	00001000	1.000	1.000	1	28.54	399974	381029	1.00		300	300
0.178;0.215	0.133;0.794	11001001	0.463	0.857	2	25.31	399971	381098	1.00		162	189
-0.471;0.065	0.546;0.592	11101001	0.394	0.830	1	36.15	399753	381527	1.00		132	159
-0.694;0.419	0.836;2.978	00001000	1.000	1.000	1	28.29	399974	381728	1.00		263	263
#	-0.102;0.014	11101101	0.132	0.667	3	41.29	399973	381891	0.50		1189	1783
0.321;0.462	-1.070;1.142	11000000	1.000	1.000	2	44.37	399987	382144	1.00		612	612
-0.910;0.088	-1.093;-0.496	00010000	0.183	0.712	1	44.48	399993	382192	1.00		941	1322
-0.321;0.190	-0.102;0.014	11101101	1.000	1.000	1	42.05	399973	382324	1.00		1164	1164
-0.006;0.487	-1.412;-0.813	00000100	0.100	1.000	1	24.29	382523	382523	1.00		0	0
-0.360;0.790	0.696;0.859	11001000	0.195	0.721	1	28.65	399965	382544	1.00		323	448
-0.107;0.175	0.092;0.658	11101001	1.000	1.000	1	46.12	399984	382687	1.00		2175	2175
-1.078;1.373	-3.228;-0.632	00010000	1.000	1.000	2	51.14	399993	383021	1.00		801	801
-0.470;-0.304	-0.526;-0.518	00010100	0.100	1.000	1	14.45	383044	383044	1.00		0	0
-0.563;0.076	-0.592;-0.526	00010100	1.000	1.000	1	35.02	399977	383056	1.00		146	146
0.466;5.645	-1.469;1.644	10000000	1.000	1.000	2	39.00	399990	383214	1.00		1345	1345
-0.688;-0.605	-0.194;0.931	01001001	0.686	0.927	1	40.23	399944	383533	1.00		307	331
