att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.624;-0.507	110	0.659	0.920	12	112.93	199978	28167	0.50		9353	12309
-0.699;0.525	#	111	0.488	0.866	5	116.19	199996	39014	0.50		111635	149456
#	-0.563;-0.507	110	0.844	0.967	5	113.61	199934	75108	0.50		3221	3579
#	0.646;2.633	001	1.000	1.000	1	99.85	199944	94735	0.50		5730	5730
-1.450;-0.734	#	100	1.000	1.000	5	68.26	199970	101901	0.50		562	562
-0.536;0.601	-0.624;-0.507	110	0.844	0.967	2	122.55	199978	118783	1.00		4189	4654
0.542;0.988	#	101	0.317	0.795	1	69.24	199825	123351	0.50		1097	2854
#	0.568;0.946	011	0.291	0.781	2	100.26	199991	125681	0.50		2342	6814
0.542;0.814	#	101	0.317	0.795	1	69.24	199825	125728	0.50		1063	2764
#	-0.322;0.821	111	0.677	0.925	1	114.16	199996	140641	0.50		36059	42351
-1.203;-0.734	-0.990;1.246	100	1.000	1.000	1	68.26	199970	140766	1.00		339	339
#	0.646;1.208	001	1.000	1.000	5	99.85	199944	142134	0.50		3147	3147
-0.536;0.000	-0.624;-0.507	110	1.000	1.000	1	129.61	199954	142460	1.00		1319	1319
-0.699;0.525	-0.448;0.525	111	1.000	1.000	3	120.24	199996	142954	1.00		36627	36627
#	-2.828;-0.613	100	1.000	1.000	1	123.57	199985	143214	0.50		4876	4876
-0.599;0.430	#	111	0.500	0.870	1	119.30	199996	145047	0.50		31657	42514
-0.447;0.389	0.568;1.130	011	0.449	0.852	2	112.07	199991	145734	1.00		1554	2796
#	0.568;0.634	011	0.868	0.972	9	107.02	199991	145794	0.50		1706	1862
#	0.646;3.409	001	1.000	1.000	1	99.85	199944	149179	0.50		2766	2766
0.542;0.988	-0.356;0.039	101	0.646	0.916	2	72.52	199825	149918	1.00		429	573
-2.035;-0.734	#	100	1.000	1.000	1	68.26	199970	151236	0.50		279	279
#	-4.266;-0.599	100	1.000	1.000	2	118.48	199985	151812	0.50		4695	4695
-0.699;0.430	-0.482;0.560	111	1.000	1.000	2	119.44	199996	153791	1.00		29795	29795
0.542;1.251	-0.552;1.419	101	0.367	0.818	1	67.09	199825	153988	1.00		659	1449
#	-0.885;-0.338	100	0.152	0.686	1	119.02	199953	155468	0.50		4333	10839
-1.354;-0.413	-0.356;0.695	101	0.127	0.662	2	110.71	199720	156793	1.00		123	8295
-0.150;0.543	#	111	0.511	0.874	1	114.46	199996	156951	0.50		17146	22571
0.016;1.235	-3.517;-0.599	100	1.000	1.000	2	115.72	199953	157438	1.00		1828	1828
#	-3.457;-0.599	100	1.000	1.000	3	118.48	199985	158197	0.50		4066	4066
0.078;1.088	-0.308;0.695	101	0.132	0.667	1	110.22	199825	161392	1.00		442	10735
-1.080;0.776	-1.242;-0.236	100	0.083	0.608	1	121.13	199985	161536	1.00		4077	13111
-2.035;-0.734	-0.990;0.731	100	1.000	1.000	3	68.26	199970	162055	1.00		217	217
-1.853;0.798	-2.918;-0.613	100	1.000	1.000	2	123.57	199985	163735	1.00		3114	3114
-1.450;-0.734	-0.990;1.246	100	1.000	1.000	2	68.26	199970	163800	1.00		207	207
-0.699;0.543	-0.482;0.560	111	1.000	1.000	3	118.49	199996	164324	1.00		25250	25250
#	-0.948;-0.171	110	0.184	0.713	1	122.39	199978	164801	0.50		2218	14516
-0.699;0.027	-0.482;0.560	111	1.000	1.000	2	123.56	199975	165228	1.00		13950	13950
-1.075;0.601	#	110	0.103	0.635	1	115.81	199978	165898	0.50		2150	33417
-0.529;0.057	-0.624;-0.507	110	1.000	1.000	2	131.09	199954	166192	1.00		774	774
0.099;0.531	-0.563;-0.507	110	1.000	1.000	1	114.74	199812	167244	1.00		469	469
-0.699;0.543	-0.482;0.267	111	1.000	1.000	1	125.58	199975	167489	1.00		16483	16483
0.542;1.372	-0.356;0.651	101	0.751	0.944	1	70.13	199825	168646	1.00		449	539
#	-3.080;-0.599	100	1.000	1.000	2	118.48	199985	168970	0.50		3020	3020
-0.297;0.601	#	110	0.108	0.641	1	117.48	199978	169294	0.50		1495	19445
-1.080;0.623	-1.037;-0.313	100	0.125	0.660	2	124.53	199985	170582	1.00		2949	8089
-0.681;0.070	-0.624;-0.507	110	0.856	0.969	2	126.63	199954	170908	1.00		833	917
-1.853;0.798	-1.701;-1.296	100	0.100	1.000	1	118.28	170986	170986	1.00		0	0
#	-0.482;0.560	111	0.901	0.979	6	117.99	199996	171021	0.50		20592	21505
-2.035;-0.734	-0.949;0.251	100	1.000	1.000	1	68.26	199970	171129	1.00		165	165
-0.536;0.057	-0.624;-0.507	110	1.000	1.000	4	129.41	199954	171427	1.00		736	736
