att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.403;0.524	111	0.902	0.980	4	117.14	199996	26220	0.50		108552	113532
-0.512;0.495	-0.396;0.524	111	1.000	1.000	1	118.85	199996	49274	1.00		74722	74722
#	-0.396;0.524	111	0.902	0.980	2	117.14	199996	60798	0.50		86958	90948
#	-0.606;-0.474	110	0.815	0.960	17	99.74	199965	80753	0.50		7517	8543
-0.690;0.495	-0.403;0.524	111	1.000	1.000	2	117.95	199996	84111	1.00		69069	69069
-0.059;0.633	-0.606;-0.474	110	1.000	1.000	2	113.68	199965	104211	1.00		3291	3291
#	-3.071;-0.611	100	1.000	1.000	1	110.27	199974	112502	0.50		7767	7767
-0.690;0.504	-0.403;0.524	111	1.000	1.000	2	117.95	199996	115862	1.00		50147	50147
#	0.534;0.669	011	0.386	0.827	2	88.70	199991	126819	0.50		2515	5240
#	0.627;1.986	001	1.000	1.000	1	102.77	199992	128239	0.50		4317	4317
#	-3.073;-0.611	100	1.000	1.000	3	110.27	199974	129079	0.50		6299	6299
0.570;0.938	-0.432;0.468	100	0.237	0.750	1	74.39	199856	129358	1.00		202	808
0.538;2.574	#	101	0.299	0.786	3	76.19	199825	131770	0.50		975	2733
-1.195;-0.703	-3.005;-0.327	100	1.000	1.000	1	54.48	199894	133786	1.00		379	379
-0.489;0.152	0.534;0.669	011	0.606	0.905	1	99.44	199889	134975	1.00		1860	2604
-0.690;0.545	-0.403;0.524	111	1.000	1.000	2	117.75	199996	136217	1.00		39852	39852
0.570;0.938	#	100	0.285	0.778	4	74.90	199987	137385	0.50		717	1612
-0.690;0.390	#	111	0.507	0.873	1	113.94	199975	138062	0.50		37633	50227
#	-3.272;-0.611	100	1.000	1.000	5	110.27	199974	140596	0.50		5276	5276
-1.496;0.880	-2.748;-0.611	100	1.000	1.000	2	110.27	199974	142795	1.00		5078	5078
0.538;2.069	-0.373;0.589	101	0.606	0.905	4	76.56	199825	143636	1.00		805	1128
0.570;0.938	-3.005;-0.327	100	1.000	1.000	1	73.28	199987	146241	1.00		462	462
-0.690;0.504	-0.490;1.812	111	0.741	0.942	1	113.75	199996	147282	1.00		35347	39878
0.570;0.938	-1.070;0.183	100	0.556	0.889	2	73.74	199987	148529	1.00		590	884
-0.690;0.495	#	111	0.488	0.866	2	113.83	199996	148625	0.50		34449	46224
-0.062;0.520	#	110	0.115	0.649	1	112.92	199965	151105	0.50		1681	21294
0.570;0.938	-3.819;-0.327	100	1.000	1.000	1	73.28	199987	153066	1.00		403	403
-0.971;0.544	-2.850;-0.611	100	1.000	1.000	3	110.36	199974	153993	1.00		3949	3949
-0.971;0.544	-3.076;-0.611	100	1.000	1.000	1	110.36	199974	156515	1.00		3733	3733
-0.661;0.444	-0.606;-0.474	110	0.926	0.985	2	107.25	199965	157207	1.00		2573	2696
-0.918;0.814	-0.606;-0.423	110	0.470	0.860	1	88.65	199965	157838	1.00		2657	4588
-0.661;0.556	#	110	0.107	0.640	1	113.64	199965	158630	0.50		2488	38051
0.538;2.574	-0.373;0.589	101	0.605	0.904	2	76.56	199825	158643	1.00		590	827
-0.661;0.593	-0.606;-0.474	110	0.927	0.985	1	107.25	199965	159121	1.00		2460	2577
-1.572;-0.703	#	100	0.402	0.833	2	58.40	199970	160184	0.50		456	684
-0.690;0.545	-0.403;0.542	111	1.000	1.000	5	117.74	199996	160233	1.00		25411	25411
-0.059;0.444	-0.606;-0.474	110	1.000	1.000	2	113.68	199965	160918	1.00		1343	1343
-0.489;-0.086	#	011	0.093	0.621	1	116.25	199889	161397	0.50		884	11392
-0.661;0.541	-0.606;-0.474	110	0.927	0.985	4	107.25	199965	162532	1.00		2254	2361
-1.195;-0.703	-0.028;0.696	100	1.000	1.000	1	62.13	199970	163436	1.00		209	209
-0.800;0.568	-2.128;-0.611	100	1.000	1.000	2	110.36	199974	163630	1.00		3126	3126
-0.690;0.186	#	111	0.506	0.873	1	115.33	199975	163679	0.50		18319	24249
-0.788;0.687	0.627;3.295	001	1.000	1.000	2	102.77	199992	164394	1.00		2142	2142
0.570;0.938	-0.688;-0.327	100	1.000	1.000	2	73.28	199987	164932	1.00		301	301
-2.199;1.551	-2.593;-0.611	100	1.000	1.000	1	110.27	199974	165131	1.00		3094	3094
-1.195;-0.703	-3.819;0.696	100	0.708	0.933	1	56.19	199970	165419	1.00		396	495
0.570;0.938	-0.878;-0.331	100	1.000	1.000	1	73.28	199987	165436	1.00		297	297
-0.690;0.545	#	111	0.489	0.867	11	113.58	199996	165681	0.50		24293	32451
-1.195;-0.703	#	100	0.402	0.833	3	58.40	199970	166117	0.50		388	582
-0.918;0.541	-0.867;-0.474	110	0.338	0.805	1	105.28	199965	166420	1.00		2118	5100
0.538;2.574	-0.373;0.560	101	0.605	0.904	2	76.56	199825	166670	1.00		475	666
0.538;2.069	#	101	0.300	0.786	2	76.19	199825	166901	0.50		474	1325
-0.747;-0.112	0.534;0.669	011	0.462	0.857	1	91.91	199889	166908	1.00		757	1327
-0.788;0.687	0.627;2.592	001	1.000	1.000	1	102.77	199992	167138	1.00		1977	1977
#	-0.416;0.542	111	0.905	0.980	2	117.13	199996	168910	0.50		20222	21112
#	-0.333;0.542	111	0.913	0.982	1	117.17	199996	169098	0.50		18778	19573
-1.019;-0.703	-0.387;0.707	100	0.647	0.917	1	56.72	199970	169607	1.00		261	348
#	-0.403;0.542	111	0.904	0.980	4	117.13	199996	169903	0.50		19236	20097
-0.296;0.633	-0.606;-0.474	110	0.911	0.982	1	109.22	199965	171316	1.00		1398	1480
-1.703;-0.703	#	100	0.402	0.833	1	58.40	199970	171463	0.50		327	490
-1.496;-0.928	#	100	0.055	0.889	1	60.23	171478	171478	0.50		0	0
-0.382;0.614	0.534;0.937	011	0.271	0.770	1	96.58	199991	171491	1.00		734	2365
-0.661;0.633	-0.606;-0.474	110	0.926	0.985	1	107.25	199965	171543	1.00		1711	1793
#	0.643;1.986	001	1.000	1.000	1	105.29	199944	171799	0.50		1532	1532
#	-2.367;-0.611	100	1.000	1.000	3	110.27	199974	171832	0.50		2497	2497
-0.672;0.367	0.534;0.669	011	0.420	0.841	1	93.82	199991	172262	1.00		952	1825
-1.195;-0.703	-0.387;0.696	100	0.647	0.917	1	56.72	199970	172399	1.00		237	316
-0.490;0.470	0.534;0.669	011	0.519	0.877	1	98.23	199991	172420	1.00		948	1501
-0.491;0.545	-0.396;0.542	111	1.000	1.000	2	119.37	199996	172771	1.00		14202	14202
0.570;0.938	-3.005;0.437	100	0.463	0.857	1	74.08	199987	173114	1.00		308	539
-1.195;-0.703	-3.005;0.696	100	0.710	0.934	2	56.19	199970	173223	1.00		306	382
-0.059;-0.025	-0.606;-0.474	110	1.000	1.000	1	115.57	199769	173288	1.00		76	76
-0.490;0.152	0.534;0.669	011	0.606	0.905	1	99.44	199889	174412	1.00		730	1022
-1.155;0.745	0.627;1.986	001	1.000	1.000	1	102.77	199992	174686	1.00		1522	1522
0.538;2.488	#	101	0.299	0.785	1	76.19	199825	174697	0.50		360	1011
0.570;0.938	-1.467;-0.327	100	1.000	1.000	2	73.28	199987	175208	1.00		213	213
#	-2.156;-0.611	100	1.000	1.000	2	110.27	199974	175586	0.50		2165	2165
-0.489;0.412	0.284;0.955	011	0.194	0.721	1	117.48	199991	176446	1.00		809	4993
-0.489;0.614	0.534;0.937	011	0.297	0.784	1	97.30	199991	176608	1.00		804	2278
-0.385;0.077	0.627;1.832	001	1.000	1.000	1	116.79	199872	176657	1.00		200	200
#	-1.706;-0.611	100	1.000	1.000	1	110.27	199974	176982	0.50		2041	2041
#	-0.979;-0.202	110	0.190	0.718	1	105.08	199965	177066	0.50		1446	8605
#	0.627;2.592	001	1.000	1.000	3	102.77	199992	177448	0.50		1356	1356
-0.059;0.286	-0.606;-0.474	110	1.000	1.000	2	116.49	199965	177501	1.00		451	451
0.538;2.069	-0.623;0.589	101	0.401	0.833	2	72.13	199825	177795	1.00		317	635
#	0.627;3.295	001	1.000	1.000	8	102.77	199992	177841	0.50		1331	1331
-1.209;-0.703	-3.691;0.696	100	0.709	0.934	1	56.19	199970	177907	1.00		253	316
0.538;2.069	-0.881;0.589	101	0.368	0.819	1	73.44	199825	178069	1.00		314	689
-0.690;0.523	-0.416;0.542	111	1.000	1.000	1	117.75	199996	178119	1.00		13928	13928
-0.661;0.669	-0.606;-0.474	110	0.927	0.985	2	107.25	199965	178199	1.00		1310	1372
-0.059;0.633	-0.606;0.164	110	0.173	0.704	1	117.23	199965	178717	1.00		731	5426
-0.490;0.281	0.567;0.669	011	0.857	0.970	1	110.89	199991	178729	1.00		609	670
-0.661;-0.129	-0.606;-0.474	110	1.000	1.000	1	99.77	199924	179105	1.00		419	419
-0.997;1.062	-2.676;-0.905	100	0.100	1.000	1	113.79	179240	179240	1.00		0	0
0.538;2.872	#	101	0.299	0.786	1	76.19	199825	179540	0.50		292	819
#	-3.071;-1.413	100	0.100	1.000	1	113.71	179684	179684	0.50		0	0
-0.641;0.523	-0.416;1.053	111	0.732	0.939	1	115.66	199996	179715	1.00		12438	14064
-0.645;0.281	0.567;0.669	011	0.750	0.944	1	112.50	199991	179967	1.00		572	687
#	0.094;0.524	111	0.907	0.981	1	117.78	199996	180229	0.50		5613	5840
0.570;0.938	-3.819;-0.391	100	1.000	1.000	2	73.28	199987	180288	1.00		169	169
-0.447;0.859	-0.606;-0.474	110	0.844	0.967	1	105.04	199965	180293	1.00		1015	1128
-1.155;0.790	0.627;1.832	001	1.000	1.000	1	102.77	199992	180749	1.00		1158	1158
0.110;0.587	0.534;0.669	011	0.347	0.809	1	94.82	199991	180983	1.00		163	381
-1.000;-0.408	0.627;2.671	001	1.000	1.000	1	97.38	199992	181049	1.00		327	327
#	-2.676;-0.611	100	1.000	1.000	1	110.27	199974	181052	0.50		1682	1682
0.174;0.765	0.627;2.592	001	1.000	1.000	1	99.94	199944	181098	1.00		487	487
-0.663;0.504	#	111	0.479	0.863	1	113.90	199996	181404	0.50		11996	16200
-1.000;-0.420	0.627;2.671	001	1.000	1.000	1	97.38	199992	181495	1.00		318	318
#	0.627;2.162	001	1.000	1.000	1	102.77	199992	181495	0.50		1113	1113
