Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	137	235	0.15	0.714	0.11	0.07	2.532	0.01742857142857143	0.000
7000	260	489	0.128	0.7445714285714286	0.11	0.28	2.535142857142857	0.08	0.000
10500	295	500	0.097	0.7851428571428571	0.10	0.56	2.5334285714285714	0.17457142857142857	0.000
14000	316	500	0.082	0.8137142857142857	0.13	0.83	2.5291428571428574	0.22514285714285714	0.078
17500	317	500	0.06	0.8491428571428571	0.12	1.12	2.523142857142857	0.2957142857142857	0.038
21000	334	500	0.045	0.8871428571428571	0.13	1.39	2.5194285714285716	0.34685714285714286	0.000
24500	346	500	0.037	0.9088571428571428	0.13	1.64	2.5282857142857145	0.3617142857142857	0.059
28000	346	500	0.033	0.9154285714285715	0.13	1.92	2.5305714285714287	0.37057142857142855	0.000
31500	352	500	0.033	0.9151428571428571	0.14	2.17	2.5325714285714285	0.3677142857142857	0.000
35000	362	500	0.033	0.9162857142857143	0.15	2.45	2.5331428571428574	0.3688571428571429	0.000
38500	352	500	0.033	0.9168571428571428	0.14	2.77	2.5357142857142856	0.36657142857142855	0.000
42000	357	500	0.033	0.9162857142857143	0.14	3.06	2.5365714285714285	0.36457142857142855	0.013
45500	368	500	0.033	0.9165714285714286	0.15	3.36	2.5357142857142856	0.36628571428571427	0.000
49000	374	500	0.033	0.916	0.16	3.67	2.5365714285714285	0.36514285714285716	0.000
52500	381	500	0.032	0.918	0.15	4.02	2.5354285714285716	0.36828571428571427	0.074
56000	366	500	0.034	0.9137142857142857	0.14	4.33	2.5354285714285716	0.364	0.089
59500	359	500	0.031	0.9202857142857143	0.14	4.61	2.5365714285714285	0.36942857142857144	0.000
63000	363	500	0.028	0.9288571428571428	0.14	4.87	2.536	0.37857142857142856	0.000
66500	365	500	0.033	0.9142857142857143	0.13	5.15	2.5357142857142856	0.36514285714285716	0.000
70000	370	500	0.032	0.9177142857142857	0.14	5.41	2.536	0.36942857142857144	0.000
73500	367	500	0.032	0.9165714285714286	0.14	5.69	2.534	0.36857142857142855	0.000
77000	360	500	0.031	0.9205714285714286	0.13	5.98	2.537142857142857	0.37057142857142855	0.004
80500	354	500	0.033	0.914	0.13	6.23	2.5365714285714285	0.36514285714285716	0.000
84000	357	500	0.028	0.9274285714285714	0.13	6.51	2.5357142857142856	0.38	0.000
87500	353	500	0.024	0.9408571428571428	0.13	6.79	2.5342857142857143	0.39514285714285713	0.000
91000	356	500	0.028	0.9294285714285714	0.13	7.09	2.5365714285714285	0.38	0.000
