att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.572;-0.020	-0.515;0.090	1010111011	0.000	0.095	1	346.31	4851	0	1.00		76	802
-0.032;1.015	-0.643;-0.171	1111001011	0.000	0.127	6	382.58	4988	1	1.00		155	1220
#	0.334;1.297	0000001010	0.000	0.130	10	242.58	4919	2	0.50		115	883
#	-0.741;-0.061	1111101011	0.000	0.125	8	374.49	4986	3	0.50		308	2458
-0.692;0.749	-1.137;0.279	1110111011	0.001	0.267	10	364.46	4995	4	1.00		919	3444
-1.011;-0.202	-0.300;0.229	0000011100	0.004	0.323	2	321.37	4959	5	1.00		215	665
0.312;1.319	-0.689;-0.217	1010000010	0.000	0.079	4	366.01	4961	6	1.00		54	685
-0.629;0.101	-0.806;-0.296	1010111001	0.000	0.007	2	344.59	3506	7	1.00		4	598
-0.343;0.959	-0.878;0.407	1110101011	0.000	0.143	7	363.51	4997	8	1.00		502	3522
-0.364;0.287	0.083;1.349	0010001010	0.001	0.223	4	288.82	4974	14	1.00		192	861
-0.167;1.294	#	0010001010	0.000	0.064	3	339.59	4974	15	0.50		226	3505
-1.045;-0.255	-0.508;-0.036	0000011000	0.000	0.214	4	320.66	4945	16	1.00		81	378
#	-0.247;0.433	1110001011	0.000	0.026	6	331.40	4933	17	0.50		68	2656
-1.316;-0.309	#	0000011100	0.002	0.287	7	302.91	4959	19	0.50		277	966
-0.655;0.332	#	1010011011	0.000	0.116	10	351.70	4958	22	0.50		337	2902
#	-0.379;0.735	1010000011	0.000	0.030	7	341.77	4990	23	0.50		111	3716
-0.116;1.305	-0.571;0.354	1111001011	0.000	0.073	2	367.08	4988	27	1.00		180	2474
-0.746;0.181	#	1010111011	0.000	0.043	5	330.57	4851	31	0.50		110	2583
#	-0.296;1.120	1010001011	0.000	0.087	8	317.60	4977	32	0.50		304	3475
-0.096;1.305	-1.123;-0.405	1000000000	0.000	0.115	10	350.20	4931	38	1.00		80	693
0.319;1.385	-0.442;0.295	1010000010	0.000	0.120	5	342.10	4989	41	1.00		129	1078
-1.154;-0.660	#	0000010100	0.000	0.178	4	226.36	4914	46	0.50		58	325
-0.763;-0.092	#	0000011010	0.000	0.064	9	307.16	4964	51	0.50		103	1609
0.083;1.366	#	1011000011	0.000	0.012	3	331.59	4813	59	0.50		29	2492
-0.655;0.125	#	1010011011	0.000	0.146	1	335.80	4958	61	0.50		332	2270
0.437;1.306	-0.035;0.663	1010000010	0.000	0.170	1	284.02	4943	64	1.00		85	499
-0.392;0.959	-0.878;0.407	1110101011	0.000	0.139	3	363.51	4997	65	1.00		495	3568
-1.017;0.009	-0.321;0.302	0000011110	0.000	0.014	2	334.54	4992	73	1.00		17	1202
-0.139;0.808	#	1110101001	0.000	0.021	6	342.83	4993	74	0.50		64	3100
-0.155;0.655	-0.147;0.533	1010101011	0.000	0.009	1	310.09	4084	84	1.00		11	1181
#	-0.805;0.593	1011001011	0.000	0.032	8	353.43	4932	85	0.50		144	4516
0.455;1.106	-1.078;0.207	1010000011	0.000	0.093	3	312.69	4904	89	1.00		83	888
-0.167;1.294	0.193;0.798	0010001010	0.001	0.265	1	282.46	4974	92	1.00		224	846
#	-0.061;0.713	0000000010	0.000	0.001	2	303.40	3594	95	0.50		2	2223
-0.662;0.127	-1.086;-0.085	1010101001	0.000	0.002	2	370.91	3596	97	1.00		2	1037
-0.842;0.046	#	1000011010	0.000	0.052	8	324.32	4998	113	0.50		115	2206
-1.455;-1.154	#	0000010100	0.024	0.750	1	8.00	114	114	0.50		0	0
#	-1.043;-0.174	1100001001	0.000	0.054	9	376.25	4889	117	0.50		107	1980
0.548;1.397	-0.560;-0.050	0010000010	0.000	0.017	1	331.84	4742	121	1.00		7	420
#	-0.889;-0.171	0000011000	0.000	0.044	1	376.25	4945	135	0.50		87	1972
0.083;1.307	-1.045;-0.270	1000001001	0.000	0.011	2	366.12	4930	137	1.00		10	880
-1.361;-0.453	#	0000010000	0.000	0.024	3	273.59	4664	139	0.50		15	625
0.389;1.139	0.187;0.961	0010000010	0.000	0.128	7	254.42	4949	149	1.00		53	413
-0.844;-0.272	-1.263;0.040	0000001000	0.000	0.033	1	327.46	4318	151	1.00		16	483
0.058;1.144	-0.973;-0.123	1110001001	0.000	0.018	7	372.47	4876	152	1.00		24	1298
-0.299;1.122	-1.197;-0.196	1000000001	0.000	0.005	1	375.89	3808	155	1.00		8	1623
#	-0.989;-0.063	1110001011	0.000	0.011	3	374.26	4797	161	0.50		26	2445
-1.698;-0.257	-0.496;0.770	0000000100	0.000	0.026	4	302.30	4707	162	1.00		26	1007
0.461;1.231	0.464;1.257	0000000010	0.000	0.188	4	193.54	4999	187	1.00		29	154
0.897;1.385	-0.442;0.295	1010000010	0.463	0.857	2	252.64	4989	190	1.00		54	63
-0.032;1.808	-0.643;-0.171	1111001011	0.000	0.129	4	382.58	4988	196	1.00		151	1168
-0.415;0.332	#	1010011011	0.000	0.133	2	358.45	4958	212	0.50		326	2442
-0.733;-0.660	-0.160;0.425	0000010100	0.000	0.000	1	222.27	213	213	1.00		0	58
-0.762;-0.269	0.258;1.335	0000001000	0.000	0.134	2	247.77	4973	218	1.00		32	239
-0.641;0.820	-1.199;0.123	1110111001	0.000	0.011	3	371.49	4429	229	1.00		32	2830
-0.882;0.401	-1.109;-0.410	1000000000	0.000	0.093	2	349.88	4931	235	1.00		58	627
-0.774;-0.309	#	0000011100	0.002	0.294	4	307.22	4959	238	0.50		228	775
#	-0.298;0.986	0000011000	0.000	0.017	4	317.60	4784	241	0.50		57	3340
-0.669;0.377	0.231;1.591	0000000010	0.000	0.045	3	263.19	4702	246	1.00		34	748
-0.692;0.749	-1.137;-0.154	1110111011	0.001	0.264	2	380.88	4995	253	1.00		483	1833
#	-0.296;0.650	1010001011	0.000	0.095	2	336.79	4977	268	0.50		289	3031
#	-0.805;0.458	1011001011	0.000	0.034	1	356.21	4932	272	0.50		140	4151
-0.139;0.031	#	1110101001	0.000	0.013	1	345.10	4709	278	0.50		8	626
-0.364;0.287	#	0010001010	0.000	0.083	1	345.10	4974	282	0.50		181	2171
-0.036;1.286	-0.805;0.593	1011001011	0.000	0.055	2	357.84	4932	319	1.00		139	2546
0.058;1.144	-0.973;-0.558	1110001001	0.000	0.083	1	271.53	4876	332	1.00		16	192
#	-1.675;-0.063	1110001011	0.000	0.010	1	374.26	4797	355	0.50		24	2356
0.455;1.106	-0.460;0.207	1010000011	0.000	0.115	2	316.36	4904	376	1.00		75	651
-1.027;-0.139	-0.298;0.986	0000011000	0.000	0.047	1	299.96	4784	384	1.00		54	1142
0.058;0.913	-0.973;-0.123	1110001001	0.000	0.016	1	377.70	4876	443	1.00		19	1181
-0.032;1.995	-0.643;-0.171	1111001011	0.000	0.130	1	382.58	4988	447	1.00		144	1110
-1.045;-0.482	-0.508;-0.036	0000011000	0.009	0.388	2	275.53	4945	455	1.00		71	183
-0.343;0.959	-0.878;0.493	1110101011	0.000	0.134	2	362.64	4997	457	1.00		448	3342
-1.114;0.367	#	1000011000	0.000	0.001	1	349.25	3966	467	0.50		3	3086
#	-0.958;-0.089	1010001011	0.000	0.002	1	374.44	4228	477	0.50		4	2205
-0.692;0.749	#	1110111011	0.000	0.211	5	336.18	4995	487	0.50		833	3940
-1.011;-0.202	#	0000011100	0.000	0.208	2	303.24	4959	495	0.50		253	1215
#	-0.300;0.229	0000011100	0.000	0.098	2	351.42	4959	495	0.50		196	1999
#	-0.496;0.770	0000000100	0.000	0.005	2	348.25	4707	504	0.50		21	3846
#	0.421;0.735	1010000011	0.000	0.016	1	244.89	4113	509	0.50		7	438
-0.096;1.305	-0.405;-0.233	1000000000	0.000	0.000	1	386.33	515	515	1.00		0	500
-0.877;-0.008	0.334;1.297	0000001010	0.000	0.148	2	235.48	4873	528	1.00		49	330
-0.718;0.032	-0.465;0.801	1000011011	0.000	0.008	4	321.24	4965	552	1.00		12	1537
-1.045;-0.482	#	0000011000	0.000	0.197	3	273.03	4945	587	0.50		104	527
-1.052;-0.164	-0.889;-0.036	0000011000	0.000	0.132	1	328.92	4945	587	1.00		77	582
#	-0.643;-0.171	1111001011	0.000	0.082	6	377.28	4988	589	0.50		134	1633
#	-0.961;-0.741	1111101011	0.000	0.000	1	218.80	612	612	0.50		0	76
-0.270;0.973	-0.741;-0.061	1111101011	0.000	0.152	3	375.93	4986	612	1.00		274	1806
-0.746;0.181	-0.428;0.649	1010111011	0.000	0.049	1	338.21	4851	618	1.00		85	1742
#	-0.878;0.407	1110101011	0.000	0.114	4	356.31	4997	627	0.50		429	3761
#	-0.285;0.593	1011001011	0.000	0.025	4	334.81	4804	628	0.50		67	2706
-0.572;-0.020	-0.316;0.090	1010111011	0.000	0.099	2	351.27	4851	642	1.00		47	476
#	-0.515;0.090	1010111011	0.000	0.028	2	367.01	4851	642	0.50		64	2283
