att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.677;0.534	#	111	0.494	0.868	1	125.15	199996	38892	0.50		112184	149568
0.546;0.970	-0.068;0.516	101	0.708	0.933	2	82.64	199825	76170	1.00		1419	1774
#	0.435;2.602	011	0.198	0.723	1	110.49	199991	94362	0.50		3631	19674
0.546;1.803	-0.632;0.516	101	0.449	0.852	2	83.87	199825	101289	1.00		1414	2545
#	-0.568;-0.452	110	0.540	0.884	1	124.72	199978	117354	0.50		3552	5446
#	-0.578;-0.508	110	0.886	0.976	4	132.69	199978	118096	0.50		3052	3287
#	-0.428;0.523	111	0.904	0.980	5	130.41	199996	126596	0.50		47119	49220
0.546;1.889	-0.632;0.516	101	0.448	0.852	1	83.87	199825	128869	1.00		1018	1833
#	-2.573;-0.605	100	1.000	1.000	1	118.29	199974	132890	0.50		6345	6345
-1.109;-0.746	-1.221;0.813	100	1.000	1.000	2	52.78	199970	133660	1.00		190	190
#	-0.632;0.516	101	0.114	0.647	2	129.11	199825	135609	0.50		1104	50742
-0.677;0.539	#	111	0.496	0.869	9	125.15	199996	137758	0.50		43700	58141
#	0.622;2.177	001	1.000	1.000	2	112.44	199992	137893	0.50		3737	3737
-0.563;0.416	#	011	0.074	0.593	1	127.02	199991	139670	0.50		2073	44771
#	-3.515;-0.605	100	1.000	1.000	2	118.29	199974	140373	0.50		5631	5631
#	-0.068;0.516	101	0.142	0.677	1	128.13	199825	141150	0.50		674	22601
#	0.622;1.620	001	1.000	1.000	3	112.44	199992	144404	0.50		3345	3345
-1.109;-0.746	#	100	1.000	1.000	2	52.78	199970	145177	0.50		157	157
#	-0.483;0.523	111	0.897	0.978	14	130.16	199996	148319	0.50		34948	36576
0.655;0.934	-1.214;0.556	100	1.000	1.000	1	87.35	199987	150623	1.00		425	425
-0.677;0.539	-0.428;0.523	111	1.000	1.000	4	131.30	199996	150662	1.00		31392	31392
#	-0.601;-0.508	110	0.919	0.983	11	132.64	199978	151443	0.50		2643	2782
#	-0.873;-0.308	110	0.214	0.735	1	123.25	199978	152985	0.50		2964	13197
-1.100;1.025	0.622;2.087	001	1.000	1.000	1	112.44	199992	153876	1.00		2775	2775
#	0.622;1.327	001	1.000	1.000	2	112.44	199992	154525	0.50		2736	2736
-0.614;-0.297	-0.483;0.523	111	1.000	1.000	1	134.98	199975	157613	1.00		7778	7778
-1.109;-0.746	-1.383;0.813	100	1.000	1.000	1	52.78	199970	158439	1.00		119	119
0.655;0.934	-0.551;0.556	100	1.000	1.000	1	81.75	199856	158650	1.00		237	237
#	-2.842;-0.605	100	1.000	1.000	3	118.29	199974	159667	0.50		3808	3808
0.563;1.428	-1.214;-0.357	100	1.000	1.000	3	95.39	199987	160899	1.00		336	336
-0.677;0.545	#	111	0.492	0.868	3	125.15	199996	162574	0.50		26383	35175
-0.473;0.130	0.435;2.602	011	0.308	0.790	2	129.44	199889	163024	1.00		1059	2861
#	-3.386;-0.601	100	1.000	1.000	3	116.31	199987	163253	0.50		3580	3580
0.165;0.612	-0.483;0.523	111	0.917	0.983	1	120.04	199996	163539	1.00		7630	8046
-0.677;0.539	-0.483;0.300	111	1.000	1.000	1	129.41	199975	164324	1.00		18707	18707
-0.570;0.151	0.460;2.680	011	0.292	0.782	1	128.20	199889	164511	1.00		1015	2944
-0.677;0.545	-0.428;0.523	111	1.000	1.000	3	131.30	199996	164559	1.00		22652	22652
#	0.622;1.893	001	1.000	1.000	1	112.44	199992	165931	0.50		2049	2049
0.546;2.192	-0.623;0.516	101	0.448	0.852	1	83.87	199825	166278	1.00		482	869
0.563;0.934	-4.259;-0.357	100	1.000	1.000	1	95.39	199987	166483	1.00		288	288
-0.677;0.246	-0.428;0.523	111	1.000	1.000	1	133.98	199975	166713	1.00		16218	16218
-1.700;-0.746	-1.221;0.813	100	1.000	1.000	2	52.78	199970	167164	1.00		94	94
-0.100;0.783	-3.316;-0.601	100	1.000	1.000	2	116.49	199987	167246	1.00		1686	1686
-0.686;0.448	-0.601;-0.508	110	1.000	1.000	2	136.45	199978	167549	1.00		1766	1766
-1.109;-0.746	-0.875;0.813	100	1.000	1.000	1	52.78	199970	168211	1.00		91	91
-0.530;1.217	#	110	0.099	0.629	1	124.71	199978	168776	0.50		1788	26212
-0.853;0.942	-2.472;-0.605	100	1.000	1.000	1	118.29	199974	168991	1.00		2925	2925
0.546;2.332	-0.068;0.507	101	0.707	0.933	1	82.64	199825	169768	1.00		346	433
-0.853;0.942	-3.316;-0.605	100	1.000	1.000	1	118.29	199974	169817	1.00		2849	2849
-0.655;0.539	0.335;0.523	111	1.000	1.000	1	132.05	199957	170393	1.00		3567	3567
0.154;0.543	0.435;3.798	011	0.164	0.697	1	101.90	199991	170862	1.00		167	1840
#	-2.109;-0.601	100	1.000	1.000	2	116.31	199987	171110	0.50		2808	2808
0.546;2.332	-0.068;0.627	101	0.708	0.933	1	82.64	199825	171447	1.00		327	409
-0.686;0.625	-0.568;-0.508	110	1.000	1.000	2	135.50	199978	171601	1.00		976	976
-0.493;1.693	-2.667;-0.617	100	1.000	1.000	1	121.37	199974	172506	1.00		1807	1807
-0.677;0.534	0.305;0.523	111	1.000	1.000	1	130.43	199996	172528	1.00		3859	3859
-0.345;0.835	-0.578;-0.508	110	1.000	1.000	1	137.01	199978	172615	1.00		862	862
-0.677;0.545	-0.483;0.523	111	1.000	1.000	2	130.97	199996	172837	1.00		18220	18220
-0.677;0.539	-0.483;0.205	111	1.000	1.000	2	129.66	199975	173289	1.00		12406	12406
-0.563;0.416	0.302;2.602	011	0.198	0.723	1	123.18	199991	173654	1.00		905	5358
-0.874;-0.513	0.622;1.770	001	1.000	1.000	1	90.91	199992	173817	1.00		225	225
-0.677;0.545	-0.483;0.718	111	0.868	0.972	1	125.32	199996	174391	1.00		18056	19302
0.367;0.437	-0.601;-0.508	110	1.000	1.000	1	119.00	199812	174529	1.00		73	73
-0.853;1.693	-3.515;-0.605	100	1.000	1.000	2	118.29	199974	174600	1.00		2395	2395
-0.345;-0.154	-0.601;-0.508	110	1.000	1.000	1	145.75	199696	174917	1.00		215	215
#	-3.052;-0.605	100	1.000	1.000	1	118.29	199974	174997	0.50		2358	2358
-0.172;0.424	-3.386;-0.605	100	1.000	1.000	2	125.88	199953	175996	1.00		685	685
-0.677;1.251	-0.483;0.523	111	0.940	0.988	2	130.97	199996	176088	1.00		16110	16589
-0.930;-0.540	-3.386;-0.357	100	0.169	0.701	1	105.69	199894	176162	1.00		342	682
#	0.460;3.357	011	0.204	0.728	2	104.84	199991	176635	0.50		803	4018
-0.586;0.448	-0.601;-0.452	110	0.718	0.936	2	130.37	199978	176920	1.00		1389	1719
-0.686;0.625	-0.601;-0.508	110	1.000	1.000	2	136.45	199978	177239	1.00		1239	1239
-0.586;1.383	-0.568;-0.452	110	0.591	0.900	1	128.26	199978	177246	1.00		914	1304
#	0.460;3.798	011	0.204	0.728	2	104.84	199991	177493	0.50		773	3866
#	-0.981;-0.346	100	0.180	0.710	2	121.59	199987	177674	0.50		2364	5434
#	0.622;2.383	001	1.000	1.000	1	112.44	199992	177827	0.50		1333	1333
