att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.124;0.299	#	11	0.847	0.967	7	54.65	199992	59795	0.50		47406	49012
-0.124;0.299	-0.230;0.787	11	1.000	1.000	2	56.18	199992	137041	1.00		19851	19851
0.320;4.363	#	01	1.000	1.000	2	55.87	199990	142405	0.50		16005	16005
-4.077;-0.152	#	10	1.000	1.000	2	57.62	199989	150401	0.50		17053	17053
-5.396;-0.152	#	10	1.000	1.000	2	57.62	199989	152268	0.50		16410	16410
-2.970;-0.152	#	10	1.000	1.000	2	57.62	199989	152489	0.50		16335	16335
-0.124;0.299	-0.275;0.655	11	1.000	1.000	2	57.76	199992	156377	1.00		12749	12749
-3.602;-0.152	#	10	1.000	1.000	2	57.62	199989	160615	0.50		13543	13543
-4.077;-0.152	-0.577;1.100	10	1.000	1.000	3	57.62	199989	161595	1.00		13206	13206
-0.142;0.354	-0.214;0.456	11	0.811	0.959	2	58.35	199992	161979	1.00		7626	7953
-0.124;0.299	-0.060;0.655	11	1.000	1.000	1	58.73	199992	163791	1.00		8506	8506
-2.970;-0.152	-0.060;0.771	10	1.000	1.000	1	58.28	199989	167639	1.00		7234	7234
0.320;4.837	#	01	1.000	1.000	4	55.87	199990	169094	0.50		8595	8595
0.320;0.930	#	01	1.000	1.000	1	55.87	199990	175310	0.50		6722	6722
-0.124;0.063	-0.275;0.683	11	1.000	1.000	2	56.57	199966	175663	1.00		2372	2372
-0.124;0.187	-0.275;0.337	11	1.000	1.000	2	58.48	199966	177710	1.00		2682	2682
-0.124;0.299	-0.207;0.811	11	1.000	1.000	4	55.34	199992	177964	1.00		6758	6758
-0.124;0.299	-0.230;0.655	11	1.000	1.000	2	58.39	199992	178473	1.00		5980	5980
-4.012;-0.152	-0.060;0.610	10	1.000	1.000	1	60.80	199989	178603	1.00		3676	3676
