Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	340	600	0.1985	0.1509	0.13	0.55	0.000	0.000	0.000
7000	383	600	0.2026	0.1397	0.14	1.32	0.000	0.000	0.000
10500	417	600	0.2099	0.1457	0.16	2.20	0.000	0.000	0.000
14000	416	600	0.2089	0.1526	0.14	3.07	0.000	0.000	0.000
17500	437	600	0.1924	0.1751	0.16	4.00	0.000	0.000	0.000
21000	428	600	0.1863	0.1351	0.15	5.02	0.000	0.000	0.000
24500	426	600	0.1727	0.1754	0.16	5.92	0.000	0.000	0.000
28000	432	600	0.1769	0.1911	0.15	6.81	0.000	0.000	0.000
31500	443	600	0.178	0.1634	0.15	7.88	0.000	0.000	0.000
35000	431	600	0.1867	0.1829	0.15	8.81	0.000	0.000	0.000
38500	444	600	0.1836	0.1666	0.15	9.73	0.000	0.000	0.000
42000	435	600	0.1844	0.1757	0.14	10.67	0.000	0.000	0.000
45500	433	600	0.1743	0.2137	0.15	11.59	0.000	0.000	0.000
49000	448	600	0.1808	0.2071	0.14	12.51	0.000	0.000	0.000
52500	437	600	0.1898	0.2234	0.14	13.46	0.000	0.000	0.000
56000	439	600	0.1814	0.2306	0.16	14.38	0.000	0.000	0.000
59500	448	600	0.1678	0.2331	0.16	15.34	0.000	0.000	0.000
63000	437	600	0.1643	0.2326	0.16	16.25	0.000	0.000	0.000
66500	444	600	0.1714	0.2206	0.14	17.12	0.000	0.000	0.000
70000	443	600	0.1806	0.1969	0.14	18.04	0.000	0.000	0.000
73500	426	600	0.1623	0.2211	0.13	18.90	0.000	0.000	0.000
77000	444	600	0.1614	0.232	0.15	19.74	0.000	0.000	0.000
80500	453	600	0.1717	0.2217	0.15	20.69	0.000	0.000	0.000
84000	439	600	0.1667	0.2357	0.15	21.64	0.000	0.000	0.000
87500	427	600	0.1689	0.2234	0.14	22.57	0.000	0.000	0.000
91000	437	600	0.1859	0.1943	0.15	23.51	0.000	0.000	0.000
94500	424	600	0.1593	0.2317	0.16	24.38	0.000	0.000	0.000
98000	413	600	0.1968	0.1514	0.15	25.29	0.000	0.000	0.000
101500	421	600	0.1891	0.1866	0.15	26.12	0.000	0.000	0.000
105000	424	600	0.1866	0.2143	0.15	27.19	0.000	0.000	0.000
108500	425	600	0.1648	0.226	0.16	28.10	0.000	0.000	0.000
112000	411	600	0.1729	0.2129	0.16	29.04	0.000	0.000	0.000
115500	417	600	0.1775	0.236	0.14	29.89	0.000	0.000	0.000
119000	408	600	0.1762	0.21	0.14	30.74	0.000	0.000	0.000
122500	429	600	0.1524	0.2431	0.15	31.60	0.000	0.000	0.000
126000	428	600	0.153	0.2529	0.14	32.56	0.000	0.000	0.000
129500	410	600	0.1669	0.2257	0.15	33.46	0.000	0.000	0.000
133000	417	600	0.1634	0.224	0.15	34.31	0.000	0.000	0.000
136500	431	600	0.1566	0.2314	0.14	35.22	0.000	0.000	0.000
140000	420	600	0.1622	0.212	0.15	36.13	0.000	0.000	0.000
143500	427	600	0.1587	0.2257	0.14	37.03	0.000	0.000	0.000
147000	430	600	0.155	0.2223	0.14	38.03	0.000	0.000	0.000
150500	433	600	0.1613	0.222	0.15	39.03	0.000	0.000	0.000
154000	436	600	0.1612	0.2229	0.15	39.99	0.000	0.000	0.000
157500	429	600	0.1518	0.2446	0.15	40.95	0.000	0.000	0.000
161000	444	600	0.1575	0.2226	0.15	41.92	0.000	0.000	0.000
164500	441	600	0.1542	0.262	0.15	42.90	0.000	0.000	0.000
168000	434	600	0.1691	0.234	0.15	43.96	0.000	0.000	0.000
171500	432	600	0.1666	0.2123	0.15	44.87	0.000	0.000	0.000
175000	432	600	0.1372	0.2986	0.14	45.83	0.000	0.000	0.000
178500	407	600	0.1391	0.2991	0.14	46.72	0.000	0.000	0.000
182000	417	600	0.1546	0.2734	0.14	47.53	0.000	0.000	0.000
185500	427	600	0.1692	0.2354	0.15	48.38	0.000	0.000	0.000
189000	417	600	0.1667	0.2286	0.15	49.22	0.000	0.000	0.000
192500	425	600	0.1716	0.2251	0.14	50.16	0.000	0.000	0.000
196000	428	600	0.1622	0.2229	0.15	51.05	0.000	0.000	0.000
199500	436	600	0.1627	0.2331	0.15	51.95	0.000	0.000	0.000
203000	438	600	0.1646	0.238	0.16	52.96	0.000	0.000	0.000
206500	432	600	0.1648	0.226	0.15	53.88	0.000	0.000	0.000
210000	430	600	0.1744	0.2109	0.15	54.74	0.000	0.000	0.000
213500	417	600	0.1688	0.2	0.16	55.67	0.000	0.000	0.000
217000	440	600	0.1791	0.1757	0.16	56.55	0.000	0.000	0.000
220500	440	600	0.1939	0.1563	0.16	57.47	0.000	0.000	0.000
224000	442	600	0.1797	0.2054	0.15	58.40	0.000	0.000	0.000
227500	431	600	0.173	0.2117	0.15	59.29	0.000	0.000	0.000
231000	443	600	0.1739	0.1729	0.15	60.15	0.000	0.000	0.000
