att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.503;-0.687	-0.979;-0.241	01000000	1.000	1.000	6	24.74	399948	12897	1.00		2213	2213
#	-0.257;-0.229	11000100	1.000	1.000	8	28.46	399876	59745	0.50		2920	2920
-1.265;-0.334	0.689;1.368	01001000	0.113	0.647	5	25.03	399857	186911	1.00		3351	5180
-0.224;0.198	0.054;0.116	11101001	0.085	0.611	7	33.72	399999	220433	1.00		2826	4624
#	0.843;4.082	00001000	1.000	1.000	3	30.45	399974	231708	0.50		2648	2648
#	-0.104;0.050	11101101	0.100	0.630	12	46.48	399973	262249	0.50		11428	18126
-0.704;-0.562	-0.177;0.494	01001001	0.648	0.917	5	32.66	399940	269808	1.00		4098	4470
#	-6.845;-0.626	00010000	1.000	1.000	2	40.89	399993	285771	0.50		5392	5392
-0.087;0.186	0.103;0.637	11101001	1.000	1.000	4	47.21	399999	292764	1.00		12583	12583
#	0.843;5.004	00001000	1.000	1.000	3	30.45	399974	305428	0.50		1489	1489
-0.545;-0.325	-0.120;0.535	01101011	0.417	0.840	2	38.72	399980	307784	1.00		8973	10687
-0.087;0.186	0.069;0.637	11101001	1.000	1.000	3	47.21	399999	313761	1.00		10614	10614
-0.322;0.420	-0.104;0.050	11101101	0.486	0.866	2	47.46	399973	319268	1.00		6703	7743
-0.543;-0.325	0.074;0.490	01101011	1.000	1.000	2	40.86	399980	320648	1.00		7384	7384
-0.653;0.307	0.696;0.865	11001000	0.116	0.650	1	28.08	399965	323561	1.00		1420	2186
-0.090;0.186	0.103;0.637	11101001	1.000	1.000	2	47.21	399999	325003	1.00		8798	8798
-0.366;0.129	-0.735;-0.451	00010100	0.237	0.750	5	27.00	399977	328087	1.00		1852	2469
-0.322;-0.093	-0.104;0.050	11101101	1.000	1.000	2	48.78	399973	329107	1.00		2841	2841
0.315;0.477	#	11000000	1.000	1.000	7	46.54	399987	332184	0.50		2619	2619
0.469;5.098	#	10000000	1.000	1.000	2	40.94	399990	338053	0.50		4961	4961
-0.181;0.330	0.696;0.865	11001000	1.000	1.000	3	35.81	399965	340550	1.00		1020	1020
-0.543;-0.325	0.074;0.479	01101011	1.000	1.000	2	40.88	399980	346130	1.00		4855	4855
0.315;0.477	-2.138;1.039	11000000	1.000	1.000	3	46.54	399987	347026	1.00		2049	2049
-0.726;-0.562	-0.177;0.499	01001001	0.529	0.880	2	32.90	399940	350510	1.00		1559	1771
-0.332;0.683	-0.104;0.050	11101101	0.340	0.806	2	47.33	399973	352939	1.00		3907	4848
-0.348;0.330	0.696;0.865	11001000	1.000	1.000	5	34.88	399965	353831	1.00		858	858
-0.870;1.344	-0.257;-0.229	11000100	1.000	1.000	1	28.46	399876	354627	1.00		389	389
-1.503;-0.687	-0.979;-0.297	01000000	1.000	1.000	2	24.12	399948	354668	1.00		194	194
-0.704;-0.562	-0.177;0.499	01001001	0.649	0.917	3	32.66	399940	355466	1.00		1404	1531
-0.459;-0.325	0.074;0.490	01101011	1.000	1.000	1	44.51	399953	356996	1.00		2895	2895
0.315;0.477	-2.760;1.267	11000000	1.000	1.000	2	46.54	399987	357387	1.00		1646	1646
-0.366;0.159	-0.735;-0.451	00010100	0.238	0.750	3	27.00	399977	357672	1.00		1090	1453
#	0.843;3.905	00001000	1.000	1.000	3	30.45	399974	357853	0.50		664	664
0.469;4.044	-1.596;1.296	10000000	1.000	1.000	1	40.94	399990	358167	1.00		3357	3357
0.469;4.921	-1.596;2.294	10000000	1.000	1.000	3	40.94	399990	358728	1.00		3306	3306
-0.545;-0.340	0.074;0.490	01101011	1.000	1.000	1	41.06	399980	359584	1.00		3473	3473
0.469;5.373	#	10000000	1.000	1.000	2	40.94	399990	360147	0.50		3193	3193
-0.870;-0.041	-0.257;-0.229	11000100	1.000	1.000	1	27.64	399775	361138	1.00		166	166
-0.233;1.010	0.696;0.865	11001000	0.130	0.665	1	35.22	399965	362363	1.00		644	968
-0.342;0.186	0.511;0.637	11101001	1.000	1.000	2	45.89	399984	362654	1.00		1600	1600
-0.543;-0.325	0.174;0.490	01101011	1.000	1.000	2	40.97	399980	362745	1.00		2987	2987
-0.362;0.569	0.696;0.865	11001000	0.689	0.928	1	35.39	399965	363062	1.00		685	738
-0.459;-0.325	0.174;0.490	01101011	1.000	1.000	2	44.92	399953	364222	1.00		2150	2150
-0.830;0.174	-6.646;-0.692	00010000	1.000	1.000	1	41.14	399993	364344	1.00		1530	1530
#	-7.139;-0.626	00010000	1.000	1.000	2	40.89	399993	364344	0.50		1683	1683
-0.224;0.192	-0.104;0.050	11101101	1.000	1.000	2	48.20	399973	364416	1.00		2545	2545
0.291;0.312	0.696;0.865	11001000	0.100	1.000	1	39.34	365751	365751	1.00		0	0
-3.103;-0.719	#	01001000	0.300	0.786	5	37.33	399983	365820	0.50		1075	1368
-0.714;-0.562	0.017;1.163	01001001	0.270	0.770	4	29.28	399940	366685	1.00		956	1242
-0.704;-0.562	#	01001001	0.069	0.586	5	28.96	399940	368437	0.50		1084	1851
-3.671;-0.719	#	01001000	0.300	0.786	3	37.33	399983	368616	0.50		987	1256
-0.224;-0.093	-0.104;0.050	11101101	1.000	1.000	3	51.66	399973	368709	1.00		896	896
#	-7.100;-0.626	00010000	1.000	1.000	1	40.89	399993	368919	0.50		1466	1466
-1.503;-0.687	-0.500;-0.241	01000000	1.000	1.000	1	24.74	399948	369282	1.00		175	175
-0.253;0.200	-0.423;-0.257	11000100	0.433	0.846	2	22.50	399880	369361	1.00		478	565
-0.181;0.780	0.696;0.865	11001000	0.173	0.704	1	35.61	399965	370052	1.00		512	727
-0.342;1.293	0.503;0.637	11101001	0.278	0.774	2	43.95	399984	370119	1.00		1323	1709
-0.322;-0.093	-0.296;0.050	11101101	0.104	0.636	1	29.37	399973	370233	1.00		1193	1877
