Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-88.451;-60.636	0.120;0.213	#	#	0.334;1.055	#	#	#	-0.083;0.509	#	#	0.557;0.841	0.131;0.458	0.069;0.168	0.004;0.013	#	#	-0.870;1.986	-0.014;0.582	#	#	#	100001	1.000	1.000	1	243.56	49748	44274	0.45		14	14
#	0.120;0.213	#	#	#	#	#	0.010;0.129	#	-4.281;4.890	#	#	0.273;0.458	#	#	-0.162;1.015	#	#	#	#	1.065;1.641	0.170;0.978	100001	1.000	1.000	1	243.56	49748	44274	0.32		14	14
#	0.049;0.113	#	0.089;0.173	-0.087;0.875	#	#	#	-0.030;0.654	1.423;5.380	#	#	-0.077;0.729	#	#	#	0.320;0.893	#	#	#	#	#	011000	0.155	0.689	1	590.99	49896	44276	0.32		116	614
-86.719;-61.471	#	#	#	#	#	0.151;0.362	#	#	#	-0.164;0.701	#	#	#	0.002;0.011	-0.422;1.227	#	#	0.011;0.543	#	0.191;1.123	0.371;2.423	011000	0.097	0.627	1	516.52	49887	44276	0.36		231	1200
-77.408;-63.286	0.081;0.218	#	#	#	-0.544;3.842	0.202;0.491	0.002;0.110	-0.015;0.978	#	#	#	#	#	#	#	#	#	0.339;0.536	0.065;0.102	#	0.122;1.307	001001	0.203	0.727	1	485.75	49752	44278	0.41		14	72
-80.962;-59.186	-0.014;0.089	0.083;0.318	0.044;0.257	-0.344;0.766	#	#	0.145;0.252	0.111;0.735	#	0.191;0.829	0.538;0.806	#	#	0.005;0.011	-0.637;0.772	#	1.000;2.643	#	0.050;0.106	#	#	111000	0.388	0.828	1	593.40	49753	44279	0.59		14	29
#	#	#	#	#	#	#	#	0.831;1.304	#	0.317;1.107	#	#	0.027;0.099	#	-0.571;0.442	#	#	#	#	0.086;1.815	#	001110	1.000	1.000	1	271.47	49891	44281	0.23		29	29
#	#	-0.191;0.102	#	-0.557;0.589	#	#	-0.055;0.142	#	-0.192;2.894	#	#	0.135;0.355	0.041;0.094	0.004;0.015	0.192;1.491	-1.257;0.808	#	#	#	-0.399;1.128	#	000001	0.310	0.791	1	672.17	49981	44284	0.45		293	864
#	0.009;0.070	#	#	#	3.701;10.792	#	#	0.170;0.489	#	0.348;0.645	#	#	0.002;0.099	0.004;0.016	0.156;0.928	#	#	0.393;0.967	0.054;0.107	#	-0.206;0.584	011100	0.200	0.725	1	567.29	49761	44287	0.45		28	250
-72.946;-50.983	#	#	#	#	#	#	#	#	1.859;7.728	#	#	#	0.103;0.214	0.011;0.020	#	#	#	-0.000;0.825	#	#	#	110000	1.000	1.000	1	259.94	49762	44288	0.23		14	14
-97.271;-72.023	#	#	#	-0.652;0.490	6.845;12.253	-0.065;0.184	0.345;0.362	#	#	#	#	#	0.027;0.099	0.005;0.012	#	0.481;0.708	-0.592;1.394	0.044;0.522	#	#	-0.233;0.467	001110	0.100	1.000	1	483.44	44289	44289	0.50		0	0
-97.271;-72.023	0.000;0.102	#	0.023;0.264	#	6.845;10.691	#	0.163;0.404	#	#	0.678;1.107	0.230;0.645	#	#	0.003;0.012	#	#	#	0.230;0.703	0.047;0.064	#	#	001110	0.100	1.000	1	384.75	44289	44289	0.45		0	0
-89.938;-61.744	-0.004;0.087	-0.003;0.190	#	0.940;2.050	#	#	-0.077;0.111	#	#	-0.041;0.456	#	0.350;0.666	#	#	#	-0.212;0.525	-0.044;2.927	-0.116;0.571	#	0.526;1.541	#	100000	1.000	1.000	1	463.79	49764	44290	0.50		28	28
-89.938;-61.744	0.021;0.127	#	-0.010;0.175	#	0.158;5.326	#	#	#	#	-0.124;0.222	0.278;0.523	0.093;0.442	#	0.003;0.009	-0.219;1.365	#	#	-0.061;0.626	#	0.526;1.541	0.528;1.429	100000	0.436	0.847	1	499.27	49812	44292	0.55		57	146
-82.427;-64.026	#	#	#	#	#	0.212;0.330	-0.052;0.151	#	#	-0.124;0.222	#	0.093;0.442	#	#	#	#	#	#	0.077;0.112	0.526;1.541	0.528;1.429	100000	0.400	0.832	1	604.31	49873	44292	0.36		72	175
-81.555;-64.360	#	#	#	#	#	#	-0.071;0.325	0.220;0.499	#	#	#	0.063;0.287	0.058;0.124	0.010;0.011	-0.599;0.481	#	#	0.415;0.754	0.050;0.165	#	#	011000	0.388	0.828	1	454.27	49767	44293	0.41		14	29
-79.483;-63.993	0.007;0.113	#	0.047;0.081	-0.632;1.521	0.777;8.228	0.152;0.492	#	#	-1.050;6.233	-0.189;0.551	0.432;0.590	#	#	#	#	#	-0.252;0.912	-0.050;0.691	#	-0.221;1.288	#	000001	0.923	0.984	1	754.22	49982	44294	0.55		133	147
#	#	#	#	-0.631;1.061	#	#	#	#	1.572;5.239	#	#	#	0.026;0.151	#	#	-0.219;1.017	-0.625;1.532	0.498;1.166	0.054;0.104	0.156;1.967	-0.420;0.565	001110	0.215	0.735	1	548.55	49964	44295	0.41		191	581
-96.656;-66.058	#	0.075;0.196	#	#	#	#	0.025;0.119	#	0.695;3.147	#	0.315;0.436	#	#	#	0.400;1.249	#	#	#	#	0.639;2.203	#	001100	1.000	1.000	1	620.95	49771	44297	0.32		14	14
#	#	#	#	-0.975;0.521	#	#	#	#	2.294;5.380	#	#	0.063;0.223	#	#	-0.414;-0.120	#	-0.223;1.522	#	#	#	0.027;0.627	011000	0.402	0.833	1	547.64	49896	44298	0.27		43	72
#	0.036;0.160	#	0.108;0.249	#	#	#	#	0.009;0.499	#	-0.010;0.533	#	#	#	#	1.083;2.413	0.680;1.018	#	-0.619;0.731	#	#	-0.253;0.888	011000	0.100	1.000	1	550.92	44299	44299	0.36		0	0
-88.973;-65.865	#	#	#	#	#	#	#	#	#	#	0.561;0.834	0.176;0.611	#	0.009;0.014	0.276;1.684	#	#	#	0.100;0.124	#	#	000001	1.000	1.000	1	399.38	49774	44300	0.27		14	14
#	#	#	0.044;0.162	#	4.145;8.553	#	#	-0.005;0.485	#	#	0.349;0.546	#	#	#	-0.229;0.369	-0.111;0.398	-0.792;0.988	0.396;1.166	0.065;0.099	0.214;1.706	-0.756;0.711	001110	0.547	0.886	1	616.44	49954	44301	0.50		102	132
#	#	0.073;0.225	#	#	2.881;9.010	-0.053;0.178	0.113;0.456	0.380;1.064	5.471;9.791	#	#	#	0.061;0.114	#	#	#	#	#	0.066;0.094	#	-0.090;0.790	001100	0.237	0.750	1	394.86	49776	44302	0.41		14	86
#	#	-0.027;0.201	#	0.828;2.092	#	0.225;0.357	0.052;0.156	#	#	#	#	#	-0.020;0.046	0.009;0.013	#	#	#	0.126;0.483	0.070;0.102	-0.115;1.202	0.797;1.892	110000	1.000	1.000	2	443.54	49926	44303	0.45		57	57
#	#	#	#	0.828;2.092	#	0.225;0.357	0.052;0.156	#	0.305;3.390	-0.041;0.390	#	#	-0.020;0.046	#	#	-0.215;0.488	#	-0.004;0.363	#	-0.417;0.775	#	110000	0.392	0.829	1	402.30	49926	44303	0.41		57	116
#	-0.030;0.061	0.034;0.132	-0.002;0.189	#	8.268;12.234	#	#	#	#	#	0.295;0.652	#	0.008;0.117	0.004;0.011	#	-0.145;0.262	-0.352;2.270	0.349;1.007	#	#	#	000110	0.321	0.797	1	526.09	49778	44304	0.45		14	73
#	#	0.031;0.304	-0.020;0.165	#	#	#	#	-0.114;0.593	1.772;5.845	0.149;0.556	0.292;0.671	0.160;0.214	#	0.000;0.013	#	#	#	0.139;0.760	#	0.576;1.569	#	010000	0.154	0.688	1	639.38	49980	44307	0.45		59	440
-86.600;-50.250	-0.015;0.070	#	0.030;0.192	-0.522;0.677	#	0.008;0.144	#	0.011;0.478	#	0.013;0.723	#	0.160;0.421	-0.019;0.071	0.003;0.015	#	#	0.352;2.090	#	0.056;0.094	-0.379;1.686	-0.217;0.573	010000	0.130	0.665	1	635.28	49895	44307	0.64		72	407
-62.328;-52.699	#	#	-0.006;0.132	#	#	#	#	#	0.442;2.569	-0.188;0.713	#	#	0.006;0.064	#	#	-0.178;0.810	#	#	#	#	#	100001	0.633	0.913	2	603.34	49943	44309	0.27		174	246
#	0.016;0.096	#	0.108;0.189	#	2.545;7.428	0.015;0.129	0.016;0.169	-0.061;0.589	#	#	0.479;0.845	#	#	#	-0.422;1.227	#	-0.104;2.177	#	0.052;0.098	0.260;0.894	0.264;0.803	011000	0.802	0.957	1	745.94	49965	44311	0.55		101	116
#	#	-0.069;0.086	-0.028;0.058	0.382;1.299	#	#	-0.025;0.059	#	#	-0.224;0.467	#	#	#	#	#	-0.151;0.673	0.932;2.541	#	0.090;0.133	-0.421;1.312	#	100001	0.827	0.963	1	539.46	49876	44316	0.41		101	130
-78.468;-57.071	0.050;0.159	#	0.009;0.098	#	#	0.224;0.311	#	#	-1.427;4.128	-0.818;0.391	#	#	#	0.009;0.014	#	-0.447;0.474	#	-0.050;0.552	#	1.137;2.564	#	000001	1.000	1.000	1	320.93	49791	44317	0.45		14	14
#	#	#	#	0.938;1.643	#	0.224;0.492	#	-0.037;0.396	-1.672;-1.427	-0.170;0.631	#	0.171;0.616	-0.003;0.075	#	#	-0.129;0.474	#	#	0.075;0.124	#	#	000001	0.100	1.000	1	376.95	44317	44317	0.41		0	0
-107.606;-79.790	0.068;0.206	0.183;0.373	0.194;0.319	#	#	#	-0.066;0.346	0.427;0.803	#	#	#	#	0.062;0.113	0.006;0.015	#	#	#	#	#	#	-0.442;0.805	000100	1.000	1.000	1	306.07	49821	44319	0.41		29	29
#	#	#	-0.006;0.132	0.035;0.987	#	#	0.074;0.142	-0.094;0.464	-0.184;3.766	#	0.313;0.482	#	0.006;0.064	#	#	-0.178;0.810	#	0.048;0.750	#	#	#	100001	0.130	0.665	1	562.93	49935	44320	0.41		57	248
#	#	0.087;0.185	#	#	#	#	#	#	-0.423;6.242	#	#	#	0.097;0.140	#	-0.155;1.138	#	#	0.108;0.362	#	#	0.544;1.029	010000	1.000	1.000	1	332.80	49796	44322	0.27		14	14
-75.528;-58.019	#	-0.012;0.188	-0.006;0.111	-0.353;0.353	#	#	#	#	#	#	#	#	#	#	-0.468;0.458	-0.128;0.491	#	#	#	1.546;3.261	0.174;1.197	100001	1.000	1.000	1	309.63	49797	44323	0.36		14	14
-75.547;-63.993	-0.029;0.132	#	-0.001;0.085	#	#	0.312;0.498	#	-0.060;0.418	0.540;3.414	#	0.265;0.472	#	#	#	0.871;1.537	#	#	0.008;0.555	#	#	#	000001	0.647	0.917	1	495.91	49799	44325	0.41		14	28
#	-0.029;0.133	-0.045;0.083	#	0.691;1.855	-2.796;5.377	0.312;0.498	-0.020;0.137	#	#	#	#	#	#	#	#	#	#	0.047;0.695	0.066;0.131	-0.448;1.445	#	000001	0.274	0.772	1	459.33	49905	44325	0.41		43	203
#	-0.004;0.087	#	#	#	#	0.217;0.366	-0.077;0.199	#	#	#	0.375;0.659	0.498;0.666	#	0.003;0.013	-0.219;0.146	#	#	-0.116;0.854	#	-0.068;1.277	#	100000	1.000	1.000	1	492.05	49764	44327	0.41		14	14
-87.279;-76.581	#	0.003;0.189	0.131;0.272	#	#	#	#	#	#	0.302;0.846	0.520;0.684	#	0.030;0.088	#	#	-0.013;0.925	#	0.147;0.455	0.061;0.114	0.758;2.350	#	011000	0.489	0.867	1	530.69	49802	44328	0.45		56	70
#	#	-0.008;0.086	-0.028;0.123	#	#	#	-0.177;0.059	#	-2.363;3.581	#	#	0.200;0.543	#	#	-0.052;0.700	#	0.932;2.541	0.121;0.413	0.068;0.137	#	#	100001	0.589	0.900	1	486.09	49901	44330	0.41		87	146
-77.704;-68.338	#	-0.008;0.086	#	#	0.010;5.418	#	#	#	0.001;7.880	#	#	#	0.097;0.152	#	-0.404;0.962	#	0.932;2.541	0.105;0.524	0.096;0.108	-0.421;1.369	#	100001	1.000	1.000	1	487.28	49804	44330	0.45		14	14
#	#	0.000;0.194	#	-0.388;0.388	#	-0.135;0.407	0.047;0.228	-0.046;0.731	3.250;6.460	0.404;0.874	#	#	#	#	-0.238;0.703	#	#	0.117;0.691	0.073;0.109	#	-0.462;0.615	001000	0.262	0.765	1	625.47	49843	44332	0.50		29	100
#	-0.040;0.123	#	#	#	2.086;8.215	#	#	#	#	#	#	#	#	0.010;0.016	#	#	#	#	#	#	-0.090;0.646	100000	0.481	0.864	1	349.26	49815	44341	0.18		42	71
#	#	-0.039;0.193	0.014;0.143	-0.755;0.260	#	#	0.019;0.123	#	#	-0.093;0.511	#	-0.038;0.127	#	#	0.920;1.711	#	#	-0.149;0.561	0.066;0.106	#	#	000100	0.129	0.664	1	518.54	49816	44342	0.41		14	71
-96.919;-66.108	-0.022;0.095	-0.039;0.193	0.051;0.143	#	#	-0.107;0.140	0.019;0.123	#	#	#	#	#	#	0.004;0.020	0.920;2.583	#	-0.912;0.851	0.316;0.561	#	0.426;1.387	#	000100	0.190	0.717	1	573.41	49816	44342	0.50		14	43
-86.312;-63.631	#	0.153;0.257	#	-0.741;0.264	2.698;8.106	#	0.140;0.245	0.258;0.611	0.202;7.979	0.520;0.853	0.425;0.635	#	#	#	-0.690;0.439	#	-0.536;1.654	0.225;0.752	#	#	#	001010	1.000	1.000	1	393.24	49817	44343	0.55		14	14
-107.606;-79.790	0.068;0.114	0.142;0.373	#	#	#	0.065;0.213	#	#	#	-0.011;0.981	0.411;0.700	#	#	#	0.169;0.748	#	#	0.738;1.180	0.066;0.105	#	#	000100	1.000	1.000	1	351.68	49821	44347	0.41		14	14
#	0.001;0.206	0.142;0.228	#	-0.652;0.652	#	#	#	0.318;0.637	2.281;6.725	0.068;0.492	#	-0.116;0.352	#	0.006;0.018	#	#	#	#	#	#	#	000100	0.106	0.638	1	506.58	49821	44347	0.36		14	260
-96.656;-66.058	0.009;0.104	#	#	#	#	#	#	-0.111;0.425	0.695;4.645	#	#	#	#	#	-0.078;0.586	#	#	#	0.051;0.104	0.639;2.203	#	001100	0.164	0.696	1	598.68	49875	44348	0.32		57	883
-69.812;-33.982	#	0.118;0.204	#	-0.432;0.432	#	-0.010;0.144	#	-0.046;0.672	#	#	#	0.051;0.340	0.023;0.087	#	-0.602;0.324	#	0.805;1.887	0.076;0.706	#	#	#	110000	0.642	0.915	1	562.78	49946	44351	0.45		29	59
-72.946;-50.983	0.040;0.129	#	0.125;0.245	#	-2.190;7.343	#	0.028;0.231	#	#	0.060;0.573	0.479;0.616	0.051;0.340	0.004;0.069	#	#	#	0.655;3.099	#	#	#	-0.301;1.371	110000	1.000	1.000	1	596.81	49946	44351	0.50		29	29
-75.528;-48.604	#	#	#	-0.115;0.432	1.758;5.243	0.288;0.513	0.080;0.184	#	1.119;4.822	#	0.620;0.841	#	0.006;0.104	#	#	-0.050;0.603	0.932;2.319	0.172;0.761	#	0.183;1.363	#	100001	1.000	1.000	1	329.44	49826	44352	0.55		14	14
-85.560;-57.744	#	#	#	#	#	0.288;0.513	#	#	1.119;4.822	#	0.607;0.828	#	#	0.002;0.013	#	#	#	0.064;0.652	0.096;0.137	#	#	100001	0.647	0.917	1	360.01	49826	44352	0.32		14	28
#	#	0.062;0.154	#	#	#	#	#	0.274;0.718	#	-0.309;0.617	0.298;0.478	-0.112;0.212	#	0.005;0.012	#	#	#	#	0.057;0.090	#	#	001110	0.374	0.821	1	480.21	49964	44353	0.32		189	363
#	-0.002;0.061	#	0.035;0.152	#	4.528;10.297	-0.096;0.223	#	#	2.921;5.505	0.124;0.469	#	-0.285;0.157	#	0.005;0.013	0.367;0.807	#	-0.676;1.241	#	#	#	-0.540;0.297	000110	0.576	0.896	2	627.17	49860	44354	0.50		57	115
-84.722;-59.269	#	0.060;0.200	#	#	#	#	#	#	#	#	0.305;0.608	#	0.036;0.129	#	-1.293;1.395	-0.239;0.883	0.049;0.917	0.192;0.677	#	-0.149;1.123	#	011000	0.097	0.627	1	662.25	49973	44359	0.41		274	1734
-92.905;-74.231	0.011;0.090	#	0.170;0.329	#	1.503;7.993	0.013;0.254	#	#	2.921;6.007	0.340;0.924	#	-0.092;0.323	0.022;0.111	#	0.305;0.926	#	-0.852;1.613	0.177;1.090	0.056;0.105	0.584;1.846	-0.309;0.696	000110	1.000	1.000	1	492.19	49882	44361	0.68		57	57
-75.547;-63.993	0.019;0.129	0.031;0.083	#	#	0.947;8.158	#	#	-0.607;0.381	#	#	#	0.010;0.175	#	#	0.871;1.032	#	#	#	#	#	-0.265;0.855	000001	1.000	1.000	1	567.66	49838	44364	0.36		28	28
#	#	0.031;0.083	#	#	#	0.035;0.216	#	-0.607;0.381	#	#	#	#	#	#	0.871;1.032	#	#	-0.050;0.791	#	0.257;2.013	-0.265;0.855	000001	1.000	1.000	1	583.18	49838	44364	0.32		42	42
#	#	#	#	-0.438;0.677	#	-0.005;0.245	-0.072;0.184	#	2.487;7.424	#	#	0.212;0.338	#	#	#	0.061;1.153	0.869;1.794	#	0.059;0.095	#	#	000010	0.089	0.617	1	465.14	49841	44367	0.36		14	100
#	0.016;0.168	-0.003;0.177	0.042;0.118	#	#	-0.025;0.298	#	0.315;0.805	1.147;6.331	#	0.323;0.462	-0.112;0.212	0.110;0.182	0.002;0.014	#	-0.159;0.460	#	#	#	#	-0.299;0.653	001110	1.000	1.000	1	486.41	49842	44368	0.55		28	28
#	0.030;0.129	#	#	-0.082;0.800	2.847;6.452	0.212;0.366	-0.135;0.110	-0.339;0.481	#	#	0.278;0.523	0.208;0.393	-0.020;0.059	0.003;0.009	#	-0.191;0.462	#	#	0.063;0.108	-0.292;0.998	0.139;1.306	100000	1.000	1.000	1	551.09	49844	44370	0.64		14	14
-82.051;-54.638	0.049;0.205	#	#	-0.396;0.521	#	#	#	0.220;1.417	-1.320;6.704	#	0.698;0.987	0.063;0.353	#	#	#	0.818;1.866	0.049;1.966	#	#	0.016;0.894	0.357;1.595	011000	1.000	1.000	1	210.54	49845	44371	0.50		14	14
#	#	#	#	-0.087;0.636	#	#	0.087;0.244	#	1.423;5.126	-0.044;0.375	#	-0.077;0.332	0.024;0.136	#	-0.422;1.227	0.116;0.893	#	#	#	0.260;0.894	#	011000	0.180	0.710	1	643.48	49965	44372	0.41		229	980
-84.270;-70.576	#	#	#	-0.087;0.875	1.539;7.428	#	0.087;0.244	#	#	-0.164;0.596	0.314;0.642	-0.077;0.332	0.021;0.139	0.002;0.011	#	#	#	#	0.052;0.098	#	0.371;2.423	011000	0.307	0.789	1	651.58	49965	44372	0.50		201	429
#	#	0.025;0.252	#	#	#	#	-0.028;0.227	#	1.572;13.382	#	#	0.081;0.273	0.041;0.118	#	#	#	#	0.498;1.229	0.060;0.113	0.918;2.482	0.704;1.207	001110	1.000	1.000	2	454.91	49848	44374	0.41		14	14
#	0.049;0.120	-0.017;0.218	#	#	#	#	#	#	#	0.105;0.846	#	#	0.036;0.155	#	#	-0.266;0.957	-0.604;1.415	0.054;0.543	#	0.048;1.413	-0.280;0.814	011000	0.080	0.604	1	610.52	49896	44376	0.41		255	1972
#	#	#	0.104;0.180	#	3.518;10.128	0.139;0.287	0.144;0.244	#	-1.170;6.606	#	#	#	0.027;0.096	0.005;0.012	#	-0.154;0.851	#	#	#	#	#	001000	1.000	1.000	1	680.02	49903	44377	0.36		29	29
#	-0.010;0.118	0.071;0.146	0.104;0.180	#	#	0.139;0.287	0.144;0.244	0.110;0.669	#	#	#	#	0.027;0.096	#	-0.325;1.102	#	#	#	#	0.107;1.891	-0.143;0.880	001000	1.000	1.000	1	680.02	49903	44377	0.45		29	29
#	#	#	0.194;0.340	-0.089;0.511	0.914;5.961	#	-0.011;0.267	0.298;0.605	#	-0.235;0.659	#	#	0.032;0.078	0.004;0.012	-0.229;0.369	-0.214;0.807	#	#	#	0.398;1.166	#	111000	1.000	1.000	1	311.82	49853	44379	0.50		14	14
#	#	#	0.039;0.117	#	0.308;5.837	0.108;0.362	#	#	#	#	#	#	0.058;0.128	#	#	-0.205;0.883	#	#	#	#	-0.074;0.662	011000	0.092	0.621	1	615.18	49973	44380	0.27		128	915
#	#	0.004;0.185	#	-0.550;0.802	4.744;10.273	-0.090;0.214	0.009;0.185	-0.069;0.535	0.650;1.471	#	#	0.004;0.225	0.063;0.130	#	#	#	-0.138;2.707	#	#	0.758;1.581	-0.475;0.675	001010	0.088	0.973	1	762.99	44381	44381	0.55		0	0
-84.270;-72.048	#	#	#	#	1.539;7.428	#	#	#	#	0.004;0.596	0.373;0.744	#	#	0.004;0.012	#	#	#	#	0.052;0.098	0.287;0.894	0.264;2.423	011000	0.226	0.743	1	610.22	49965	44382	0.36		199	546
-110.348;-84.673	0.050;0.139	#	#	#	#	#	#	-0.061;0.485	7.946;13.994	0.088;0.754	#	-0.034;0.269	#	#	#	#	#	0.214;0.892	#	#	#	101000	1.000	1.000	1	249.98	49857	44383	0.32		14	14
-110.348;-84.673	0.050;0.139	#	-0.031;0.162	#	#	#	#	-0.061;0.485	7.946;13.994	#	#	-0.034;0.269	#	#	#	#	#	0.214;0.892	0.055;0.094	#	#	101000	1.000	1.000	1	249.98	49857	44383	0.36		14	14
-96.114;-81.565	#	#	0.089;0.162	#	#	#	#	#	#	#	#	#	-0.065;0.087	#	-0.261;0.369	-0.111;0.398	-0.792;0.646	#	#	-0.810;1.706	#	001110	1.000	1.000	1	662.48	49858	44384	0.32		14	14
#	#	#	0.188;0.365	0.076;1.063	#	-0.057;0.309	#	#	#	#	#	#	#	#	#	#	1.370;2.671	#	#	0.109;1.397	#	010000	1.000	1.000	1	332.88	49859	44385	0.23		14	14
#	0.026;0.112	#	#	0.289;0.681	#	#	#	#	0.076;2.569	-0.188;0.713	#	#	-0.016;0.064	#	#	-0.303;0.936	#	#	0.078;0.137	#	-0.087;1.008	100001	0.551	0.888	1	576.28	49943	44388	0.36		113	215
#	#	#	#	-0.044;0.678	#	#	#	#	0.076;2.569	-0.188;0.713	0.565;0.760	#	#	#	#	-0.303;0.936	0.421;2.319	#	#	0.183;0.827	#	100001	0.239	0.751	1	697.93	49943	44388	0.32		29	229
#	0.040;0.129	#	#	-0.353;0.790	#	#	0.082;0.178	#	#	-0.147;0.482	0.317;0.552	0.103;0.475	0.004;0.119	0.002;0.014	#	-0.252;0.456	0.874;2.900	#	0.065;0.093	#	-0.135;0.907	110000	0.287	0.779	1	604.98	49950	44390	0.55		86	301
-88.197;-56.958	-0.050;0.112	#	#	-0.349;0.497	7.472;9.470	#	#	#	0.216;5.582	#	0.315;0.436	#	#	#	#	#	#	0.064;0.812	0.051;0.104	#	-0.014;0.614	001100	0.746	0.943	1	523.05	49875	44391	0.41		29	44
-96.656;-67.423	0.027;0.086	0.075;0.196	#	#	3.898;12.911	-0.110;0.086	0.025;0.119	-0.049;0.425	0.695;4.645	#	0.315;0.436	#	0.017;0.089	#	-0.078;0.586	0.015;0.634	#	0.191;0.812	#	#	#	001100	1.000	1.000	2	598.76	49875	44391	0.59		43	43
-60.640;-48.604	#	#	0.039;0.233	#	#	#	#	#	#	-0.063;0.504	#	0.079;0.436	#	0.002;0.013	#	#	1.576;2.843	#	#	-0.660;1.343	#	100001	1.000	1.000	1	462.66	49866	44392	0.32		14	14
#	#	0.026;0.252	0.044;0.213	#	3.745;8.553	0.040;0.184	0.060;0.298	#	1.154;8.548	-0.151;0.698	0.372;0.546	-0.043;0.212	#	#	#	0.474;1.017	0.050;1.522	0.498;1.166	0.060;0.096	0.024;1.972	#	001110	1.000	1.000	1	620.10	49962	44393	0.64		29	29
-66.480;-56.563	0.024;0.082	#	#	0.185;0.644	#	#	-0.050;0.187	-0.174;0.475	#	#	0.312;0.449	#	0.004;0.109	#	#	#	0.332;1.828	0.050;0.511	#	#	-0.183;0.783	100010	0.595	0.901	2	647.96	49979	44397	0.45		43	71
-89.938;-61.744	-0.004;0.087	#	#	#	#	0.292;0.366	#	#	0.918;4.498	#	#	#	0.013;0.121	0.003;0.009	#	#	#	#	#	0.526;1.541	0.528;1.874	100000	0.741	0.942	1	416.43	49929	44399	0.36		71	86
-89.938;-61.744	-0.004;0.087	-0.003;0.190	#	#	-2.713;4.849	0.217;0.440	#	#	#	#	0.251;0.617	#	#	0.003;0.009	#	-0.422;0.817	-0.044;2.927	-0.061;0.626	#	#	0.528;1.874	100000	0.351	0.811	1	490.87	49884	44399	0.50		141	444
-88.197;-56.958	-0.050;0.112	#	#	#	7.472;15.399	#	-0.019;0.173	#	0.095;7.254	0.024;0.431	0.315;0.436	-0.073;0.198	0.031;0.079	#	#	#	#	0.064;0.812	#	1.313;1.895	#	001100	1.000	1.000	1	633.11	49875	44401	0.50		14	14
#	#	0.001;0.162	#	#	7.472;9.470	#	#	#	0.216;7.748	#	#	#	#	#	#	0.008;0.494	#	#	0.051;0.104	#	#	001100	0.354	0.812	1	521.87	49875	44401	0.23		56	240
#	#	#	#	#	#	#	0.087;0.244	0.094;0.577	#	-0.164;0.596	#	0.108;0.478	#	#	#	#	#	#	0.052;0.106	#	0.371;2.423	011000	0.240	0.751	1	603.23	49965	44404	0.27		239	723
-84.270;-70.576	#	#	0.130;0.252	-0.352;0.875	#	0.278;0.487	#	0.094;0.577	#	-0.164;0.596	0.377;0.579	#	#	0.003;0.011	#	#	1.103;2.028	#	0.052;0.106	#	0.504;2.423	011000	1.000	1.000	1	357.17	49878	44404	0.50		14	14
#	#	#	0.227;0.329	#	3.071;10.162	#	#	-0.154;0.836	2.921;6.007	#	#	#	#	#	0.305;0.926	-0.005;0.682	#	0.507;1.090	#	#	#	000110	1.000	1.000	1	384.20	49882	44408	0.32		28	28
#	-0.004;0.087	#	#	0.940;2.050	-0.089;5.800	0.216;0.366	#	#	#	#	0.316;0.725	0.350;0.666	#	0.003;0.009	-0.219;0.938	-0.212;0.525	#	-0.116;0.571	#	#	#	100000	0.675	0.924	1	428.53	49929	44410	0.45		85	128
#	#	0.004;0.115	0.003;0.147	#	#	0.038;0.180	#	-0.275;0.300	-0.330;2.756	#	#	0.164;0.666	0.005;0.073	#	0.057;0.597	-0.237;0.550	-0.335;1.993	-0.093;0.334	#	#	0.276;1.874	100000	0.402	0.833	1	687.27	49885	44411	0.55		14	128
#	#	-0.041;0.172	#	0.827;1.638	#	#	#	-0.030;0.562	#	#	0.576;0.855	0.063;0.415	0.058;0.157	#	#	0.320;0.893	#	0.080;0.635	#	#	#	011000	1.000	1.000	1	305.59	49887	44413	0.36		14	14
#	#	#	0.108;0.254	-0.570;0.682	#	#	#	#	#	#	#	#	#	#	1.083;2.413	0.262;0.680	#	#	#	#	-0.253;0.888	011000	1.000	1.000	2	510.37	49927	44414	0.23		43	43
#	#	#	-0.043;0.129	-0.632;0.611	#	0.152;0.492	#	#	#	#	#	#	#	#	#	#	#	-0.489;0.691	0.096;0.123	#	-0.265;0.710	000001	0.345	0.808	1	539.90	49985	44416	0.27		85	199
#	0.001;0.103	0.231;0.412	0.080;0.340	#	6.845;12.201	-0.103;0.206	#	#	#	0.322;1.149	0.323;0.645	#	0.039;0.099	#	#	0.205;1.017	-0.625;1.189	#	#	#	#	001110	0.647	0.917	1	313.46	49891	44417	0.45		14	28
#	#	#	#	#	6.845;10.691	-0.080;0.184	#	0.666;1.304	#	#	0.376;0.542	#	#	#	#	#	#	#	0.047;0.104	0.664;2.173	#	001110	0.473	0.861	1	325.57	49891	44417	0.27		42	84
-81.277;-65.016	#	0.115;0.236	#	#	#	0.015;0.343	#	#	#	#	0.674;0.794	#	#	#	#	#	#	0.060;0.512	#	-0.060;1.558	#	110000	1.000	1.000	1	352.79	49892	44418	0.27		14	14
