Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	50	81	0.117	0.671	0.16	0.01	2.0	0.65	0.034
2000	99	161	0.109	0.685	0.15	0.04	1.988	0.685	0.027
3000	145	235	0.111	0.686	0.14	0.07	1.97	0.696	0.026
4000	186	314	0.096	0.722	0.14	0.13	1.998	0.713	0.026
5000	230	396	0.092	0.728	0.13	0.19	2.006	0.719	0.026
6000	282	486	0.089	0.735	0.13	0.26	2.007	0.725	0.026
7000	300	500	0.09	0.734	0.12	0.34	2.014	0.717	0.007
8000	308	500	0.092	0.726	0.11	0.42	2.006	0.717	0.000
9000	316	500	0.084	0.75	0.10	0.49	2.028	0.719	0.000
10000	321	500	0.079	0.766	0.11	0.57	2.041	0.722	0.000
11000	337	500	0.08	0.762	0.11	0.65	2.041	0.718	0.010
12000	339	500	0.077	0.771	0.11	0.74	2.049	0.719	0.014
13000	340	500	0.077	0.771	0.11	0.82	2.038	0.731	0.015
14000	340	500	0.07	0.793	0.11	0.90	2.06	0.73	0.006
15000	341	500	0.073	0.785	0.10	0.98	2.05	0.732	0.012
16000	346	500	0.069	0.796	0.10	1.07	2.059	0.734	0.004
17000	345	500	0.068	0.799	0.09	1.15	2.058	0.738	0.009
18000	338	500	0.066	0.805	0.09	1.23	2.067	0.736	0.026
19000	337	500	0.061	0.816	0.09	1.31	2.077	0.739	0.005
20000	343	500	0.061	0.818	0.09	1.38	2.072	0.746	0.016
21000	346	500	0.059	0.824	0.09	1.45	2.09	0.734	0.005
22000	347	500	0.063	0.812	0.09	1.53	2.093	0.719	0.010
23000	348	500	0.063	0.811	0.09	1.60	2.09	0.721	0.030
24000	361	500	0.063	0.811	0.09	1.68	2.091	0.72	0.004
25000	356	500	0.06	0.82	0.08	1.75	2.086	0.734	0.013
26000	357	500	0.059	0.822	0.08	1.82	2.091	0.731	0.028
27000	354	500	0.059	0.824	0.08	1.89	2.09	0.734	0.000
28000	350	500	0.058	0.826	0.08	1.97	2.089	0.737	0.008
29000	349	500	0.057	0.83	0.08	2.04	2.098	0.732	0.012
30000	339	500	0.057	0.83	0.08	2.11	2.093	0.737	0.010
31000	349	500	0.052	0.845	0.08	2.18	2.096	0.749	0.007
32000	352	500	0.052	0.844	0.08	2.25	2.083	0.761	0.015
