att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.697;0.470	#	111	0.495	0.869	1	106.20	199995	65016	0.50		89743	119901
#	-0.668;-0.514	110	0.501	0.871	2	92.51	199965	65600	0.50		7316	11938
#	-0.593;0.612	101	0.109	0.642	3	105.78	199825	86989	0.50		1942	92945
0.539;2.397	#	101	0.299	0.786	2	72.43	199825	103807	0.50		1377	3857
#	-0.481;0.530	111	0.897	0.979	7	110.10	199995	113225	0.50		58936	61670
#	-4.328;-0.611	100	1.000	1.000	2	99.67	199985	118693	0.50		7219	7219
#	0.623;2.256	001	1.000	1.000	2	104.86	199992	128796	0.50		4284	4284
0.575;1.018	-0.161;0.442	100	0.285	0.778	1	74.91	199856	133546	1.00		190	570
#	0.623;2.337	001	1.000	1.000	3	104.86	199992	137313	0.50		3771	3771
#	-0.481;0.515	111	0.896	0.978	10	110.64	199995	137317	0.50		42037	44010
0.539;2.397	-0.899;0.612	101	0.366	0.818	1	70.62	199825	138401	1.00		880	1939
0.539;2.330	-0.593;0.612	101	0.449	0.852	1	69.85	199825	142122	1.00		829	1491
0.578;1.752	-0.593;0.716	101	0.555	0.889	2	71.65	199782	143169	1.00		651	977
0.575;1.716	#	100	0.285	0.778	1	73.63	199987	146808	0.50		609	1369
#	0.551;0.650	011	0.596	0.902	7	92.30	199991	148177	0.50		1781	2525
-0.697;-0.035	-0.316;0.515	111	1.000	1.000	1	111.04	199995	148397	1.00		15381	15381
-1.095;-0.698	#	100	0.401	0.833	4	76.07	199970	149638	0.50		577	866
#	-4.580;-0.611	100	1.000	1.000	2	99.67	199985	149670	0.50		4470	4470
-0.768;0.271	0.625;1.508	001	1.000	1.000	2	118.27	199992	149921	1.00		1721	1721
#	-5.409;-0.611	100	1.000	1.000	1	99.67	199985	152161	0.50		4249	4249
-0.360;0.318	-0.668;-0.514	110	0.724	0.938	1	98.10	199965	154246	1.00		1704	2097
-0.346;0.318	-0.668;-0.514	110	0.724	0.938	4	98.10	199965	154326	1.00		1700	2092
-0.697;0.529	-0.481;0.515	111	1.000	1.000	4	111.03	199995	154369	1.00		29820	29820
-0.697;0.529	#	111	0.484	0.865	3	106.04	199995	154767	0.50		31376	42125
-0.697;0.529	-0.481;0.530	111	1.000	1.000	5	110.44	199995	158634	1.00		27390	27390
-0.606;0.188	#	011	0.073	0.593	1	112.16	199889	159725	0.50		1152	23998
0.539;2.832	#	101	0.299	0.785	1	72.43	199825	160039	0.50		570	1599
-1.559;0.427	-0.668;-0.514	110	0.568	0.893	1	95.57	199965	160836	1.00		2132	3141
#	0.623;2.001	001	1.000	1.000	2	104.86	199992	160980	0.50		2345	2345
#	0.623;3.191	001	1.000	1.000	5	104.86	199992	161951	0.50		2289	2289
-0.529;0.221	0.625;1.306	001	1.000	1.000	1	125.20	199947	162697	1.00		962	962
#	-0.546;-0.514	110	0.751	0.944	2	91.66	199934	162818	0.50		533	640
-0.768;0.271	0.623;1.557	001	1.000	1.000	1	118.27	199992	163696	1.00		1248	1248
-0.697;0.470	-0.481;0.515	111	1.000	1.000	1	111.04	199995	165075	1.00		22217	22217
-0.521;0.088	0.551;0.650	011	0.731	0.939	3	100.05	199889	165118	1.00		899	1099
-1.095;-0.698	-0.125;0.933	100	0.285	0.778	1	73.74	199970	165419	1.00		198	297
-0.635;0.410	0.551;0.650	011	0.647	0.917	2	90.96	199991	165934	1.00		1170	1561
0.539;1.767	#	101	0.300	0.786	1	72.43	199825	166901	0.50		474	1325
#	-3.736;-0.611	100	1.000	1.000	3	99.67	199985	167168	0.50		2916	2916
-0.987;-0.698	#	100	0.402	0.833	3	76.07	199970	167275	0.50		375	562
0.012;0.411	-0.668;-0.465	110	0.752	0.944	2	97.40	199934	167477	1.00		931	1117
-0.397;0.411	-0.668;-0.465	110	0.686	0.928	3	97.38	199965	167677	1.00		1666	2129
#	0.551;0.690	011	0.554	0.889	3	93.27	199991	168288	0.50		1089	1635
-0.989;-0.398	0.623;3.191	001	1.000	1.000	1	113.86	199992	168931	1.00		534	534
#	0.623;1.919	001	1.000	1.000	2	104.86	199992	169072	0.50		1860	1860
#	0.649;2.256	001	1.000	1.000	1	104.37	199947	169303	0.50		1671	1671
0.441;1.752	-0.593;0.716	101	0.194	0.720	1	69.78	199825	169702	1.00		433	2689
-0.622;0.470	#	111	0.485	0.865	1	106.54	199995	170125	0.50		18328	24740
-0.881;0.427	-0.668;-0.514	110	0.567	0.893	1	95.57	199965	170469	1.00		1606	2367
-1.095;-0.698	-4.571;-0.433	100	1.000	1.000	1	88.00	199894	170578	1.00		84	84
-1.095;-0.698	-0.575;0.908	100	0.402	0.833	1	76.07	199970	170654	1.00		336	504
#	-5.328;-0.611	100	1.000	1.000	4	99.67	199985	171684	0.50		2516	2516
-0.583;0.088	0.551;0.690	011	0.730	0.939	1	100.05	199889	171867	1.00		724	886
#	-1.043;-0.433	100	0.330	0.801	1	91.26	199987	171974	0.50		2891	5378
-0.595;0.026	-0.668;-0.465	110	0.500	0.870	1	97.78	199965	172011	1.00		883	1444
0.539;2.330	-0.593;0.398	101	0.402	0.833	1	69.77	199825	172145	1.00		318	636
#	-0.374;0.515	111	0.900	0.979	1	110.31	199995	172170	0.50		16992	17788
-0.697;0.497	-0.481;0.530	111	1.000	1.000	1	110.75	199995	172423	1.00		17780	17780
-1.426;-0.698	#	100	0.402	0.833	4	76.07	199970	173906	0.50		299	448
0.575;1.018	#	100	0.285	0.778	2	73.63	199987	174379	0.50		293	658
-0.987;0.442	-4.580;-0.611	100	1.000	1.000	1	101.29	199985	174903	1.00		1795	1795
#	0.040;0.716	101	0.111	0.644	1	102.97	199782	175003	0.50		143	10676
-1.209;0.170	0.623;3.191	001	1.000	1.000	1	118.27	199992	175610	1.00		839	839
#	-0.425;0.823	111	0.694	0.930	1	106.10	199995	175661	0.50		16467	19113
0.539;2.330	0.127;0.886	101	0.285	0.778	1	75.56	199782	175701	1.00		139	417
-1.559;0.427	-0.668;-0.510	110	0.567	0.893	1	95.57	199965	175789	1.00		1317	1942
0.083;1.049	0.623;1.919	001	1.000	1.000	2	92.08	199944	175863	1.00		760	760
-0.667;0.170	0.649;3.029	001	1.000	1.000	1	122.00	199947	176445	1.00		606	606
-0.869;0.346	-0.481;0.530	111	0.944	0.989	1	111.71	199995	176500	1.00		13403	13672
-0.987;-0.698	-4.648;-0.288	100	0.555	0.889	1	77.83	199894	176511	1.00		134	201
#	0.625;3.191	001	1.000	1.000	2	104.86	199992	176981	0.50		1385	1385
#	0.623;2.966	001	1.000	1.000	1	104.86	199992	177330	0.50		1364	1364
