Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
3500	129	246	0.149	0.6777142857142857	0.11	0.08	2.479142857142857	0.07342857142857143	0.839
7000	256	489	0.126	0.7417142857142857	0.11	0.27	2.535142857142857	0.08828571428571429	0.845
10500	295	500	0.097	0.7862857142857143	0.12	0.54	2.5345714285714287	0.17542857142857143	0.351
14000	310	500	0.076	0.8268571428571428	0.12	0.83	2.532	0.24142857142857144	0.011
17500	332	500	0.078	0.832	0.13	1.10	2.532857142857143	0.2342857142857143	0.000
21000	350	500	0.072	0.8494285714285714	0.15	1.40	2.532	0.2517142857142857	0.011
24500	353	500	0.085	0.8191428571428572	0.15	1.72	2.5331428571428574	0.21171428571428572	0.028
28000	345	500	0.081	0.8185714285714286	0.14	2.02	2.5342857142857143	0.22371428571428573	0.000
31500	360	500	0.073	0.8331428571428572	0.14	2.34	2.5334285714285714	0.24685714285714286	0.003
35000	375	500	0.054	0.8765714285714286	0.13	2.63	2.5277142857142856	0.31114285714285717	0.008
38500	360	500	0.038	0.9028571428571428	0.14	2.93	2.5228571428571427	0.36342857142857143	0.003
42000	364	500	0.038	0.9057142857142857	0.14	3.25	2.5317142857142856	0.354	0.125
45500	360	500	0.034	0.9111428571428571	0.14	3.56	2.5225714285714287	0.374	0.004
49000	371	500	0.039	0.9042857142857142	0.14	3.87	2.528857142857143	0.35428571428571426	0.000
52500	368	500	0.046	0.8942857142857142	0.12	4.15	2.5325714285714285	0.33057142857142857	0.000
56000	359	500	0.039	0.9034285714285715	0.12	4.45	2.5282857142857145	0.3537142857142857	0.000
59500	359	500	0.035	0.9102857142857143	0.12	4.73	2.5205714285714285	0.37457142857142856	0.000
63000	362	500	0.033	0.9145714285714286	0.13	5.05	2.518	0.3822857142857143	0.038
66500	364	500	0.036	0.908	0.12	5.33	2.5222857142857142	0.37114285714285716	0.009
70000	366	500	0.034	0.9108571428571428	0.13	5.62	2.5211428571428574	0.37542857142857144	0.007
73500	382	500	0.033	0.9142857142857143	0.14	5.92	2.5182857142857142	0.38142857142857145	0.017
77000	389	500	0.032	0.9182857142857143	0.15	6.24	2.518	0.386	0.000
80500	374	500	0.034	0.914	0.13	6.57	2.5222857142857142	0.37714285714285717	0.003
84000	377	500	0.033	0.9148571428571428	0.14	6.89	2.5225714285714287	0.378	0.010
87500	366	500	0.031	0.9217142857142857	0.13	7.20	2.5228571428571427	0.38342857142857145	0.016
91000	362	500	0.03	0.9274285714285714	0.13	7.49	2.5274285714285716	0.38371428571428573	0.000
94500	353	500	0.029	0.9297142857142857	0.13	7.76	2.5331428571428574	0.37942857142857145	0.000
98000	358	500	0.028	0.934	0.13	8.05	2.5348571428571427	0.382	0.065
101500	347	500	0.031	0.9254285714285714	0.14	8.32	2.537142857142857	0.37114285714285716	0.000
105000	353	500	0.029	0.9294285714285714	0.14	8.58	2.5362857142857145	0.376	0.000
108500	346	500	0.028	0.9317142857142857	0.14	8.86	2.5365714285714285	0.37885714285714284	0.025
112000	340	500	0.029	0.9302857142857143	0.12	9.11	2.536	0.378	0.012
115500	344	500	0.021	0.9494285714285714	0.12	9.38	2.536	0.40085714285714286	0.082
119000	359	500	0.022	0.9474285714285714	0.13	9.67	2.5357142857142856	0.3994285714285714	0.007
122500	359	500	0.03	0.9237142857142857	0.13	9.89	2.5354285714285716	0.3737142857142857	0.027
126000	357	500	0.032	0.9205714285714286	0.12	10.13	2.5357142857142856	0.3668571428571429	0.060
129500	349	500	0.034	0.9182857142857143	0.13	10.36	2.5357142857142856	0.3628571428571429	0.000
133000	354	500	0.026	0.9388571428571428	0.13	10.63	2.5357142857142856	0.386	0.000
136500	350	500	0.022	0.9491428571428572	0.12	10.90	2.5348571428571427	0.39914285714285713	0.000
140000	354	500	0.022	0.9488571428571428	0.12	11.14	2.5357142857142856	0.3977142857142857	0.000
143500	340	500	0.025	0.9434285714285714	0.12	11.38	2.5348571428571427	0.3914285714285714	0.000
147000	361	500	0.024	0.9448571428571428	0.13	11.66	2.5342857142857143	0.3934285714285714	0.000
150500	350	500	0.025	0.9437142857142857	0.13	11.93	2.5348571428571427	0.3914285714285714	0.000
154000	345	500	0.031	0.9268571428571428	0.12	12.20	2.5357142857142856	0.37114285714285716	0.074
157500	347	500	0.028	0.9377142857142857	0.13	12.46	2.535142857142857	0.3822857142857143	0.000
161000	345	500	0.029	0.9345714285714286	0.13	12.74	2.5365714285714285	0.3777142857142857	0.000
164500	346	500	0.032	0.924	0.13	12.99	2.5365714285714285	0.36714285714285716	0.000
168000	355	500	0.033	0.9214285714285714	0.14	13.24	2.5357142857142856	0.3657142857142857	0.000
171500	354	500	0.031	0.9234285714285714	0.13	13.49	2.5365714285714285	0.3702857142857143	0.000
175000	361	500	0.026	0.938	0.14	13.75	2.5354285714285716	0.38685714285714284	0.106
178500	361	500	0.021	0.9551428571428572	0.14	14.03	2.5354285714285716	0.4022857142857143	0.030
182000	354	500	0.025	0.9442857142857143	0.13	14.28	2.5365714285714285	0.38857142857142857	0.038
185500	357	500	0.024	0.9454285714285714	0.14	14.53	2.536	0.39057142857142857	0.010
189000	361	500	0.023	0.9474285714285714	0.13	14.79	2.535142857142857	0.396	0.000
192500	352	500	0.023	0.9482857142857143	0.13	15.05	2.536	0.39571428571428574	0.074
196000	353	500	0.02	0.9545714285714286	0.12	15.31	2.5345714285714287	0.4054285714285714	0.000
199500	359	500	0.018	0.9597142857142857	0.13	15.53	2.537142857142857	0.40885714285714286	0.015
