att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.800;-0.476	0.725;1.197	00001000	0.132	0.667	2	20.40	399793	115999	1.00		1625	2438
-0.189;0.286	-0.367;-0.199	11000100	0.159	0.692	1	30.59	399876	133839	1.00		3425	4949
-0.467;0.286	-0.367;-0.199	11000100	0.067	0.583	3	22.69	399876	162068	1.00		4763	8167
-1.429;-0.410	-0.171;0.084	01001001	0.132	0.667	7	31.51	399947	219550	1.00		3097	4645
-0.298;0.323	0.696;2.739	11001000	0.116	0.650	2	31.20	399965	248735	1.00		2812	4327
-0.540;-0.328	0.087;0.507	01101011	1.000	1.000	4	38.13	399980	249448	1.00		14005	14005
-0.959;-0.730	-0.790;-0.110	01000000	0.132	0.667	3	25.77	399948	256653	1.00		410	615
0.263;0.323	#	11001000	0.085	0.611	4	34.15	399970	264413	0.50		2133	3490
0.477;4.072	#	10000000	1.000	1.000	2	39.79	399990	275592	0.50		9966	9966
#	-0.105;0.062	11101101	0.089	0.616	7	40.84	399973	278636	0.50		10596	17191
-0.371;0.054	-0.717;-0.466	00010100	0.367	0.818	1	27.80	399977	281646	1.00		3048	3725
0.305;0.473	#	11000000	1.000	1.000	7	46.10	399987	286969	0.50		4690	4690
-0.253;0.222	0.076;0.655	11101001	0.148	0.683	1	43.79	399984	304294	1.00		13555	19852
-0.305;-0.116	0.068;0.509	11101011	1.000	1.000	3	35.63	399978	305528	1.00		8242	8242
-0.200;-0.115	0.053;0.083	11101001	0.238	0.750	5	30.35	399925	307539	1.00		397	529
#	-5.490;-0.490	00010000	0.106	0.638	2	34.93	399993	311309	0.50		4692	7356
-0.672;-0.572	0.080;0.486	01001001	1.000	1.000	2	31.83	399940	315776	1.00		1084	1084
-0.305;-0.116	0.068;0.468	11101011	1.000	1.000	2	36.19	399978	319337	1.00		6344	6344
-0.556;-0.328	0.176;0.507	01101011	1.000	1.000	4	38.71	399980	324610	1.00		6368	6368
-2.225;-0.707	-0.250;0.825	01001000	0.647	0.917	2	36.04	399983	329728	1.00		2210	2411
0.477;4.072	-0.756;1.146	10000000	1.000	1.000	1	39.79	399990	334769	1.00		5225	5225
-0.556;-0.328	0.120;0.507	01101011	1.000	1.000	1	38.29	399980	336070	1.00		5856	5856
#	-6.669;-0.638	00010000	1.000	1.000	2	45.36	399993	339308	0.50		2777	2777
-0.189;0.242	-0.449;-0.333	11000100	0.237	0.750	2	26.10	399854	339917	1.00		772	1030
-0.229;0.242	-0.449;-0.199	11000100	0.109	0.642	1	25.58	399876	341164	1.00		1512	2354
0.305;0.473	-1.703;3.379	11000000	1.000	1.000	3	46.10	399987	341870	1.00		2410	2410
-0.091;0.006	0.076;0.523	11101001	1.000	1.000	1	50.29	399890	344035	1.00		2081	2081
#	0.868;2.547	00001000	1.000	1.000	1	39.09	399974	344689	0.50		713	713
#	0.868;2.534	00001000	1.000	1.000	5	39.09	399974	344821	0.50		710	710
-2.225;-0.707	#	01001000	0.212	0.733	2	31.71	399983	345046	0.50		1727	2356
-0.672;-0.572	-0.171;0.791	01001001	0.763	0.947	1	27.93	399947	347522	1.00		1350	1425
-0.576;0.099	0.868;2.534	00001000	1.000	1.000	1	38.27	399902	353414	1.00		466	466
-0.556;-0.328	0.087;0.507	01101011	0.861	0.971	2	37.73	399980	353963	1.00		4351	4483
-0.230;0.286	-0.427;-0.199	11000100	0.131	0.666	3	28.05	399876	355118	1.00		1026	1541
0.305;0.473	-0.869;1.794	11000000	1.000	1.000	2	46.10	399987	357507	1.00		1766	1766
-0.556;-0.328	0.134;0.507	01101011	1.000	1.000	3	38.32	399980	358040	1.00		3661	3661
-0.254;-0.086	-0.105;0.062	11101101	1.000	1.000	1	42.51	399973	358125	1.00		1616	1616
-0.347;0.101	-0.717;-0.466	00010100	0.369	0.819	2	27.80	399977	359018	1.00		1055	1288
-2.225;-0.707	-0.259;0.825	01001000	0.648	0.917	1	36.04	399983	359414	1.00		1278	1394
-0.305;-0.116	-0.016;0.626	11101011	0.229	0.745	1	35.29	399978	359784	1.00		3508	4711
0.263;0.323	-0.108;2.029	11001000	0.153	0.687	2	36.44	399970	360826	1.00		616	897
-0.672;-0.572	0.080;0.713	01001001	1.000	1.000	3	29.96	399940	361250	1.00		666	666
0.263;0.323	-0.108;2.541	11001000	0.153	0.687	2	36.44	399970	361574	1.00		604	879
-0.305;-0.116	0.068;0.490	11101011	1.000	1.000	3	35.74	399978	361847	1.00		3165	3165
0.305;0.473	-1.043;1.794	11000000	1.000	1.000	1	46.10	399987	362280	1.00		1565	1565
-0.189;0.286	-0.427;-0.354	11000100	0.239	0.751	1	31.38	399854	364079	1.00		308	410
-0.556;-0.328	0.120;0.830	01101011	0.257	0.762	1	33.44	399980	364714	1.00		3236	4247
-0.189;0.286	-0.427;-0.199	11000100	0.167	0.699	4	30.66	399876	365154	1.00		695	994
0.263;0.323	-0.108;2.591	11001000	0.153	0.687	1	36.44	399970	365768	1.00		538	783
0.305;0.473	-1.703;0.336	11000000	1.000	1.000	1	45.59	399931	365895	1.00		1026	1026
-0.347;0.054	-0.717;-0.466	00010100	0.366	0.818	3	27.80	399977	366627	1.00		859	1050
0.477;1.824	-0.420;1.410	10000000	1.000	1.000	2	40.02	399964	366762	1.00		2522	2522
-0.622;0.729	0.868;2.534	00001000	1.000	1.000	2	39.09	399974	367314	1.00		420	420
-2.731;-0.707	-0.259;0.825	01001000	0.646	0.916	3	36.04	399983	367917	1.00		1009	1101
-0.121;0.372	1.094;1.104	11001001	0.000	0.105	1	31.89	369532	369532	1.00		0	0
-0.115;0.185	-0.144;0.905	11101001	0.115	0.649	1	44.40	399984	369927	1.00		4131	6367
0.061;0.185	0.076;0.523	11101001	1.000	1.000	1	48.57	399960	370378	1.00		1146	1146
0.305;0.473	-0.979;0.211	11000000	1.000	1.000	1	44.99	399931	370573	1.00		630	630
-0.115;0.185	0.065;0.523	11101001	1.000	1.000	3	49.35	399960	370597	1.00		3198	3198
-0.145;0.054	-0.717;-0.466	00010100	0.187	0.715	1	29.58	399977	371918	1.00		201	281
-1.094;0.054	-0.717;-0.466	00010100	0.110	0.643	1	28.70	399977	372017	1.00		720	1120
-0.973;0.360	0.544;0.655	11101001	0.086	0.612	4	34.76	399984	372220	1.00		1070	1747
-0.322;-0.116	0.068;1.233	11101011	0.230	0.745	2	32.80	399978	372400	1.00		2644	3548
-2.225;-0.707	-0.411;1.549	01001000	0.300	0.786	1	32.16	399983	372722	1.00		859	1093
0.305;0.473	-0.869;0.684	11000000	1.000	1.000	2	46.49	399987	372805	1.00		1051	1051
0.305;0.636	-1.795;0.684	11000000	0.159	0.692	1	43.90	399987	373464	1.00		1025	1481
