att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.137;0.296	#	11	0.784	0.952	8	43.20	199993	39079	0.50		55334	58100
0.301;3.461	#	01	1.000	1.000	2	61.64	199977	106469	0.50		26531	26531
-0.137;0.296	-0.206;0.620	11	1.000	1.000	3	50.41	199993	109838	1.00		22994	22994
-2.862;-0.134	#	10	1.000	1.000	2	54.64	199985	112453	0.50		31107	31107
-1.432;0.074	#	10	0.217	0.737	1	51.04	199985	123444	0.50		27628	37505
-0.137;0.296	-0.406;0.608	11	0.904	0.980	1	49.56	199993	145070	1.00		15425	15740
-0.137;0.296	-0.257;0.620	11	1.000	1.000	3	50.20	199993	154600	1.00		12489	12489
-0.137;0.296	-0.257;0.261	11	1.000	1.000	2	51.14	199993	161564	1.00		6387	6387
-0.137;0.296	-0.265;0.802	11	0.958	0.991	1	43.23	199993	162496	1.00		12577	12685
0.301;1.463	0.292;0.425	01	1.000	1.000	1	61.44	199771	164123	1.00		925	925
0.301;3.461	-0.870;0.892	01	1.000	1.000	3	61.64	199977	166148	1.00		9602	9602
-0.137;0.555	#	11	0.247	0.756	1	45.31	199993	168508	0.50		10922	14442
-0.137;0.305	0.287;1.135	11	0.713	0.935	1	38.79	199984	168672	1.00		5119	5477
-2.472;-0.134	#	10	1.000	1.000	2	54.64	199985	169925	0.50		10684	10684
-0.137;0.296	-0.257;0.802	11	0.958	0.991	2	43.53	199993	170937	1.00		9583	9666
-2.472;-0.134	-0.796;1.210	10	1.000	1.000	1	54.64	199985	172123	1.00		9904	9904
0.301;2.794	#	01	1.000	1.000	5	61.64	199977	172348	0.50		7845	7845
0.301;2.161	-0.870;0.892	01	1.000	1.000	2	61.64	199977	172832	1.00		7704	7704
-0.137;0.296	-0.265;0.509	11	1.000	1.000	2	50.78	199993	175267	1.00		5950	5950
0.301;3.996	#	01	1.000	1.000	4	61.64	199977	175581	0.50		6926	6926
-0.137;0.296	-0.040;0.790	11	0.949	0.990	1	44.62	199993	175616	1.00		6706	6776
0.301;2.598	-1.245;1.094	01	1.000	1.000	1	61.64	199977	175955	1.00		6821	6821
-2.637;-0.173	0.144;0.433	10	1.000	1.000	1	58.44	199985	177883	1.00		1773	1773
-2.227;-0.145	#	10	1.000	1.000	1	54.66	199985	178314	0.50		7518	7518
-2.472;-0.134	-0.221;1.233	10	1.000	1.000	2	55.50	199985	179034	1.00		6667	6667
-0.137;0.305	-0.265;0.802	11	0.920	0.983	3	43.10	199993	180015	1.00		6765	6879
-2.637;-0.134	-0.134;0.547	10	1.000	1.000	1	56.79	199985	180370	1.00		3429	3429
