att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.095;0.290	#	11	0.830	0.963	2	47.73	199976	106571	0.50		28113	29183
-0.119;0.290	#	11	0.838	0.965	4	46.50	199976	113768	0.50		27429	28417
0.313;2.105	#	01	1.000	1.000	1	54.57	199977	131502	0.50		19234	19234
-0.119;0.290	-0.275;0.830	11	1.000	1.000	3	46.52	199976	143650	1.00		17927	17927
-0.095;0.290	-0.275;0.830	11	1.000	1.000	3	47.77	199976	146336	1.00		16149	16149
-0.119;0.290	#	11	0.838	0.965	4	46.50	199976	154799	0.50		14378	14896
0.313;3.628	#	01	1.000	1.000	2	54.57	199977	154990	0.50		12638	12638
-3.531;-0.135	#	10	1.000	1.000	4	62.78	199987	159054	0.50		14421	14421
-0.095;0.290	-0.275;0.830	11	1.000	1.000	2	47.77	199976	160425	1.00		11912	11912
0.313;3.533	-0.759;1.448	01	1.000	1.000	1	54.57	199977	163863	1.00		10153	10153
-3.402;-0.145	-0.564;0.993	10	1.000	1.000	1	62.81	199987	169433	1.00		10590	10590
-0.119;0.290	-0.143;0.830	11	1.000	1.000	3	46.76	199976	170622	1.00		8505	8505
#	0.763;1.452	10	0.284	0.778	1	49.29	199875	174523	0.50		1021	1313
-0.119;0.290	-0.275;0.830	11	1.000	1.000	1	46.52	199976	174657	1.00		8060	8060
-3.389;-0.536	-0.100;0.512	10	1.000	1.000	1	67.43	199963	178974	1.00		1504	1504
-3.531;-0.145	#	10	1.000	1.000	1	62.81	199987	180532	0.50		6750	6750
-3.531;-0.145	0.309;1.036	10	1.000	1.000	1	57.50	199963	182027	1.00		2724	2724
-3.402;-0.135	-0.564;1.450	10	1.000	1.000	1	62.78	199987	182140	1.00		6293	6293
-3.531;-0.135	0.134;0.937	10	1.000	1.000	1	59.72	199963	182160	1.00		3627	3627
-3.402;0.091	0.006;0.988	10	0.133	0.668	1	54.15	199987	182417	1.00		4376	6547
#	0.763;1.309	10	0.284	0.778	1	49.29	199875	182550	0.50		699	899
0.313;4.215	-0.196;0.946	01	1.000	1.000	1	55.31	199977	182709	1.00		4562	4562
0.313;4.430	#	01	1.000	1.000	3	54.57	199977	184554	0.50		4337	4337
