att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.699;0.654	-0.096;1.150	100001000010010	0.000	0.067	8	239.94	3986	49	1.00		107	1607
-0.580;-0.066	-0.568;0.084	100101001011000	0.000	0.024	3	224.17	3804	50	1.00		17	697
0.419;1.295	#	000001000010000	0.000	0.217	11	213.04	3992	51	0.50		146	672
-0.544;0.066	-1.022;-0.294	001001001001100	0.000	0.051	3	208.51	3939	54	1.00		40	778
-1.061;-0.414	#	110000000000000	0.000	0.095	6	155.12	3917	60	0.50		68	719
-0.404;0.491	-1.385;0.014	000001001001101	0.000	0.107	1	228.49	3960	63	1.00		174	1620
-0.476;0.058	#	100001011011100	0.000	0.183	4	218.87	3988	65	0.50		308	1679
#	-0.820;0.100	100100000100000	0.000	0.017	1	212.71	3958	66	0.50		46	2644
-0.061;1.101	#	000001011010100	0.000	0.034	6	235.64	3989	74	0.50		73	2175
#	-0.581;-0.005	100101001101000	0.000	0.027	3	218.43	3948	101	0.50		47	1762
#	0.502;0.981	000010000010000	0.001	0.220	9	201.11	3974	104	0.50		99	449
0.130;0.778	-0.544;0.893	000001011010000	0.000	0.026	3	251.20	3843	111	1.00		28	1098
-0.010;1.190	-0.719;0.546	000001010010100	0.000	0.056	7	247.20	3976	112	1.00		87	1542
-0.048;0.581	-0.918;-0.056	000001011001101	0.000	0.031	1	231.05	3953	113	1.00		28	917
0.554;1.354	#	000001000000000	0.000	0.187	1	197.40	3933	116	0.50		72	385
-1.316;0.723	-0.831;-0.352	000100001100000	0.000	0.027	1	187.21	3909	127	1.00		33	1211
-0.264;0.936	#	000001011011101	0.000	0.070	3	233.59	3959	131	0.50		195	2787
-0.363;0.361	-0.233;0.610	100001011011000	0.000	0.061	7	259.68	3956	133	1.00		69	1133
0.419;1.295	-0.646;0.408	000001000010000	0.001	0.228	2	230.84	3992	134	1.00		108	473
-1.061;-0.414	-0.407;0.149	110000000000000	0.000	0.180	1	163.62	3917	137	1.00		66	367
#	-1.449;-0.069	000000000100000	0.000	0.030	1	201.19	3916	143	0.50		66	2186
-0.805;0.053	#	110001001011000	0.000	0.016	1	196.25	3966	144	0.50		35	2131
0.136;0.840	#	000001001000101	0.000	0.021	1	234.37	3996	159	0.50		28	1310
-1.064;-0.265	-0.566;0.105	110100000000000	0.000	0.026	1	168.34	3885	162	1.00		17	651
-0.876;-0.304	-0.084;0.741	100000000000000	0.000	0.208	3	176.97	3987	168	1.00		63	303
-0.476;0.976	#	100001011011100	0.000	0.097	2	225.79	3988	170	0.50		317	3262
-1.028;0.001	-0.874;-0.031	000101001101000	0.000	0.023	3	189.74	3880	177	1.00		29	1263
-0.100;0.491	-0.096;1.130	000001100010000	0.000	0.115	2	263.83	3969	179	1.00		103	892
-0.264;0.936	-0.600;0.270	000001011011101	0.000	0.117	1	254.92	3959	184	1.00		193	1645
-0.926;0.668	-0.129;0.906	100001010010010	0.000	0.114	2	232.50	3983	195	1.00		193	1688
0.033;0.813	0.270;0.998	000000100010000	0.000	0.029	2	227.09	3937	199	1.00		12	418
-0.713;0.563	-0.774;-0.218	001001011001101	0.000	0.021	1	207.64	3920	201	1.00		29	1378
-0.421;0.970	-0.096;1.130	000001100010000	0.000	0.067	2	241.10	3969	210	1.00		102	1513
-0.218;0.429	#	100001011011101	0.000	0.084	11	245.75	3980	212	0.50		165	1968
-1.513;0.363	#	000000000010010	0.000	0.023	1	201.76	3961	233	0.50		68	3021
-0.763;-0.153	0.095;0.785	100001000000000	0.000	0.058	3	180.84	3818	238	1.00		18	308
-1.177;0.061	-0.581;-0.005	100101001101000	0.000	0.043	1	202.39	3948	239	1.00		44	1020
0.056;1.295	#	000001000010000	0.000	0.084	1	235.25	3992	245	0.50		134	1600
-0.888;-0.107	#	110001001001000	0.000	0.059	1	186.82	3973	262	0.50		89	1496
-0.699;0.654	#	100001000010010	0.000	0.030	1	217.63	3986	263	0.50		99	3295
-0.576;-0.153	0.095;0.785	100001000000000	0.000	0.062	1	189.69	3818	279	1.00		16	259
-0.741;0.363	0.344;1.072	000000000010010	0.000	0.121	2	196.69	3961	283	1.00		67	553
-0.723;0.668	-0.129;1.637	100001010010010	0.000	0.116	3	232.64	3983	285	1.00		189	1632
-0.164;1.226	-1.016;-0.116	000001001000100	0.000	0.043	1	218.14	3970	288	1.00		50	1150
-0.218;0.429	-0.889;1.231	100001011011101	0.000	0.083	1	245.75	3980	298	1.00		159	1910
-0.363;0.361	#	100001011011000	0.000	0.029	2	234.42	3956	299	0.50		63	2151
-0.342;0.211	-1.144;-0.339	001001001000100	0.000	0.040	3	223.06	3944	307	1.00		22	555
-0.025;0.519	#	001001001000000	0.000	0.000	1	243.84	315	315	0.50		0	1496
-1.061;-0.414	-0.240;0.316	110000000000000	0.001	0.255	1	175.33	3917	321	1.00		62	243
-0.500;0.758	#	000001011011100	0.000	0.044	2	225.97	3972	335	0.50		132	3007
-1.367;-0.434	#	100000000000000	0.000	0.129	3	154.64	3987	341	0.50		82	635
0.411;1.097	-2.122;-0.372	000001000000000	0.002	0.286	2	178.83	3933	358	1.00		59	206
-0.218;0.429	-0.889;-0.383	100001011011101	0.000	0.000	1	219.43	366	366	1.00		0	511
-0.363;0.361	0.534;0.610	100001011011000	0.000	0.000	1	218.14	369	369	1.00		0	65
-0.235;1.003	-0.096;1.130	000001100010000	0.000	0.076	1	252.54	3969	376	1.00		98	1283
-0.225;0.994	-0.096;1.130	000001100010000	0.000	0.078	1	252.37	3969	376	1.00		98	1256
-1.367;-0.434	-0.444;0.131	100000000000000	0.000	0.093	1	162.32	3931	396	1.00		31	334
-1.209;-0.295	-0.970;0.160	100000000100000	0.000	0.023	1	159.34	3991	420	1.00		18	774
-0.239;0.561	-0.401;0.787	000001011011000	0.000	0.039	1	248.88	3921	426	1.00		61	1550
#	-0.141;1.124	000001100010000	0.000	0.056	1	232.66	3969	474	0.50		96	1720
#	0.502;0.997	000010000010000	0.001	0.226	1	201.11	3974	479	0.50		90	398
-1.083;0.313	-1.058;-0.215	001001001001101	0.000	0.074	2	198.24	3975	480	1.00		95	1288
-0.367;0.890	0.459;1.322	000010000000000	0.000	0.047	1	208.44	3979	484	1.00		20	427
-0.100;0.491	#	000001100010000	0.000	0.058	1	240.66	3969	514	0.50		94	1611
#	0.449;0.502	000010000010000	0.000	0.000	1	212.82	533	533	0.50		0	98
-0.031;0.654	-0.401;0.787	000001011011000	0.000	0.052	2	262.50	3921	543	1.00		59	1132
-0.357;0.957	0.244;0.747	000001110010000	0.000	0.038	1	214.37	3670	561	1.00		24	634
-0.687;0.976	#	100001011011100	0.000	0.090	1	220.38	3988	572	0.50		289	3226
-0.741;0.363	0.056;1.379	000000000010010	0.000	0.072	2	214.54	3961	583	1.00		63	871
-0.264;0.936	-0.086;0.270	000001011011101	0.000	0.000	1	281.28	602	602	1.00		0	575
0.130;0.778	#	000001011010000	0.000	0.020	1	236.29	3843	648	0.50		23	1129
0.411;1.097	#	000001000000000	0.000	0.108	3	213.04	3933	666	0.50		61	566
-0.421;1.003	-0.096;1.130	000001100010000	0.000	0.069	1	241.10	3969	673	1.00		91	1324
-0.235;0.970	-0.096;0.527	000001100010000	0.000	0.052	1	261.12	3969	673	1.00		47	900
-0.010;1.190	-0.418;0.546	000001010010100	0.000	0.062	1	257.72	3976	688	1.00		63	1017
-0.776;0.310	#	100001011011100	0.000	0.114	1	211.67	3988	712	0.50		276	2412
#	-0.129;0.906	100001010010010	0.000	0.104	4	232.65	3983	714	0.50		163	1561
0.310;0.758	#	000001011011100	0.000	0.029	1	231.04	3691	716	0.50		19	659
-0.335;0.313	-1.058;-0.392	001001001001101	0.000	0.184	2	217.81	3975	742	1.00		88	478
#	-0.889;0.338	100001011011101	0.000	0.055	5	214.47	3980	746	0.50		141	2586
-0.982;0.429	-0.889;0.338	100001011011101	0.000	0.065	1	211.79	3980	746	1.00		141	2164
#	-0.096;1.150	100001000010010	0.000	0.059	3	232.64	3986	748	0.50		88	1484
-0.723;1.253	-0.129;0.906	100001010010010	0.000	0.107	1	233.06	3983	757	1.00		162	1511
#	-1.223;-0.015	000000000100000	0.000	0.028	1	206.95	3916	778	0.50		55	1946
0.151;0.778	-0.544;0.893	000001011010000	0.000	0.025	1	251.16	3843	810	1.00		22	876
0.023;0.519	-1.142;-0.069	000001001000100	0.000	0.064	1	238.69	3970	813	1.00		36	559
-0.167;0.710	-0.306;0.825	000001010010000	0.000	0.058	1	251.79	3927	866	1.00		69	1180
#	-1.058;-0.215	001001001001101	0.000	0.059	3	195.25	3975	884	0.50		84	1428
-0.218;0.429	-0.984;0.301	100001011011101	0.000	0.114	1	257.73	3980	911	1.00		135	1183
#	-0.889;1.231	100001011011101	0.000	0.044	3	208.58	3980	911	0.50		135	3062
-0.264;0.904	-0.535;0.270	000001011011101	0.000	0.127	4	256.65	3959	919	1.00		155	1222
0.419;1.295	-0.435;0.543	000001000010000	0.003	0.307	3	230.42	3992	944	1.00		105	342
-0.587;-0.092	-1.303;-0.192	001001001100000	0.000	0.057	2	194.51	3985	966	1.00		27	473
-0.741;0.363	0.459;0.957	000000000010010	0.000	0.184	2	207.08	3961	982	1.00		54	294
-1.061;-0.414	-0.499;0.555	110000000000000	0.000	0.128	3	158.98	3917	989	1.00		51	400
#	-0.376;0.372	110001001001000	0.000	0.048	1	232.11	3973	1017	0.50		71	1478
-1.061;-0.414	-0.298;0.373	110000000000000	0.000	0.192	2	172.46	3917	1020	1.00		50	260
-0.061;1.101	-0.825;0.594	000001011010100	0.000	0.039	1	239.04	3989	1025	1.00		56	1448
0.034;0.758	-0.398;0.330	000001011011100	0.000	0.178	1	267.17	3972	1034	1.00		107	600
-0.335;0.313	#	001001001001101	0.000	0.049	3	240.69	3975	1051	0.50		77	1566
-0.723;0.659	-0.129;1.637	100001010010010	0.000	0.116	2	232.65	3983	1070	1.00		148	1274
-0.100;1.003	-0.096;0.325	000001100010000	0.000	0.000	1	287.58	1075	1075	1.00		0	441
-0.421;0.491	#	000001100010000	0.000	0.039	1	222.83	3969	1075	0.50		79	2034
-1.028;-0.350	-0.874;-0.031	000101001101000	0.000	0.044	1	155.63	3880	1084	1.00		20	453
-0.429;0.710	#	000001010010000	0.000	0.031	1	227.01	3962	1131	0.50		70	2242
-0.723;0.668	#	100001010010010	0.000	0.055	3	213.60	3983	1140	0.50		143	2605
-0.342;0.102	-1.144;-0.339	001001001000100	0.000	0.040	1	224.72	3944	1148	1.00		16	398
-0.632;-0.156	-0.581;-0.005	100101001101000	0.000	0.082	1	208.39	3948	1152	1.00		32	391
0.034;0.758	-0.174;0.344	000001011011100	0.001	0.267	1	291.79	3972	1154	1.00		103	386
-1.032;-0.384	-0.820;0.100	100100000100000	0.000	0.069	1	158.68	3958	1162	1.00		32	466
-1.300;0.401	-0.623;-0.124	101001011011100	0.000	0.022	1	206.35	3963	1167	1.00		20	930
#	-0.568;0.640	110001001001000	0.000	0.032	1	215.35	3973	1177	0.50		68	2145
-0.982;0.429	-0.313;0.338	100001011011101	0.000	0.076	1	258.52	3793	1184	1.00		76	997
#	-0.149;0.906	100001010010010	0.000	0.103	1	232.66	3983	1187	0.50		141	1373
-0.907;0.446	#	100001011011100	0.000	0.101	2	200.76	3988	1192	0.50		238	2362
-0.476;0.058	-0.152;0.423	100001011011100	0.013	0.420	3	252.25	3988	1192	1.00		165	393
-0.654;-0.158	-0.479;0.652	110001001001000	0.000	0.114	1	210.78	3973	1204	1.00		67	587
-0.335;0.313	-0.953;-0.148	001001001001101	0.000	0.105	1	233.96	3975	1205	1.00		75	711
-0.264;0.933	-0.535;0.270	000001011011101	0.000	0.127	3	256.65	3959	1206	1.00		143	1127
-0.421;0.994	-0.096;1.130	000001100010000	0.000	0.066	1	241.10	3969	1241	1.00		73	1098
-0.225;0.178	-0.096;1.130	000001100010000	0.000	0.000	1	260.17	1241	1241	1.00		0	443
#	0.134;0.747	000001110010000	0.000	0.026	1	207.39	3670	1260	0.50		19	740
0.419;1.295	-0.101;0.416	000001000010000	0.005	0.345	2	247.73	3992	1265	1.00		51	148
-0.476;0.058	-0.608;0.350	100001011011100	0.002	0.285	2	244.79	3988	1271	1.00		214	752
-0.563;0.758	#	000001011011100	0.000	0.043	1	224.21	3972	1276	0.50		99	2323
#	-0.319;0.981	000010000010000	0.000	0.039	1	230.41	3974	1288	0.50		67	1699
-0.167;0.710	-0.342;1.000	000001010010000	0.000	0.058	1	248.54	3927	1321	1.00		63	1079
-0.264;0.904	#	000001011011101	0.000	0.071	3	233.72	3959	1331	0.50		135	1897
#	-0.398;0.330	000001011011100	0.000	0.072	1	226.65	3972	1345	0.50		97	1345
-1.056;-0.257	-0.820;0.100	100100000100000	0.000	0.052	1	159.67	3958	1351	1.00		31	596
-0.563;0.758	-0.174;0.344	000001011011100	0.000	0.132	1	265.58	3972	1373	1.00		95	722
#	-0.467;0.261	000001011011100	0.000	0.065	1	225.22	3972	1373	0.50		95	1456
-0.061;1.101	-0.650;0.768	000001011010100	0.000	0.038	1	251.06	3989	1392	1.00		47	1251
0.034;0.758	-0.542;0.344	000001011011100	0.000	0.149	2	263.87	3972	1415	1.00		94	629
#	0.414;1.065	000000000010000	0.000	0.032	3	194.00	3905	1431	0.50		14	431
#	-0.535;0.270	000001011011101	0.000	0.085	1	224.50	3959	1450	0.50		129	1510
-0.926;0.668	-0.269;1.150	100001010010010	0.000	0.091	1	228.63	3983	1491	1.00		126	1392
-0.100;1.886	#	000001100010000	0.000	0.046	1	234.61	3969	1492	0.50		68	1476
-0.235;0.491	-0.096;1.130	000001100010000	0.000	0.093	2	255.95	3969	1492	1.00		68	734
-0.010;1.190	#	000001010010100	0.000	0.047	3	236.12	3976	1510	0.50		56	1204
0.023;0.519	-1.238;0.027	000001001000100	0.000	0.057	1	243.19	3970	1512	1.00		28	487
-1.379;-0.045	-0.914;0.026	000100000100000	0.000	0.017	1	190.40	3753	1526	1.00		14	806
#	-0.600;0.270	000001011011101	0.000	0.079	3	223.89	3959	1529	0.50		123	1561
-0.363;0.617	-0.233;0.610	100001011011000	0.000	0.051	1	258.60	3956	1531	1.00		44	861
-0.264;0.936	0.062;0.270	000001011011101	0.000	0.000	1	293.09	1618	1618	1.00		0	194
-0.926;0.659	-0.269;1.637	100001010010010	0.000	0.093	1	228.63	3983	1620	1.00		121	1305
-0.723;0.813	#	100001010010010	0.000	0.055	1	217.23	3983	1620	0.50		121	2204
-0.958;-0.158	-0.581;-0.005	100101001101000	0.000	0.065	1	188.44	3948	1637	1.00		28	433
-0.550;0.459	-1.273;-0.506	000001001000000	0.000	0.072	1	190.24	3858	1641	1.00		26	361
1.033;1.295	#	000001000010000	0.000	0.228	1	126.62	1643	1643	0.50		0	0
#	-0.479;0.652	110001001001000	0.000	0.033	1	216.62	3973	1660	0.50		55	1687
-0.654;-0.158	#	110001001001000	0.000	0.079	2	201.44	3973	1660	0.50		55	696
-0.670;-0.079	-0.730;-0.454	101101001111000	0.000	0.000	1	181.23	1669	1669	1.00		0	133
#	-1.119;-0.141	000000000100000	0.000	0.034	2	193.03	3916	1679	0.50		40	1184
-0.421;0.253	-0.096;1.130	000001100010000	0.000	0.023	1	240.51	3896	1712	1.00		13	572
-0.329;0.262	-1.058;-0.148	001001001001101	0.000	0.110	2	234.16	3975	1750	1.00		58	529
#	0.459;0.957	000000000010010	0.000	0.134	1	201.27	3961	1778	0.50		40	298
#	-0.535;0.778	000001011011101	0.000	0.064	1	214.58	3959	1782	0.50		113	1763
-0.167;0.710	0.035;0.553	000001010010000	0.000	0.099	1	263.09	3927	1789	1.00		39	395
-1.061;-0.414	-0.728;0.555	110000000000000	0.000	0.100	1	155.86	3917	1820	1.00		36	361
-0.500;0.758	-0.398;0.330	000001011011100	0.000	0.089	1	255.37	3972	1825	1.00		80	895
0.419;1.295	-0.041;1.051	000001000010000	0.003	0.323	1	221.96	3934	1837	1.00		50	155
0.034;0.758	-0.174;0.562	000001011011100	0.000	0.197	1	280.47	3972	1850	1.00		79	402
#	-0.698;0.165	000001011011101	0.000	0.080	1	221.46	3959	1862	0.50		109	1363
#	-0.479;0.640	110001001001000	0.000	0.034	1	216.71	3973	1876	0.50		51	1513
-0.809;-0.256	-0.568;0.652	110001001001000	0.000	0.120	1	166.86	3973	1876	1.00		51	424
-1.209;-0.295	-0.970;0.116	100000000100000	0.000	0.023	1	159.34	3991	1894	1.00		10	440
0.419;1.693	#	000001000010000	0.000	0.213	2	213.04	3992	1895	0.50		76	357
-0.335;0.262	-1.058;-0.148	001001001001101	0.000	0.113	1	234.16	3975	1904	1.00		56	497
-0.329;0.313	#	001001001001101	0.000	0.050	1	240.70	3975	1904	0.50		56	1109
-0.295;0.924	-1.385;0.014	000001001001101	0.000	0.105	2	234.79	3960	1917	1.00		95	905
-0.723;0.668	-0.129;2.312	100001010010010	0.000	0.113	1	232.64	3983	1922	1.00		103	910
-1.224;-0.414	-0.407;0.373	110000000000000	0.000	0.158	1	163.52	3917	1969	1.00		35	222
-1.061;-0.414	-0.298;0.149	110000000000000	0.001	0.236	1	173.30	3917	1969	1.00		35	148
-0.654;-0.107	-0.479;0.652	110001001001000	0.000	0.101	2	212.11	3973	2007	1.00		49	484
-0.429;0.676	0.131;0.292	000001010010010	0.000	0.000	1	284.93	2008	2008	1.00		0	132
0.347;0.842	-0.041;1.051	000001000010000	0.000	0.150	1	239.10	3832	2017	1.00		25	167
-0.907;0.976	#	100001011011100	0.000	0.085	1	208.59	3988	2056	0.50		165	1938
-0.687;0.446	-0.635;0.266	100001011011100	0.000	0.171	2	241.91	3988	2056	1.00		165	967
-0.235;0.994	#	000001100010000	0.000	0.039	1	235.87	3969	2071	0.50		53	1350
-0.225;0.491	-1.024;1.130	000001100010000	0.000	0.049	1	237.28	3969	2071	1.00		53	1081
-0.621;1.190	-0.719;0.546	000001010010100	0.000	0.029	1	232.58	3976	2086	1.00		42	1447
-0.982;0.429	-0.313;0.301	100001011011101	0.000	0.076	2	258.79	3793	2097	1.00		50	654
-1.246;1.003	-0.096;1.130	000001100010000	0.000	0.060	1	232.64	3969	2119	1.00		52	860
-0.444;0.756	-0.401;0.787	000001011011000	0.000	0.029	1	239.30	3921	2139	1.00		30	1048
-0.633;0.719	-1.385;0.014	000001001001101	0.000	0.078	1	219.61	3960	2160	1.00		78	1003
#	-0.916;-0.322	000000000100000	0.000	0.047	2	182.55	3916	2176	0.50		31	663
-0.687;0.976	-0.635;0.266	100001011011100	0.000	0.137	1	238.90	3988	2177	1.00		150	1096
-0.804;0.092	-0.885;-0.329	001001001101000	0.000	0.032	1	186.22	3835	2196	1.00		13	404
#	-0.719;0.546	000001010010100	0.000	0.028	1	213.92	3976	2209	0.50		41	1488
-0.310;0.023	#	000001001000100	0.000	0.000	1	229.99	2211	2211	0.50		0	526
-0.723;0.219	-0.129;0.906	100001010010010	0.000	0.166	2	227.43	3983	2216	1.00		89	537
-1.063;-0.072	-0.479;0.652	110001001001000	0.000	0.072	1	196.02	3973	2220	1.00		41	568
0.129;0.994	-0.096;1.130	000001100010000	0.000	0.133	3	256.98	3969	2227	1.00		47	354
-0.776;0.976	-0.635;0.266	100001011011100	0.000	0.128	2	237.83	3988	2267	1.00		140	1093
#	-0.546;0.240	100001011011100	0.000	0.138	1	222.48	3988	2267	0.50		140	1015
0.129;0.994	#	000001100010000	0.000	0.071	1	232.64	3969	2276	0.50		46	647
-0.814;0.668	-0.149;0.906	100001010010010	0.000	0.113	1	232.53	3983	2319	1.00		86	763
-0.741;0.363	-0.094;1.072	000000000010010	0.000	0.051	1	230.68	3961	2330	1.00		29	574
#	-0.435;0.543	000001000010000	0.000	0.053	1	218.15	3992	2342	0.50		57	1082
-0.753;0.429	#	100001011011101	0.000	0.053	1	212.36	3980	2395	0.50		69	1295
-0.218;0.429	-0.313;0.338	100001011011101	0.000	0.122	2	288.67	3793	2395	1.00		41	336
-0.090;0.519	#	001001001000000	0.000	0.000	1	239.19	2412	2412	0.50		0	750
#	-0.542;0.344	000001011011100	0.000	0.059	1	223.93	3972	2432	0.50		57	966
#	-0.174;0.344	000001011011100	0.000	0.114	2	261.95	3972	2432	0.50		57	501
-0.876;-0.304	#	100000000000000	0.000	0.075	2	159.01	3987	2461	0.50		28	372
-0.410;0.200	-0.129;0.906	100001010010010	0.000	0.215	1	246.46	3983	2468	1.00		78	363
-1.064;-0.265	-0.285;0.105	110100000000000	0.000	0.043	1	179.88	3885	2487	1.00		6	139
-0.167;0.710	-0.214;0.802	000001010010000	0.000	0.068	2	256.19	3927	2488	1.00		35	515
-0.429;0.710	-0.342;1.000	000001010010000	0.000	0.044	1	238.74	3927	2488	1.00		35	792
-0.109;0.710	-1.385;0.014	000001001001101	0.000	0.138	1	233.68	3960	2492	1.00		68	491
-0.753;0.429	-0.889;1.231	100001011011101	0.000	0.051	1	212.36	3980	2501	1.00		62	1204
-0.496;-0.019	0.342;0.898	100000000010010	0.000	0.094	1	191.66	3957	2508	1.00		9	96
-0.264;0.904	-0.600;0.270	000001011011101	0.000	0.118	2	254.92	3959	2520	1.00		75	637
-0.563;0.758	0.074;0.344	000001011011100	0.000	0.057	1	274.28	3573	2549	1.00		9	157
#	-1.385;-0.315	000001001001101	0.000	0.120	1	185.57	3960	2562	0.50		65	540
-0.584;-0.032	#	000000000010010	0.000	0.029	1	211.68	3961	2563	0.50		16	543
-0.687;0.516	#	100001011011100	0.000	0.102	1	214.17	3988	2566	0.50		121	1190
-1.049;0.170	-0.768;-0.135	001101001101000	0.000	0.026	1	200.47	3977	2579	1.00		12	460
0.101;0.151	-0.623;0.316	100001001011000	0.000	0.000	1	309.69	2634	2634	1.00		0	30
-0.696;-0.342	-1.144;-0.339	001001001000100	0.000	0.000	1	162.80	2666	2666	1.00		0	98
-0.128;0.367	#	000001011011100	0.000	0.087	1	250.13	3972	2674	0.50		47	541
-0.563;0.758	-0.467;0.344	000001011011100	0.000	0.077	1	248.82	3972	2674	1.00		49	640
-0.446;0.335	0.056;1.379	000000000010010	0.000	0.085	1	223.43	3961	2680	1.00		24	282
0.347;1.693	#	000001000010000	0.000	0.176	2	218.91	3992	2716	0.50		48	273
#	-0.041;1.051	000001000010000	0.000	0.057	2	224.81	3934	2716	0.50		30	523
-0.357;1.891	0.134;0.747	000001110010000	0.000	0.026	1	223.68	3670	2731	1.00		8	302
#	-0.421;0.138	100001010010000	0.000	0.000	1	224.67	2738	2738	0.50		0	569
0.778;0.922	-1.292;0.893	000001011010000	0.000	0.000	1	153.43	2745	2745	1.00		0	41
-0.476;-0.418	-0.608;0.350	100001011011100	0.000	0.000	1	212.59	2755	2755	1.00		0	30
0.034;0.758	-0.544;0.338	000001011011100	0.000	0.153	1	263.87	3972	2771	1.00		45	295
0.034;0.758	-0.398;0.344	000001011011100	0.000	0.183	1	267.17	3972	2771	1.00		45	246
-0.687;0.310	-0.152;1.312	100001011011100	0.000	0.189	1	237.95	3988	2809	1.00		76	402
#	-0.129;1.637	100001010010010	0.000	0.101	1	232.65	3983	2811	0.50		58	572
#	-1.426;-0.372	000001000000000	0.000	0.045	2	188.49	3933	2830	0.50		17	380
#	-1.738;0.014	000001001001101	0.000	0.065	1	207.17	3960	2834	0.50		48	742
0.023;0.519	-1.123;-0.452	000001001000100	0.000	0.171	1	210.16	3970	2835	1.00		14	82
-0.872;0.519	-1.317;-0.301	001001001000000	0.000	0.031	2	189.54	3810	2840	1.00		12	389
#	-1.021;1.637	100001010010010	0.000	0.050	1	208.58	3983	2854	0.50		57	1145
-0.926;0.668	#	100001010010010	0.000	0.053	1	203.85	3983	2854	0.50		57	1080
#	-0.342;1.000	000001010010000	0.000	0.035	1	223.07	3927	2864	0.50		26	740
0.419;1.295	-0.148;1.051	000001000010000	0.004	0.324	2	227.99	3992	2873	1.00		33	102
-1.656;0.668	-0.129;2.312	100001010010010	0.000	0.112	1	232.01	3983	2889	1.00		56	501
0.023;0.519	-1.238;0.528	000001001000100	0.000	0.038	1	252.08	3970	2910	1.00		12	313
0.023;0.519	-0.845;-0.366	000001001000100	0.000	0.122	1	218.63	3970	2910	1.00		12	98
-0.815;-0.320	-0.479;0.640	110001001001000	0.000	0.134	2	168.40	3973	2919	1.00		24	179
0.618;1.097	#	000001000000000	0.001	0.222	1	182.50	3933	2962	0.50		18	81
-0.776;1.865	-0.635;0.266	100001011011100	0.000	0.125	1	237.83	3988	2966	1.00		81	648
-0.235;1.003	-0.006;1.145	000001100010000	0.000	0.087	2	244.55	3969	2975	1.00		27	312
-0.633;0.719	-1.669;0.014	000001001001101	0.000	0.073	1	219.61	3960	2985	1.00		40	550
0.065;0.808	-0.843;0.326	000001011010101	0.000	0.050	2	243.78	3971	3002	1.00		14	278
0.347;0.808	#	000001000010000	0.000	0.080	1	225.38	3992	3011	0.50		14	174
#	-1.449;-0.015	000000000100000	0.000	0.029	1	206.95	3916	3026	0.50		17	583
0.034;1.464	-0.174;0.562	000001011011100	0.000	0.174	1	271.39	3972	3037	1.00		34	195
#	-0.765;0.308	100001011011101	0.000	0.059	1	217.80	3980	3066	0.50		41	695
#	-0.148;1.051	000001000010000	0.000	0.054	2	232.66	3992	3073	0.50		25	462
-0.421;0.994	#	000001100010000	0.000	0.033	1	226.81	3969	3085	0.50		25	749
#	-0.096;2.058	000001100010000	0.000	0.059	1	232.64	3969	3085	0.50		25	426
-0.805;0.053	-0.409;0.281	110001001011000	0.000	0.028	1	214.30	3966	3139	1.00		7	252
0.130;0.778	-0.471;0.813	000001011010000	0.000	0.026	1	254.74	3843	3144	1.00		6	230
