att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.325;0.178	0.722;0.844	11001000	1.000	1.000	3	31.81	399965	216512	1.00		2887	2887
-1.910;0.070	-2.145;-0.481	00010000	0.151	0.685	1	44.17	399993	219898	1.00		9533	13913
0.465;3.960	#	10000000	1.000	1.000	2	49.34	399990	230724	0.50		13563	13563
-0.297;0.164	-0.118;0.050	11101101	0.695	0.930	5	44.12	399973	234101	1.00		12580	13531
0.305;0.465	#	11000000	1.000	1.000	9	44.61	399987	251426	0.50		6163	6163
-1.269;-0.578	-0.649;-0.448	01000000	1.000	1.000	5	16.82	399444	280147	1.00		171	171
#	0.843;4.407	00001000	1.000	1.000	2	39.96	399974	283309	0.50		1836	1836
-3.064;-0.701	#	01001000	0.180	0.710	1	32.92	399983	287276	0.50		3546	4996
-0.663;0.341	0.601;0.655	11101001	0.193	0.720	4	30.04	399984	301020	1.00		2547	3539
-0.297;1.015	-0.118;0.077	11101101	0.118	0.652	2	41.71	399973	303943	1.00		8246	12642
-3.064;-0.701	-0.185;0.608	01001000	0.739	0.941	3	45.12	399983	305962	1.00		2152	2286
0.467;3.708	#	10000000	1.000	1.000	2	49.34	399990	306750	0.50		7469	7469
#	-0.048;0.050	11101101	0.085	0.610	1	44.29	399932	315329	0.50		4359	7144
-3.633;-0.701	#	01001000	0.180	0.710	1	32.92	399983	315377	0.50		2664	3753
0.305;0.465	-1.930;2.684	11000000	1.000	1.000	1	44.61	399987	315567	1.00		3506	3506
-0.040;0.180	0.066;0.539	11101001	1.000	1.000	2	46.79	399975	315831	1.00		7347	7347
-0.325;0.679	0.722;0.844	11001000	0.488	0.866	1	34.13	399965	321431	1.00		1460	1685
-0.817;-0.315	0.012;0.501	01101011	0.089	0.616	1	40.81	399980	326770	1.00		7236	11746
-0.325;-0.071	0.080;0.531	11101011	0.468	0.859	1	38.94	399978	335032	1.00		6225	7247
-0.533;0.164	-0.118;0.050	11101101	0.255	0.761	2	41.23	399973	336097	1.00		4939	6493
-0.325;0.498	0.722;0.844	11001000	0.689	0.928	2	31.92	399965	337458	1.00		1162	1252
