att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.133;0.667	#	000001011001101	0.098	0.629	2	217.61	399941	305576	0.50		676	52950
0.476;1.155	#	000001000000000	0.046	0.541	5	178.57	399994	323671	0.50		1419	10376
-0.935;-0.268	-1.310;0.128	000100001100000	0.022	0.465	2	204.62	399955	325740	1.00		640	16789
0.101;0.710	#	000001110010000	0.058	0.566	7	211.85	399887	326295	0.50		528	26156
-0.985;-0.511	-1.900;-0.345	000000000100000	0.121	0.655	8	176.99	399971	326663	1.00		1259	4091
-1.182;0.171	-0.841;0.021	000101001101000	0.052	0.554	1	220.88	399785	353651	1.00		331	19701
#	0.171;0.974	000000000010010	0.024	0.476	2	176.03	399953	355375	0.50		828	11876
-0.941;-0.258	-0.433;0.166	110000000000000	0.023	0.468	3	217.14	399965	364239	1.00		614	5474
-0.707;0.264	-1.168;-0.382	001001001000100	0.117	0.651	3	218.66	399749	366197	1.00		192	7158
-0.791;0.313	#	001001001001100	0.035	0.513	4	218.45	399882	370783	0.50		292	21560
-0.560;0.507	#	001001011001101	0.064	0.577	2	222.54	399667	373467	0.50		189	20687
#	-0.411;0.831	000001010010000	0.048	0.545	2	210.00	399995	373901	0.50		638	18591
-4.992;-0.473	0.316;0.847	100000000000000	0.809	0.958	2	123.54	399996	373928	1.00		260	297
-0.976;-0.387	-0.425;0.859	100000000000000	0.039	0.522	3	201.17	399996	374560	1.00		542	3308
0.184;1.153	0.571;4.634	000010000010000	0.369	0.819	2	142.04	399983	376865	1.00		563	1094
-0.267;0.781	#	000001011011101	0.160	0.693	3	221.02	399986	377924	0.50		1139	15226
-0.870;0.121	#	110101001011000	0.058	0.566	4	212.07	399964	378295	0.50		125	13257
#	0.571;4.634	000010000010000	0.124	0.658	1	141.52	399983	378638	0.50		552	1771
-1.206;-0.045	-1.090;-0.125	100100001100000	0.026	0.481	3	218.43	399629	379063	1.00		119	5780
-0.082;0.452	0.629;1.353	000010000000000	0.042	0.530	3	143.92	399967	379696	1.00		116	814
-0.615;0.128	-0.099;0.380	100001011011000	0.377	0.823	1	225.74	399991	379926	1.00		343	3064
0.356;0.928	0.094;1.263	000000000010000	0.065	0.579	2	155.49	399978	379967	1.00		116	1376
#	-1.453;-0.111	000001001100000	0.025	0.479	3	214.86	399855	380165	0.50		85	10618
-1.013;-0.270	-0.796;0.105	100100000100000	0.022	0.468	8	205.19	399969	380209	1.00		229	4278
-0.043;1.072	0.210;0.900	000001100010000	0.099	0.629	1	180.08	399958	380466	1.00		530	3018
-0.491;1.178	#	000001001000100	0.031	0.499	3	212.88	399942	380994	0.50		245	16314
0.607;1.827	#	000001010010000	0.201	0.726	1	172.86	399948	382121	0.50		205	1405
#	-0.945;-0.444	001001001100000	0.068	0.584	4	204.06	399901	383125	0.50		145	4218
#	-1.437;-0.280	000001001001101	0.090	0.618	1	207.65	399992	383483	0.50		761	6591
0.170;1.745	0.571;4.818	000010000010000	0.383	0.826	1	142.12	399983	383531	1.00		426	801
0.592;5.308	0.239;0.866	000001000010000	0.441	0.849	1	150.66	399748	383671	1.00		138	304
0.652;6.828	#	000001000010000	0.446	0.851	1	165.73	399962	383900	0.50		529	1037
-0.209;0.361	#	100001011011101	0.198	0.723	1	228.24	399982	383905	0.50		690	7643
-0.111;0.575	0.279;1.027	000010100010000	0.039	0.523	1	171.49	399510	383964	1.00		69	2178
-0.765;0.378	-0.424;0.375	100001011011100	0.287	0.779	1	225.23	399998	385057	1.00		1267	6524
0.652;5.099	#	000001000010000	0.446	0.851	1	165.73	399962	385226	0.50		487	954
#	-0.868;0.090	101101001101000	0.035	0.512	1	216.45	399453	385473	0.50		20	9872
-0.822;0.264	-0.582;0.607	100001001011100	0.145	0.679	1	219.29	399461	385481	1.00		41	7824
-1.050;0.781	-0.634;0.119	000001011011101	0.142	0.677	1	228.27	399986	386006	1.00		720	7707
-0.293;0.431	-0.983;-0.184	000001001001101	0.336	0.804	2	237.89	399992	386279	1.00		633	3517
-1.121;0.288	-0.131;1.076	100001000000010	0.026	0.481	4	203.74	399618	386337	1.00		39	4663
#	-0.366;0.650	000001011011000	0.107	0.639	3	218.83	399870	386478	0.50		230	8184
0.208;1.827	-0.519;0.831	000001010010000	0.170	0.701	1	197.18	399995	386483	1.00		294	3523
-0.748;-0.370	-0.909;-0.276	000100000100000	0.065	0.579	3	197.93	399997	386675	1.00		77	1164
-0.315;0.421	-0.881;0.155	100001011011101	0.404	0.834	1	240.82	399982	386951	1.00		555	5083
