Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
95000	158	200	0.015	0.971	0.10	2.71	1.348	0.623	0.000
96000	154	200	0.015	0.971	0.10	2.75	1.347	0.624	0.000
97000	146	200	0.015	0.971	0.09	2.78	1.344	0.627	0.000
98000	146	200	0.015	0.971	0.10	2.80	1.342	0.629	0.000
99000	151	200	0.014	0.972	0.10	2.83	1.346	0.626	0.000
100000	157	200	0.013	0.973	0.10	2.86	1.355	0.618	0.000
101000	150	200	0.015	0.971	0.10	2.89	1.348	0.623	0.000
102000	150	200	0.015	0.971	0.09	2.92	1.344	0.627	0.043
103000	152	200	0.015	0.97	0.10	2.95	1.346	0.624	0.000
104000	149	200	0.014	0.972	0.09	2.98	1.347	0.625	0.000
105000	144	200	0.015	0.97	0.08	3.00	1.346	0.624	0.000
106000	153	200	0.015	0.971	0.08	3.03	1.341	0.63	0.045
107000	150	200	0.013	0.974	0.08	3.07	1.351	0.623	0.000
108000	150	200	0.014	0.972	0.09	3.09	1.351	0.621	0.027
109000	150	200	0.015	0.97	0.09	3.13	1.346	0.624	0.000
110000	145	200	0.015	0.971	0.07	3.16	1.348	0.623	0.091
111000	149	200	0.014	0.972	0.07	3.19	1.346	0.626	0.036
112000	153	200	0.015	0.97	0.07	3.22	1.342	0.628	0.000
113000	154	200	0.015	0.971	0.07	3.25	1.345	0.626	0.000
114000	150	200	0.014	0.972	0.08	3.28	1.344	0.628	0.025
115000	154	200	0.013	0.974	0.09	3.31	1.356	0.618	0.000
116000	151	200	0.015	0.97	0.08	3.33	1.346	0.624	0.000
117000	148	200	0.015	0.971	0.08	3.36	1.345	0.626	0.000
118000	145	200	0.015	0.97	0.07	3.39	1.347	0.623	0.000
119000	143	200	0.014	0.972	0.09	3.42	1.345	0.627	0.000
120000	150	200	0.015	0.971	0.09	3.45	1.346	0.625	0.000
121000	148	200	0.014	0.972	0.10	3.48	1.343	0.629	0.014
122000	149	200	0.014	0.972	0.10	3.51	1.353	0.619	0.007
123000	155	200	0.014	0.972	0.12	3.55	1.349	0.623	0.081
124000	153	200	0.015	0.97	0.12	3.58	1.344	0.626	0.015
125000	147	200	0.015	0.971	0.10	3.62	1.348	0.623	0.090
126000	146	200	0.014	0.972	0.09	3.64	1.347	0.625	0.000
127000	148	200	0.015	0.97	0.10	3.67	1.344	0.626	0.030
128000	147	200	0.015	0.971	0.10	3.71	1.341	0.63	0.026
129000	144	200	0.013	0.973	0.09	3.74	1.349	0.624	0.010
130000	141	200	0.013	0.973	0.10	3.76	1.353	0.62	0.000
131000	134	200	0.015	0.97	0.10	3.79	1.344	0.626	0.000
132000	136	200	0.015	0.971	0.11	3.81	1.348	0.623	0.000
133000	141	200	0.015	0.971	0.12	3.83	1.348	0.623	0.000
134000	147	200	0.015	0.971	0.12	3.86	1.344	0.627	0.000
135000	144	200	0.015	0.971	0.10	3.89	1.345	0.626	0.000
136000	145	200	0.014	0.972	0.10	3.91	1.344	0.628	0.000
137000	140	200	0.014	0.972	0.10	3.95	1.352	0.62	0.000
138000	150	200	0.014	0.972	0.10	3.98	1.349	0.623	0.029
139000	152	200	0.015	0.97	0.09	4.01	1.345	0.625	0.040
140000	157	200	0.015	0.971	0.08	4.04	1.348	0.622	0.000
141000	159	200	0.015	0.972	0.09	4.08	1.344	0.627	0.000
142000	161	200	0.015	0.97	0.11	4.12	1.346	0.624	0.000
143000	157	200	0.015	0.971	0.10	4.15	1.34	0.631	0.000
144000	150	200	0.013	0.974	0.10	4.17	1.35	0.624	0.000
145000	150	200	0.014	0.972	0.10	4.21	1.351	0.621	0.020
146000	154	200	0.015	0.97	0.10	4.25	1.346	0.624	0.000
147000	139	200	0.015	0.971	0.10	4.28	1.348	0.623	0.000
148000	143	200	0.015	0.971	0.11	4.30	1.346	0.625	0.080
149000	143	200	0.015	0.971	0.11	4.33	1.343	0.628	0.000
150000	147	200	0.015	0.971	0.11	4.36	1.341	0.63	0.000
151000	140	200	0.014	0.972	0.10	4.38	1.345	0.627	0.000
152000	138	200	0.014	0.972	0.10	4.41	1.352	0.62	0.000
153000	138	200	0.013	0.974	0.10	4.44	1.347	0.627	0.000
154000	135	200	0.013	0.974	0.09	4.46	1.344	0.63	0.000
155000	139	200	0.013	0.973	0.09	4.48	1.346	0.627	0.000
156000	136	200	0.013	0.973	0.10	4.51	1.347	0.626	0.000
157000	142	200	0.014	0.972	0.11	4.54	1.343	0.629	0.000
158000	136	200	0.014	0.972	0.09	4.56	1.339	0.633	0.052
159000	134	200	0.011	0.977	0.10	4.59	1.349	0.628	0.040
160000	143	200	0.013	0.975	0.11	4.61	1.348	0.627	0.000
161000	146	200	0.013	0.975	0.12	4.64	1.342	0.633	0.000
162000	148	200	0.012	0.976	0.12	4.67	1.344	0.632	0.000
163000	149	200	0.015	0.971	0.11	4.70	1.334	0.637	0.000
164000	148	200	0.012	0.976	0.12	4.73	1.337	0.639	0.132
165000	147	200	0.015	0.97	0.13	4.76	1.331	0.639	0.024
166000	146	200	0.012	0.976	0.12	4.79	1.341	0.635	0.008
167000	147	200	0.011	0.977	0.13	4.83	1.356	0.621	0.000
168000	142	200	0.013	0.973	0.12	4.86	1.344	0.629	0.000
169000	141	200	0.013	0.975	0.12	4.88	1.343	0.632	0.000
170000	139	200	0.012	0.976	0.11	4.91	1.344	0.632	0.000
171000	143	200	0.011	0.978	0.10	4.94	1.342	0.636	0.000
172000	149	200	0.011	0.977	0.10	4.96	1.344	0.633	0.000
173000	148	200	0.011	0.978	0.10	4.99	1.34	0.638	0.000
174000	152	200	0.011	0.978	0.11	5.02	1.35	0.628	0.000
175000	149	200	0.011	0.977	0.09	5.05	1.346	0.631	0.000
176000	149	200	0.012	0.976	0.09	5.07	1.341	0.635	0.000
177000	150	200	0.011	0.979	0.10	5.10	1.344	0.635	0.000
178000	154	200	0.01	0.98	0.10	5.13	1.343	0.637	0.035
179000	148	200	0.012	0.976	0.09	5.16	1.341	0.635	0.000
180000	150	200	0.011	0.977	0.10	5.19	1.339	0.638	0.000
181000	148	200	0.01	0.98	0.10	5.23	1.347	0.633	0.000
182000	142	200	0.011	0.979	0.10	5.25	1.351	0.628	0.000
183000	138	200	0.012	0.976	0.10	5.28	1.343	0.633	0.000
184000	138	200	0.01	0.98	0.10	5.30	1.348	0.632	0.000
185000	137	200	0.01	0.98	0.10	5.33	1.348	0.632	0.000
186000	143	200	0.011	0.977	0.10	5.35	1.344	0.633	0.000
187000	144	200	0.011	0.979	0.10	5.39	1.344	0.635	0.115
188000	151	200	0.011	0.978	0.12	5.42	1.345	0.633	0.000
189000	140	200	0.011	0.977	0.11	5.45	1.352	0.625	0.045
190000	139	200	0.011	0.977	0.09	5.48	1.348	0.629	0.000
191000	138	200	0.013	0.974	0.10	5.50	1.346	0.628	0.113
192000	135	200	0.013	0.973	0.10	5.53	1.348	0.625	0.033
193000	133	200	0.013	0.975	0.11	5.56	1.346	0.629	0.140
194000	136	200	0.013	0.973	0.11	5.58	1.345	0.628	0.016
195000	142	200	0.013	0.975	0.12	5.60	1.341	0.634	0.013
196000	133	200	0.01	0.98	0.12	5.62	1.349	0.631	0.000
197000	132	200	0.011	0.977	0.11	5.65	1.351	0.626	0.000
198000	135	200	0.012	0.976	0.12	5.67	1.347	0.629	0.000
199000	136	200	0.011	0.977	0.10	5.69	1.348	0.629	0.000
200000	134	200	0.011	0.979	0.12	5.71	1.347	0.632	0.000
