att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.125;0.288	#	11	0.875	0.974	8	54.90	199994	115469	0.50		26889	27615
0.304;3.251	#	01	1.000	1.000	2	64.37	199990	122209	0.50		22067	22067
0.304;3.697	#	01	1.000	1.000	2	64.37	199990	135176	0.50		18388	18388
0.304;3.251	-0.218;2.031	01	1.000	1.000	1	64.39	199990	135245	1.00		18003	18003
-4.391;-0.147	#	10	1.000	1.000	1	63.02	199985	152057	0.50		16611	16611
0.304;1.504	#	01	1.000	1.000	2	64.37	199990	157774	0.50		11977	11977
-5.096;-0.147	#	10	1.000	1.000	2	63.02	199985	158150	0.50		14511	14511
0.304;3.251	-0.763;0.777	01	1.000	1.000	1	64.37	199990	161546	1.00		10797	10797
-0.077;0.288	-0.190;0.833	11	1.000	1.000	3	55.61	199994	161612	1.00		10119	10119
0.304;2.847	#	01	1.000	1.000	2	64.37	199990	163373	0.50		10388	10388
0.304;3.307	#	01	1.000	1.000	1	64.37	199990	167982	0.50		9082	9082
-1.204;-0.298	-0.579;0.183	10	1.000	1.000	1	64.23	199960	168279	1.00		3908	3908
-3.636;-0.147	#	10	1.000	1.000	3	63.02	199985	168302	0.50		10989	10989
-0.125;0.288	-0.164;0.633	11	1.000	1.000	2	60.39	199994	168616	1.00		7464	7464
-0.211;0.477	-0.274;0.809	11	0.317	0.795	2	56.20	199994	169314	1.00		10551	13278
-4.810;-0.147	#	10	1.000	1.000	3	63.02	199985	170762	0.50		10136	10136
-3.956;-0.147	-0.783;0.890	10	1.000	1.000	1	63.02	199985	171240	1.00		9959	9959
-4.810;-0.147	-1.463;0.890	10	1.000	1.000	1	63.02	199985	172065	1.00		9686	9686
-4.810;-0.145	#	10	1.000	1.000	1	63.02	199985	172730	0.50		9454	9454
-3.716;0.171	-0.783;0.911	10	0.098	0.629	1	59.10	199985	173985	1.00		9461	15050
-4.766;-0.145	#	10	1.000	1.000	2	63.02	199985	174005	0.50		9005	9005
-4.386;-0.147	#	10	1.000	1.000	1	63.02	199985	174786	0.50		8736	8736
0.304;3.251	-0.332;0.877	01	1.000	1.000	1	64.37	199990	175422	1.00		6974	6974
-0.125;0.288	-0.039;0.833	11	1.000	1.000	1	55.89	199994	175515	1.00		6530	6530
-0.165;0.389	-0.274;0.278	11	0.595	0.901	2	56.05	199972	175889	1.00		4420	4903
-0.125;0.288	-0.190;0.833	11	1.000	1.000	3	55.90	199994	175987	1.00		7020	7020
-4.391;-0.147	-0.656;0.890	10	1.000	1.000	1	63.02	199985	177998	1.00		7629	7629
-0.125;0.281	#	11	0.874	0.974	1	54.92	199994	178779	0.50		6692	6874
-0.125;0.402	#	11	0.491	0.867	1	56.59	199994	179201	0.50		7033	8108
0.304;1.504	0.173;0.877	01	1.000	1.000	1	67.86	199990	179215	1.00		3574	3574
-4.391;-0.147	-0.783;0.890	10	1.000	1.000	1	63.02	199985	179442	1.00		7127	7127
0.304;3.307	-0.698;2.225	01	1.000	1.000	3	64.37	199990	179677	1.00		5766	5766
-0.125;0.288	-0.576;0.833	11	0.956	0.991	1	54.92	199994	180536	1.00		6194	6250
-5.130;-0.147	#	10	1.000	1.000	2	63.02	199985	181739	0.50		6322	6322
0.302;3.251	#	01	1.000	1.000	3	64.37	199990	182604	0.50		4932	4932
-3.636;-0.145	#	10	1.000	1.000	1	63.02	199985	183283	0.50		5794	5794
-4.766;-0.145	-0.331;0.890	10	1.000	1.000	2	63.02	199985	183358	1.00		5767	5767
-4.810;-0.147	-0.783;1.022	10	1.000	1.000	3	63.02	199985	185150	1.00		5141	5141
-0.125;0.288	-0.164;0.833	11	1.000	1.000	3	55.90	199994	186283	1.00		3978	3978
0.304;4.671	-0.332;2.031	01	1.000	1.000	1	64.37	199990	186425	1.00		3851	3851
-4.810;-0.145	-0.783;0.669	10	1.000	1.000	1	63.40	199985	186617	1.00		3829	3829
-4.810;-0.147	-0.384;1.299	10	1.000	1.000	2	63.02	199985	187581	1.00		4298	4298
0.304;3.307	-0.527;2.225	01	1.000	1.000	2	64.37	199990	188053	1.00		3390	3390
0.304;4.082	-0.344;-0.044	01	1.000	1.000	1	60.98	199967	188248	1.00		811	811
0.304;3.794	-0.344;2.225	01	1.000	1.000	1	64.37	199990	188402	1.00		3291	3291
0.304;4.671	#	01	1.000	1.000	2	64.37	199990	188894	0.50		3148	3148
0.304;3.232	#	01	1.000	1.000	1	64.37	199990	189169	0.50		3070	3070
-0.125;0.288	-0.585;0.686	11	0.950	0.990	1	58.39	199994	189623	1.00		2914	2944
-0.537;0.278	-0.274;0.646	11	0.109	0.642	1	59.80	199994	189899	1.00		2752	4288
