att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.101;0.268	#	11	0.863	0.971	7	57.42	199992	131508	0.50		19628	20216
0.308;2.298	#	01	1.000	1.000	2	49.50	199978	160657	0.50		11160	11160
-0.101;0.313	#	11	0.807	0.958	4	56.43	199992	163860	0.50		11803	12321
-0.101;0.268	-0.254;0.704	11	1.000	1.000	1	58.46	199992	165155	1.00		8488	8488
0.308;2.913	#	01	1.000	1.000	2	49.50	199978	170952	0.50		8241	8241
-4.185;-0.149	#	10	1.000	1.000	3	60.76	199987	171575	0.50		9762	9762
-4.665;-0.149	#	10	1.000	1.000	6	60.76	199987	171859	0.50		9670	9670
0.306;3.021	#	01	1.000	1.000	1	49.50	199978	173216	0.50		7598	7598
-0.101;0.268	#	11	0.863	0.971	2	57.42	199992	173890	0.50		7486	7710
-4.691;-0.149	-1.379;2.077	10	1.000	1.000	3	60.76	199987	175135	1.00		8544	8544
0.319;2.298	#	01	1.000	1.000	1	49.50	199978	175275	0.50		6940	6940
-0.101;0.313	0.316;0.812	11	1.000	1.000	2	55.08	199992	176153	1.00		3492	3492
0.308;3.086	#	01	1.000	1.000	4	49.50	199978	176772	0.50		6594	6594
0.306;3.086	#	01	1.000	1.000	3	49.50	199978	177389	0.50		6411	6411
0.319;3.021	-0.918;0.777	01	1.000	1.000	1	49.50	199978	178189	1.00		6067	6067
0.308;3.669	-0.698;0.648	01	1.000	1.000	1	49.74	199978	178932	1.00		5074	5074
-4.651;-0.149	-1.379;2.077	10	1.000	1.000	1	60.76	199987	179205	1.00		7142	7142
-0.161;-0.101	#	11	0.105	0.638	1	17.40	199956	179326	0.50		417	654
-0.138;0.313	#	11	0.755	0.945	2	53.90	199992	179728	0.50		7031	7437
-4.691;-0.149	-0.243;2.077	10	1.000	1.000	2	61.42	199987	179825	1.00		6647	6647
-4.691;0.048	-1.515;1.178	10	0.284	0.778	1	58.85	199987	179885	1.00		7258	9334
