att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.137;0.223	#	11	0.808	0.958	1	49.29	199981	85096	0.50		30295	31612
-2.344;-0.136	#	10	1.000	1.000	2	65.51	199985	117732	0.50		28991	28991
-0.137;0.296	#	11	0.816	0.960	7	49.01	199981	146293	0.50		18467	19235
-0.137;0.296	-0.269;0.516	11	1.000	1.000	1	54.51	199966	146832	1.00		13100	13100
-3.407;-0.136	#	10	1.000	1.000	4	65.51	199985	149380	0.50		17841	17841
0.308;2.846	#	01	1.000	1.000	5	49.22	199982	155398	0.50		12650	12650
0.308;3.267	#	01	1.000	1.000	1	49.22	199982	158388	0.50		11805	11805
-3.369;-0.136	#	10	1.000	1.000	1	65.51	199985	163360	0.50		12913	12913
0.313;2.514	0.025;0.833	01	1.000	1.000	1	51.67	199957	164670	1.00		7085	7085
-0.137;0.296	-0.358;0.462	11	0.883	0.975	1	54.52	199966	165637	1.00		7875	8073
0.173;0.202	#	11	1.000	1.000	1	46.47	199859	165696	0.50		885	885
-1.673;-0.136	#	10	1.000	1.000	2	65.51	199985	166592	0.50		11771	11771
-0.137;0.296	-0.260;0.471	11	1.000	1.000	2	55.57	199966	168367	1.00		6973	6973
-0.137;0.223	-0.427;0.804	11	0.897	0.978	1	49.41	199981	168470	1.00		8229	8410
0.233;2.812	-0.331;0.787	01	0.300	0.786	2	48.55	199982	169164	1.00		8750	11135
-0.137;0.223	-0.260;0.804	11	1.000	1.000	2	49.89	199981	169517	1.00		7781	7781
-3.244;-0.136	#	10	1.000	1.000	2	65.51	199985	170151	0.50		10512	10512
0.313;3.267	#	01	1.000	1.000	1	49.22	199982	170511	0.50		8369	8369
0.306;0.850	-0.634;1.450	01	1.000	1.000	1	48.97	199982	171021	1.00		7222	7222
-3.366;-0.136	#	10	1.000	1.000	2	65.51	199985	171252	0.50		10120	10120
0.112;0.296	-0.269;0.804	11	1.000	1.000	1	47.13	199948	172658	1.00		4781	4781
-0.137;0.296	-0.260;0.516	11	1.000	1.000	1	55.10	199966	173035	1.00		6568	6568
-2.169;-0.136	-0.452;1.392	10	1.000	1.000	2	65.51	199985	173205	1.00		9443	9443
0.308;2.824	#	01	1.000	1.000	1	49.22	199982	173241	0.50		7592	7592
-2.344;-0.136	-0.452;1.392	10	1.000	1.000	2	65.51	199985	173656	1.00		9277	9277
0.333;1.241	#	01	1.000	1.000	1	49.57	199982	174839	0.50		6847	6847
-0.137;0.296	-0.260;1.207	11	0.881	0.975	1	49.29	199981	175367	1.00		8258	8469
-0.137;0.296	-0.546;0.607	11	0.904	0.980	2	52.62	199966	175515	1.00		6878	7018
0.313;2.846	0.025;0.833	01	1.000	1.000	1	51.67	199957	176296	1.00		4753	4753
-2.661;-0.229	-0.452;1.222	10	1.000	1.000	2	65.95	199985	176951	1.00		7134	7134
0.306;2.953	-0.634;1.450	01	1.000	1.000	3	49.22	199982	177318	1.00		6433	6433
-0.137;0.296	-0.837;0.804	11	0.920	0.984	2	49.06	199981	177967	1.00		7516	7642
-3.407;-0.173	-0.607;0.865	10	1.000	1.000	2	65.53	199985	178498	1.00		7266	7266
-3.605;-0.136	#	10	1.000	1.000	2	65.51	199985	179241	0.50		7308	7308
