att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.341;0.261	0.358;0.678	11101001	0.081	0.605	5	31.60	399968	97403	1.00		22511	37230
0.328;0.473	#	11000000	1.000	1.000	1	40.21	399931	108932	0.50		9993	9993
-0.582;-0.443	-0.190;-0.109	01001001	0.131	0.666	2	24.60	399822	162287	1.00		680	1021
-0.582;-0.443	-0.109;-0.024	01001001	1.000	1.000	4	12.86	399859	195597	1.00		293	293
-0.582;-0.333	-0.190;-0.109	01001001	0.078	0.600	7	23.71	399822	234741	1.00		709	1182
-0.041;0.173	-0.839;-0.505	00000100	1.000	1.000	7	30.78	399370	265861	1.00		191	191
-0.055;0.187	0.098;0.658	11101001	1.000	1.000	6	48.82	399994	270840	1.00		14039	14039
0.102;0.591	-1.314;-0.485	00000100	1.000	1.000	11	33.14	399998	281187	1.00		849	849
#	0.827;5.792	00001000	1.000	1.000	1	38.26	399974	289460	0.50		1899	1899
-0.582;-0.359	-0.190;-0.109	01001001	0.077	0.599	2	23.71	399822	296038	1.00		446	744
-0.437;-0.025	-0.628;-0.494	00010100	1.000	1.000	2	30.57	399977	306865	1.00		1865	1865
-4.062;-0.705	-0.494;0.765	01001000	0.344	0.808	2	32.61	399983	317212	1.00		2486	3077
-0.523;0.223	-0.369;-0.212	11000100	0.186	0.714	2	23.29	399876	324283	1.00		1622	2271
0.312;0.473	#	11000000	1.000	1.000	1	38.89	399987	325532	0.50		2981	2981
-1.317;0.208	0.827;5.792	00001000	1.000	1.000	2	38.26	399974	325808	1.00		1275	1275
-0.055;0.187	0.084;0.658	11101001	1.000	1.000	2	48.79	399994	328032	1.00		7930	7930
-0.296;0.204	-0.138;0.041	11101101	0.456	0.855	2	39.92	399973	333297	1.00		5058	5917
-0.118;0.223	-0.464;-0.212	11000100	0.401	0.833	6	24.81	399876	334452	1.00		1402	1683
-0.296;0.245	-0.138;0.041	11101101	0.390	0.828	5	39.80	399973	336312	1.00		4829	5830
-1.008;-0.025	-0.628;-0.494	00010100	0.285	0.778	2	29.43	399977	336475	1.00		1273	1636
-0.443;-0.410	-0.109;-0.024	01001001	0.100	1.000	1	12.66	337648	337648	1.00		0	0
0.312;0.480	#	11000000	1.000	1.000	12	38.89	399987	339684	0.50		2416	2416
-0.331;-0.326	0.152;0.545	01101011	1.000	1.000	2	17.07	399873	343580	1.00		162	162
-0.296;0.707	-0.138;0.091	11101101	0.082	0.606	2	38.58	399973	343988	1.00		4808	7930
0.477;6.725	#	10000000	1.000	1.000	4	49.20	399990	347330	0.50		4219	4219
-0.472;-0.331	0.125;0.534	01101011	1.000	1.000	3	51.58	399953	350104	1.00		3357	3357
-0.509;-0.331	0.094;0.408	01101011	1.000	1.000	2	51.68	399980	350151	1.00		3139	3139
-0.523;0.298	-0.369;-0.212	11000100	0.186	0.714	2	23.29	399876	351101	1.00		1049	1469
-0.210;0.502	0.084;0.658	11101001	0.089	0.617	1	37.12	399994	351361	1.00		6611	10718
-0.055;0.187	0.101;0.658	11101001	1.000	1.000	1	48.82	399994	351637	1.00		5259	5259
-0.189;0.076	0.124;0.682	11101001	0.264	0.766	2	41.07	399994	353619	1.00		3912	5106
