Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
1000	43	70	0.087	0.847	0.14	0.01	1.222	0.604	0.253
2000	86	128	0.066	0.872	0.17	0.03	1.218	0.65	0.289
3000	129	190	0.06	0.883	0.15	0.06	1.24	0.64	0.288
4000	145	200	0.058	0.887	0.16	0.10	1.246	0.638	0.248
5000	141	200	0.06	0.883	0.13	0.13	1.237	0.643	0.000
6000	137	200	0.058	0.887	0.12	0.16	1.244	0.64	0.000
7000	141	200	0.054	0.894	0.12	0.18	1.249	0.643	0.000
8000	141	200	0.05	0.903	0.12	0.20	1.255	0.645	0.000
9000	149	200	0.037	0.928	0.11	0.23	1.28	0.645	0.000
10000	156	200	0.029	0.942	0.12	0.26	1.313	0.628	0.090
11000	145	200	0.024	0.953	0.12	0.29	1.339	0.614	0.000
12000	137	200	0.023	0.954	0.10	0.32	1.333	0.621	0.012
13000	137	200	0.021	0.959	0.10	0.34	1.335	0.624	0.000
14000	133	200	0.021	0.959	0.11	0.37	1.339	0.62	0.045
15000	136	200	0.019	0.962	0.12	0.40	1.338	0.624	0.000
16000	138	200	0.021	0.959	0.10	0.42	1.338	0.621	0.076
17000	147	200	0.019	0.961	0.12	0.45	1.334	0.627	0.000
18000	146	200	0.019	0.961	0.12	0.48	1.343	0.618	0.000
19000	141	200	0.021	0.959	0.11	0.51	1.341	0.618	0.000
20000	141	200	0.021	0.958	0.11	0.54	1.335	0.623	0.023
21000	144	200	0.021	0.959	0.11	0.56	1.338	0.621	0.036
22000	146	200	0.019	0.961	0.10	0.59	1.339	0.622	0.003
23000	144	200	0.02	0.96	0.10	0.62	1.336	0.624	0.000
24000	150	200	0.019	0.961	0.10	0.65	1.335	0.626	0.000
25000	141	200	0.017	0.967	0.10	0.67	1.338	0.629	0.082
26000	136	200	0.015	0.969	0.09	0.70	1.343	0.626	0.000
27000	142	200	0.017	0.967	0.10	0.73	1.333	0.634	0.000
28000	140	200	0.017	0.967	0.11	0.75	1.339	0.628	0.000
29000	140	200	0.017	0.967	0.12	0.78	1.333	0.634	0.000
30000	137	200	0.014	0.972	0.11	0.80	1.333	0.639	0.000
31000	140	200	0.015	0.971	0.12	0.82	1.332	0.638	0.000
32000	143	200	0.017	0.969	0.12	0.85	1.328	0.639	0.000
33000	139	200	0.017	0.966	0.11	0.87	1.342	0.624	0.000
34000	136	200	0.019	0.961	0.12	0.90	1.344	0.617	0.000
35000	138	200	0.02	0.96	0.12	0.92	1.338	0.622	0.030
36000	133	200	0.015	0.969	0.10	0.96	1.344	0.625	0.015
37000	131	200	0.021	0.959	0.10	0.98	1.342	0.617	0.017
38000	132	200	0.02	0.96	0.09	1.01	1.34	0.62	0.000
39000	134	200	0.02	0.96	0.09	1.03	1.336	0.624	0.000
40000	137	200	0.018	0.963	0.09	1.06	1.344	0.619	0.000
41000	138	200	0.02	0.96	0.09	1.09	1.346	0.614	0.070
42000	138	200	0.019	0.961	0.10	1.11	1.337	0.624	0.023
43000	135	200	0.018	0.965	0.11	1.14	1.339	0.626	0.000
44000	131	200	0.018	0.965	0.11	1.16	1.341	0.624	0.000
45000	125	200	0.018	0.963	0.10	1.18	1.337	0.626	0.000
46000	126	200	0.019	0.961	0.11	1.21	1.337	0.624	0.103
47000	133	200	0.018	0.964	0.12	1.24	1.339	0.625	0.002
48000	135	200	0.017	0.967	0.11	1.27	1.345	0.622	0.066
49000	139	200	0.018	0.965	0.12	1.30	1.341	0.624	0.000
50000	141	200	0.017	0.966	0.14	1.32	1.338	0.628	0.011
51000	141	200	0.02	0.96	0.14	1.35	1.339	0.621	0.000
52000	145	200	0.018	0.964	0.14	1.38	1.343	0.621	0.000
53000	148	200	0.017	0.966	0.14	1.41	1.341	0.625	0.000
54000	146	200	0.017	0.966	0.12	1.44	1.335	0.631	0.073
55000	143	200	0.015	0.971	0.12	1.47	1.344	0.627	0.041
56000	137	200	0.015	0.969	0.12	1.51	1.348	0.621	0.000
57000	139	200	0.017	0.966	0.13	1.53	1.34	0.626	0.000
58000	139	200	0.017	0.967	0.12	1.55	1.341	0.626	0.000
59000	137	200	0.016	0.968	0.11	1.59	1.34	0.628	0.030
60000	134	200	0.016	0.968	0.10	1.61	1.336	0.632	0.000
61000	131	200	0.016	0.968	0.10	1.64	1.34	0.628	0.000
62000	137	200	0.018	0.963	0.11	1.67	1.336	0.627	0.032
63000	139	200	0.015	0.969	0.10	1.71	1.35	0.619	0.000
64000	140	200	0.015	0.97	0.10	1.74	1.337	0.633	0.000
65000	146	200	0.015	0.97	0.11	1.77	1.335	0.635	0.000
66000	148	200	0.013	0.975	0.11	1.80	1.339	0.636	0.000
67000	146	200	0.017	0.966	0.11	1.83	1.338	0.628	0.000
68000	150	200	0.017	0.967	0.12	1.86	1.339	0.628	0.000
69000	143	200	0.013	0.974	0.12	1.89	1.341	0.633	0.000
70000	146	200	0.015	0.969	0.12	1.93	1.343	0.626	0.080
71000	148	200	0.015	0.971	0.13	1.96	1.341	0.63	0.000
