Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
217000	423	600	0.1576	0.2283	0.13	58.03	0.000	0.000	0.000
220500	426	600	0.159	0.2446	0.14	58.89	0.000	0.000	0.000
224000	420	600	0.1625	0.2389	0.15	59.77	0.000	0.000	0.000
227500	428	600	0.1588	0.234	0.14	60.59	0.000	0.000	0.000
231000	455	600	0.1793	0.1863	0.16	61.47	0.000	0.000	0.000
234500	431	600	0.1757	0.2094	0.14	62.37	0.000	0.000	0.000
238000	455	600	0.1691	0.2211	0.15	63.22	0.000	0.000	0.000
241500	432	600	0.1758	0.2243	0.13	64.18	0.000	0.000	0.000
245000	426	600	0.1703	0.2291	0.15	65.09	0.000	0.000	0.000
248500	439	600	0.1781	0.1943	0.15	66.03	0.000	0.000	0.000
252000	419	600	0.1665	0.2146	0.15	66.99	0.000	0.000	0.000
255500	419	600	0.1915	0.1709	0.14	67.89	0.000	0.000	0.000
259000	428	600	0.1931	0.1774	0.16	68.69	0.000	0.000	0.000
262500	427	600	0.189	0.1903	0.15	69.53	0.000	0.000	0.000
266000	429	600	0.1795	0.1857	0.15	70.37	0.000	0.000	0.000
269500	425	600	0.1831	0.1531	0.14	71.27	0.000	0.000	0.000
273000	425	600	0.1641	0.1837	0.14	72.14	0.000	0.000	0.000
276500	435	600	0.1593	0.2069	0.15	73.03	0.000	0.000	0.000
280000	427	600	0.1771	0.182	0.14	73.88	0.000	0.000	0.000
283500	437	600	0.1915	0.1769	0.16	74.78	0.000	0.000	0.000
287000	425	600	0.171	0.2294	0.14	75.73	0.000	0.000	0.000
290500	413	600	0.1848	0.2026	0.15	76.67	0.000	0.000	0.000
294000	426	600	0.1945	0.1677	0.15	77.59	0.000	0.000	0.000
297500	438	600	0.181	0.1829	0.15	78.49	0.000	0.000	0.000
301000	432	600	0.1654	0.2394	0.16	79.38	0.000	0.000	0.000
304500	425	600	0.168	0.2114	0.14	80.21	0.000	0.000	0.000
308000	438	600	0.1594	0.23	0.15	81.03	0.000	0.000	0.000
311500	433	600	0.1524	0.2297	0.14	82.00	0.000	0.000	0.000
315000	426	600	0.17	0.2086	0.13	82.89	0.000	0.000	0.000
318500	442	600	0.1691	0.2391	0.14	83.85	0.000	0.000	0.000
322000	425	600	0.1775	0.1926	0.15	84.80	0.000	0.000	0.000
325500	414	600	0.168	0.224	0.15	85.77	0.000	0.000	0.000
329000	402	600	0.1736	0.2149	0.15	86.69	0.000	0.000	0.000
332500	425	600	0.1805	0.1954	0.15	87.56	0.000	0.000	0.000
336000	432	600	0.196	0.1631	0.16	88.49	0.000	0.000	0.000
339500	432	600	0.1899	0.1723	0.17	89.38	0.000	0.000	0.000
343000	421	600	0.191	0.16	0.15	90.39	0.000	0.000	0.000
346500	421	600	0.1655	0.212	0.15	91.31	0.000	0.000	0.000
350000	419	600	0.1629	0.2346	0.15	92.18	0.000	0.000	0.000
353500	410	600	0.1861	0.1949	0.15	93.04	0.000	0.000	0.000
357000	427	600	0.1835	0.1834	0.14	94.05	0.000	0.000	0.000
360500	427	600	0.1792	0.1794	0.13	95.11	0.000	0.000	0.000
364000	430	600	0.1818	0.186	0.15	95.92	0.000	0.000	0.000
367500	422	600	0.1834	0.2003	0.15	96.73	0.000	0.000	0.000
371000	452	600	0.1709	0.2091	0.16	97.62	0.000	0.000	0.000
374500	447	600	0.1761	0.178	0.16	98.53	0.000	0.000	0.000
378000	445	600	0.1732	0.1791	0.14	99.37	0.000	0.000	0.000
381500	436	600	0.1667	0.2126	0.15	100.25	0.000	0.000	0.000
385000	431	600	0.1835	0.1906	0.15	101.13	0.000	0.000	0.000
388500	446	600	0.1945	0.1523	0.17	102.03	0.000	0.000	0.000
392000	461	600	0.1754	0.2086	0.16	102.82	0.000	0.000	0.000
395500	441	600	0.172	0.1983	0.15	103.48	0.000	0.000	0.000
399000	427	600	0.1786	0.1863	0.14	104.16	0.000	0.000	0.000
