att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-2.166;-0.608	100	1.000	1.000	3	122.82	199974	61024	0.50		12344	12344
#	-0.603;-0.481	110	0.930	0.985	3	110.81	199978	82454	0.50		7409	7746
#	-0.603;-0.509	110	0.919	0.983	6	115.79	199978	83557	0.50		6338	6672
#	0.672;2.389	001	1.000	1.000	3	116.02	199944	87517	0.50		5800	5800
#	0.672;1.229	001	1.000	1.000	1	116.02	199944	88564	0.50		5746	5746
#	0.672;1.350	001	1.000	1.000	4	116.02	199944	102334	0.50		5034	5034
-0.674;0.634	-0.603;-0.509	110	1.000	1.000	2	120.50	199978	103600	1.00		5248	5248
#	-2.125;-0.608	100	1.000	1.000	1	122.82	199974	106299	0.50		8318	8318
#	0.672;2.341	001	1.000	1.000	1	116.02	199944	112765	0.50		4499	4499
#	-0.476;0.522	111	0.896	0.978	2	113.20	199993	115779	0.50		56714	59366
#	0.569;0.622	011	1.000	1.000	16	116.16	199991	118381	0.50		2571	2571
#	0.595;0.622	011	1.000	1.000	3	116.67	199991	124258	0.50		1519	1519
-0.691;0.545	#	111	0.489	0.867	5	113.61	199993	127728	0.50		51150	68336
#	-3.079;-0.606	100	1.000	1.000	1	120.20	199974	132022	0.50		6421	6421
-0.498;-0.046	0.569;0.622	011	1.000	1.000	2	117.32	199889	135920	1.00		1284	1284
-1.061;1.147	0.569;0.622	011	1.000	1.000	1	116.16	199991	138274	1.00		1944	1944
#	-0.476;0.566	111	0.901	0.979	2	112.02	199993	138438	0.50		43576	45513
-0.674;1.247	-0.603;-0.481	110	1.000	1.000	3	114.35	199978	139896	1.00		3790	3790
#	-3.079;-0.608	100	1.000	1.000	1	122.82	199974	141702	0.50		5178	5178
#	-1.977;-0.608	100	1.000	1.000	2	122.82	199974	146961	0.50		4709	4709
-0.679;0.545	#	111	0.492	0.868	3	113.61	199993	147265	0.50		37170	49560
#	0.486;0.622	011	0.284	0.778	1	104.51	199991	148237	0.50		1777	4892
#	0.672;2.392	001	1.000	1.000	1	116.02	199944	148314	0.50		2664	2664
-0.393;0.545	-0.476;0.566	111	1.000	1.000	1	115.06	199993	148403	1.00		26326	26326
0.633;1.291	-1.921;-0.352	100	1.000	1.000	3	66.01	199987	149382	1.00		290	290
-0.958;-0.666	-1.296;0.595	100	0.091	0.619	1	73.42	199970	150761	1.00		705	1974
#	-3.849;-0.606	100	1.000	1.000	1	120.20	199974	151217	0.50		4606	4606
-0.674;1.247	#	110	0.103	0.634	2	111.73	199978	152460	0.50		2998	46041
#	-1.921;-0.352	100	0.187	0.715	2	111.88	199987	152523	0.50		4897	11153
0.570;1.446	-0.443;0.510	101	0.554	0.889	3	70.51	199782	153648	1.00		530	796
-0.521;0.160	#	110	0.109	0.642	1	115.39	199954	154287	0.50		1702	23052
0.575;0.884	#	100	0.285	0.778	1	74.46	199987	155160	0.50		514	1154
#	-0.603;-0.486	110	0.926	0.985	2	112.84	199978	155547	0.50		2674	2802
#	-2.063;-0.608	100	1.000	1.000	2	122.82	199974	159152	0.50		3628	3628
0.123;0.801	0.672;2.287	001	1.000	1.000	1	120.07	199944	160696	1.00		1126	1126
-0.902;1.147	0.569;0.622	011	1.000	1.000	2	116.16	199991	161121	1.00		1223	1223
#	0.624;1.350	001	1.000	1.000	2	107.49	199992	161602	0.50		2310	2310
-1.106;-0.666	-1.296;0.595	100	0.091	0.620	2	73.42	199970	162738	1.00		534	1492
-0.021;1.642	0.672;1.229	001	1.000	1.000	1	120.07	199944	162972	1.00		1060	1060
-0.532;0.788	-1.977;-0.606	100	1.000	1.000	1	126.13	199974	163456	1.00		2926	2926
#	-2.834;-0.608	100	1.000	1.000	3	122.82	199974	164704	0.50		3136	3136
0.633;0.920	-0.940;-0.269	100	1.000	1.000	1	66.01	199987	165087	1.00		200	200
-2.509;-0.175	-3.849;-0.608	100	1.000	1.000	1	113.38	199926	165829	1.00		1368	1368
-0.902;0.520	0.610;0.622	011	1.000	1.000	1	117.04	199829	166036	1.00		485	485
-0.384;-0.333	0.624;2.302	001	0.100	1.000	1	88.30	166094	166094	1.00		0	0
#	-1.129;-0.652	100	1.000	1.000	1	124.87	199953	166830	0.50		2281	2281
-0.858;1.147	0.569;0.622	011	1.000	1.000	3	116.16	199991	167185	1.00		1034	1034
-0.021;1.736	0.672;1.562	001	1.000	1.000	1	120.07	199944	167791	1.00		922	922
-0.567;0.634	-0.603;-0.509	110	1.000	1.000	2	121.79	199978	168596	1.00		1619	1619
#	0.672;1.009	001	1.000	1.000	1	116.02	199944	168767	0.50		1608	1608
0.409;0.903	-0.443;1.124	101	0.177	0.707	1	116.07	199825	168995	1.00		444	3642
#	0.624;2.287	001	1.000	1.000	5	107.49	199992	169356	0.50		1841	1841
0.061;1.071	0.672;2.224	001	1.000	1.000	1	120.07	199944	169451	1.00		874	874
-0.074;0.545	-0.476;0.560	111	1.000	1.000	2	117.01	199968	169848	1.00		10281	10281
-0.567;0.798	-0.603;-0.509	110	1.000	1.000	2	121.79	199978	169964	1.00		1548	1548
#	-2.755;-0.608	100	1.000	1.000	1	122.82	199974	170288	0.50		2640	2640
-0.573;1.147	0.569;0.622	011	1.000	1.000	1	116.16	199991	170444	1.00		930	930
-0.517;0.277	-3.079;-0.608	100	1.000	1.000	2	124.58	199926	170715	1.00		1425	1425
-1.054;-0.333	0.624;2.287	001	1.000	1.000	1	97.50	199992	171374	1.00		574	574
0.570;1.365	-0.565;0.998	101	0.461	0.857	1	75.41	199782	171447	1.00		326	572
-0.718;-0.140	0.624;2.287	001	1.000	1.000	2	101.48	199992	172257	1.00		795	795
#	0.624;2.424	001	1.000	1.000	2	107.49	199992	172301	0.50		1666	1666
-0.074;0.545	#	111	0.487	0.866	1	117.77	199968	172426	0.50		9401	12561
-0.691;0.545	#	111	0.490	0.867	9	113.61	199993	173211	0.50		18970	25332
-0.573;0.520	0.493;0.622	011	0.359	0.815	1	108.61	199991	173467	1.00		912	2052
