Explore_Iteration	MacroPopSize	MicroPopSize	Hamming_Loss	Accuracy	AveGenerality	Time(min)	TP	TN	OverGenAcc
40000	384	500	0.044	0.873	0.08	2.62	2.05	0.817	0.000
41000	379	500	0.042	0.878	0.08	2.68	2.057	0.817	0.017
42000	382	500	0.042	0.879	0.08	2.75	2.056	0.819	0.015
43000	374	500	0.041	0.882	0.07	2.81	2.057	0.821	0.014
44000	373	500	0.038	0.888	0.08	2.87	2.07	0.816	0.004
45000	372	500	0.04	0.881	0.07	2.94	2.062	0.817	0.016
46000	377	500	0.039	0.885	0.07	3.00	2.063	0.82	0.006
47000	375	500	0.04	0.884	0.07	3.06	2.054	0.827	0.000
48000	367	500	0.04	0.884	0.07	3.12	2.061	0.82	0.024
49000	374	500	0.038	0.887	0.07	3.19	2.061	0.825	0.004
50000	367	500	0.04	0.883	0.07	3.25	2.053	0.827	0.022
51000	370	500	0.036	0.893	0.06	3.31	2.068	0.824	0.012
52000	375	500	0.038	0.89	0.07	3.37	2.063	0.824	0.015
53000	373	500	0.038	0.89	0.06	3.43	2.063	0.824	0.019
54000	366	500	0.038	0.89	0.07	3.48	2.059	0.828	0.019
55000	364	500	0.035	0.899	0.07	3.54	2.058	0.838	0.008
56000	363	500	0.034	0.901	0.07	3.60	2.057	0.84	0.015
57000	366	500	0.034	0.9	0.07	3.66	2.055	0.842	0.000
58000	366	500	0.032	0.909	0.07	3.72	2.059	0.845	0.005
59000	368	500	0.032	0.909	0.07	3.77	2.066	0.838	0.000
60000	372	500	0.031	0.913	0.08	3.83	2.056	0.851	0.000
61000	365	500	0.031	0.912	0.07	3.89	2.061	0.847	0.000
62000	375	500	0.029	0.917	0.08	3.95	2.057	0.857	0.004
63000	367	500	0.028	0.92	0.07	4.01	2.059	0.858	0.013
64000	373	500	0.029	0.916	0.08	4.07	2.057	0.856	0.012
65000	371	500	0.03	0.913	0.07	4.13	2.046	0.863	0.000
66000	372	500	0.029	0.918	0.08	4.18	2.064	0.849	0.005
67000	370	500	0.029	0.916	0.07	4.24	2.055	0.857	0.004
68000	377	500	0.029	0.915	0.07	4.30	2.062	0.85	0.000
69000	377	500	0.025	0.928	0.07	4.35	2.054	0.871	0.000
70000	381	500	0.023	0.933	0.07	4.41	2.057	0.873	0.000
71000	377	500	0.026	0.928	0.07	4.46	2.054	0.868	0.004
72000	379	500	0.025	0.931	0.07	4.52	2.054	0.871	0.000
73000	377	500	0.023	0.936	0.07	4.58	2.063	0.867	0.009
74000	377	500	0.022	0.937	0.07	4.64	2.065	0.869	0.000
75000	373	500	0.02	0.941	0.07	4.69	2.079	0.86	0.000
76000	366	500	0.022	0.938	0.06	4.75	2.072	0.863	0.008
77000	363	500	0.018	0.949	0.06	4.81	2.069	0.877	0.000
78000	365	500	0.018	0.948	0.07	4.86	2.074	0.871	0.000
79000	364	500	0.018	0.95	0.07	4.91	2.073	0.874	0.000
80000	358	500	0.016	0.954	0.07	4.96	2.081	0.872	0.006
81000	366	500	0.015	0.957	0.07	5.02	2.088	0.868	0.000
82000	362	500	0.016	0.953	0.07	5.07	2.085	0.868	0.004
83000	361	500	0.017	0.952	0.07	5.13	2.084	0.865	0.004
84000	359	500	0.018	0.95	0.07	5.18	2.066	0.881	0.003
85000	363	500	0.017	0.952	0.07	5.23	2.074	0.875	0.006
86000	362	500	0.018	0.95	0.07	5.29	2.076	0.871	0.000
87000	364	500	0.017	0.953	0.07	5.34	2.074	0.876	0.005
88000	369	500	0.015	0.955	0.07	5.39	2.089	0.866	0.000
89000	369	500	0.015	0.957	0.07	5.45	2.087	0.867	0.004
90000	365	500	0.016	0.954	0.07	5.50	2.085	0.867	0.009
91000	361	500	0.016	0.955	0.07	5.56	2.081	0.871	0.008
92000	375	500	0.015	0.957	0.08	5.62	2.075	0.879	0.007
93000	371	500	0.016	0.954	0.07	5.67	2.079	0.872	0.000
94000	367	500	0.017	0.954	0.07	5.73	2.078	0.871	0.016
95000	368	500	0.015	0.959	0.07	5.78	2.081	0.875	0.017
96000	368	500	0.014	0.961	0.07	5.84	2.09	0.868	0.010
97000	368	500	0.015	0.957	0.07	5.89	2.086	0.869	0.004
98000	371	500	0.016	0.956	0.06	5.95	2.087	0.866	0.000
99000	375	500	0.016	0.952	0.07	6.00	2.078	0.873	0.000
100000	374	500	0.015	0.956	0.07	6.05	2.088	0.868	0.004
101000	372	500	0.014	0.958	0.07	6.11	2.088	0.87	0.004
102000	374	500	0.013	0.961	0.07	6.16	2.08	0.881	0.004
103000	367	500	0.014	0.957	0.07	6.22	2.093	0.864	0.000
104000	368	500	0.014	0.959	0.07	6.27	2.091	0.868	0.013
105000	371	500	0.014	0.958	0.08	6.32	2.094	0.864	0.006
106000	369	500	0.014	0.959	0.07	6.38	2.088	0.871	0.005
107000	367	500	0.014	0.959	0.07	6.44	2.086	0.873	0.009
108000	367	500	0.015	0.954	0.06	6.49	2.086	0.868	0.000
109000	369	500	0.016	0.951	0.06	6.55	2.086	0.865	0.000
110000	368	500	0.014	0.959	0.06	6.60	2.091	0.868	0.018
111000	365	500	0.014	0.96	0.06	6.64	2.092	0.866	0.000
112000	364	500	0.014	0.959	0.05	6.70	2.088	0.869	0.000
113000	374	500	0.015	0.959	0.06	6.75	2.091	0.865	0.000
114000	369	500	0.015	0.956	0.06	6.81	2.085	0.869	0.004
115000	366	500	0.015	0.957	0.06	6.87	2.09	0.865	0.024
116000	371	500	0.015	0.956	0.07	6.92	2.091	0.864	0.004
117000	371	500	0.014	0.959	0.07	6.97	2.085	0.873	0.006
118000	370	500	0.013	0.962	0.06	7.02	2.098	0.864	0.004
119000	368	500	0.014	0.958	0.06	7.07	2.089	0.869	0.009
120000	370	500	0.015	0.954	0.07	7.13	2.095	0.859	0.010
121000	372	500	0.015	0.957	0.06	7.17	2.082	0.874	0.000
122000	373	500	0.017	0.953	0.07	7.22	2.086	0.864	0.000
123000	374	500	0.018	0.948	0.07	7.28	2.084	0.862	0.000
124000	374	500	0.018	0.945	0.07	7.33	2.081	0.864	0.000
125000	385	500	0.016	0.953	0.07	7.39	2.09	0.863	0.004
126000	382	500	0.013	0.96	0.06	7.44	2.093	0.867	0.008
127000	382	500	0.016	0.952	0.07	7.49	2.097	0.855	0.006
128000	382	500	0.016	0.953	0.07	7.54	2.094	0.859	0.008
129000	379	500	0.015	0.955	0.06	7.60	2.087	0.868	0.015
130000	387	500	0.013	0.962	0.07	7.64	2.091	0.871	0.008
131000	380	500	0.014	0.959	0.06	7.70	2.088	0.871	0.005
132000	378	500	0.013	0.96	0.06	7.75	2.089	0.871	0.000
133000	378	500	0.01	0.97	0.07	7.80	2.096	0.874	0.000
134000	376	500	0.011	0.968	0.07	7.85	2.088	0.88	0.000
135000	378	500	0.011	0.967	0.06	7.90	2.088	0.879	0.007
136000	378	500	0.011	0.968	0.07	7.96	2.079	0.889	0.004
137000	384	500	0.012	0.964	0.07	8.00	2.085	0.879	0.000
138000	382	500	0.01	0.97	0.07	8.07	2.09	0.88	0.008
139000	373	500	0.013	0.962	0.07	8.11	2.086	0.875	0.000
140000	363	500	0.011	0.966	0.07	8.15	2.098	0.868	0.005
141000	373	500	0.013	0.962	0.08	8.20	2.099	0.863	0.000
142000	374	500	0.012	0.963	0.07	8.25	2.097	0.866	0.000
143000	379	500	0.012	0.964	0.08	8.31	2.097	0.867	0.000
144000	379	500	0.012	0.964	0.08	8.36	2.09	0.874	0.000
145000	378	500	0.012	0.965	0.08	8.41	2.093	0.872	0.000
146000	375	500	0.015	0.956	0.08	8.45	2.093	0.863	0.004
147000	370	500	0.016	0.952	0.08	8.50	2.09	0.862	0.000
148000	371	500	0.018	0.947	0.08	8.55	2.096	0.851	0.000
149000	369	500	0.018	0.947	0.08	8.59	2.091	0.856	0.004
150000	359	500	0.016	0.951	0.07	8.64	2.091	0.86	0.000
151000	361	500	0.017	0.95	0.07	8.69	2.085	0.865	0.000
152000	359	500	0.016	0.953	0.07	8.74	2.089	0.864	0.014
153000	362	500	0.016	0.951	0.07	8.79	2.09	0.861	0.004
154000	370	500	0.017	0.95	0.07	8.83	2.084	0.866	0.000
155000	373	500	0.017	0.949	0.07	8.89	2.098	0.851	0.000
156000	374	500	0.016	0.952	0.07	8.94	2.095	0.857	0.017
157000	374	500	0.016	0.951	0.07	9.00	2.1	0.851	0.000
158000	369	500	0.015	0.956	0.07	9.05	2.094	0.862	0.000
159000	362	500	0.016	0.953	0.07	9.11	2.092	0.861	0.009
160000	356	500	0.016	0.953	0.07	9.15	2.093	0.86	0.010
161000	357	500	0.018	0.947	0.07	9.20	2.091	0.856	0.019
162000	357	500	0.015	0.955	0.07	9.25	2.095	0.86	0.008
163000	361	500	0.014	0.958	0.08	9.30	2.1	0.858	0.019
164000	358	500	0.014	0.958	0.08	9.35	2.095	0.863	0.014
165000	355	500	0.013	0.962	0.08	9.39	2.097	0.865	0.000
166000	353	500	0.013	0.961	0.08	9.44	2.089	0.872	0.007
167000	357	500	0.012	0.963	0.08	9.48	2.095	0.868	0.011
168000	356	500	0.015	0.955	0.09	9.53	2.095	0.86	0.000
169000	356	500	0.014	0.958	0.08	9.58	2.09	0.868	0.000
170000	359	500	0.013	0.961	0.08	9.64	2.099	0.862	0.000
171000	368	500	0.015	0.955	0.09	9.68	2.091	0.864	0.014
172000	374	500	0.014	0.957	0.08	9.73	2.101	0.856	0.008
173000	370	500	0.014	0.959	0.08	9.78	2.086	0.873	0.009
174000	371	500	0.013	0.96	0.09	9.83	2.093	0.867	0.007
175000	365	500	0.015	0.956	0.08	9.87	2.09	0.866	0.000
176000	361	500	0.014	0.958	0.08	9.91	2.086	0.872	0.000
177000	363	500	0.013	0.961	0.07	9.96	2.092	0.869	0.009
178000	364	500	0.012	0.965	0.07	10.01	2.096	0.869	0.004
179000	372	500	0.012	0.963	0.08	10.06	2.095	0.868	0.000
180000	374	500	0.012	0.963	0.08	10.11	2.094	0.869	0.004
181000	383	500	0.013	0.962	0.08	10.16	2.085	0.877	0.000
182000	381	500	0.013	0.962	0.08	10.22	2.092	0.87	0.004
183000	387	500	0.013	0.961	0.08	10.28	2.088	0.873	0.006
184000	381	500	0.013	0.961	0.08	10.32	2.087	0.874	0.000
185000	383	500	0.012	0.965	0.08	10.38	2.101	0.864	0.000
186000	377	500	0.014	0.958	0.08	10.43	2.092	0.866	0.010
187000	387	500	0.014	0.959	0.08	10.48	2.095	0.864	0.000
188000	389	500	0.013	0.961	0.08	10.54	2.085	0.876	0.006
189000	390	500	0.014	0.959	0.08	10.59	2.094	0.865	0.005
190000	382	500	0.015	0.955	0.08	10.64	2.089	0.866	0.000
191000	388	500	0.017	0.95	0.07	10.69	2.085	0.865	0.000
192000	393	500	0.013	0.96	0.07	10.75	2.095	0.865	0.000
193000	386	500	0.014	0.958	0.07	10.79	2.097	0.861	0.000
194000	388	500	0.011	0.968	0.07	10.84	2.095	0.873	0.000
195000	384	500	0.01	0.971	0.07	10.89	2.093	0.878	0.004
196000	380	500	0.01	0.969	0.07	10.94	2.087	0.882	0.000
197000	382	500	0.012	0.964	0.07	10.99	2.09	0.874	0.011
198000	376	500	0.011	0.967	0.06	11.03	2.09	0.877	0.005
199000	379	500	0.01	0.969	0.07	11.08	2.089	0.88	0.000
200000	379	500	0.01	0.971	0.07	11.13	2.098	0.873	0.000
201000	375	500	0.011	0.968	0.07	11.18	2.091	0.877	0.009
202000	372	500	0.01	0.97	0.07	11.22	2.091	0.879	0.000
203000	375	500	0.01	0.971	0.07	11.28	2.089	0.882	0.000
204000	375	500	0.01	0.971	0.07	11.33	2.09	0.881	0.000
205000	374	500	0.01	0.97	0.07	11.37	2.092	0.878	0.005
206000	375	500	0.011	0.968	0.07	11.42	2.081	0.887	0.000
207000	368	500	0.01	0.97	0.07	11.47	2.094	0.876	0.000
208000	368	500	0.01	0.97	0.07	11.53	2.092	0.878	0.000
209000	376	500	0.01	0.969	0.07	11.59	2.094	0.875	0.000
210000	380	500	0.01	0.969	0.07	11.64	2.09	0.879	0.000
211000	383	500	0.013	0.962	0.07	11.68	2.089	0.873	0.005
212000	393	500	0.013	0.962	0.07	11.73	2.092	0.87	0.006
213000	388	500	0.012	0.964	0.07	11.77	2.087	0.877	0.022
214000	387	500	0.011	0.968	0.07	11.82	2.096	0.872	0.011
215000	380	500	0.011	0.968	0.07	11.87	2.1	0.868	0.000
216000	379	500	0.012	0.965	0.07	11.92	2.096	0.869	0.000
217000	373	500	0.01	0.971	0.06	11.96	2.096	0.875	0.000
218000	367	500	0.011	0.968	0.07	12.00	2.086	0.882	0.000
219000	368	500	0.011	0.968	0.07	12.04	2.091	0.877	0.006
220000	368	500	0.012	0.965	0.07	12.09	2.091	0.874	0.000
221000	378	500	0.012	0.964	0.07	12.14	2.086	0.878	0.012
222000	376	500	0.012	0.964	0.07	12.18	2.097	0.867	0.000
223000	376	500	0.012	0.964	0.07	12.23	2.094	0.87	0.000
224000	379	500	0.012	0.965	0.07	12.27	2.098	0.867	0.006
225000	377	500	0.011	0.967	0.07	12.33	2.085	0.882	0.000
226000	370	500	0.013	0.961	0.07	12.38	2.095	0.866	0.005
227000	374	500	0.013	0.96	0.08	12.44	2.093	0.867	0.008
228000	372	500	0.012	0.965	0.08	12.49	2.089	0.876	0.000
229000	370	500	0.011	0.967	0.08	12.54	2.096	0.871	0.000
230000	366	500	0.011	0.966	0.07	12.59	2.098	0.868	0.005
231000	364	500	0.011	0.968	0.08	12.64	2.098	0.87	0.000
232000	361	500	0.011	0.966	0.08	12.69	2.096	0.87	0.000
233000	358	500	0.011	0.968	0.08	12.73	2.083	0.885	0.005
234000	361	500	0.011	0.968	0.08	12.78	2.093	0.875	0.000
235000	357	500	0.012	0.963	0.07	12.82	2.087	0.876	0.005
236000	366	500	0.013	0.961	0.07	12.87	2.087	0.874	0.004
237000	366	500	0.012	0.964	0.07	12.92	2.102	0.862	0.000
238000	360	500	0.012	0.963	0.07	12.97	2.091	0.872	0.004
239000	358	500	0.01	0.971	0.08	13.02	2.093	0.878	0.011
240000	363	500	0.012	0.963	0.07	13.07	2.085	0.878	0.000
241000	367	500	0.013	0.962	0.08	13.12	2.094	0.868	0.000
242000	358	500	0.013	0.961	0.08	13.17	2.089	0.872	0.000
243000	357	500	0.014	0.958	0.07	13.22	2.085	0.873	0.000
244000	364	500	0.015	0.955	0.07	13.26	2.096	0.859	0.005
245000	365	500	0.015	0.956	0.07	13.32	2.096	0.86	0.007
246000	369	500	0.014	0.958	0.08	13.36	2.095	0.863	0.010
247000	373	500	0.014	0.958	0.07	13.41	2.092	0.866	0.004
248000	370	500	0.014	0.957	0.07	13.46	2.088	0.869	0.000
249000	372	500	0.014	0.957	0.07	13.51	2.09	0.867	0.000
250000	368	500	0.014	0.958	0.07	13.56	2.089	0.869	0.009
251000	366	500	0.014	0.958	0.07	13.61	2.09	0.868	0.023
252000	362	500	0.015	0.956	0.07	13.65	2.099	0.857	0.018
253000	358	500	0.014	0.959	0.07	13.70	2.092	0.867	0.007
254000	359	500	0.013	0.962	0.07	13.75	2.094	0.868	0.008
255000	355	500	0.014	0.957	0.07	13.79	2.089	0.868	0.004
256000	356	500	0.014	0.958	0.07	13.85	2.09	0.868	0.000
257000	359	500	0.013	0.96	0.08	13.90	2.094	0.866	0.018
258000	360	500	0.013	0.96	0.08	13.95	2.088	0.872	0.007
259000	362	500	0.013	0.96	0.08	14.00	2.099	0.861	0.004
260000	354	500	0.014	0.959	0.08	14.05	2.095	0.864	0.000
261000	364	500	0.013	0.96	0.08	14.10	2.1	0.86	0.000
262000	357	500	0.013	0.961	0.08	14.15	2.091	0.87	0.004
263000	366	500	0.013	0.962	0.07	14.20	2.093	0.869	0.014
264000	365	500	0.012	0.964	0.08	14.24	2.093	0.871	0.004
265000	365	500	0.012	0.963	0.07	14.28	2.088	0.875	0.004
266000	359	500	0.013	0.961	0.07	14.33	2.095	0.866	0.005
267000	360	500	0.011	0.966	0.07	14.38	2.1	0.866	0.005
268000	361	500	0.011	0.967	0.07	14.43	2.092	0.875	0.000
269000	357	500	0.012	0.965	0.07	14.49	2.094	0.871	0.007
270000	347	500	0.012	0.963	0.06	14.54	2.089	0.874	0.000
271000	361	500	0.011	0.966	0.07	14.58	2.092	0.874	0.012
272000	360	500	0.011	0.968	0.06	14.63	2.089	0.879	0.015
273000	364	500	0.011	0.968	0.06	14.68	2.087	0.881	0.011
274000	366	500	0.01	0.969	0.06	14.73	2.096	0.873	0.004
275000	364	500	0.011	0.968	0.06	14.78	2.09	0.878	0.015
276000	367	500	0.01	0.969	0.06	14.83	2.093	0.876	0.005
277000	370	500	0.01	0.97	0.06	14.89	2.083	0.887	0.014
278000	374	500	0.011	0.967	0.06	14.93	2.093	0.874	0.000
279000	372	500	0.011	0.966	0.06	14.98	2.085	0.881	0.000
280000	379	500	0.011	0.966	0.06	15.03	2.083	0.883	0.005
281000	377	500	0.013	0.962	0.06	15.08	2.093	0.869	0.000
282000	373	500	0.012	0.965	0.06	15.13	2.092	0.873	0.000
283000	368	500	0.01	0.97	0.07	15.18	2.092	0.878	0.022
284000	368	500	0.01	0.97	0.07	15.23	2.09	0.88	0.011
285000	366	500	0.012	0.965	0.07	15.28	2.085	0.88	0.022
286000	360	500	0.012	0.963	0.07	15.32	2.089	0.874	0.000
287000	362	500	0.015	0.956	0.07	15.37	2.088	0.868	0.000
288000	360	500	0.014	0.959	0.07	15.43	2.089	0.87	0.000
289000	357	500	0.013	0.96	0.07	15.48	2.103	0.857	0.000
290000	364	500	0.013	0.962	0.07	15.54	2.094	0.868	0.009
291000	361	500	0.011	0.968	0.07	15.59	2.094	0.874	0.017
292000	365	500	0.012	0.963	0.07	15.64	2.087	0.876	0.000
293000	366	500	0.012	0.964	0.07	15.68	2.096	0.868	0.000
294000	369	500	0.012	0.965	0.07	15.73	2.089	0.876	0.000
295000	369	500	0.012	0.964	0.07	15.78	2.084	0.88	0.020
296000	373	500	0.011	0.968	0.07	15.82	2.095	0.873	0.009
297000	384	500	0.012	0.963	0.07	15.88	2.095	0.868	0.011
298000	384	500	0.012	0.963	0.08	15.92	2.096	0.867	0.022
299000	379	500	0.013	0.961	0.08	15.97	2.092	0.869	0.012
300000	378	500	0.013	0.96	0.08	16.03	2.088	0.872	0.000
301000	378	500	0.012	0.964	0.07	16.08	2.09	0.874	0.000
302000	378	500	0.014	0.959	0.07	16.13	2.089	0.87	0.000
303000	381	500	0.012	0.963	0.08	16.18	2.091	0.872	0.021
304000	379	500	0.013	0.962	0.07	16.22	2.098	0.864	0.000
305000	379	500	0.014	0.957	0.08	16.28	2.092	0.865	0.009
306000	380	500	0.014	0.958	0.08	16.33	2.093	0.865	0.004
307000	378	500	0.015	0.956	0.08	16.40	2.089	0.867	0.000
308000	374	500	0.014	0.959	0.08	16.45	2.091	0.868	0.011
309000	375	500	0.014	0.957	0.08	16.50	2.094	0.863	0.014
310000	373	500	0.014	0.958	0.08	16.55	2.087	0.871	0.028
311000	364	500	0.014	0.958	0.08	16.60	2.098	0.86	0.018
312000	367	500	0.015	0.956	0.08	16.66	2.091	0.865	0.011
313000	366	500	0.013	0.962	0.08	16.70	2.097	0.865	0.015
314000	363	500	0.011	0.968	0.08	16.76	2.087	0.881	0.010
315000	361	500	0.011	0.968	0.08	16.81	2.087	0.881	0.016
316000	358	500	0.011	0.968	0.07	16.86	2.088	0.88	0.012
317000	362	500	0.011	0.967	0.07	16.91	2.084	0.883	0.018
318000	366	500	0.011	0.968	0.08	16.96	2.091	0.877	0.000
319000	373	500	0.01	0.97	0.08	17.02	2.094	0.876	0.004
320000	369	500	0.011	0.968	0.08	17.07	2.09	0.878	0.008
321000	367	500	0.01	0.97	0.08	17.12	2.091	0.879	0.005
322000	370	500	0.01	0.969	0.08	17.16	2.085	0.884	0.018
323000	374	500	0.011	0.968	0.08	17.21	2.087	0.881	0.008
324000	369	500	0.011	0.967	0.08	17.27	2.087	0.88	0.008
325000	363	500	0.011	0.968	0.07	17.32	2.086	0.882	0.009
326000	362	500	0.01	0.97	0.07	17.37	2.096	0.874	0.004
327000	369	500	0.011	0.967	0.07	17.42	2.089	0.878	0.005
328000	366	500	0.011	0.968	0.07	17.47	2.095	0.873	0.007
329000	359	500	0.01	0.969	0.07	17.52	2.082	0.887	0.000
330000	364	500	0.011	0.968	0.07	17.57	2.092	0.876	0.000
331000	354	500	0.01	0.969	0.07	17.62	2.085	0.884	0.011
332000	345	500	0.011	0.967	0.07	17.67	2.082	0.885	0.006
333000	350	500	0.011	0.967	0.07	17.72	2.092	0.875	0.000
334000	351	500	0.01	0.969	0.07	17.77	2.092	0.877	0.011
335000	348	500	0.01	0.969	0.06	17.81	2.093	0.876	0.007
336000	349	500	0.01	0.97	0.07	17.86	2.089	0.881	0.000
337000	347	500	0.01	0.969	0.07	17.91	2.086	0.883	0.000
338000	347	500	0.011	0.968	0.06	17.96	2.089	0.879	0.000
339000	353	500	0.011	0.967	0.07	18.01	2.086	0.881	0.000
340000	352	500	0.011	0.968	0.07	18.06	2.084	0.884	0.006
341000	350	500	0.01	0.97	0.07	18.11	2.097	0.873	0.004
342000	356	500	0.011	0.967	0.07	18.16	2.091	0.876	0.000
343000	357	500	0.01	0.97	0.06	18.22	2.091	0.879	0.023
344000	364	500	0.011	0.968	0.06	18.27	2.082	0.886	0.000
345000	359	500	0.01	0.969	0.07	18.32	2.093	0.876	0.000
346000	357	500	0.011	0.968	0.06	18.38	2.086	0.882	0.009
347000	369	500	0.011	0.968	0.07	18.43	2.082	0.886	0.007
348000	369	500	0.01	0.969	0.07	18.48	2.093	0.876	0.005
349000	367	500	0.011	0.968	0.07	18.53	2.093	0.875	0.010
350000	371	500	0.011	0.968	0.07	18.58	2.091	0.877	0.013
351000	370	500	0.01	0.97	0.07	18.63	2.09	0.88	0.000
352000	371	500	0.01	0.969	0.07	18.68	2.086	0.883	0.004
353000	372	500	0.011	0.968	0.07	18.73	2.086	0.882	0.009
354000	365	500	0.011	0.967	0.07	18.78	2.086	0.881	0.004
355000	376	500	0.011	0.968	0.07	18.83	2.088	0.88	0.000
356000	371	500	0.01	0.97	0.07	18.88	2.096	0.874	0.005
357000	370	500	0.011	0.968	0.06	18.94	2.088	0.88	0.004
358000	365	500	0.011	0.967	0.06	18.99	2.089	0.878	0.000
359000	366	500	0.01	0.969	0.06	19.04	2.086	0.883	0.012
360000	365	500	0.011	0.968	0.06	19.09	2.088	0.88	0.005
361000	363	500	0.011	0.968	0.06	19.14	2.09	0.878	0.005
362000	361	500	0.011	0.968	0.06	19.19	2.082	0.886	0.022
363000	358	500	0.01	0.969	0.06	19.23	2.095	0.874	0.005
364000	356	500	0.011	0.966	0.06	19.29	2.089	0.877	0.017
365000	359	500	0.012	0.963	0.06	19.33	2.098	0.865	0.010
366000	357	500	0.012	0.964	0.05	19.39	2.087	0.877	0.019
367000	361	500	0.013	0.961	0.06	19.44	2.093	0.868	0.013
368000	359	500	0.011	0.966	0.05	19.50	2.09	0.876	0.016
369000	364	500	0.011	0.966	0.06	19.56	2.087	0.879	0.013
370000	362	500	0.011	0.968	0.06	19.61	2.094	0.874	0.015
371000	367	500	0.011	0.967	0.05	19.66	2.097	0.87	0.014
372000	369	500	0.011	0.966	0.06	19.71	2.093	0.873	0.025
373000	371	500	0.01	0.969	0.06	19.77	2.094	0.875	0.008
374000	366	500	0.012	0.965	0.06	19.82	2.086	0.879	0.018
375000	367	500	0.012	0.964	0.06	19.87	2.091	0.873	0.014
376000	368	500	0.012	0.964	0.06	19.93	2.09	0.874	0.028
377000	369	500	0.012	0.964	0.06	19.99	2.089	0.875	0.009
378000	372	500	0.01	0.969	0.06	20.05	2.098	0.871	0.005
379000	376	500	0.012	0.964	0.06	20.10	2.093	0.871	0.010
380000	377	500	0.011	0.967	0.06	20.15	2.096	0.871	0.014
381000	370	500	0.011	0.966	0.07	20.21	2.084	0.882	0.019
382000	374	500	0.012	0.964	0.06	20.27	2.093	0.871	0.006
383000	372	500	0.012	0.963	0.06	20.32	2.085	0.878	0.014
384000	367	500	0.012	0.964	0.06	20.36	2.083	0.881	0.005
385000	364	500	0.011	0.966	0.06	20.42	2.095	0.871	0.015
386000	366	500	0.012	0.964	0.07	20.47	2.092	0.872	0.000
387000	362	500	0.011	0.968	0.07	20.52	2.092	0.876	0.000
388000	358	500	0.01	0.97	0.07	20.56	2.091	0.879	0.000
389000	362	500	0.01	0.969	0.07	20.59	2.085	0.884	0.000
390000	366	500	0.011	0.967	0.07	20.63	2.088	0.879	0.023
391000	364	500	0.01	0.969	0.07	20.67	2.086	0.883	0.012
392000	362	500	0.011	0.968	0.07	20.71	2.085	0.883	0.000
393000	368	500	0.009	0.974	0.07	20.75	2.097	0.877	0.004
394000	365	500	0.009	0.973	0.07	20.79	2.09	0.883	0.006
395000	359	500	0.008	0.975	0.07	20.83	2.092	0.883	0.008
396000	365	500	0.008	0.975	0.07	20.86	2.082	0.893	0.009
