att1	att2	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.215;-0.586	#	100000000000000	0.019	0.451	5	197.34	399996	264563	0.50		2713	13371
-2.033;-0.159	-0.729;-0.058	100100001100000	0.048	0.544	2	235.45	399629	343010	1.00		324	11500
-1.388;0.350	0.199;1.003	100000000010010	0.080	0.604	5	202.80	399949	352146	1.00		273	9028
-0.458;0.856	0.249;2.530	000010000010000	0.021	0.462	4	190.83	399983	353400	1.00		1201	9533
-0.893;-0.340	-1.139;-0.008	000100001100000	0.045	0.537	4	221.58	399955	355506	1.00		383	7382
-0.227;0.823	-1.219;-0.531	000001001000100	0.239	0.751	5	230.47	399942	368848	1.00		400	3966
-0.645;-0.036	-0.799;0.408	100101001011000	0.138	0.673	1	238.20	399878	371757	1.00		121	9453
#	-1.009;0.056	001001001001100	0.065	0.578	2	231.35	399882	372880	0.50		271	18195
-0.891;0.195	-1.348;0.013	001001001101000	0.056	0.561	3	241.72	399927	373606	1.00		228	11589
-1.019;-0.777	-1.355;-0.243	000000000100000	0.284	0.777	1	172.82	399804	374195	1.00		295	443
-0.048;1.118	#	000001010010100	0.099	0.630	1	217.21	399979	374319	0.50		549	14008
-1.415;-0.486	-0.998;-0.225	000000000100000	0.055	0.561	4	205.04	399971	375025	1.00		427	1998
-1.797;-0.371	-0.662;-0.029	100100000100000	0.067	0.582	1	227.00	399969	375316	1.00		285	3113
-0.038;0.762	-0.906;-0.025	000001011001101	0.343	0.807	6	257.92	399941	377086	1.00		164	6136
#	0.277;0.810	000001100010000	0.060	0.569	4	182.41	399958	377303	0.50		615	4634
#	-1.098;-0.371	000001001001101	0.102	0.633	2	223.86	399992	377925	0.50		1016	7329
-0.906;0.256	-0.757;0.627	100001001011000	0.104	0.636	1	236.96	399835	378865	1.00		150	13361
-0.839;0.246	#	101101001011000	0.062	0.573	3	233.08	399753	379482	0.50		87	14113
0.284;0.836	#	000001000000100	0.022	0.465	4	210.50	399599	381928	0.50		77	4165
-1.415;-0.777	#	000000000100000	0.068	0.583	1	165.77	399804	382383	0.50		200	400
-0.691;0.624	-0.922;0.113	101001011011101	0.174	0.705	2	245.69	399928	382580	1.00		99	10268
-0.976;0.243	-0.381;0.367	110001001011000	0.158	0.691	1	241.11	399972	383622	1.00		139	5956
#	0.206;1.836	100001010010010	0.111	0.645	1	187.84	399947	383646	0.50		816	3971
-0.839;0.228	-1.341;0.020	001001001001000	0.055	0.559	3	241.75	399788	383667	1.00		48	7297
0.413;3.357	#	000001000000000	0.028	0.490	1	182.11	399994	383718	0.50		303	2749
0.892;1.259	-1.438;0.677	000001000010000	0.370	0.820	1	161.00	399977	384420	1.00		113	246
0.621;3.091	-1.385;-0.081	000001000000000	0.250	0.758	1	176.54	399994	384837	1.00		262	629
#	0.311;1.193	000000000010000	0.020	0.457	6	172.61	399978	384860	0.50		87	3096
0.621;2.290	-0.982;-0.484	000001000000000	0.857	0.970	1	154.19	399994	385315	1.00		210	231
0.284;1.581	-0.934;-0.340	000001000000100	0.091	0.619	1	216.28	399599	385423	1.00		62	1273
#	-0.955;0.176	101101001101000	0.034	0.509	2	230.50	399453	385473	0.50		20	10725
#	-0.334;0.682	000001011010000	0.087	0.614	2	227.37	399939	385497	0.50		104	8528
-0.138;0.226	-1.487;0.361	100001011011100	0.357	0.814	1	273.82	399931	385721	1.00		490	3324
0.240;0.736	-0.988;-0.087	000001001000101	0.208	0.731	6	244.89	399987	386007	1.00		101	1782
-0.856;-0.170	#	000101001101000	0.034	0.507	1	214.96	399785	386073	0.50		98	4783
-1.090;-0.024	#	100001001001000	0.056	0.563	1	223.21	399913	386241	0.50		40	6702
-0.893;-0.340	#	000100001100000	0.014	0.427	1	210.51	399955	386553	0.50		117	3001
-0.252;1.178	#	000001011011100	0.155	0.689	3	221.13	399993	386564	0.50		482	9689
#	-0.764;0.636	110001001011000	0.060	0.570	1	226.42	399972	386890	0.50		111	11662
0.354;1.217	#	000001010010000	0.121	0.656	1	183.66	399948	387332	0.50		219	2594
-0.722;0.688	-0.542;0.728	001001011001101	0.040	0.525	3	234.96	399667	387566	1.00		88	8892
-0.127;1.215	-0.671;0.114	000001011010100	0.263	0.765	2	248.67	399902	387683	1.00		228	4108
-1.103;0.287	#	001101001101000	0.018	0.447	5	232.93	399818	387755	0.50		104	9056
-0.138;0.226	#	100001011011100	0.220	0.739	2	260.49	399931	387790	0.50		420	3679
#	-0.671;0.114	000001011010100	0.086	0.613	1	242.48	399902	387859	0.50		223	7228
#	-1.199;0.024	001101001001000	0.034	0.507	1	231.37	399885	388002	0.50		34	7676
#	-0.588;-0.013	100101001111000	0.074	0.594	2	245.87	399985	388069	0.50		35	5311
-1.702;0.479	-0.945;0.359	100101001101000	0.054	0.558	2	236.94	399929	388745	1.00		129	7869
0.400;1.013	#	000001010010100	0.154	0.688	2	178.28	399979	388795	0.50		240	1938
-0.449;0.226	#	100001011011100	0.201	0.726	1	250.37	399998	389113	0.50		925	5695
-0.195;0.737	-0.305;0.837	000001011011000	0.153	0.687	1	232.26	399870	389187	1.00		185	4303
-0.150;0.783	0.249;1.700	000010000010000	0.030	0.496	1	192.74	399983	389260	1.00		275	1719
-0.349;0.315	#	101001011011100	0.178	0.708	4	252.45	399903	389383	0.50		76	5737
-0.530;0.959	-0.726;0.712	100001011011100	0.181	0.710	1	242.85	399998	389389	1.00		899	8225
-0.170;0.620	-0.420;0.221	000001011011101	0.563	0.892	2	268.19	399986	389432	1.00		452	2643
-0.976;-0.301	-0.381;0.411	110001001011000	0.114	0.648	1	216.97	399972	389487	1.00		90	1429
-0.695;-0.085	#	100101001111000	0.098	0.628	1	224.62	399985	389500	0.50		30	3785
-0.227;0.592	0.030;0.873	000001110010000	0.095	0.625	2	216.70	399887	389904	1.00		74	2482
-0.801;0.066	0.467;0.984	000000000010010	0.223	0.741	1	190.70	399953	390275	1.00		179	485
#	-0.632;0.292	100001011011100	0.171	0.703	2	242.08	399998	390284	0.50		820	6432
#	-0.160;0.645	100001010010000	0.135	0.670	3	216.94	399770	390683	0.50		27	4088
-0.855;0.116	-0.728;0.249	110101001011000	0.096	0.625	2	244.23	399964	390686	1.00		54	4109
#	-0.615;0.286	100101011011100	0.148	0.683	4	242.08	399854	390767	0.50		40	5999
0.074;0.406	#	000001010010000	0.057	0.564	1	237.41	399995	390809	0.50		66	2195
-0.482;1.088	#	000001100010000	0.017	0.440	1	225.47	399958	391087	0.50		242	7612
-0.274;1.056	0.277;0.810	000001100010000	0.089	0.616	2	187.69	399958	391142	1.00		240	1559
-0.801;0.066	0.467;2.781	000000000010010	0.228	0.744	2	190.70	399953	391251	1.00		162	434
-0.293;1.056	0.277;0.810	000001100010000	0.088	0.615	2	187.69	399958	391283	1.00		235	1542
-1.063;-0.340	-1.212;-0.157	000001001101000	0.063	0.575	2	220.09	399729	391341	1.00		36	1254
-0.888;0.445	#	001001001000100	0.015	0.431	1	229.07	399749	391361	0.50		48	7263
#	-1.921;-0.200	001001001000000	0.024	0.475	5	232.14	399989	391484	0.50		85	4025
-0.448;0.447	-0.065;0.792	100001011011000	0.145	0.679	1	222.68	399991	391603	1.00		144	2546
-0.015;0.480	0.088;1.218	000010100010000	0.022	0.466	1	209.13	399510	391653	1.00		36	1301
-1.245;-0.007	-0.906;-0.350	000000001100000	0.017	0.445	4	222.10	399793	391800	1.00		36	1622
-1.215;-0.586	-0.299;0.448	100000000000000	0.220	0.739	2	183.24	399996	391804	1.00		118	341
0.491;4.839	0.142;0.677	000001000010000	0.519	0.877	1	173.72	399977	391879	1.00		114	208
-0.038;0.762	#	000001011001101	0.087	0.614	1	233.01	399941	391898	0.50		58	4008
-0.590;0.229	0.119;0.771	100001010010010	0.261	0.764	1	214.48	399947	391964	1.00		399	1382
-0.778;0.212	-0.925;0.110	001101001011100	0.089	0.617	3	241.81	399839	392150	1.00		12	3655
-0.518;0.473	-0.016;2.930	100001000010010	0.091	0.620	2	208.85	399970	392188	1.00		202	2385
0.141;0.675	0.554;1.224	000010000000000	0.037	0.517	4	161.33	399967	392278	1.00		45	377
-0.707;0.265	-0.306;0.792	100001011011000	0.184	0.713	1	232.54	399991	392336	1.00		131	3134
-0.063;0.909	-0.018;1.285	000000100010000	0.015	0.430	2	206.21	399571	392338	1.00		22	1830
