Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.008;0.159	0.023;0.108	0.024;0.166	#	-0.158;7.160	#	-0.036;0.202	-0.182;0.616	-0.508;4.753	#	#	#	#	#	#	-0.193;0.322	0.383;1.239	0.231;0.588	0.082;0.103	0.458;0.946	0.082;0.674	000001	0.057	0.563	1	88.47	9992	2167	0.59		443	787
-76.272;-64.718	#	0.020;0.255	0.179;0.273	#	#	#	#	#	-0.951;5.838	0.132;0.763	#	#	0.098;0.219	0.003;0.014	#	-0.118;0.585	-0.302;1.033	0.015;0.692	0.059;0.125	#	#	110000	1.000	1.000	1	42.28	9725	2190	0.50		20	20
-89.643;-50.611	#	#	0.055;0.143	#	#	-0.057;0.193	#	#	-0.586;6.697	#	0.453;0.606	-0.004;0.458	0.012;0.091	0.005;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	0.092;1.820	#	010000	1.000	1.000	1	68.97	9914	2193	0.55		40	40
-64.564;-60.544	#	#	#	-0.213;0.475	3.553;9.442	#	#	#	-0.586;6.697	-0.212;0.676	0.453;0.606	-0.004;0.458	#	0.005;0.010	-0.898;0.161	#	#	#	#	#	-0.188;1.033	010000	0.074	0.594	2	57.19	9914	2193	0.45		60	101
#	-0.008;0.159	#	#	-0.216;0.242	-0.158;7.160	0.211;0.406	#	#	#	-0.251;0.588	#	0.276;0.692	0.009;0.135	#	-0.192;0.966	-0.193;0.527	-0.274;1.239	#	0.082;0.103	0.458;0.946	#	000001	0.077	0.599	1	112.43	9963	2205	0.55		179	299
#	0.013;0.069	0.079;0.177	0.149;0.243	-0.331;0.392	#	-0.016;0.116	0.062;0.272	0.006;1.206	#	#	#	#	0.006;0.121	#	1.015;1.864	0.098;0.853	0.336;1.500	#	#	#	#	011000	1.000	1.000	1	95.86	9760	2225	0.50		20	20
#	0.195;0.275	0.041;0.133	0.006;0.183	#	#	0.045;0.267	-0.048;0.213	-0.097;0.529	#	#	#	0.021;0.265	0.145;0.227	0.007;0.013	0.558;1.233	#	#	#	#	-0.140;1.781	#	000100	1.000	1.000	1	37.27	9761	2226	0.50		20	20
-91.311;-76.762	#	#	0.189;0.350	-0.498;0.239	#	#	#	#	4.304;9.982	#	#	#	#	0.004;0.012	-0.044;1.017	0.283;1.561	#	#	0.054;0.101	0.698;1.576	#	001100	0.077	0.599	1	73.77	9909	2264	0.41		118	197
#	#	0.112;0.321	0.189;0.350	-0.202;0.239	5.843;8.968	-0.027;0.104	0.109;0.239	#	#	#	#	#	0.023;0.084	#	#	0.590;0.852	#	#	#	0.698;1.576	#	001100	1.000	1.000	1	144.55	9799	2264	0.41		19	19
-76.445;-61.467	#	#	#	#	-0.158;5.972	#	-0.036;0.202	#	-0.508;4.753	-0.252;0.587	#	0.276;0.692	#	#	#	-0.193;0.527	-0.274;1.239	#	0.076;0.103	0.095;0.946	#	000001	0.067	0.583	1	111.28	9963	2276	0.45		277	475
-76.445;-61.467	#	#	#	#	#	0.211;0.406	#	#	#	0.006;0.339	#	0.276;0.692	0.009;0.135	#	#	-0.193;0.527	-0.274;1.437	#	0.076;0.109	0.095;0.946	#	000001	0.046	0.540	1	101.60	9963	2292	0.41		255	472
#	#	#	0.149;0.243	-0.437;0.638	#	#	#	0.006;0.723	#	#	0.460;0.771	#	#	#	0.076;0.829	-0.181;0.853	1.023;1.500	#	#	#	-0.001;0.657	011000	0.095	0.624	2	85.43	9922	2301	0.36		98	157
#	-0.033;0.112	#	0.189;0.350	#	#	-0.008;0.104	#	#	#	#	#	-0.005;0.174	0.004;0.104	0.002;0.012	#	#	-0.425;0.978	#	0.054;0.101	#	#	001100	0.042	0.530	1	71.22	9909	2323	0.36		157	296
-90.537;-73.848	#	#	0.189;0.350	#	#	#	#	#	1.990;6.681	#	0.543;0.881	#	#	#	-0.044;0.811	#	-0.425;0.978	#	#	0.291;1.937	#	001100	0.227	0.744	1	88.38	9909	2326	0.32		58	78
#	-0.008;0.159	#	#	-0.216;0.242	-0.158;7.160	0.211;0.406	#	#	#	#	#	0.276;0.692	0.009;0.135	#	-0.192;0.908	-0.193;0.527	#	#	0.076;0.103	0.095;0.946	#	000001	0.077	0.599	1	112.43	9963	2362	0.45		175	292
-76.445;-61.467	#	#	0.024;0.166	#	#	#	#	#	#	#	#	0.276;0.692	0.036;0.099	#	#	-0.193;0.527	-0.274;1.437	#	#	#	#	000001	0.049	0.548	1	98.61	9963	2362	0.27		310	566
#	#	-0.022;0.108	0.024;0.166	#	#	#	-0.036;0.202	-0.182;0.616	-1.480;6.296	#	#	0.276;0.692	#	#	0.040;0.966	#	-0.274;1.239	#	#	#	#	000001	0.097	0.628	1	129.79	9963	2369	0.36		231	368
-90.537;-73.848	-0.053;0.112	#	#	#	2.794;11.807	#	#	0.341;0.944	3.620;11.643	0.887;1.677	#	#	0.004;0.104	0.002;0.012	#	0.277;1.031	-0.425;0.978	#	#	0.291;1.937	#	001100	1.000	1.000	1	112.04	9907	2372	0.50		19	19
-90.537;-73.848	#	#	0.189;0.350	#	#	#	0.109;0.239	#	#	0.887;1.677	#	#	0.004;0.104	0.003;0.011	-0.044;1.017	0.590;1.561	#	#	#	0.698;1.576	#	001100	1.000	1.000	1	89.56	9909	2374	0.41		19	19
-89.643;-50.611	#	#	0.055;0.143	#	#	-0.057;0.193	-0.077;0.187	#	-0.586;6.697	#	0.453;0.606	-0.004;0.458	0.012;0.091	0.005;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	0.092;1.820	#	010000	1.000	1.000	1	68.02	9914	2379	0.59		39	39
-92.146;-59.424	#	#	#	-0.637;0.577	7.099;12.475	#	#	#	#	#	0.335;0.627	-0.115;0.301	#	0.004;0.014	#	0.428;1.049	#	#	#	#	-0.187;0.333	001110	0.053	0.556	2	71.56	9987	2381	0.36		198	356
#	#	#	0.149;0.243	#	-0.447;7.845	#	#	-0.086;0.723	#	#	0.460;0.771	#	#	0.004;0.014	0.076;0.829	#	1.023;1.500	0.288;0.918	0.058;0.125	#	#	011000	0.179	0.709	1	96.76	9922	2387	0.41		95	134
#	0.062;0.174	#	#	#	-2.579;4.512	#	#	#	-2.098;6.048	#	0.275;0.521	0.309;0.514	#	#	#	#	#	#	0.068;0.113	#	#	100001	0.060	0.570	1	64.38	9934	2399	0.27		155	272
#	0.070;0.206	#	#	0.285;1.413	#	#	#	-0.007;0.392	2.265;9.424	#	0.284;0.617	#	#	0.015;0.023	#	#	1.605;2.887	#	0.093;0.153	#	#	010010	1.000	1.000	1	77.66	9966	2431	0.36		19	19
-87.668;-63.046	#	#	0.085;0.279	#	5.048;11.418	-0.119;0.140	#	0.683;1.287	0.821;9.831	0.557;1.050	0.316;0.668	-0.128;0.314	0.040;0.105	0.004;0.011	-0.638;0.172	#	#	#	#	#	-0.134;0.458	001110	1.000	1.000	1	87.46	9979	2444	0.59		19	19
-96.975;-79.002	0.033;0.165	0.001;0.172	#	#	6.557;10.163	#	#	#	#	-0.227;0.402	0.389;0.782	#	#	0.019;0.026	#	#	#	#	0.103;0.168	#	#	000001	1.000	1.000	1	38.13	9980	2445	0.36		19	19
-96.975;-79.002	#	0.001;0.172	#	0.320;1.113	#	#	#	-0.225;0.391	#	-0.227;0.402	#	#	0.001;0.051	#	#	#	#	#	0.134;0.168	#	#	000001	1.000	1.000	1	38.13	9980	2445	0.32		19	19
-76.840;-59.294	#	#	0.018;0.094	1.301;1.953	#	#	-0.062;0.187	-0.151;0.373	#	#	0.262;0.595	#	#	#	-0.452;0.223	#	#	#	#	-0.172;0.981	0.779;1.910	110000	0.126	0.661	1	92.56	9881	2466	0.41		37	56
#	#	-0.075;0.157	#	#	#	#	-0.105;0.179	-0.337;0.213	-0.158;1.384	#	0.263;0.481	#	#	#	0.140;1.046	-0.383;0.655	#	0.066;0.434	0.073;0.098	-0.352;0.965	#	100001	0.057	0.563	1	90.88	9772	2475	0.45		76	135
#	0.014;0.120	-0.022;0.108	#	-0.216;0.242	-0.158;7.160	#	#	#	#	#	#	0.276;0.692	0.009;0.135	#	-0.192;0.908	#	#	#	#	-0.313;1.635	#	000001	0.106	0.638	1	128.84	9963	2478	0.36		171	268
#	#	0.013;0.088	#	-0.029;1.100	-2.579;4.512	#	-0.105;0.179	#	#	-0.273;0.448	#	#	#	#	0.140;1.046	-0.183;0.754	1.711;2.806	-0.098;0.448	#	#	0.707;1.497	100001	0.066	0.580	1	70.01	9878	2479	0.45		134	231
-79.988;-64.582	#	#	#	-0.029;1.100	#	#	-0.105;0.199	#	#	#	0.275;0.521	0.309;0.514	#	#	#	#	#	#	0.062;0.129	#	#	100001	0.071	0.590	1	66.71	9962	2479	0.27		191	324
-101.231;-65.367	#	0.048;0.324	#	#	4.399;12.475	-0.024;0.098	0.235;0.361	#	1.279;7.090	0.212;0.619	#	-0.041;0.242	#	#	0.154;0.656	-0.188;0.784	-0.787;1.461	0.245;0.602	#	#	#	001110	0.033	0.507	1	71.51	9722	2516	0.55		38	75
#	0.033;0.187	#	#	#	4.399;12.475	#	0.235;0.361	#	1.279;7.090	#	0.316;0.535	#	#	#	0.154;0.656	#	#	#	0.057;0.090	#	#	001110	0.237	0.750	1	66.80	9987	2516	0.32		57	76
#	#	#	0.231;0.322	#	#	0.013;0.136	0.119;0.215	0.031;0.555	-0.758;5.290	#	0.508;0.671	0.040;0.298	#	#	#	0.071;0.707	1.113;2.927	#	#	#	#	010000	1.000	1.000	1	44.82	9692	2548	0.41		19	19
-89.643;-50.611	#	#	0.055;0.143	#	3.974;9.022	-0.057;0.193	-0.077;0.187	#	-0.586;6.697	#	0.453;0.606	-0.004;0.458	#	0.005;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	0.092;1.820	#	010000	1.000	1.000	1	66.78	9914	2584	0.59		38	38
-89.643;-50.611	#	#	0.055;0.143	#	#	-0.057;0.193	-0.077;0.187	#	-0.586;6.697	#	0.453;0.606	-0.004;0.458	0.012;0.091	0.005;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	0.092;1.030	#	010000	1.000	1.000	1	89.06	9914	2584	0.59		19	19
#	#	#	#	-0.637;0.616	4.399;12.475	-0.117;0.246	#	#	#	0.212;0.619	0.393;0.535	-0.151;0.232	#	#	#	-0.396;1.216	-0.708;1.130	0.446;0.626	0.057;0.092	0.443;1.884	#	001110	0.039	0.522	2	84.51	9971	2589	0.50		289	554
#	#	0.013;0.088	#	-0.029;1.100	-2.579;4.512	0.233;0.524	-0.105;0.179	#	#	#	#	0.309;0.514	#	#	#	#	1.711;2.806	-0.061;0.448	0.062;0.129	#	#	100001	0.074	0.594	1	76.59	9931	2593	0.41		111	187
#	#	#	#	#	#	0.337;0.482	#	#	#	-0.166;0.562	#	#	#	#	#	#	0.007;1.000	#	0.076;0.132	0.191;1.837	-0.162;0.305	001000	0.078	0.600	1	79.26	9877	2605	0.27		57	95
#	#	-0.075;0.157	0.020;0.196	-0.195;1.100	0.203;8.255	#	-0.105;0.179	-0.129;0.213	#	#	0.263;0.481	#	#	0.004;0.009	0.140;1.046	#	#	0.066;0.434	0.073;0.098	-0.352;0.965	#	100001	0.039	0.522	1	72.37	9983	2623	0.55		375	718
-90.537;-73.848	-0.033;0.112	#	0.189;0.350	-0.498;0.577	#	#	#	0.196;1.017	#	#	0.543;0.881	#	#	0.002;0.012	-0.044;0.811	#	-0.425;0.978	#	0.054;0.101	0.291;1.937	#	001100	0.193	0.720	1	88.67	9909	2647	0.50		95	132
#	#	#	0.066;0.199	#	8.580;12.475	-0.024;0.242	0.041;0.175	#	5.032;9.831	-0.091;0.736	#	#	#	#	0.054;1.404	0.036;1.049	0.027;0.986	0.376;1.063	#	#	-0.162;0.440	001110	0.132	0.667	1	89.07	9797	2653	0.50		38	57
-90.537;-73.848	-0.033;0.112	#	0.189;0.350	-0.498;0.577	#	-0.027;0.146	#	0.196;1.017	#	#	0.312;0.881	#	0.014;0.094	0.002;0.012	-0.044;0.811	#	-0.425;0.978	#	0.054;0.101	0.291;1.937	#	001100	0.169	0.701	2	80.97	9909	2655	0.59		131	187
#	#	-0.075;0.157	#	#	1.553;8.043	#	#	-0.129;0.213	#	#	0.263;0.481	#	#	#	#	-0.183;0.754	1.711;2.806	-0.098;0.153	#	#	#	100001	0.000	0.000	1	128.72	2675	2675	0.32		0	19
-76.445;-61.467	0.025;0.135	#	#	#	#	0.211;0.406	-0.036;0.202	-0.089;0.378	-0.508;4.753	#	#	0.276;0.692	0.009;0.135	#	#	#	-0.274;1.239	#	0.082;0.103	#	#	000001	0.166	0.698	1	113.99	9963	2683	0.45		261	374
#	-0.033;0.112	0.150;0.376	0.189;0.350	#	#	#	#	0.341;0.944	#	0.393;1.022	0.430;0.807	#	0.004;0.104	0.002;0.012	#	#	#	#	#	0.291;1.937	#	001100	0.123	0.658	1	75.44	9907	2717	0.41		73	111
#	#	#	#	#	#	0.337;0.482	#	-0.064;0.677	#	#	#	#	#	#	#	-0.336;0.820	#	#	0.076;0.132	1.094;1.837	-0.530;0.673	001000	1.000	1.000	1	80.85	9877	2733	0.27		18	18
-76.840;-55.415	#	#	#	1.301;1.953	#	0.232;0.417	#	-0.151;0.373	#	#	0.262;0.595	#	#	#	-0.452;0.223	#	#	#	#	-0.172;0.981	0.779;1.910	110000	0.120	0.655	1	92.53	9881	2737	0.36		36	55
-89.643;-50.611	#	#	#	0.191;0.756	#	#	-0.077;0.187	-0.028;0.690	#	#	0.453;0.606	-0.004;0.458	0.012;0.091	0.005;0.010	-0.898;-0.049	#	#	#	0.051;0.115	0.092;1.820	#	010000	1.000	1.000	1	52.95	9914	2770	0.50		37	37
-76.968;-57.283	#	-0.008;0.138	#	#	4.399;12.475	#	0.067;0.275	#	-1.673;7.090	0.212;0.619	#	-0.151;0.232	0.011;0.109	0.004;0.013	0.074;0.614	-0.396;0.776	#	0.446;0.747	#	0.258;1.884	-0.162;0.341	001110	0.187	0.715	1	119.05	9971	2827	0.64		93	130
-81.438;-69.028	-0.018;0.093	0.151;0.250	#	#	#	#	0.108;0.288	0.117;0.493	0.363;4.559	#	#	#	#	#	-0.027;0.629	#	1.257;2.386	0.106;0.727	#	#	#	111000	1.000	1.000	1	68.33	9977	2833	0.41		18	18
-87.668;-63.046	#	#	0.085;0.279	#	5.048;11.418	-0.119;0.140	#	0.683;1.287	0.821;9.831	0.557;1.050	0.316;0.668	-0.128;0.314	0.040;0.105	0.004;0.011	#	#	#	#	#	#	-0.134;0.458	001110	0.248	0.757	1	63.77	9987	2835	0.55		56	74
-96.975;-79.002	0.033;0.165	0.001;0.172	#	#	#	#	#	#	#	-0.227;0.277	#	#	-0.035;0.086	#	#	#	#	#	0.134;0.168	#	#	000001	0.031	0.500	1	33.61	9980	2836	0.27		18	36
-77.743;-60.626	0.070;0.124	0.063;0.259	#	-0.324;0.487	#	0.011;0.261	#	#	#	#	#	#	0.052;0.110	0.009;0.017	#	#	#	0.377;0.979	0.072;0.113	1.134;2.259	-0.305;0.862	100000	1.000	1.000	2	57.26	9984	2840	0.50		18	18
#	0.055;0.165	#	#	#	-1.605;6.808	0.103;0.439	0.032;0.186	-0.179;0.596	#	#	#	0.223;0.625	0.098;0.219	0.011;0.017	#	-0.118;0.585	#	#	0.059;0.125	#	#	110000	1.000	1.000	1	52.46	9986	2842	0.45		18	18
-76.445;-61.467	#	-0.022;0.108	#	#	-0.532;7.160	0.211;0.406	#	-0.266;0.616	#	#	0.367;0.678	0.095;0.692	#	#	#	#	-0.274;1.437	0.231;0.588	#	-0.179;1.165	0.082;0.674	000001	0.041	0.527	1	95.96	9992	2848	0.50		347	658
#	#	-0.075;0.088	0.020;0.110	#	-1.532;6.520	#	#	-0.129;0.213	-0.158;1.384	#	0.263;0.481	#	-0.001;0.100	0.004;0.009	-0.245;1.046	-0.470;0.769	#	#	#	#	#	100001	0.328	0.800	2	121.96	9772	2866	0.45		72	90
-80.963;-62.846	#	-0.034;0.157	#	0.812;1.100	-2.579;4.512	#	-0.105;0.179	#	#	-0.157;0.448	#	0.309;0.514	0.022;0.117	0.002;0.013	#	-0.418;0.754	#	0.066;0.434	0.069;0.127	#	#	100001	0.232	0.746	1	127.42	9709	2870	0.55		53	71
-94.284;-65.185	#	-0.016;0.133	#	#	3.736;9.385	#	#	#	#	-0.161;0.419	#	0.282;0.447	#	#	#	#	2.321;3.450	#	0.132;0.186	0.331;1.895	0.985;1.541	110001	1.000	1.000	2	31.50	9628	2875	0.41		17	17
#	#	#	#	0.841;1.705	-0.158;3.082	#	#	#	#	#	#	#	0.009;0.135	#	#	#	#	#	0.098;0.103	#	#	000001	1.000	1.000	1	133.42	9632	2879	0.18		17	17
#	-0.004;0.096	#	0.149;0.243	-0.195;0.299	-0.447;7.845	#	0.062;0.256	#	5.966;10.903	#	0.531;0.683	#	0.006;0.121	#	#	-0.013;0.925	#	#	0.058;0.102	0.462;1.614	0.155;0.657	011000	0.126	0.660	1	92.23	9947	2889	0.55		70	106
-76.445;-57.146	#	0.023;0.108	#	-0.216;0.242	-0.158;7.160	0.211;0.406	#	#	#	#	#	#	#	0.003;0.014	#	-0.193;0.322	#	#	#	#	#	000001	0.045	0.537	1	88.52	9963	2898	0.32		273	508
#	#	0.048;0.188	#	-0.499;0.541	#	#	0.235;0.361	#	1.279;7.090	0.212;0.619	#	#	#	#	0.154;0.656	#	#	0.245;0.602	#	#	#	001110	0.145	0.679	1	70.51	9722	2907	0.32		36	53
#	-0.031;0.120	#	#	#	2.986;10.076	0.032;0.187	-0.043;0.170	#	5.504;7.303	#	#	#	#	0.005;0.012	#	#	#	#	#	#	0.773;2.460	110000	0.000	0.000	1	69.23	2914	2914	0.32		0	18
#	#	#	#	#	-2.579;4.512	#	-0.012;0.103	#	#	-0.280;0.571	0.275;0.521	0.309;0.514	#	#	#	-0.183;0.754	#	#	#	#	#	100001	0.039	0.522	1	61.46	9934	2927	0.27		233	446
#	-0.018;0.132	0.116;0.313	0.182;0.372	#	3.080;9.690	#	#	0.010;0.797	#	#	#	#	#	0.005;0.010	-0.159;1.249	#	#	#	#	2.143;3.707	#	001000	1.000	1.000	1	66.36	9701	2948	0.36		18	18
-76.272;-64.718	#	0.020;0.255	0.179;0.273	#	#	0.095;0.304	#	#	-0.951;5.838	0.132;0.763	#	#	0.098;0.219	0.003;0.014	#	-0.118;0.585	-0.302;1.033	-0.387;0.692	0.059;0.125	#	#	110000	1.000	1.000	1	33.59	9725	2972	0.55		18	18
-95.775;-73.522	#	0.027;0.147	0.003;0.133	#	3.258;6.262	#	-0.038;0.150	#	#	-0.231;0.422	#	0.304;0.581	0.006;0.059	#	0.569;1.495	#	1.983;3.181	0.304;0.737	#	#	#	010000	1.000	1.000	1	44.12	9726	2973	0.50		18	18
#	#	-0.034;0.204	#	#	-2.579;4.512	#	-0.012;0.103	#	#	-0.280;0.571	0.379;0.553	0.309;0.514	#	#	#	-0.183;0.754	#	0.353;0.993	#	#	#	100001	0.132	0.667	1	53.28	9934	2994	0.36		72	108
#	0.092;0.220	#	#	#	#	0.337;0.482	#	#	#	-0.166;0.562	#	#	#	#	#	#	0.007;1.000	#	0.076;0.132	0.191;1.837	-0.162;0.305	001000	0.078	0.600	1	79.25	9877	2996	0.32		54	90
#	#	0.041;0.133	0.006;0.183	#	#	0.045;0.267	#	-0.029;0.461	#	#	#	0.021;0.265	0.145;0.227	0.007;0.013	0.558;1.233	#	#	#	#	-0.140;1.781	#	000100	1.000	1.000	1	34.53	9761	3008	0.41		18	18
#	0.195;0.275	0.041;0.133	#	#	#	0.045;0.267	-0.048;0.213	#	#	#	#	0.021;0.265	#	#	0.558;1.233	#	#	#	#	#	#	000100	1.000	1.000	2	34.53	9761	3008	0.27		18	18
-106.395;-83.287	#	0.187;0.285	0.169;0.294	-0.617;0.617	-0.144;4.580	-0.029;0.135	#	#	4.905;8.238	0.269;1.120	#	-0.037;0.188	0.027;0.135	#	#	1.479;1.981	#	#	#	#	-0.569;0.652	000110	1.000	1.000	1	43.12	9790	3037	0.55		18	18
#	0.066;0.138	0.187;0.285	0.169;0.294	#	-0.144;8.148	#	0.233;0.340	0.902;1.461	#	0.269;1.120	#	#	#	#	#	#	#	#	#	#	-0.569;0.652	000110	1.000	1.000	1	43.12	9790	3037	0.36		18	18
-92.146;-59.424	#	#	#	-0.637;0.577	7.099;12.475	-0.040;0.196	#	#	#	#	0.335;0.627	-0.115;0.301	#	0.004;0.014	#	0.428;1.049	#	0.480;0.885	#	#	-0.187;0.333	001110	0.047	0.543	1	71.20	9959	3042	0.45		107	197
-90.537;-73.848	#	#	0.189;0.350	-0.498;0.239	#	#	#	#	#	#	0.543;0.881	#	#	0.002;0.012	#	#	-0.425;0.978	#	0.054;0.101	0.698;1.937	#	001100	0.190	0.718	1	88.67	9909	3046	0.36		89	124
#	-0.029;0.112	-0.015;0.207	#	-0.061;0.803	#	#	#	#	#	#	#	#	-0.013;0.112	0.012;0.017	-0.839;0.910	#	0.588;3.061	#	0.098;0.155	#	#	100000	1.000	1.000	1	40.24	9843	3090	0.36		17	17
#	#	#	#	#	#	0.261;0.492	-0.026;0.200	#	#	-0.170;0.373	#	#	#	#	0.496;1.461	-0.180;0.322	0.448;2.467	#	#	1.275;2.427	0.108;1.275	000001	1.000	1.000	2	45.75	9845	3092	0.36		17	17
#	-0.033;0.112	#	0.188;0.284	-0.498;0.577	#	#	#	0.341;0.944	#	#	#	#	0.004;0.104	0.002;0.012	-0.044;1.017	#	-0.425;1.457	#	0.054;0.101	0.291;1.937	#	001100	0.049	0.546	1	72.18	9909	3105	0.45		106	194
#	#	#	0.149;0.243	#	-0.447;7.845	#	#	-0.086;0.723	#	#	#	0.042;0.227	#	0.004;0.014	0.076;0.829	#	1.023;1.500	#	0.058;0.125	#	#	011000	0.406	0.835	1	106.77	9922	3112	0.36		86	103
#	-0.008;0.159	-0.022;0.108	#	#	#	0.211;0.406	#	-0.266;0.616	#	#	#	0.030;0.519	#	#	#	-0.193;0.322	0.383;1.239	0.231;0.588	#	0.458;0.946	0.082;0.674	000001	0.118	0.653	2	116.75	9992	3117	0.45		263	403
-103.154;-57.995	#	#	0.149;0.243	#	#	0.057;0.356	0.062;0.219	0.006;1.206	#	#	0.460;0.771	#	0.006;0.121	#	-0.609;0.490	#	0.336;1.500	#	0.058;0.102	#	0.155;0.657	011000	0.134	0.669	1	98.25	9996	3138	0.50		176	263
#	#	-0.022;0.108	-0.026;0.138	#	#	#	-0.036;0.202	#	-1.323;6.082	#	#	#	0.009;0.135	#	#	-0.386;-0.180	-0.274;2.467	#	#	#	-0.215;1.913	000001	0.062	0.875	1	599.81	3151	3151	0.36		0	0
-90.537;-73.848	-0.053;0.069	#	0.186;0.371	#	#	#	#	0.341;1.089	3.090;12.101	0.887;1.677	0.546;0.786	#	#	0.002;0.012	#	#	-0.425;0.978	#	#	0.291;1.937	#	001100	1.000	1.000	1	97.95	9909	3154	0.45		35	35
#	0.009;0.112	0.227;0.325	#	#	2.794;11.807	#	#	0.542;0.944	#	#	#	-0.107;0.322	0.004;0.104	#	-0.180;0.669	0.550;1.031	#	#	#	#	#	001100	1.000	1.000	1	74.04	9907	3154	0.36		35	35
-89.643;-50.611	#	#	0.055;0.143	#	#	-0.057;0.193	-0.077;0.187	#	-0.586;6.697	-0.110;0.421	0.453;0.606	-0.004;0.458	0.012;0.091	0.005;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	0.092;1.030	#	010000	1.000	1.000	1	73.53	9914	3161	0.64		17	17
#	#	-0.008;0.138	#	-0.637;0.616	#	#	#	#	-1.673;7.090	0.212;0.619	0.393;0.535	-0.151;0.232	#	#	#	#	#	0.446;0.747	#	0.443;1.884	-0.162;0.341	001110	0.071	0.590	1	102.64	9971	3167	0.41		177	300
-103.154;-57.995	#	#	0.149;0.243	#	#	#	0.121;0.243	-0.086;0.723	#	#	0.460;0.771	#	0.006;0.121	0.004;0.014	0.076;0.829	#	1.023;1.500	#	0.058;0.125	#	#	011000	1.000	1.000	2	118.22	9922	3169	0.45		51	51
#	0.083;0.230	#	0.055;0.128	#	#	0.171;0.386	#	0.188;0.667	3.099;12.233	#	0.415;0.639	#	#	0.006;0.011	#	#	-0.090;1.793	0.134;0.370	#	-0.474;1.529	-0.096;0.443	001010	0.132	0.667	1	72.20	9938	3185	0.50		34	51
#	0.083;0.230	#	0.055;0.128	#	#	0.173;0.386	#	0.188;1.098	3.099;12.233	0.122;0.615	0.415;0.639	#	0.124;0.173	0.006;0.011	#	0.086;0.504	-0.500;1.793	0.134;0.370	#	#	-0.204;0.550	001010	1.000	1.000	1	89.01	9938	3185	0.59		34	34
-82.981;-58.161	-0.082;0.088	-0.075;0.127	0.020;0.196	#	-0.019;6.711	#	-0.105;0.179	-0.129;0.213	#	#	0.002;0.481	#	#	#	0.140;1.046	#	#	0.066;0.434	#	0.793;2.110	-0.277;1.015	100001	0.132	0.667	1	84.70	9960	3207	0.55		34	51
#	0.070;0.183	#	#	0.285;1.413	#	#	#	-0.007;0.392	2.265;9.424	#	0.284;0.617	#	#	0.015;0.023	#	#	1.605;2.887	#	0.093;0.153	#	#	010010	1.000	1.000	1	76.80	9966	3213	0.36		17	17
#	#	-0.008;0.138	0.085;0.279	#	#	#	0.067;0.275	#	#	0.212;0.619	0.393;0.535	#	0.011;0.109	0.002;0.013	-0.264;0.952	-0.396;0.718	#	#	#	0.258;1.884	-0.081;0.341	001110	0.053	0.556	2	78.25	9999	3218	0.50		281	505
#	0.140;0.194	0.010;0.197	#	#	#	0.305;0.487	#	#	#	-0.223;0.505	0.617;0.781	0.260;0.471	#	#	#	0.282;0.694	#	#	#	#	0.062;0.870	100001	1.000	1.000	1	74.08	9972	3219	0.36		17	17
-81.438;-69.028	-0.018;0.093	0.151;0.250	#	#	#	#	0.108;0.288	0.117;0.493	0.363;4.559	#	#	#	#	#	-0.027;0.629	#	1.257;2.386	0.106;0.727	#	-0.020;1.352	#	111000	1.000	1.000	1	63.85	9977	3224	0.45		17	17
-87.668;-56.516	#	#	#	#	5.048;12.475	#	#	0.683;1.287	#	0.557;1.050	0.316;0.627	-0.128;0.301	#	0.004;0.014	-0.638;0.172	0.428;1.049	#	#	#	#	-0.134;0.458	001110	1.000	1.000	2	81.43	9979	3226	0.45		17	17
-96.975;-79.002	0.033;0.117	#	#	0.320;1.113	#	#	#	#	#	-0.227;0.402	0.389;0.782	#	#	0.019;0.026	#	-0.300;0.487	#	0.316;0.900	0.134;0.168	#	#	000001	1.000	1.000	1	37.38	9980	3227	0.41		17	17
-73.646;-54.599	#	0.066;0.106	#	#	#	#	#	#	-0.420;4.764	#	#	0.313;0.775	#	0.004;0.014	-0.190;0.910	#	#	#	#	#	0.933;1.400	100000	0.243	0.754	1	92.93	9988	3235	0.32		52	69
#	0.006;0.104	0.002;0.106	#	0.844;1.955	#	0.195;0.386	-0.021;0.121	#	#	#	#	0.313;0.775	#	#	-0.190;0.910	-0.339;0.532	1.042;3.061	#	#	#	0.933;1.400	100000	0.053	0.555	1	90.51	9990	3237	0.45		86	155
#	#	-0.075;0.088	0.020;0.110	#	#	#	#	-0.337;0.213	-0.158;1.384	#	0.263;0.481	#	-0.001;0.100	#	-0.245;1.046	-0.470;0.769	#	-0.128;0.455	#	#	#	100001	0.058	0.567	1	98.00	9772	3257	0.41		68	120
